"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC010	RCFDC436	RCFDJ448	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC010	RCONC436	RCONJ448	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
11640																			0	2705	1484	16706	369	503	0	0	0	0	0	3517	0	0	0	8497	0	0				
11837																			0	834	2525	3987	0	54	0	0	0	0	0	574	0	0	0	0	0	0				
12030																			0	6919	2245	12892	159	1015	536	225	0	0	0	2229	0	0	0	484	0	0	Reclassed NSF's	Prepaid State Income Taxes		
12142																			0	484	618	8556	473	1663	0	0	0	0	0	1275	0	0	0	0	0	4516				
12179																			0	710	90	3464	62	91	29	0	0	0	0	117	0	0	0	1848	0	608	Prepaid D&O Insurance			
12245																			0	461	371	1465	150	176	0	0	0	0	0	457	0	0	0	0	0	0				
12311	0	317462	223942	2950776	0	657661	0	0	0	0	0	166316	0	0	0	293485	496535	795375		317462																				
12647																			0	310	0	974	0	117	0	0	0	0	0	547	0	0	0	0	0	0				
12656																			0	29	40	214	61	61	0	0	0	0	0	84	0	0	0	0	0	0				
12937																			0	690	0	1385	147	149	0	0	0	0	0	546	0	0	0	0	0	0				
12946																			0	2247	0	18923	414	1145	0	0	0	0	0	3650	0	0	0	1195	10686	0				
12955																			0	458	0	907	185	185	0	0	0	0	0	264	0	0	0	0	0	0				
13103																			0	11182	4314	31613	0	6914	3937	0	0	0	0	3158	0	0	0	6045	0	0	DUE FROM BROKER			
13251																			0	298	0	904	46	46	0	0	0	0	0	206	0	0	0	354	0	0				
13457																			0	0	0	1717	0	1	0	0	0	0	0	393	0	0	0	1323	0	0				
14052																			0	152	119	1995	60	99	0	0	0	0	0	183	0	0	0	1089	353	0				
14155																			0	732	0	4449	245	284	0	0	0	0	0	1379	0	0	0	2054	0	0				
14650																			1	68	170	1732	45	46	0	0	0	0	0	120	0	0	0	1328	0	0				
14753																			0	9	0	550	0	85	0	0	0	0	0	456	0	0	0	0	0	0				
14865																			0	536	691	9971	225	522	160	0	0	0	0	3822	0	0	0	1355	1529	1516	Software cost			
14977																			0	82	27	770	58	62	0	0	0	0	0	421	0	0	0	0	178	0				
16458																			0	775	15	2254	186	243	0	0	0	0	0	1221	0	0	0	0	0	0				
16551																			0	1623	925	6110	0	225	200	0	0	0	0	1063	0	0	0	2274	0	0	Software			
16748																			0	289	164	2480	0	122	0	0	0	0	0	359	0	0	0	1546	0	0				
16944																			0	0	137	505	69	86	0	0	0	0	0	282	0	0	0	0	0	0				
16953																			0	0	0	347	18	18	0	0	0	0	0	329	0	0	0	0	0	0				
17110																			0	219	0	2856	0	2571	1329	0	0	0	0	66	0	0	0	0	0	0	INVESTMENT ADVISORY/TRUSTEE FEES RECEIVABLE			
17147																			0	32790	25268	219266	13326	18677	0	0	0	0	0	16167	3054	0	0	58676	62236	5452				
17259																			0	525	0	2661	147	150	0	0	0	0	0	330	0	0	0	1656	0	0				
17464																			0	10006	49726	105439	2169	6579	0	0	0	0	0	2950	0	0	0	8436	27742	0				
17950																			0	1015	448	4841	121	139	0	0	0	0	0	2621	0	0	0	0	0	618				
17978																			0	3955	2011	7390	295	501	99	9	98	0	0	923	0	0	0	0	0	0	Accrued Late Charges Receivable	Accounts Receivable	Prepaid Federal Income Tax	
18050																			0	474	0	7740	1297	1848	0	0	0	0	0	1264	0	0	0	4154	0	0				
18135																			0	1126	0	7229	149	234	0	0	0	0	0	1133	0	0	0	4736	0	0				
18377																			0	79	40	490	53	273	109	111	0	0	0	98	0	0	0	0	0	0	Delayed Principal Payments on MBS	Prepaid Income Taxes		
18827																			0	819	1649	9514	498	585	0	0	0	0	0	1179	0	0	0	0	0	5282				
18836																			0	616	1180	6467	0	954	263	0	0	0	0	493	0	0	0	3224	0	0	PREPAID EFT			
18854																			0	740	0	3760	86	509	193	147	0	0	0	2511	0	0	0	0	0	0	CORE DEPOSIT INTANGIBLES	MORTGAGE SERVICING FEES		
19356																			0	163	0	982	70	70	0	0	0	0	0	370	0	0	0	379	0	0				
19730																			0	3143	32648	97238	0	9717	3969	2434	0	0	0	5054	0	0	0	42875	0	3801	A/R-PAC LIFE INS POLICY(loan collateral)	2011 Federal Taxes Receivable		
19936																			0	290	678	6344	0	714	487	0	0	0	0	1196	0	0	0	0	3466	0	Paydowns in Progress on AFS Securities			
19972																			0	91	360	3390	0	42	0	0	0	0	0	222	0	0	0	2675	0	0				
20053																			0	200	460	2331	68	295	0	227	0	0	0	365	0	0	0	1011	0	0	Federal Taxes Payable	Unrealized Tax on AFS Securities		
20512																			0	211	969	4751	0	3033	0	0	0	0	0	538	0	0	0	0	0	0				
20633																			0	1170	1112	10521	457	513	0	0	0	0	0	798	0	0	0	6928	0	0				
20857																			0	492	0	2110	17	17	0	0	0	0	0	1391	0	0	0	210	0	0				
21256																			0	87	0	646	0	0	0	0	0	0	0	24	0	0	0	535	0	0				
21359																			0	177	0	569	30	30	0	0	0	0	0	246	0	0	0	116	0	0				
21630																			0	341	0	827	87	111	0	0	0	0	0	375	0	0	0	0	0	0				
21658																			0	442	0	3262	58	82	0	0	0	0	0	747	0	0	0	1991	0	0				
22048																			1	674	792	8430	266	1907	1175	0	0	0	0	1039	0	0	0	4018	0	0	Note ZM Irrevocable Trust			
22543																			0	195	281	805	101	123	0	0	0	0	0	206	0	0	0	0	0	0				
22552																			0	666	0	1894	90	92	0	0	0	0	0	1136	0	0	0	0	0	0				
22730																			0	381	548	4588	101	372	172	0	0	0	0	509	0	0	0	2778	0	0	Loan Clearing Account			
22936																			0	320	0	1376	188	305	0	0	0	0	0	686	0	0	0	0	65	0				
23045																			0	251	0	489	0	37	0	0	0	0	0	201	0	0	0	0	0	0				
23456																			9	401	0	1212	95	104	0	0	0	0	0	707	0	0	0	0	0	0				
23504																			0	4424	10027	30143	6729	10238	0	0	0	0	0	5454	0	0	0	0	0	0				
23643																			0	648	0	5940	0	661	0	0	0	0	0	969	0	0	0	1453	0	2209				
23755																			0	804	0	1750	269	577	244	0	0	0	0	369	0	0	0	0	0	0	Investment Interest Receivable			
24006																			0	1083	3460	19059	770	1836	770	0	0	0	0	2382	0	0	0	7224	0	3074	Accounts Receivable			
24378																			0	433	237	1016	81	166	0	0	0	0	0	180	0	0	0	0	0	0				
24453																			0	3319	0	4023	137	330	109	0	0	0	0	374	0	0	0	0	0	0	SOFTWARE ASSETS			
24659																			0	0	0	350	0	0	0	0	0	0	0	350	0	0	0	0	0	0				
24668																			0	460	805	2631	101	103	0	0	0	0	0	1263	0	0	0	0	0	0				
24855																			0	38	0	255	0	30	0	0	0	0	0	62	0	0	0	125	0	0				
24949																			0	2727	11656	25405	0	893	0	0	0	0	0	1512	0	0	0	8617	0	0				
25357																			0	2205	0	2872	227	419	152	40	0	0	0	248	0	0	0	0	0	0	Interest on Investments	NON Post DDA		
25647																			0	0	0	232	67	72	0	0	0	0	0	160	0	0	0	0	0	0				
26176																			0	4113	0	11818	3063	3898	0	0	0	0	0	1068	0	0	0	0	0	2739				
26242																			0	1995	490	16771	483	540	0	0	0	0	0	1749	0	0	0	11997	0	0				
26457																			0	0	2	272	0	12	12	0	0	0	0	258	0	0	0	0	0	0	211800 DDA Unposted			
26765																			0	1101	531	2641	0	331	0	0	0	0	0	678	0	0	0	0	0	0				
26859																			0	860	6405	8267	491	491	0	0	0	0	0	511	0	0	0	0	0	0				
27070																			0	3976	0	4965	81	81	0	0	0	0	0	908	0	0	0	0	0	0				
27548																			0	2294	1274	18657	817	3873	229	0	2177	0	0	1975	0	0	0	9241	0	0	unposted CD/DDA		Low income tax community investment	
27614																			0	1606	0	10594	409	552	0	0	0	0	0	1537	0	0	0	6899	0	0				
27847																			0	1396	0	11564	283	393	0	0	0	0	0	2183	0	0	0	3716	0	3876				
28013																			0	17148	18535	185726	5793	18216	9625	0	0	0	0	7733	0	0	0	73819	0	50275	federal, state and other taxes receivable			
28152																			0	564	0	3425	0	20	0	0	0	0	0	655	0	0	0	2186	0	0				
28255																			0	315	129	2571	0	1393	1075	0	0	0	0	734	0	0	0	0	0	0	Returns in Process			
28349																			0	1320	1555	4786	163	1535	1257	0	0	0	0	376	0	0	0	0	0	0	RAAM and REH energy stock			
28406																			0	14451	3889	53089	0	1803	573	0	0	0	0	3375	0	0	0	29571	0	0	Due From Brokers			
28572																			0	1122	0	1270	0	56	0	0	0	0	0	92	0	0	0	0	0	0				
28675																			0	400	0	810	56	92	0	0	0	0	0	318	0	0	0	0	0	0	Non Conforming Cash Items in process of collection			
28732																			0	225	1009	3276	61	68	0	0	0	0	0	357	0	0	0	1617	0	0				
29104																			0	8986	6749	65844	673	9065	525	0	0	0	0	6570	0	0	0	21087	0	13387	Prepaid deposit insurance assessments			
29476																			0	134	201	979	106	130	0	0	0	0	0	514	0	0	0	0	0	0				
29636																			0	3131	15145	46313	1022	1518	0	0	0	0	0	4827	0	0	0	18721	2971	0				
29878																			0	2934	24122	38657	3402	4871	80	1389	0	0	0	6356	0	0	0	374	0	0	Seat License	Other Charges Due Mtg Loans		
29953																			0	1562	0	2237	26	172	0	0	0	0	0	469	0	0	0	34	0	0				
30052																			0	112	0	221	14	43	29	0	0	0	0	66	0	0	0	0	0	0	Software and Art			
30418																			0	1446	0	11744	591	5383	72	524	225	0	0	4915	3947	0	0	0	0	0	Federal Tax Receivable	MBS Rincipal Rec/FHLBNY Divident Rec	Computer Software	
30502																			0	5045	4765	16342	1780	3570	0	0	0	0	0	2962	0	0	0	0	0	0				
30650																			0	553	571	1788	70	318	0	0	0	0	0	346	0	0	0	0	0	0	MVA to AFS 201			
30810																			0	0	996806	1842257	144724	303276	0	0	0	0	0	542175	0	0	0	0	0	0				
30874																			0	10133	7738	41582	0	3958	0	0	0	0	0	3267	0	0	0	16486	0	0				
31134																			0	379	137	2568	249	328	0	0	0	0	0	758	0	0	0	966	0	0				
31255																			0	952	0	11880	623	1462	408	0	0	0	0	1462	0	0	0	6341	0	1663	IENC factored loans deferred			
31657																			0	195	0	3261	63	120	0	56	0	0	0	599	0	0	0	0	0	2347		Late Fees		
31826																			0	703	2475	9617	165	1612	0	0	0	0	0	851	0	0	0	3976	0	0				
31835																			0	868	1737	11536	303	639	0	0	0	0	0	1360	0	0	0	6932	0	0				
32234																			0	82	0	762	46	46	0	0	0	0	0	634	0	0	0	0	0	0				
32766																			0	24	58	379	94	113	0	0	0	0	0	184	0	0	0	0	0	0				
32971																			0	1329	577	12161	580	1515	654	0	0	0	0	913	0	0	0	7827	0	0	Purchased Computer Software			
33147																			15	761	169	4156	475	833	0	0	0	0	0	2393	0	0	0	0	0	0				
33259																			0	675	9480	12785	504	1215	525	0	0	0	0	1415	0	0	0	0	0	0	Miscellaneous Assets			
33268																			0	0	0	2096	91	91	0	0	0	0	0	747	0	0	0	1258	0	0				
33370																			0	463	59	683	0	55	36	0	0	0	0	106	0	0	0	0	0	0	Premium on loan pool purchases			
33839																			0	122	0	378	10	10	0	0	0	0	0	246	0	0	0	0	0	0				
33857																			0	1241	0	2932	274	541	0	0	0	0	0	1150	0	0	0	0	0	0				
34153																			0	1180	195	4860	0	2438	1256	0	0	0	0	1047	0	0	0	0	0	0	Accounts Receivable			
34359																			0	428	196	1938	29	29	0	0	0	0	0	249	0	0	0	1036	0	0				
34425																			0	1623	833	9394	0	790	0	0	0	0	0	1066	0	0	0	5082	0	0				
34434																			0	413	0	4267	884	1105	0	0	0	0	0	1102	98	0	0	1647	0	0				
34452																			0	57	0	2692	281	904	0	0	0	0	0	456	0	0	0	333	0	942				
34537																			0	11293	65875	89211	2567	7352	0	0	0	0	0	4691	0	0	0	0	0	0				
34555																			0	3554	1277	12745	153	258	104	0	0	0	0	2091	0	0	0	5565	0	0	Computer Software			
34742																			0	768	1267	10815	410	1441	0	0	0	0	0	1146	0	0	0	6000	193	0				
34836																			0	0	53	586	39	92	0	0	0	0	0	125	0	0	0	316	0	0				
35057																			0	1469	0	4606	0	492	221	0	0	0	0	875	0	0	0	1165	0	605	ATM Settlement			
35301	0	332975	0	19299261	0	16550744	12005008	0	0	0	0	388217	0	0	0	12209	2015116	0		332975																	Collateral deposits, net			
35570																			0	192883	171252	559295	2913	33982	3049	24483	3109	0	0	45056	0	0	0	26127	86090	3905	Security deposits	Investments receivable	Other Misc.	
35646																			0	111	102	1212	0	48	0	0	0	0	0	295	0	0	0	0	0	656				
35842																			0	1392	2173	6315	249	249	0	0	0	0	0	1493	0	0	0	1008	0	0				
35879																			0	1483	2013	8267	323	334	0	0	0	0	0	583	0	0	0	3854	0	0				
36456																			0	229	0	3677	222	266	44	0	0	0	0	1501	0	0	0	1681	0	0	DDA SUSPENSE			
36933																			0	124	424	1624	271	296	0	0	0	0	0	367	0	0	0	413	0	0				
37051																			0	280	0	1129	42	42	0	0	0	0	0	440	0	0	0	367	0	0				
37341																			0	17	0	1120	37	37	0	0	0	0	0	164	0	0	0	902	0	0				
37435																			48	1241	0	18406	785	14096	0	0	0	0	0	3069	0	0	11441	0	0	0				
37640																			0	8340	1436	49814	1427	3941	1110	0	0	0	0	7396	0	0	0	21738	0	6963	Investments in New Markets Tax Credit			
37659																			7	0	0	1093	10	59	0	0	0	0	0	437	0	0	0	597	0	0				
37743																			0	276	104	745	11	40	23	0	0	0	0	325	0	0	0	0	0	0	Accounts Receivable-SBA			
37949																			0	319	0	8374	109	282	123	0	0	0	0	1887	0	0	0	3466	0	2420	Silvertip, LLC			
38740																			0	1624	62	6276	103	159	0	0	0	0	0	429	0	0	0	4002	0	0				
39327																			0	0	0	9878	416	925	0	0	0	0	0	1069	0	0	0	7884	0	0				
39420																			0	5741	8158	40016	891	3245	0	0	0	0	0	3750	0	0	0	19122	0	0				
39475																			0	17618	130778	238725	3553	13576	0	0	0	0	0	8636	0	0	0	58182	5251	4684				
39756																			0	1765	0	9927	0	1466	0	0	0	0	0	2858	0	0	0	546	0	3292				
40033																			0	231	0	4217	124	124	0	0	0	0	0	161	0	0	0	3701	0	0				
40350																			0	400	23	789	0	57	0	0	0	0	0	309	0	0	0	0	0	0				
40499																			0	22874	3299	59859	0	26199	23037	0	0	0	0	4244	0	0	0	1614	1629	0	Supplemental Executive Retirement Plan annuities			
40707																			0	849	252	7246	470	967	0	0	0	0	0	579	0	0	0	4599	0	0				
40855																			0	658	0	1515	30	30	0	0	0	0	0	827	0	0	0	0	0	0				
41245																			0	45	235	1440	31	32	0	0	0	0	0	222	0	0	0	460	0	446				
41553																			0	99	0	1013	22	22	0	0	0	0	0	892	0	0	0	0	0	0				
41629																			0	891	697	5364	0	2627	1885	0	0	0	0	828	0	0	0	321	0	0	Low Income Housing Investment			
41759																			0	135	0	692	41	41	0	0	0	0	0	516	0	0	0	0	0	0				
41825																			0	0	1286	5422	309	552	0	0	0	0	0	430	0	0	0	1571	0	1583				
41937																			0	138	238	1117	30	102	65	0	0	0	0	639	0	0	0	0	0	0	Prepaid Current Year Income Taxes			
41955																			0	337	0	935	0	201	0	0	0	0	0	397	0	0	0	0	0	0				
42037																			0	0	773	1592	118	258	140	0	0	0	0	561	0	0	0	0	0	0	Server Software			
42055																			0	416	0	986	112	115	0	0	0	0	0	455	0	0	0	0	0	0				
42354																			0	80	0	4129	35	51	0	0	0	0	0	846	0	0	0	3152	0	0				
42372																			0	1054	2294	4977	139	273	82	0	0	0	0	1114	0	0	0	242	0	0	SBA and FHLMC Payments Due			
42420																			0	35124	52271	341302	25098	67453	0	0	0	0	0	13402	14249	0	0	95453	70967	6632				
42448																			10	3429	2716	14125	353	624	0	0	0	0	0	7356	0	0	0	0	0	0				
42457																			0	61	0	568	52	67	0	0	0	0	0	440	0	0	0	0	0	0				
42671																			0	4705	8065	19483	0	3804	0	0	0	0	0	2909	1469	0	0	0	0	0				
43052																			0	446	366	4676	63	287	205	0	0	0	0	466	0	0	0	3111	0	0	Unrealized Tax Effect for Mkt Val Adj of Securities			
43351																			0	0	103	441	32	178	40	106	0	0	0	160	0	0	0	0	0	0	PURCHASE SOFTWARE	FHLB STOCK		
43454																			0	104	0	269	42	43	0	0	0	0	0	122	0	0	0	0	0	0				
43744																			0	485	2351	5056	37	74	33	0	0	0	0	164	0	0	0	1496	486	0	Unamortized Software			
43856																			0	349	148	1433	89	94	0	0	0	0	0	136	0	0	0	706	0	0				
43959																			0	61	414	1112	191	203	0	0	0	0	0	434	0	0	0	0	0	0				
44040																			0	1312	2942	13842	110	110	0	0	0	0	0	2992	0	0	0	0	6486	0				
44433																			0	3377	0	5562	454	496	0	0	0	0	0	1689	0	0	0	0	0	0				
44741																			93	2750	2652	7277	294	498	0	0	0	0	0	1377	0	0	0	0	0	0				
44750																			0	808	1488	3309	0	260	0	0	0	0	0	753	0	0	0	0	0	0				
44929																			0	1237	0	4333	242	247	0	0	0	0	0	516	0	0	0	2333	0	0				
45038																			354	313	943	2861	0	436	0	0	0	0	0	1169	0	0	0	0	0	0				
45047																			0	535	0	1408	106	149	0	0	0	0	0	724	0	0	0	0	0	0				
45056																			0	203	0	908	74	74	0	0	0	0	0	631	0	0	0	0	0	0				
45430																			0	664	498	5176	109	214	0	0	0	0	0	363	0	0	0	1942	0	1495				
45458																			0	49	175	422	109	121	0	0	0	0	0	77	0	0	0	0	0	0				
45551																			0	2027	0	21454	553	1282	0	0	0	0	0	7721	0	0	0	7827	0	2597				
45560																			0	2363	0	31616	5545	7130	0	0	0	0	0	2963	0	0	0	16062	0	3098				
45775																			0	676	868	6295	0	844	500	0	0	0	0	439	0	0	0	3468	0	0	Commercial Participations Loans Receivable			
46053																			0	2440	0	8279	202	316	0	0	0	0	0	601	0	0	0	4922	0	0				
46941																			0	524	0	3575	88	92	0	0	0	0	0	588	0	0	0	795	0	1576				
47153																			0	0	0	284	6	6	0	0	0	0	2	268	0	0	0	8	0	0				
47247																			0	1511	2598	12360	0	318	0	0	0	0	0	1284	0	0	0	6160	489	0				
47256																			0	214	291	628	50	54	0	0	0	0	0	69	0	0	0	0	0	0				
47452																			0	36	0	287	0	44	0	0	0	0	0	207	0	0	0	0	0	0				
47500																			0	1877	1171	4485	427	494	0	0	0	0	0	872	0	0	0	71	0	0				
48057																			0	267	94	3901	428	522	94	0	0	0	0	1543	0	0	0	1475	0	0	Salary Continuation Tax Account			
48150																			0	250	0	539	0	20	0	0	0	0	0	269	0	0	0	0	0	0				
48374																			0	7016	0	29711	1006	4915	2297	0	0	0	0	4675	0	0	0	3060	7116	2929	OREO Guaranteed Receivables			
48440																			0	378	617	3777	39	47	0	0	0	1	0	557	0	0	0	2177	0	0				
49054																			0	555	0	1442	0	299	135	81	0	0	0	588	0	0	0	0	0	0	Discount on Issued CDs	Accounts Receivable Other		
49148																			0	422	0	3601	58	66	0	0	0	0	0	741	0	0	0	2372	0	0				
49241																			0	3110	1614	20774	286	532	0	0	0	0	0	4817	0	0	0	9261	0	1440				
49344																			0	2047	0	4703	55	412	144	0	0	0	0	452	0	0	0	1792	0	0	Miscellaneous Accounts Receivable			
49643																			0	57	144	1132	22	22	0	0	0	0	0	153	0	0	0	756	0	0				
49652																			0	1117	0	5480	75	82	0	0	0	0	0	918	0	0	0	3363	0	0				
49821																			0	3882	11789	46549	0	3503	1819	0	0	0	0	2166	0	0	0	15239	0	9970	Repossessed commercial equipment			
49858																			0	246	715	1410	154	254	0	0	0	0	0	195	0	0	0	0	0	0				
49951																			0	0	0	3039	165	603	0	0	0	0	0	1139	0	0	0	1297	0	0				
50144																			25	295	390	3685	86	169	0	0	0	0	0	357	0	0	0	2474	0	0	none	none	none	
50461																			0	0	2239	3846	0	1371	0	0	0	0	0	236	0	0	0	0	0	0				
50546																			0	39	0	366	68	88	0	0	0	0	0	239	0	0	0	0	0	0				
