"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC010	RCFDC436	RCFDJ448	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC010	RCONC436	RCONJ448	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
1557																			0	475	0	1421	19	20	1	0	0	0	0	926	0	0	0	0	0	0	ATM Processing			
1669																			0	169	680	12013	160	194	0	0	0	0	0	984	0	0	0	9167	819	0				
1829																			0	4617	0	13639	973	1495	0	0	0	0	0	1214	0	0	0	6313	0	0				
1856																			0	1859	0	2269	83	83	0	0	0	0	0	327	0	0	0	0	0	0				
2040																			0	1546	1574	8710	522	632	0	0	0	0	0	761	0	0	0	3894	0	303				
2161																			0	363	0	4348	159	175	0	0	0	0	0	759	0	0	16	3051	0	0				
2376																			0	36712	45711	188382	524	3432	1943	0	0	0	0	9874	42	0	0	74437	0	18216	PREPAYMENT PENALTY			
2554																			20	17	0	152	26	46	0	0	0	0	0	89	0	0	0	0	0	0				
2732																			0	174	875	3150	109	185	0	0	0	0	0	1916	0	0	0	0	0	0				
2750																			0	321	0	1310	250	250	0	0	0	0	0	739	0	0	0	0	0	0				
3177																			0	5864	3064	37245	842	1242	0	0	0	0	0	2464	0	0	0	13050	0	11561				
3252																			0	720	0	3251	451	526	65	0	0	0	0	2005	0	0	0	0	0	0	NP DDA DEBITS			
3458																			0	196	0	760	37	167	116	0	0	0	0	397	0	0	0	0	0	0	COMPUTER SOFTWARE			
3720																			0	246	714	8266	177	180	0	0	0	0	0	842	0	0	0	3754	0	2530				
3971																			0	1799	1816	24740	1545	5674	1648	0	0	0	0	2625	0	0	0	12826	0	0	Due from parent and affiliates - net			
4156																			0	360	0	5820	0	298	0	0	0	0	0	1202	0	0	0	2992	0	968				
4231																			0	0	224	960	129	189	0	0	0	0	0	547	0	0	0	0	0	0				
4839																			0	1134	0	2859	293	349	56	0	0	0	0	1376	0	0	0	0	0	0	Prepaid Deposit - FiServ			
5069																			0	0	552	4053	490	1927	1436	0	0	0	0	1574	0	0	0	0	0	0	Accounts Receivable			
5135																			9	1270	1311	11913	370	463	32	52	0	0	0	3584	0	0	0	5285	0	0	Credit Card Clearing	ATM Clearing		
5210																			0	4404	1967	62027	0	12732	10334	0	0	0	0	3014	0	0	0	34094	0	5816	prepaid pension expense			
5461																			0	2271	0	9094	0	4138	1259	2000	0	0	0	1848	0	0	0	837	0	0	QZAB	SR HOUSING CRIME PREV FOUND		
5751																			0	344	0	6132	141	155	0	0	0	0	0	1357	0	0	0	2558	324	1394				
6039																			0	83	75	826	95	108	0	0	0	0	0	560	0	0	0	0	0	0				
6141																			0	0	26	435	97	97	0	0	0	0	0	312	0	0	0	0	0	0				
6329																			576	441	693	13681	1231	3504	0	0	0	0	0	2436	0	0	0	3804	0	2803				
7009																			0	0	591	5111	0	3028	2418	0	0	0	0	1492	0	0	0	0	0	0	Receivable			
7045																			5	751	0	2214	184	612	0	0	0	0	0	851	0	0	0	0	0	0				
7072																			0	2064	2699	11509	317	3028	2341	133	103	0	0	575	0	0	0	3143	0	0	Deferred Compensation	Covenant Not to Compete	Deferred Commissions	
7157																			0	23	0	349	34	76	42	0	0	0	0	250	0	0	0	0	0	0	Lease Contract Receivable			
7456																			0	378	0	1275	0	174	143	0	0	0	0	723	0	0	0	0	0	0	Health Insurance			
7634																			0	88	0	604	129	209	80	0	0	0	0	307	0	0	0	0	0	0	Late fee receivable			
8033																			42	1271	388	4132	71	113	0	0	0	0	0	1112	0	0	0	1248	0	0				
8462																			0	21	0	567	0	0	0	0	0	0	0	546	0	0	0	0	0	0				
8631																			0	68	204	2728	54	54	0	0	0	0	0	185	0	0	0	2217	0	0				
9357																			0	594	0	1777	114	173	0	0	0	0	0	1010	0	0	0	0	0	0				
9553																			0	2111	0	6459	274	584	310	0	0	0	0	1322	0	0	0	1588	0	854	Nebraska Fund XV Investment			
9807																			0	15573	0	133999	0	3828	1857	1500	0	0	0	6196	0	0	0	10953	97449	0	SETTLEMENT CLAIM	MADISON CROSSING PERFORMANCE BOND		
9955																			0	659	16	1567	40	63	0	0	0	0	0	829	0	0	0	0	0	0				
10250																			0	868	3233	6082	407	647	238	0	0	0	0	1038	0	0	0	296	0	0	Computer Software			
10849																			0	550	1294	4074	211	287	0	0	0	0	0	797	0	0	0	1146	0	0				
11145																			8	644	340	6381	266	1082	11	796	0	0	0	624	0	0	0	1266	0	2425	Brownsfield	Great Lakes Capital Fund		
11275																			0	12174	7510	71083	0	13079	4613	0	0	0	0	3296	4795	0	0	20810	14214	0	Accounts receivable			
11640																			0	4390	559	16040	341	709	0	0	0	0	0	2645	0	0	0	7737	0	0				
11837																			0	397	1328	2396	0	141	41	82	0	0	0	530	0	0	0	0	0	0	IBBA Clearing	Prepaid Loan Fees		
12030																			0	7410	1500	11798	105	474	367	0	0	0	0	1850	0	0	0	564	0	0	Reclassified NSFs			
12142																			0	920	836	8741	412	1067	0	0	0	0	0	1043	0	0	0	4875	0	0				
12179																			0	725	20	2847	74	74	0	0	0	0	0	97	0	0	0	1287	0	644				
12311	0	333460	0	2945634	0	757475	0	0	0	0	0	141117	0	0	0	327039	533281	853262		333460																				
12647																			0	310	0	942	74	123	0	0	0	0	0	509	0	0	0	0	0	0				
12656																			0	29	49	178	27	27	0	0	0	0	0	73	0	0	0	0	0	0				
12937																			0	607	0	1383	225	226	0	0	0	0	0	550	0	0	0	0	0	0				
12946																			0	4598	0	25194	1230	2426	0	0	0	0	0	5808	0	0	0	1267	11095	0				
12955																			0	226	0	681	161	161	0	0	0	0	0	294	0	0	0	0	0	0				
13103																			0	8237	4854	27966	1563	4060	0	0	0	0	0	3587	0	0	0	7228	0	0				
13251																			0	328	0	950	50	50	0	0	0	0	0	180	0	0	0	392	0	0				
13457																			0	0	0	1461	0	0	0	0	0	0	0	161	0	0	0	1300	0	0				
14052																			0	152	163	2135	44	94	0	0	0	0	0	179	0	0	0	1177	370	0				
14155																			0	702	0	6712	281	282	0	0	0	0	0	1439	0	0	0	4289	0	0				
14650																			3	48	238	1850	35	38	0	0	0	0	0	115	0	0	0	1411	0	0				
14753																			171	9	0	714	0	205	0	0	0	0	0	500	0	0	0	0	0	0				
14865																			0	619	973	10340	523	854	0	0	0	0	0	3186	0	0	0	3085	0	1623				
14977																			0	294	82	866	151	151	0	0	0	0	0	339	0	0	0	0	0	0				
16551																			0	1911	0	8208	218	526	237	0	0	0	0	1480	0	0	0	4291	0	0	Software			
16748																			0	209	68	2612	0	123	66	0	0	0	0	499	0	0	0	1713	0	0	Prepaid Insurance			
17110																			0	219	0	2775	0	2449	1288	0	0	0	0	107	0	0	0	0	0	0	INVESTMENTS ADVISORY/TRUSTEE FEES RECEIVABLE			
17147																			0	37553	38368	328829	7877	30683	0	0	0	0	0	22765	8635	0	0	84434	100291	14735				
17259																			0	299	0	2458	99	100	0	0	0	0	0	288	0	0	0	1771	0	0		0		
17464																			0	3137	44450	149916	1798	41290	14185	14620	0	0	0	6528	0	0	0	25831	28680	0	swap collateral account	swap asset		
17950																			0	894	0	4082	103	121	0	0	0	0	0	2422	0	0	0	0	0	645				
17978																			0	3355	2349	6784	105	187	65	17	0	0	0	893	0	0	0	0	0	0	Accrued Late Charges Receivable	Accounts Receivable	Prepaid Federal Income Tax	
18050																			0	491	0	8612	1182	2036	0	0	0	0	0	1627	0	0	0	4458	0	0				
18135																			0	1232	0	7774	158	243	0	0	0	0	0	1223	0	0	0	5076	0	0				
18377																			0	110	34	447	50	202	27	125	0	0	0	101	0	0	0	0	0	0	Delayed Principal	Prepaid Taxes		
18827																			0	4838	4968	36584	4517	6299	0	0	0	0	0	3029	0	0	0	7873	0	9577				
18836																			0	359	731	5806	0	688	319	0	0	0	0	471	0	0	0	3557	0	0	DEFERRED DIRECTORS FEES			
18854																			0	1006	0	5001	420	1056	414	0	0	0	0	2939	0	0	0	0	0	0	Mortgage Servicing Fees			
19356																			0	111	0	1792	334	334	0	0	0	0	0	389	0	0	0	958	0	0				
19730																			0	3247	21708	89584	2156	4379	0	0	0	0	0	5903	0	0	0	50222	0	4125				
19936																			0	486	410	5843	159	338	170	0	0	0	0	895	0	0	0	3714	0	0	JHA Passport Prefunded Deposit			
19972																			0	31	433	3652	0	74	0	0	0	0	0	257	0	0	0	2857	0	0				
20053																			0	214	796	2735	117	130	0	0	13	0	0	506	0	0	0	1089	0	0			State Taxes Payable	
20633																			0	951	1260	11050	508	582	0	0	0	0	0	829	0	0	0	7428	0	0				
20857																			0	1398	0	2720	35	35	0	0	0	0	0	1287	0	0	0	0	0	0				
21256																			0	56	0	652	0	0	0	0	0	0	0	21	0	0	0	575	0	0				
21359																			0	323	0	851	52	54	0	0	0	0	0	342	0	0	0	132	0	0				
21630																			0	339	0	810	87	125	0	0	0	0	0	346	0	0	0	0	0	0				
21658																			0	448	0	4427	113	127	0	0	0	0	0	660	0	0	0	3192	0	0				
22048																			61	926	0	7834	319	1720	1176	0	0	0	0	923	0	0	0	4265	0	0	Zach McClendon Irrevocable Trust			
22543																			0	139	50	1620	204	1173	922	0	0	0	0	258	0	0	0	0	0	0	Federal Inc Tax Due SSB			
22552																			0	632	0	1659	0	104	0	0	0	0	0	923	0	0	0	0	0	0				
22730																			0	299	0	3945	120	123	0	0	0	0	0	529	0	0	0	2994	0	0				
22936																			0	200	6696	8020	389	457	0	0	0	0	0	627	0	0	0	0	40	0				
23045																			0	256	0	484	0	23	0	0	0	0	0	205	0	0	0	0	0	0	Other Real Estate Owned			
23456																			0	405	0	1223	103	129	21	5	0	0	0	689	0	0	0	0	0	0	Guaranteed Loan Receivable	Stadium Builders		
23504																			0	24865	28198	135559	8035	18829	5122	0	0	0	0	9982	0	0	0	42334	0	11351	INCOME TAXES RECEIVABLE			
23643																			0	273	0	5450	172	186	0	0	0	0	0	1043	0	0	0	1578	0	2370				
23755																			0	804	0	3704	262	533	253	0	0	0	0	349	0	0	0	2018	0	0	Investment Interest Receivable			
24006																			0	2223	4831	34582	781	3137	697	365	0	0	0	3268	0	0	0	17853	0	3270	Accrued Liab. - Federal Income Tax	Accrued Liab. - State Income Tax		
24378																			0	433	178	864	80	92	0	0	0	0	0	161	0	0	0	0	0	0				
24453																			0	1911	0	2818	149	258	0	0	0	0	0	649	0	0	0	0	0	0				
24659																			0	5	0	303	0	0	0	0	0	0	0	298	0	0	0	0	0	0				
24668																			18	2976	1578	8165	569	957	0	0	0	0	0	2654	0	0	0	0	0	0				
24949																			0	2727	0	14103	498	936	0	0	0	0	0	1228	0	0	0	9212	0	0				
25357																			0	3149	0	6350	402	518	116	0	0	0	0	2683	0	0	0	0	0	0	Accounts receivable			
25647																			0	0	0	298	110	132	0	0	0	0	0	166	0	0	0	0	0	0				
26176																			0	2573	4565	12717	1023	1642	419	0	0	0	0	1040	0	0	0	0	0	2897	RENT DEPOSIT			
26242																			0	2954	0	18250	624	690	0	0	0	0	0	1711	0	0	0	12895	0	0				
26457																			0	0	0	182	0	18	0	0	0	0	0	164	0	0	0	0	0	0				
26765																			0	1667	2547	6569	524	1283	340	0	0	0	0	1072	0	0	0	0	0	0	Renovations-in-Progress			
27070																			0	3865	0	5724	576	576	0	0	0	0	0	1283	0	0	0	0	0	0				
27548																			7	2294	0	22021	1096	8064	5	5274	1378	0	0	1677	0	0	0	9986	0	0	Unposted CD/DDA	Security Fraud Loss Receivable	Low Income Tax Community Investment	
27614																			0	1531	0	11405	427	941	449	0	0	0	0	1529	0	0	0	7404	0	0	FiServ ATM Recievable			
27847																			0	1658	0	13537	458	678	0	0	0	0	0	2426	0	0	0	4660	0	4115				
28013																			0	24985	32880	217933	0	5802	2098	0	0	0	0	9227	0	0	0	86884	0	58155	federal, state and other taxes receivable			
28152																			0	553	0	3618	27	224	197	0	0	0	0	498	0	0	0	2343	0	0	technology licenses			
28255																			0	936	687	8616	346	606	0	0	0	0	0	1062	0	0	0	5325	0	0				
28349																			0	681	0	1061	99	205	0	0	0	0	0	175	0	0	0	0	0	0				
28406																			0	18178	6426	64858	962	2783	0	0	0	0	0	5588	0	0	0	31883	0	0				
28675																			0	400	0	893	59	103	32	0	0	0	0	390	0	0	0	0	0	0	FISERV ATM SETTLEMENT HELD			
28732																			0	227	664	2795	147	150	0	0	0	0	0	288	0	0	0	1466	0	0				
29476																			0	201	275	2922	178	221	0	0	0	0	0	666	0	0	0	1559	0	0				
29636																			0	1706	7370	38755	1084	1647	0	0	0	0	0	4727	0	0	0	16824	832	5649				
29878																			0	2178	28914	40000	3153	3233	80	0	0	0	0	5338	0	0	0	337	0	0	Seat License			
30052																			10	113	0	278	56	98	29	0	0	0	0	67	0	0	0	0	0	0	SOFTWARE AND ART			
30502																			0	2911	0	9899	1895	4451	0	0	0	0	0	2537	0	0	0	0	0	0				
30650																			0	374	127	860	46	49	0	0	0	0	0	310	0	0	0	0	0	0	MVA to AFS 201			
30810																			0	0	672206	1843290	396094	504723	0	0	0	0	0	666361	0	0	0	0	0	0				
30874																			0	6285	3993	49640	0	10112	8688	0	0	0	0	3348	0	0	0	16603	0	9299	Participation Receivables			
31134																			0	347	11	2384	303	390	0	0	0	0	0	672	0	0	0	964	0	0				
31255																			0	2482	0	15662	768	1160	0	0	0	0	0	1794	0	0	0	8448	0	1778				
31657																			0	255	0	3501	0	131	0	78	0	0	0	610	0	0	0	0	0	2505		Late Fees		
31826																			0	829	1220	9036	289	1877	1560	0	0	0	0	852	0	0	0	4258	0	0	DEFERRED COMPENSATION			
31835																			0	1347	2278	13881	410	445	0	0	0	0	0	1160	0	0	0	8651	0	0				
32234																			0	82	0	518	97	97	0	0	0	0	0	339	0	0	0	0	0	0				
32766																			0	24	68	376	90	115	0	0	0	0	0	169	0	0	0	0	0	0				
32971																			0	1350	581	11194	339	1158	421	0	0	0	0	859	0	0	0	7246	0	0	Purchased Computer Software			
33147																			0	2651	132	12584	0	3503	2461	0	0	0	0	2052	0	0	0	2120	0	2126	Other Investments - Annuities			
33259																			0	799	3311	8327	0	2598	895	709	0	0	0	1619	0	0	0	0	0	0	Income Taxes Paid	Investor Remittance-Participation		
33268																			0	0	0	2852	167	167	0	0	0	0	0	725	0	0	0	1960	0	0				
33370																			0	463	46	667	0	70	28	0	0	0	0	88	0	0	0	0	0	0	Premium on loan pools			
33839																			0	122	0	333	23	23	0	0	0	0	0	188	0	0	0	0	0	0				
33857																			0	1559	0	8269	1614	1976	0	0	0	0	0	4734	0	0	0	0	0	0				
34425																			0	2574	574	13224	254	1150	0	0	0	0	0	1269	0	0	0	7657	0	0				
34434																			0	431	0	4006	649	778	0	0	0	0	0	891	0	0	0	1906	0	0				
34452																			0	57	0	4010	245	921	0	0	0	0	0	588	0	0	0	1422	0	1022				
34537																			0	16684	66530	154869	5194	18046	4608	0	0	0	0	10191	0	0	0	37176	0	6242	Deferred Exec/Director Comp			
34555																			0	3642	686	13103	313	373	57	0	0	0	0	1831	0	0	0	6571	0	0	Computer Software			
34742																			0	1123	1206	11591	309	1309	0	0	0	0	0	1106	0	0	0	6587	260	0				
34836																			0	0	0	537	51	114	0	0	0	0	0	72	0	0	0	351	0	0				
35057																			0	1430	0	4708	210	573	154	125	0	0	0	801	0	0	0	1258	0	646	Other Assets	Software		
35301	0	379616	181647	31894085	0	27828661	22947002	0	0	0	0	405887	0	0	0	530295	2567979	0		377258																	Collateral deposits, net			
35570																			0	190240	217055	643671	4030	14285	8374	0	0	0	0	62907	0	0	0	66418	73726	19040	Mortgage related suspense			
35646																			0	111	27	1184	0	88	37	0	0	0	0	263	0	0	0	0	0	695	Land contract property sold			
35879																			0	1244	427	7466	0	409	0	0	0	0	0	679	0	0	0	4707	0	0				
36456																			0	277	0	4338	447	447	0	0	0	0	0	1718	0	0	0	1896	0	0	DDA Suspense			
36933																			0	103	789	2131	325	342	0	0	0	0	0	434	0	0	0	463	0	0				
37051																			0	280	87	1474	113	151	38	0	0	0	0	521	0	0	0	435	0	0	CPU SOFTWARE			
37341																			2	19	0	1201	64	66	0	0	0	0	0	147	0	0	0	969	0	0				
37435																			10	1025	0	6289	713	1477	0	0	0	0	0	3787	0	0	0	0	0	0				
37640																			0	13048	243	80889	0	12091	5895	0	0	0	0	12066	0	0	0	43441	0	0	Investments in Afforable Housing			
37659																			23	0	0	1154	10	82	0	0	0	0	0	380	0	0	0	692	0	0				
37743																			0	276	560	1302	49	161	107	0	0	0	0	305	0	0	0	0	0	0	Accrued Fed & State Taxes			
37949																			0	205	0	8861	67	96	0	0	0	0	0	2231	0	0	0	6329	0	0				
38740																			0	853	25	6035	192	313	0	0	0	0	0	491	0	0	0	4353	0	0				
39327																			0	0	0	10657	331	866	238	290	0	0	0	1220	0	0	0	8518	53	0	COMPUTER SOFTWARE	DEPOSITS		
39756																			0	1285	0	13186	952	2381	0	0	0	0	0	2649	0	0	0	3384	0	3487	0			
40033																			0	231	0	4769	77	340	263	0	0	0	0	259	0	0	0	1733	591	1615	deferred comp			
40350																			0	250	0	609	106	106	0	0	0	0	0	253	0	0	0	0	0	0				
40499																			0	18874	0	89375	0	25055	11714	0	0	0	0	4812	0	0	0	33595	1802	5237	SUPPLEMENTAL EXECUTIVE RETIREMENT PLAN			
40855																			0	627	0	1285	41	41	0	0	0	0	0	617	0	0	0	0	0	0				
41245																			0	45	214	1467	35	35	0	0	0	0	0	208	0	0	0	488	0	477				
41553																			0	207	0	2690	35	35	0	0	0	0	0	885	0	0	0	1563	0	0				
41629																			0	880	584	6308	0	3651	2935	0	0	0	0	835	0	0	0	358	0	0	Low Income Housing Investment			
41825																			0	427	888	6828	309	534	120	0	0	0	0	547	0	0	0	2746	0	1686	Pre-Paid Taxes			
41937																			0	174	0	697	0	33	0	0	0	0	0	490	0	0	0	0	0	0				
41955																			0	215	0	745	0	195	0	0	0	0	0	335	0	0	0	0	0	0				
42037																			0	0	358	2700	82	82	0	0	0	0	0	317	0	0	0	1707	0	236				
42354																			1	88	0	4828	337	449	0	0	0	0	0	890	0	0	0	3401	0	0				
42372																			0	309	1793	9073	114	269	0	0	0	0	0	1166	0	0	0	5536	0	0				
42420																			345	62803	28105	361749	12461	71697	34068	0	0	0	0	15247	18906	0	0	103644	73088	7165	INVESTMENT IN SUBSIDIARY			
42448																			9	6184	4047	20292	1181	1268	0	0	0	0	0	8793	0	0	0	0	0	0				
42457																			0	64	0	592	129	166	0	0	0	0	0	362	0	0	0	0	0	0				
43052																			0	446	381	4666	56	74	0	0	0	0	0	365	0	0	0	3400	0	0	Unrealized Tax Effect for Mkt Val Adj of Securities			
43351																			6	0	193	790	69	304	50	93	0	0	0	293	0	0	0	0	0	0	PURCHASE SOFTWARE	FHLB STOCK		
43856																			0	463	144	1641	100	113	0	0	0	0	0	168	0	0	0	753	0	0				
43959																			0	66	0	705	82	98	0	0	0	0	0	541	0	0	0	0	0	0				
44040																			0	883	1818	12542	121	468	0	0	0	0	0	2410	0	0	0	6963	0	0				
44433																			0	3031	0	4722	474	536	0	0	0	0	0	1155	0	0	0	0	0	0				
44741																			130	1643	353	3878	281	467	0	0	0	0	0	1415	0	0	0	0	0	0				
44750																			0	1002	1160	7424	160	249	0	0	0	0	0	523	0	0	0	2996	0	1494				
44929																			0	1237	0	4732	491	582	0	0	0	0	0	406	0	0	0	862	0	1645				
45038																			31	313	254	1468	72	151	43	0	0	0	0	750	0	0	0	0	0	0	Capitalized Software			
45047																			0	535	0	1474	151	163	0	0	0	0	0	776	0	0	0	0	0	0				
45056																			5	195	0	922	147	152	0	0	0	0	0	575	0	0	0	0	0	0				
45430																			0	664	328	5028	148	282	134	0	0	0	0	375	0	0	0	1768	0	1611	Late Fees Receivable			
45458																			0	552	0	1000	63	69	0	0	0	0	0	379	0	0	0	0	0	0				
45551																			0	2558	6	21607	541	2135	217	0	0	0	0	5736	0	0	0	8428	0	2744	Software, net of amortization			
45560																			0	9259	0	49869	6449	9679	0	0	0	0	0	4154	0	0	0	23477	0	3300				
45775																			0	687	1039	6678	303	803	221	279	0	0	0	441	0	0	0	3708	0	0	Cash Advances Offset By DDA	Accounts Receivable		
46053																			0	2308	0	8633	154	305	151	0	0	0	0	694	0	0	0	5053	0	273	Passport Prefunded Transactions			
46941																			0	524	0	4685	166	166	0	0	0	0	0	396	0	0	0	870	0	2729				
47247																			0	1835	513	11565	348	406	0	0	0	0	0	1227	0	0	0	7584	0	0				
47256																			0	214	393	697	26	37	0	0	0	0	0	53	0	0	0	0	0	0				
47452																			0	36	0	300	0	36	0	0	0	0	0	228	0	0	0	0	0	0				
47500																			0	2448	0	4549	421	796	0	0	0	0	0	1227	0	0	0	78	0	0				
48057																			93	178	0	3077	256	349	0	0	0	0	0	939	0	0	0	1611	0	0				
48150																			0	246	0	476	36	48	0	0	0	0	0	182	0	0	0	0	0	0				
48374																			0	8547	0	31390	851	2559	0	0	0	0	0	6691	0	0	0	2996	7493	3104				
48440																			0	378	26	3502	30	41	0	0	0	0	0	471	0	0	0	2586	0	0				
49054																			1686	935	0	3760	0	2101	0	0	0	0	0	724	0	0	0	0	0	0				
49148																			0	422	0	3605	113	113	0	0	0	0	0	564	0	0	0	2506	0	0				
49241																			15	3460	1597	25187	109	975	295	0	0	0	0	2682	0	0	0	10353	0	6120	Receivable - FSA Loss Claim			
49344																			0	1197	0	4133	139	739	500	0	0	0	0	401	0	0	0	1796	0	0	Investment in Develop Michigan Inc.			
49652																			0	483	0	6153	37	39	0	0	0	0	0	1179	0	0	0	4452	0	0				
49821																			0	2256	9110	54202	0	13223	11500	0	0	0	0	2215	0	0	0	16668	0	10730	Grantor Trust			
49858																			0	503	75	3176	102	187	66	0	0	0	0	276	0	0	0	2135	0	0	deposit receivables			
49951																			0	247	0	1884	136	947	768	0	0	0	0	690	0	0	0	0	0	0	Unposted Suspense-DDA			
50144																			0	285	534	3915	89	137	0	0	0	0	0	356	0	0	0	2603	0	0				
50461																			0	0	1868	2012	0	0	0	0	0	0	0	144	0	0	0	0	0	0				
50546																			19	39	0	279	36	55	0	0	0	0	0	185	0	0	0	0	0	0				
50854																			0	0	0	583	78	286	192	0	0	0	0	297	0	0	0	0	0	0	School Judgement			
50872																			0	2911	0	5609	99	304	205	0	0	0	0	565	0	0	0	0	0	1829	Prepaid-FHLB Prepayment Penalties			
50957																			0	1457	781	6884	122	402	126	109	0	0	0	822	0	0	0	3422	0	0	Miscelaneous Assets	Account Receivable		
51253																			0	940	1754	12152	0	778	0	0	0	0	0	2548	0	0	0	6132	0	0				
51356																			3	0	0	331	58	61	0	0	0	0	0	270	0	0	0	0	0	0				
51459																			4	1810	0	7421	80	84	0	0	0	0	0	1931	0	0	0	3596	0	0				
51842																			0	860	2347	8812	255	903	0	0	0	0	0	1490	0	0	0	3212	0	0				
52719																			0	6402	79218	227432	0	141812	40684	95621	0	0	0	0	0	0	0	0	0	0	A/R Trade	Intercompany Receivable		
52951																			69	517	227	2627	205	429	80	0	0	0	0	1454	0	0	0	0	0	0	Loan Premium			
53033																			0	36434	50090	192766	0	88423	0	0	0	0	0	13381	0	0	76702	4438	0	0				
53051																			0	5	0	438	108	108	0	0	0	0	0	325	0	0	0	0	0	0				
53752																			0	47	0	298	73	83	0	0	0	0	0	168	0	0	0	0	0	0				
54049																			0	731	926	5859	104	189	81	0	0	0	0	437	0	0	0	2714	862	0	Negative Income Tax Payable			
54058																			0	403	12	3976	0	230	77	0	0	0	0	3331	0	0	0	0	0	0	Accrued Income Tax			
54375																			0	3882	9198	64936	0	13356	6072	0	0	0	0	5119	0	0	0	27825	0	5556	Investment in low income housing			
54441																			0	136	905	2554	136	153	0	0	0	0	0	700	0	0	0	660	0	0				
54656																			0	1283	0	12414	89	161	0	0	0	0	0	4307	0	0	0	4601	0	2062				
54973																			0	47668	0	224372	0	22249	12606	0	0	0	0	15723	0	0	0	138732	0	0	Prepaid pension benefit			
55336																			0	1067	0	6153	476	1396	920	0	0	0	0	905	0	0	0	2785	0	0	prepaid pension cost			
55635																			0	215	1337	2716	158	674	240	0	0	0	0	490	0	0	0	0	0	0	New Market Tax Credit			
55653																			0	922	31	1512	0	8	0	0	0	0	0	292	0	0	0	259	0	0				
55970																			0	497	590	13396	619	1503	818	0	0	0	0	1175	0	0	0	6130	0	3501	Affordable Housing			
56258																			0	263	0	1363	131	226	0	0	0	0	0	874	0	0	0	0	0	0				
56351																			0	5881	1502	40359	1699	4747	996	0	0	0	0	5494	0	0	0	22735	0	0	Software, net of amortization			
