"IDRSSD"	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP849	RCFAP850	RCFAP851	RCFAP852	RCFAP853	RCFAP854	RCFAP855	RCFAP856	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFD3368	RCFD3632	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWP793	RCFWP870	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP849	RCOAP850	RCOAP851	RCOAP852	RCOAP853	RCOAP854	RCOAP855	RCOAP856	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCON3368	RCON3632	RCOW3792	RCOW5310	RCOW5311	RCOW7205	RCOW7206	RCOWA223	RCOWP793	RCOWP870	
148470																																																																																																		240059	23080									
148715																																																																																																		104015	2057									
148809																																																																																																		497295	77259									
148920																																																																																																		44339	5384									
149150																																																																																																		107508	6342									
149253																																																																																																		149412	7213									
149271																																																																																																		168197	23591									
150035																																																																																																		1151686	84617									
150044																																																																																																		493290	20739									
150156																																																																																																		23018	1001									
150352																																																																																																		42345	4067									
150727																																																																																																		436631	38142									
151546																																																																																																		74717	6744									
151555																																																																																																		86646	8359									
151751																																																																																																		285610	7616									
151872																																																																																																		495117	8046									
151957																																																																																																		314655	19318									
152057																																																																																																		154007	12605									
152253																																																																																																		177553	16867									
152374																																																																																																		198021	6906									
152431																																																																																																		81729	5926									
152440																																																																																																		119680	16859									
153054																																																																																																		391889	37180									
153353																																																																																																		451901	47093									
154154																																																																																																		483408	37023									
154257																																																																																																		661928	1539									
154770																																																																																																		587630	0									
155245																																																																																																		502488	35217									
155517																																																																																																		98864	4968									
155759																																																																																																		100000	12082									
155777																																																																																																		230414	3723									
156457																																																																																																		25937	163									
156635																																																																																																		61061	6853									
156952																																																																																																		68284	5803									
156970																																																																																																		90396	9277									
157155																																																																																																		55971	1247									
157379																																																																																																		89187	0									
157650																																																																																																		83941	22									
157744																																																																																																		149066	4240									
157856																																																																																																		66864	5319									
157904																																																																																																		709819	2474									
158376																																																																																																		135714	22802									
158741																																																																																																		144702	15783									
158750																																																																																																		30561	686									
159636																																																																																																		1862008	177846									
159645																																																																																																		62154	4640									
159953																																																																																																		169510	17665									
159971																																																																																																		567943	109086									
160360																																																																																																		177549	7317									
160454																																																																																																		144346	5873									
160557																																																																																																		29288	113									
160614																																												234969	-610464																																																															
160650																																																																																																		583330	70808									
160959																																																																																																		1221982	104122									
161273																																																																																																		683545	1422									
161602																																																																																																		2084996	148730									
162337																																																																																																		626185	38436									
163343																																																																																																		65733	5909									
163370																																																																																																		449561	42645									
163549																																																																																																		1004299	52375									
163857																																																																																																		345960	26704									
164153																																																																																																		108737	3106									
164331																																																																																																		264756	20850									
164377																																																																																																		187930	21218									
164854																																																																																																		230333	16121									
164957																																																																																																		58667	5462									
164975																																																																																																		98366	201									
165039																																																																																																		558806	-24098									
165628																																												7245512	383721																																																															
165758																																																																																																		93335	860									
165806																																																																																																		1137368	72800									
166111																																																																																																		240723	32109									
166531																																																																																																		207950	18809									
166652																																																																																																		556410	34294									
166803																																																																																																		1695403	123110									
166849																																																																																																		81085	6325									
167060																																																																																																		910686	57972									
167453																																																																																																		91075	13257									
167565																																																						315456	0	0	0.6215	1.6387	1.6387	315456	192499	507607	0	0	177020	1.6387	0	0	453254	137340	0	458	0	0	0	315456	0	0	0	0	0	0	315456	0	0	0	0	366	0	0	0	0	0	0	138164	0	0	645771	276234									
167752																																																																																																		22434	436									
167864																																																																																																		474383	27411									
168357																																																																																																		71569	4143									
168571																																																																																																		53960	2983									
169327																																																																																																		301340	20352									
169354																																																																																																		321817	23846									
169653																																																																																																		5880221	-349826									
169756																																																																																																		438108	25881									
169952																																																																																																		97813	4838									
170051																																																																																																		545517	74204									
170257																																																																																																		76362	7225									
170275																																																																																																		168520	24005									
170332																																																																																																		203219	12295									
170640																																																																																																		29516	2834									
170976																																																																																																		56093	-174									
171133																																												393305	20755																																																															
171656																																																																																																		100749	5506									
171759																																																																																																		110515	7800									
171768																																																																																																		313070	20025									
172158																																																																																																		84227	5547									
172251																																																																																																		35722	2489									
172457																																																																																																		252550	15218									
172475																																																																																																		418055	26467									
172859																																																																																																		139298	5434									
173306																																																																																																		312912	25962									
173342																																																																																																		80888	5517									
173548																																																																																																		89278	10299									
173557																																																																																																		305679	22517									
173575																																																																																																		807066	95887									
173641																																																																																																		203662	23531									
173959																																																																																																		143903	15036									
174321																																																																																																		102079	824									
174367																																																																																																		48833	287									
174572																																																																																																		4674427	405517									
175056																																																																																																		234852	7589									
175140																																																																																																		234984	17889									
175458																																																																																																		28113	594									
175609																																																																																																		220444	19243									
175672																																																																																																		247861	20209									
176053																																																																																																		65882	6310									
176101																																																																																																		719690	90678									
176325																																																																																																		115740	9602									
176437																																																																																																		53298	366									
176464																																																																																																		638363	31033									
176642																																																																																																		110848	10284									
177135																																																																																																		31619	6944									
177443																																																																																																		203089	22129									
177500																																																																																																		49706	4061									
177546																																																																																																		124820	-1594									
177555																																																																																																		26511	1243									
177751																																																																																																		704266	74778									
177920																																																																																																		678309	51001									
177957																																																																																																		419799	21308									
178057																																																																																																		16253	727									
178150																																																																																																		165603	14146									
178244																																																																																																		91746	9807									
178271																																																																																																		82116	0									
178356																																																																																																		92969	6063									
178851																																																																																																		325635	24221									
179148																																																																																																		137444	12946									
179335																																																																																																		185481	3935									
179700																																																																																																		476698	3272									
179755																																																																																																		80900	6572									
180144																																																																																																		70601	4682									
180443																																																																																																		68654	2960									
180537																																																																																																		98323	14307									
180845																																																																																																		109326	1206									
181347																																																																																																		276202	11408									
181963																																																																																																		192939	19481									
182353																																																																																																		42395	3668									
182652																																																																																																		11343	288									
182951																																																																																																		277984	20814									
183668																																																																																																		491170	42446									
183770																																																																																																		447489	37833									
183846																																																																																																		246107	35691									
183958																																																																																																		201433	25749									
184142																																																																																																		318592	11229									
184245																																																																																																		252186	19533									
184656																																																																																																		206484	20341									
184759																																																																																																		41486	5464									
185251																																																																																																		18844	1051									
185448																																																																																																		90032	17174									
185859																																																																																																		465777	54940									
186221																																																																																																		873509	84568									
186548																																																																																																		117264	9028									
186717																																																																																																		695029	93457									
186744																																																																																																		1173981	92265									
186838																																																																																																		323925	22948									
186856																																																																																																		64016	1325									
187648																																																																																																		22369	1316									
187899																																																																																																		443108	24071									
187947																																																																																																		1133099	67395									
188056																																																																																																		295307	11376									
188177																																																																																																		170221	40607									
188430																																																																																																		388669	-139278									
188449																																																																																																		201032	17351									
188720																																																																																																		213679	23488									
188739																																																																																																		58344	2994									
188917																																																																																																		147520	14427									
188926																																																																																																		109465	6177									
189044																																																																																																		797609	36679									
189129																																																																																																		620294	41012									
189549																																																																																																		130168	7695									
189745																																																																																																		1126899	-82041									
189820																																																																																																		259368	43382									
189866																																																																																																		41761	9010									
189950																																																																																																		95529	4349									
190246																																																																																																		36658	147									
190451																																																																																																		254691	2021									
190563																																																																																																		178988	10373									
190639																																																																																																		162830	-17471									
190648																																																																																																		178284	10422									
190947																																																																																																		101876	6329									
190956																																																																																																		128846	9198									
191355																																																																																																		271407	22601									
191449																																																																																																		46592	3967									
191805																																																																																																		268636	9800									
191935																																																																																																		799162	37790									
192147																																																																																																		365296	40086									
192558																																																																																																		399440	24584									
192651																																																																																																		29024	1339									
192857																																																																																																		140153	15707									
193162																																																																																																		66019	3906									
193247																																																																																																		73620	1083									
193537																																																																																																		113284	11268									
193649																																																																																																		238096	25043									
193809																																																																																																		1249039	135431									
194253																																																																																																		111622	6647									
194440																																																																																																		150458	8849									
194570																																																																																																		88966	8994									
194936																																																																																																		170490	24193									
195111																																																																																																		645787	43942									
195157																																																																																																		59887	4950									
195456																																																																																																		76219	2356									
196743																																																																																																		185671	-12579									
196752																																																																																																		20158	-64									
196800																																																																																																		578015	3917									
197142																																																																																																		282830	26820									
197254																																																																																																		31889	733									
197302																																																																																																		426253	0									
197478																																												28933081	1012714																																																															
197759																																																																																																		195460	10599									
198046																																																																																																		70470	3829									
198073																																																																																																		68613	6131									
198103																																																																																																		65397	8978									
198149																																																																																																		328755	23576									
198251																																																																																																		86230	2188									
198831																																																																																																		413567	13966									
198859																																																																																																		165641	7180									
198961																																																																																																		110572	10391									
199052																																																																																																		109416	2165									
199137																																																																																																		86630	14432									
199351																																																																																																		71102	921									
199436																																																																																																		147660	8677									
199463																																																																																																		186502	3338									
200042																																																																																																		39515	3258									
200378																																																																																																		5213283	33985									
200435																																																																																																		582319	57822									
200640																																																																																																		871814	64453									
201049																																																																																																		127676	10461									
201254																																																																																																		114648	-11606									
201647																																																																																																		150681	12952									
201834																																																																																																		1193269	120031									
202251																																																																																																		187945	6947									
202514																																																																																																		163266	13644									
202541																																																																																																		177476	15201									
202907																																																																																																		7406007	392031									
203043																																																																																																		190804	14721									
203052																																																																																																		70198	9642									
203070																																																																																																		194826	19534									
203418																																																																																																		299708	23404									
203575																																																																																																		80297	7248									
204004																																																																																																		8448477	8401									
204077																																																																																																		172405	20143									
204237																																																																																																		192849	-4083									
204376																																																																																																		122268	4282									
204826																																																																																																		264307	21672									
205243																																																																																																		285019	18127									
205346																																																																																																		253855	14325									
205458																																																																																																		56867	-247									
205542																																																																																																		192572	17155									
205654																																																																																																		1461219	52152									
206156																																																																																																		275230	4207									
206174																																																																																																		319804	34655									
206473																																																																																																		172236	24451									
206772																																																																																																		120835	11062									
206950																																																																																																		46213	2739									
207041																																																																																																		36684	3240									
207050																																																																																																		387427	14833									
207452																																																																																																		228912	24043									
207470																																																																																																		239620	35352									
207555																																																																																																		132419	5894									
207845																																																																																																		807402	71067									
207872																																																																																																		328731	-24251									
207957																																																																																																		19855	718									
208057																																																																																																		546069	48431									
208244																																												11203689	365029																																																															
208347																																																																																																		62711	3446									
208440																																																																																																		102547	7547									
208459																																																																																																		80961	7302									
208570																																																																																																		319152	9920									
208655																																																																																																		281201	22741									
208972																																																																																																		79506	10964									
209148																																																																																																		401291	16205									
209362																																																																																																		56314	3102									
209447																																																																																																		71874	1272									
209559																																																																																																		77686	15779									
209830																																																																																																		190999	11021									
209858																																																																																																		302300	28008									
210238																																																																																																		389239	4216									
210256																																																																																																		123975	5251									
210434	8695102	274724	1367847	0.068801	0.139570	0.117614	7327255	62299378	106498486	-60970	0	1771122	0.117614	0	7813789	455496	11994	0	-3793	4568	0	7345524	0	0	0	0	18269	18269	7327255	0	0	0	0	0	0	1009923	83200	0	1367847	0	490327	0	0	106988813	6103637	8420378	0	1093123	0.137819	0.119928	61097211	0.119928	1093123														0																																									
210452																																																																																																		39735	1694									
210779																																																																																																		111964	5221									
211114																																																																																																		127530	4293									
211271																																																																																																		1195683	152383									
211338																																																																																																		131622	16478									
211851																																																																																																		68655	2274									
212018																																																																																																		452751	33274									
212335																																																																																																		64724	1868									
212344																																																																																																		93638	18609									
212465	13655930	678433	1567742	0.1109	0.1478	0.1309	12088188	92367259	109031564	-136585	-82638	10465134	0.1309	0	15360390	3225001	26824	0	21657	0	0	12087164	0	0	0	0	0	0	12087164	0	0	0	0	-1024	1024	889309	0	0	1567742	0	3251825	0	-256	112200752	5031841																						0																																									
212522																																																																																																		906646	78948									
212577																																																																																																		2442613	120183									
213471																																																																																																		331127	43941									
213538																																																																																																		179547	17534									
213912																																																																																																		131379	8166									
213958																																																																																																		67943	538									
214106																																																																																																		697444	59618									
214414																																																																																																		925083	91501									
214722																																																																																																		645495	49104									
214807																																												52215000	6041000																																																															
214843																																																																																																		234318	17460									
215251																																																																																																		42494	4921									
215345																																																																																																		303967	25442									
215354																																																																																																		93192	2064									
215653																																																																																																		26444	927									
215662																																																																																																		729608	31524									
215710																																																																																																		476358	34560									
216164																																																																																																		146861	6867									
216230																																																																																																		110679	8463									
216632																																																																																																		186958	-11299									
216922																																																																																																		3212481	196633									
217059																																																																																																		272592	11676									
217620																																																																																																		528973	24414									
218131																																																																																																		315284	50023									
218261																																																																																																		97045	10043									
218757																																																																																																		15609	718									
218775																																																																																																		88929	5385									
218850																																																																																																		25763	1522									
218878																																																																																																		139980	12568									
219044																																																																																																		58837	3246									
219259																																																																																																		165567	12198									
219343																																																																																																		1722324	146837									
219651																																																																																																		304858	21994									
219679																																																																																																		35434	4535									
219857																																																																																																		23929	1226									
220059																																																																																																		269799	21385									
220527																																																																																																		1054112	55694									
220844																																																																																																		139316	9632									
220974																																																																																																		459975	36051									
221476																																																																																																		431491	26151									
221775																																																																																																		216756	23251									
222156																																																																																																		158636	14925									
222446																																																																																																		407631	35270									
222558																																																																																																		160982	5771									
222754																																																																																																		247361	8540									
223005																																																																																																		472756	29184									
223322																																																																																																		1365592	141590									
223331																																																																																																		1923140	89008									
223452																																																																																																		87739	7462									
223751																																																																																																		61572	3188									
223845																																																																																																		145924	14823									
