"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCFDL136	RCFDL137	RCFDL138	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	
310950																																																																																																																																																																																																	4364	0	0	0	30920	64337	0	677	0	19108	0	0	0	0	19070	0	0	5	0	0	0	414	414	7527	29501	555	46	26979	0	0	0.2738	0.5797	0.5671	0.0000	0.0000	0.0000	18656	414	452	0	0	0	0	0	0	0	0	0	
310978																																																																																																																																																																																																	69545	0	0	0	209171	1622324	0	29298	0	199610	0	0	0	0	205635	149072	0	932	0	0	0	13899	13899	28461	284820	715984	100068	617482	104168	5015	0.117881	0.187525	0.174851	0.000000	0.000000	0.000000	191736	13899	1867	0	0	0	0	0	0	0	0	0	
311050																																																																																																																																																																																																	86906	0	0	135068	364916	1038105	0	5989	0	86064	0	0	0	0	82683	0	0	7214	68	0	0	5166	5166	310213	290393	157223	28086	272290	1043	0	0.0767	0.2005	0.1880	0.0000	0.0000	0.0000	77517	5166	7122	0	0	0	0	0	0	0	0	0	
311144																																																																																																																																																																																																	3426	0	0	7873	143	38529	0	272	0	5852	0	0	0	0	6118	0	0	0	0	0	0	272	272	3	11010	13266	307	14516	0	0	0.1632	0.2618	0.2502	0.0000	0.0000	0.0000	5846	272	6	0	0	0	0	0	0	0	0	0	
311256																																																																																																																																																																																																	17292	0	0	0	4156	80518	0	1030	0	7925	0	0	0	0	8420	0	0	0	1797	0	0	655	655	19748	6820	10810	2822	44010	0	0	0.098428	0.157781	0.145507	0	0	0	7765	655	160	0	0	0	0	0	0	0	0	0	
311265																																																																																																																																																																																																	14856	0	0	0	107162	197116	0	787	0	24647	0	0	0	0	23326	0	0	0	0	0	0	787	787	894	117403	34795	0	41617	0	0	0.1182	0.2825	0.2730	0.0000	0.0000	0.0000	22539	787	2108	0	0	0	0	0	0	0	0	0	
311603																																																																																																																																																																																																	15457	0	0	0	128589	718009	1242	5626	0	75921	0	0	0	0	87558	2542	0	1143	41	-7549	0	5626	6868	13055	73024	170887	44214	463753	966	0	0.1105	0.1545	0.1423	0.0000	0.0000	0.0000	80690	6868	2675	0	0	0	0	0	0	0	0	0	
311649																																																																																																																																																																																																	3464	0	0	0	13952	74780	0	791	0	9089	0	0	0	0	9631	0	0	0	4506	0	0	654	654	2925	13266	23629	2314	35640	0	0	0.119956	0.184537	0.172006	0.000000	0.000000	0.000000	8977	654	112	0	0	0	0	0	0	0	0	0	
311658																																																																																																																																																																																																	1501	0	0	0	46595	76245	0	224	0	5990	0	0	0	0	5841	0	0	0	0	0	0	224	224	1812	35300	22596	3079	16139	0	0	0.0724	0.1692	0.1627	0.0000	0.0000	0.0000	5617	224	373	0	0	0	0	0	0	0	0	0	
311845																																																																																																																																																																																																	1797252	0	0	0	3172273	14266538	0	182069	0	1496550	1364	0	0	223	1322169	361115	498	16140	797950	0	0	108465	110705	1973884	3165917	2609832	1077154	6374040	73455	0	0.093456	0.153733	0.140861	0.093441	0.140848	0.153697	1211464	110705	12167	791	852212	139916	0	0	0	0	0	0	
311939																																																																																																																																																																																																	19054	0	0	1734	43521	137963	0	2150	0	15922	0	0	0	0	16287	0	0	0	5	0	0	1152	1152	21024	28769	6596	5547	82937	0	0	0.110288	0.178719	0.166078	0.000000	0.000000	0.000000	15135	1152	787	0	0	0	0	0	0	0	0	0	
312244																																																																																																																																																																																																	25424	0	0	0	62986	501231	0	5525	0	50631	0	0	0	0	53277	0	0	0	10783	0	0	4757	4757	27860	61565	123546	26977	291685	813	0	0.095568	0.140258	0.127735	0.000000	0.000000	0.000000	48520	4757	1310	0	0	0	0	0	0	0	0	0	
312356																																																																																																																																																																																																	8374	0	0	0	28714	122733	0	1829	0	14026	0	0	0	0	14639	0	0	0	0	0	0	1000	1000	6846	28829	29127	4637	59373	0	0	0.1116	0.1850	0.1723	0.0000	0.0000	0.0000	13639	1000	387	0	0	0	0	0	0	0	0	0	
312570																																																																																																																																																																																																	8033	0	0	3649	0	26111	0	200	0	4035	0	0	0	0	4133	0	0	0	0	0	0	152	152	11	11248	9775	504	5223	0	54	0.1528	0.3357	0.3233	0.0000	0.0000	0.0000	3981	152	0	0	0	0	0	0	0	0	0	0	
312730																																																																																																																																																																																																	90253	0	0	33220	138037	1103003	0	22118	0	64480	419	0	0	0	79032	0	0	215	17130	-3534	0	10542	10542	226602	21506	109947	110717	766811	43459	0	0.0611	0.0950	0.0823	0.0000	0.0000	0.0000	68490	10542	-502	0	0	0	0	0	0	0	0	0	
313009																																																																																																																																																																																																	4019	0	0	10	25687	78515	0	1163	0	11088	0	0	0	0	11815	0	0	0	0	-288	0	616	616	16166	15424	3922	756	43989	0	0	0.145093	0.242349	0.229714	0.000000	0.000000	0.000000	11199	616	177	0	0	0	0	0	0	0	0	0	
313157																																																																																																																																																																																																	3551	0	0	0	28231	83633	0	509	0	9740	16	0	0	0	9308	0	0	0	4124	0	0	509	509	2817	23260	15938	3768	41186	0	0	0.105690	0.166595	0.157485	0	0	0	8799	509	941	0	0	0	0	0	0	0	0	0	
313175																																																																																																																																																																																																	5076	0	0	0	49307	108144	0	305	0	11562	0	0	0	0	11623	0	0	65	3727	0	0	305	305	28808	22059	35145	7285	22434	0	0	0.104893	0.192504	0.187452	0	0	0	11318	305	218	0	0	0	0	0	0	0	0	0	
313223																																																																																																																																																																																																	11381	0	0	0	57274	141990	0	1485	0	16181	0	0	0	0	14692	0	0	0	1180	0	0	974	974	10763	50212	25357	8296	53846	1075	0	0.1020	0.1899	0.1773	0.0000	0.0000	0.0000	13718	974	1619	0	0	0	0	0	0	0	0	0	
313401																																																																																																																																																																																																	7453	0	0	1062	71520	311955	0	2288	0	31055	0	0	0	0	32505	0	0	882	0	0	0	2503	2503	5440	73914	86451	15283	146724	8842	0	0.0956	0.1584	0.1462	0	0	0	30002	2503	1032	0	0	0	0	0	0	0	0	0	
313577																																																																																																																																																																																																	54570	0	0	0	20425	319348	0	2728	0	31777	0	0	0	0	27881	0	0	0	27477	0	0	2728	2728	53241	29202	69160	25851	170461	0	55	0.085859	0.123182	0.111129	0.000000	0.000000	0.000000	25153	2728	143	0	0	0	0	0	0	0	0	0	
313773																																																																																																																																																																																																	4758	0	0	3009	6904	79064	0	837	0	11252	0	0	0	0	11598	0	0	0	0	0	0	537	537	4094	16773	38532	3981	20210	0	0	0.139963	0.271673	0.259094	0	0	0	11061	537	155	0	0	0	0	0	0	0	0	0	
314257																																																																																																																																																																																																	48099	0	0	0	25755	260438	0	2236	0	30158	0	0	0	0	29058	0	0	0	8989	0	0	2236	2236	32514	36837	25153	15130	164835	1307	0	0.105890	0.152924	0.141157	0	0	0	26822	2236	115	248	0	9205	0	0	0	0	0	0	
314444																																																																																																																																																																																																	9723	0	0	0	49572	122147	0	1405	0	14412	0	0	0	0	14727	0	0	0	0	0	0	836	836	3455	34582	49513	5840	35213	0	0	0.112451	0.222070	0.209464	0	0	0	13891	836	521	0	0	0	0	0	0	0	0	0	
315339																																																																																																																																																																																																	6163	0	0	0	12850	49292	0	711	0	5050	0	0	0	0	5207	0	0	0	70	0	0	331	331	5078	11170	18665	1004	14827	1334	0	0.0960	0.1996	0.1869	0.0000	0.0000	0.0000	4876	331	173	0	0	0	0	0	0	0	0	0	
315357																																																																																																																																																																																																	13917	0	0	0	28763	93572	0	1320	0	9052	0	0	0	0	9313	0	0	0	2662	0	0	809	809	12342	11565	30294	2347	40144	0	0	0.092358	0.145008	0.132412	0	0	0	8504	809	548	0	0	0	0	0	0	0	0	0	
315629																																																																																																																																																																																																	124726	0	0	4173	70437	512634	101	3520	0	45931	0	0	0	0	50867	0	0	5798	7274	-5321	0	3520	3621	118278	66452	68299	32185	258609	0	0	0.0928	0.1627	0.1511	0.0000	0.0000	0.0000	47246	3621	1134	0	3578	0	0	0	0	0	0	0	
315656																																																																																																																																																																																																	31649	0	0	0	0	148888	0	2256	0	15969	0	0	0	0	17317	0	0	0	4114	0	0	1348	1348	26044	10424	16847	4467	97829	0	0	0.1049	0.1581	0.1458	0.0000	0.0000	0.0000	15969	1348	0	0	0	0	0	0	0	0	0	0	
315674																																																																																																																																																																																																	1409	0	0	0	40940	178479	0	4024	0	18817	0	0	0	0	18251	0	0	0	0	0	0	1349	1349	12476	26112	85705	12937	55794	0	1028	0.093614	0.173498	0.160675	0.000000	0.000000	0.000000	16902	1349	767	0	0	0	0	0	0	0	0	0	
315852																																																																																																																																																																																																	10193	0	0	0	186178	582319	0	5550	0	53691	0	0	0	0	52288	20350	0	0	12027	0	0	5005	5005	13354	181159	69633	25194	317314	4643	0	0.0839	0.1308	0.1183	0.0000	0.0000	0.0000	47283	5005	5711	0	0	0	0	0	0	0	0	0	
316354																																																																																																																																																																																																	19105	0	0	0	9428	301626	0	3299	0	32066	0	0	0	0	34968	0	0	0	21671	0	0	3285	3285	16842	18479	45744	4971	223481	1717	0	0.104601	0.133065	0.120564	0.000000	0.000000	0.000000	31683	3285	379	0	0	0	0	0	0	0	0	0	
316840																																																																																																																																																																																																	202484	0	0	52283	413288	3293618	0	21164	0	422597	0	0	0	0	461484	65468	0	1611	48899	0	23450	21164	44614	176726	509326	1242793	72437	1377994	20726	0	0.1243	0.2161	0.1952	0.1244	0.1954	0.2163	416870	44614	5288	0	0	0	0	0	0	0	0	0	
316859																																																																																																																																																																																																	10274	0	0	1257	25557	91707	0	995	0	8707	0	0	0	0	8517	0	0	649	111	0	0	671	671	8840	23205	21416	6978	38010	0	306	0.087659	0.159602	0.147028	0	0	0	7846	671	555	0	0	0	0	0	0	0	0	0	
316934																																																																																																																																																																																																	14051	0	0	13432	0	50492	0	154	0	4977	0	0	0	0	5131	0	0	0	2617	0	0	154	154	0	30339	0	412	20307	0	0	0.0987	0.1853	0.1798	0.0000	0.0000	0.0000	4977	154	0	0	0	0	0	0	0	0	0	0	
317100																																																																																																																																																																																																	22298	0	0	4204	42214	333231	634	3470	0	31399	0	0	0	0	32668	0	0	349	0	-885	0	3076	3710	29017	34933	94283	18214	190065	6440	2712	0.0881	0.1330	0.1179	0.0000	0.0000	0.0000	28958	3710	558	0	0	0	0	0	0	0	0	0	
317258																																																																																																																																																																																																	5801	0	0	0	108268	313196	0	3245	0	30793	0	0	0	0	30667	0	0	521	12853	0	0	2504	2504	32213	78046	52285	13712	151267	936	0	0.0904	0.1536	0.1411	0.0000	0.0000	0.0000	28163	2504	2581	0	0	0	0	0	0	0	0	0	
317342																																																																																																																																																																																																	58076	0	0	0	361870	2115400	0	32022	0	206567	1506	0	0	0	222460	3974	0	4939	149534	-466	0	21496	21496	121417	288989	311965	111920	1416082	4576	0	0.095974	0.130160	0.117583	0.000000	0.000000	0.000000	200964	21496	5387	528	1607	7100	0	0	0	0	0	0	
317379																																																																																																																																																																																																	23416	0	0	5317	79734	239769	0	3794	0	22061	0	0	0	0	23844	0	0	0	7269	0	0	1746	1746	34244	72228	26500	9207	108286	980	0	0.092149	0.173229	0.160545	0	0	0	22098	1746	-109	0	0	0	0	0	0	0	0	0	
317650																																																																																																																																																																																																	6540	0	0	181	48529	63674	0	136	0	4639	0	0	0	0	4284	0	0	0	168	0	0	136	136	12065	41944	4423	2170	4583	0	0	0.0670	0.2806	0.2717	0.0000	0.0000	0.0000	4148	136	491	0	0	0	0	0	0	0	0	0	
318639																																																																																																																																																																																																	581	0	0	0	6168	17758	0	152	0	1589	0	0	0	0	1668	0	0	0	374	0	0	121	121	293	7260	4481	255	5812	0	0	0.0856	0.1727	0.1601	0.0000	0.0000	0.0000	1547	121	42	0	0	0	0	0	0	0	0	0	
318835																																																																																																																																																																																																	29318	0	0	749	21792	202509	0	2718	0	17563	0	0	0	0	13599	0	0	0	4805	0	0	1770	1770	47086	6146	23736	27070	122628	0	5894	0.060054	0.096681	0.084097	0.000000	0.000000	0.000000	11829	1770	-167	0	0	0	0	0	0	0	0	0	
318947																																																																																																																																																																																																	25995	0	0	430	1885	99165	0	864	0	9917	0	0	0	0	10615	0	0	0	0	0	0	747	747	29504	513	21336	4959	48627	0	0	0.0995	0.1780	0.1655	0.0000	0.0000	0.0000	9868	747	49	0	0	0	0	0	0	0	0	0	
318974																																																																																																																																																																																																	17026	0	0	0	191501	1436512	0	17051	0	145166	0	0	0	0	156191	72000	0	7	0	-6008	0	10425	10425	83519	187922	740943	45015	425807	28948	0	0.102117	0.188781	0.176258	0	0	0	145830	10425	1671	0	0	0	0	0	0	0	0	0	
319047																																																																																																																																																																																																	15046	0	0	0	25970	181579	50	1748	0	14865	30	0	0	0	17262	0	0	0	13734	-1118	0	1605	1655	11429	27464	55963	8433	88055	205	0	0.0863	0.1346	0.1217	0.0000	0.0000	0.0000	15607	1655	276	0	0	0	0	0	0	0	0	0	
319458																																																																																																																																																																																																	10938	0	0	0	48643	103949	0	468	0	9353	0	0	0	0	8688	0	0	989	1321	0	0	468	468	12226	47166	8063	1506	35829	0	0	0.079603	0.172210	0.162934	0.000000	0.000000	0.000000	8220	468	1133	0	0	0	0	0	0	0	0	0	
319551																																																																																																																																																																																																	3979	0	0	0	24045	143540	0	2225	0	24338	0	0	0	0	24700	0	0	0	438	0	0	1568	1568	4485	21108	2312	7518	116337	0	589	0.160339	0.196622	0.184140	0	0	0	23132	1568	617	0	0	0	0	0	0	0	0	0	
320034																																																																																																																																																																																																	2305	0	0	0	38885	90169	0	418	0	8607	0	0	0	0	8173	0	0	0	0	0	0	418	418	2426	38959	11909	1490	36387	0	0	0.0867	0.1628	0.1545	0.0000	0.0000	0.0000	7755	418	852	0	0	0	0	0	0	0	0	0	
320052																																																																																																																																																																																																	29339	0	0	9881	38890	503911	0	5916	0	42599	0	0	0	0	46261	0	0	0	18462	0	0	4897	4897	35634	79976	60727	42893	332256	0	0	0.0834	0.1183	0.1057	0.0000	0.0000	0.0000	41364	4897	1235	0	0	0	0	0	0	0	0	0	
320070																																																																																																																																																																																																	6292	0	0	0	19165	85512	13	700	0	25925	0	0	0	0	26260	0	0	0	0	0	0	565	578	18621	6463	35204	2003	25556	149	0	0.2992	0.5926	0.5795	0.0000	0.0000	0.0000	25682	578	243	0	0	0	0	0	0	0	0	0	
320119	922632	0	0	999642	3330010	9716436	40	70345	0	741911	157749	905	0	13364	829945	24000	330128	10632	847988	-9001	0	71025	71065	1568188	3178321	572305	305998	4473718	1968	7849	0.078026	0.138232	0.126396	0.000000	0.000000	0.000000	758880	71065	-15817	14190	640000	322341	8258	0	0	0	0	0	0	0	2775	24570	0	12959	33356	0	32611	0	0	6003979	0	0	0	0	0	4130045	0	0	0	242307	242307	0	126616	0	115691	0	0	0	0	0	0	0	0	486254	302162	134216	0	186723	321957	474144	16818	-27790	826823	2127821	17635	385521	0	0	0	0	1968	0	52870	374545	73539	3629091	1029	3163	9066	0	106	389120	21010	12355	42770	6987	-76096	5316	0	0	0	5316	31550	0	7081	0	24469	905	0	0	905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423994	0	0	0	423994	0	16587	16024	1568188	3328605	588329	5044093	0	665721	294165	5044093	6003979	0	0	0	766729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9733827	0	9725978	580682			991823	2678986									13258																																			
320155																																																																																																																																																																																																	88128	0	0	0	184501	781353	0	12655	0	86154	0	0	0	0	77136	0	0	0	1745	0	0	6494	6494	78605	208647	33219	47931	457133	130	2813	0.0919	0.1503	0.1376	0.0000	0.0000	0.0000	70642	6494	1395	0	0	0	0	0	0	0	0	0	
320771																																																																																																																																																																																																	6427	0	0	45402	0	135489	0	1347	0	18566	0	0	0	0	19247	0	0	0	0	0	0	681	681	10545	49845	63834	522	12612	0	0	0.137030	0.357538	0.344888	0	0	0	18566	681	0	0	0	0	0	0	0	0	0	0	
321152																																																																																																																																																																																																	1608	0	0	0	8501	27470	0	150	0	2262	0	0	0	0	2411	0	0	0	0	0	0	150	150	396	14813	6438	657	5973	0	0	0.0835	0.1984	0.1860	0.0000	0.0000	0.0000	2261	150	1	0	0	0	0	0	0	0	0	0	
321255																																																																																																																																																																																																	1135	0	0	1344	5	26331	0	348	0	2879	0	0	0	0	3115	0	0	0	131	0	0	236	236	428	5642	5807	703	14802	0	0	0.1099	0.1658	0.1532	0.0000	0.0000	0.0000	2879	236	0	0	0	0	0	0	0	0	0	0	
321273																																																																																																																																																																																																	34571	0	0	5626	0	226766	0	6434	0	32678	0	0	0	0	34248	0	0	0	4701	0	0	1570	1570	32223	9792	140202	10821	50982	0	0	0.144104	0.283609	0.270607	0	0	0	32678	1570	0	0	0	0	0	0	0	0	0	0	
321330																																																																																																																																																																																																	14009	0	0	5232	9437	60433	0	334	0	5040	0	0	0	0	5322	0	0	0	5639	0	0	351	351	15812	12235	9813	2258	22802	132	0	0.0826	0.1595	0.1490	0.0000	0.0000	0.0000	4971	351	69	0	0	0	0	0	0	0	0	0	
321947																																																																																																																																																																																																	28530	0	0	4128	165951	407021	0	4192	0	40001	0	0	0	0	37309	0	0	173	0	0	0	2581	2581	65794	107752	91725	16278	138950	2040	0	0.0871	0.1821	0.1695	0.0000	0.0000	0.0000	34728	2581	3075	0	0	0	0	0	0	0	0	0	
322056																																																																																																																																																																																																	38994	0	0	19444	139346	519596	0	6470	0	54468	0	0	0	0	57459	0	0	0	0	0	0	3885	3885	36380	170830	82888	18877	234613	294	0	0.104174	0.186415	0.173811	0.000000	0.000000	0.000000	53574	3885	894	0	0	0	0	0	0	0	0	0	
322177																																																																																																																																																																																																	22511	0	0	0	127117	482287	0	3884	0	41904	0	0	0	0	43543	2410	0	673	0	0	0	3810	3810	29245	115361	117916	27575	222336	363	0	0.082508	0.142938	0.130431	0.000000	0.000000	0.000000	39733	3810	1448	0	0	0	0	0	0	0	0	0	
322449																																																																																																																																																																																																	5513	0	0	11626	512	61993	0	683	0	7254	0	0	0	0	8025	0	0	0	297	-306	0	475	475	599	18707	18570	1165	24786	0	0	0.123090	0.212566	0.199984	0	0	0	7550	475	10	0	0	0	0	0	0	0	0	0	
322476																																																																																																																																																																																																	1580	0	0	0	5312	11927	0	61	0	1556	151	0	0	0	1626	0	0	0	0	0	0	61	61	76	6825	3142	321	1954	0	0	0.133704	0.330488	0.318089	0.000000	0.000000	0.000000	1565	61	-9	0	0	0	0	0	0	0	0	0	
322551																																																																																																																																																																																																	1764	0	0	0	8327	25761	0	392	0	1829	0	0	0	0	1968	0	0	0	0	0	0	148	148	8298	4004	5674	1097	8163	0	0	0.0717	0.1703	0.1575	0.0000	0.0000	0.0000	1820	148	9	0	0	0	0	0	0	0	0	0	
322757																																																																																																																																																																																																	5208	0	0	0	7593	33952	0	345	0	3778	0	0	0	0	3740	0	0	0	0	0	0	235	235	799	13651	7208	1075	12226	0	0	0.1047	0.2000	0.1874	0.0000	0.0000	0.0000	3505	235	273	0	0	0	0	0	0	0	0	0	
322850																																																																																																																																																																																																	1992	0	0	0	29030	98549	0	437	0	10101	0	0	0	0	10026	0	0	0	1134	0	0	437	437	14874	25702	10823	4626	47075	0	0	0.0961	0.1720	0.1645	0.0000	0.0000	0.0000	9589	437	512	0	0	0	0	0	0	0	0	0	
323035																																																																																																																																																																																																	126121	0	0	0	51519	469197	71	12003	0	14942	0	0	0	0	15418	0	0	592	1553	0	0	3587	3658	125075	46546	59966	57640	246502	0	0	0.0246	0.0553	0.0422	0.0000	0.0000	0.0000	11760	3658	1488	0	0	0	0	0	0	0	0	0	
323204																																																																																																																																																																																																	33418	0	0	7709	177129	695030	0	6990	0	55894	0	0	0	0	62245	0	0	756	56622	-2633	0	5830	5830	54762	185467	171407	29962	286869	707	0	0.082533	0.133453	0.120954	0	0	0	56415	5830	2113	0	0	0	0	0	0	0	0	0	
323651																																																																																																																																																																																																	12041	0	0	25063	36284	205989	0	2130	0	26353	0	0	0	0	27774	0	0	0	621	0	0	1582	1582	7292	70646	36534	8153	93403	0	0	0.127794	0.220380	0.207827	0	0	0	26192	1582	161	0	0	0	0	0	0	0	0	0	
323718																																																																																																																																																																																																	44611	0	0	6944	35425	293400	0	6870	0	48946	4346	0	0	0	51066	0	0	0	0	0	0	2486	2486	33078	61222	40794	27617	164620	1142	0	0.1660	0.2637	0.2508	0.0000	0.0000	0.0000	48580	2486	351	0	0	0	0	0	0	0	0	0	
324153																																																																																																																																																																																																	4814	0	0	0	83311	169153	0	1516	0	16094	0	0	0	0	16422	0	0	0	1641	0	0	1052	1052	22960	66737	20536	3021	59339	0	0	0.0900	0.1962	0.1837	0.0000	0.0000	0.0000	15370	1052	724	0	0	0	0	0	0	0	0	0	
324229																																																																																																																																																																																																	8398	0	0	0	16649	50232	0	178	0	4684	0	0	0	0	4855	0	0	0	1633	0	0	178	178	7055	20950	13122	1250	9285	0	0	0.0931	0.2328	0.2243	0.0000	0.0000	0.0000	4677	178	7	0	0	0	0	0	0	0	0	0	
324256																																																																																																																																																																																																	6713	0	0	22622	0	53224	0	246	0	3829	0	0	0	0	4075	0	0	0	1	0	0	246	246	2136	27445	4350	1251	19539	0	0	0.0731	0.1498	0.1408	0.0000	0.0000	0.0000	3829	246	0	0	0	0	0	0	0	0	0	0	
324274																																																																																																																																																																																																	15585	0	0	184241	126536	417125	0	560	0	68385	0	0	0	0	64732	0	0	0	0	-2708	0	560	560	61960	263221	69722	14812	16438	0	2118	0.1537	0.6228	0.6174	0.0000	0.0000	0.0000	64172	560	4803	0	0	0	0	0	0	0	0	0	
324340																																																																																																																																																																																																	17746	0	0	0	133059	509795	0	5881	0	60559	0	0	0	0	46808	0	0	587	9247	0	0	4261	4261	27710	99482	107262	27120	262422	3403	0	0.088287	0.137976	0.126129	0	0	0	42789	4261	2430	0	0	0	0	0	0	0	0	0	
324649																																																																																																																																																																																																	123282	0	0	1177	123446	711057	0	9151	0	116202	0	0	0	0	76528	0	0	0	5500	0	0	5714	5714	89806	161857	85005	74941	382224	0	0	0.1074	0.1677	0.1552	0.0000	0.0000	0.0000	70814	5714	20	0	0	0	0	0	0	0	0	0	
324854																																																																																																																																																																																																	4373	0	0	0	82799	135343	0	1056	0	15714	0	0	0	0	14675	0	0	0	275	0	0	763	763	11141	72176	7834	8834	42498	0	0	0.1042	0.2415	0.2290	0.0000	0.0000	0.0000	13912	763	1421	0	0	0	0	0	0	0	0	0	
324863																																																																																																																																																																																																	189136	0	0	91719	115043	958067	0	7926	0	137941	0	0	0	0	142842	0	0	0	5918	0	0	7180	7180	169180	264840	28274	34924	499913	0	0	0.1430	0.2494	0.2368	0.0000	0.0000	0.0000	135662	7180	2279	0	0	0	0	0	0	0	0	0	
324975																																																																																																																																																																																																	14296	0	0	4265	43161	109804	0	443	0	12084	300	0	0	0	11961	0	0	0	0	0	0	443	443	22540	38057	29694	3054	19068	0	0	0.106407	0.271268	0.261221	0.000000	0.000000	0.000000	11518	443	556	0	0	0	0	0	0	0	0	0	
325141																																																																																																																																																																																																	5954	0	0	75968	413	189691	0	1679	0	38164	0	0	0	0	37767	0	0	0	0	0	0	1240	1240	17833	57134	54716	20995	60050	0	0	0.1977	0.3823	0.3698	0.0000	0.0000	0.0000	36527	1240	-40	0	0	0	0	0	0	0	0	0	
325459																																																																																																																																																																																																	1032	0	0	0	8718	22440	0	423	0	4813	0	0	0	0	4631	0	0	0	360	0	0	143	143	2014	10067	1977	327	8331	0	0	0.1992	0.4150	0.4022	0.0000	0.0000	0.0000	4488	143	313	0	0	0	0	0	0	0	0	0	
325534																																																																																																																																																																																																	11127	0	0	0	75189	211744	0	1759	0	23902	0	0	0	0	22611	5973	0	158	421	0	0	1561	1561	18779	66024	29648	14333	96200	2024	0	0.0972	0.1768	0.1646	0.0000	0.0000	0.0000	21050	1561	2852	0	0	0	0	0	0	0	0	0	
325824																																																																																																																																																																																																	6834	0	0	0	23880	94813	0	590	0	11917	0	0	0	0	12137	0	0	0	62	0	0	590	590	3122	25713	39830	2721	26178	0	0	0.1215	0.2368	0.2253	0.0000	0.0000	0.0000	11547	590	370	0	0	0	0	0	0	0	0	0	
326054																																																																																																																																																																																																	17632	0	0	395	64216	226743	0	4053	0	27278	0	0	0	0	28011	0	0	0	4036	0	0	1793	1793	17647	69391	30504	6001	111544	0	0	0.1142	0.1985	0.1858	0.0000	0.0000	0.0000	26218	1793	1060	0	0	0	0	0	0	0	0	0	
326344																																																																																																																																																																																																	7670	0	0	7982	124044	336723	0	1710	0	31790	0	0	0	0	30486	0	0	0	17464	0	0	1710	1710	18539	108432	30404	11802	176959	0	0	0.087019	0.135382	0.127788	0.000000	0.000000	0.000000	28776	1710	1480	0	0	0	0	0	0	0	0	0	
