"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA510	RCFDA511	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCFDHT50	RCFDHT51	RCFDHT52	RCFDHT53	RCFDHT58	RCFDHT59	RCFDHT60	RCFDHT61	RCFDK142	RCFDK143	RCFDK144	RCFDK145	RCFDK146	RCFDK147	RCFDK148	RCFDK149	RCFDK150	RCFDK151	RCFDK152	RCFDK153	RCFDK154	RCFDK155	RCFDK156	RCFDK157	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA510	RCONA511	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	RCONG314	RCONG315	RCONG316	RCONG317	RCONG318	RCONG319	RCONG320	RCONG321	RCONG322	RCONG323	RCONG348	RCONG349	
1669																																																																																																																																																		0	0	33308	11972	11661	0	0	0	0	0	0	0	0	38630	37959	68513	66878		30625	30082	0	0	0	0	18582	0	0	1997	16585	41154	29260	16513	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1856																																																																																																																																																		0	0	24784	0	0	0	0	5006	5017	0	0	0	0	0	0	31582	29891		0	0	0	0	2862	2678	0	0	0	4011	0	0	0	4145	0	0	0	0	0	0	0	0	21735																									0	0	0	0									0	0	0	0	0	0	17250	16205	0	0	0	0	0	0	0	0			
2040																																																																																																																																																		0	0	14793	0	0	0	0	1500	1505	0	0	0	0	0	0	42469	41860		0	0	26977	26788	0	0	2777	16	16	2535	2246	7360	4943	12754	4684	183	767	80	0	2034	0	685	3573																									0	0	0	0									0	0	0	0	0	0	4340	4258	0	0	0	0	0	0	0	0			
2161																																																																																																																																																		0	0	2981	0	0	0	0	0	0	0	0	0	0	0	0	17484	17392		0	0	13184	13122	0	0	806	0	0	0	807	2881	1737	7697	0	0	0	0	276	3994	0	0	0																									0	0	0	0	0	0	614	613	0	0	3686	3657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2376																																																																																																																																																		0	0	23488	0	0	15041	14919	0	0	0	0	0	0	327591	317157	40939	39662		0	0	0	0	0	0	1753			0	1750	9082	24002	3963	0	1	3	46	4170	191744	16122	61925	54445																									0	0	0	0	594	603	0	0	211443	204361	49	49	0	0	0	0	80839	78195	36853	35531	0	0	0	0	0	0	0	0			
2554																																																																																																																																																		0	0	0	0	0	0	0	915	894	0	0	0	0	250	250	1758	1726		250	250	843	832	375	360	392	0	0	634	292	153	421	475	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2732																																																																																																																																																		0	0	32327	0	0	0	0	0	0	0	0	300	300	0	0	73826	73227		0	0	31893	31642	0	0	28338	0	0	11590	16749	36765	7011	1112	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2750																																																																																																																																																		0	0	3468	0	0	0	0	0	0	0	0	0	0	0	0	8313	7992		0	0	2685	2668	500	446	105	4000	3769	337	55	258	58	2693	0	183	201	438	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
3252																																																																																																																																																		0	0	78665	0	0	0	0	0	0	0	0	0	0	0	0	80100	78876		0	0	11804	11711	138	138	4382	0	0	18035	1708	10388	7283	4794	331	222	528	3941	2149	10437	478	13189	5397																									0	0	0	0									0	0	0	0	0	0	17035	16809	0	0	0	0	0	0	81	81			
3458																																																																																																																																																		0	0	6321	0	0	0	0	0	0	0	0	0	0	4779	4684	4417	4340		4779	4684	0	0	0	0	548	0	0	0	548	2424	472	4025	0	0	0	0	0	918	601	131	0																									0	0	0	0									0	0	0	0	0	0	131	131	0	0	0	0	0	0	0	0			
3720																																																																																																																																																		0	0	26671	1502	1457	0	0	0	0	0	0	0	0	72	72	76851	74687		72	72	2287	2287	0	0	6158			2247	3880	24576	11592	2812	0	0	30	0	382	27320	1920	0	0																									0	0	0	0	0	0	217	214	0	0	30348	29437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
3971																																																																																																																																																		0	0	12061	0	0	0	0	12283	12271	0	0	0	0	0	0	62712	61044		0	0	0	0	13998	13530	2094	1000	962	4060	2054	4200	2439	24861	0	0	0	174	663	10849	895	2718	7169																									0	0	0	0									0	0	0	0	0	0	10118	9847	0	0	0	0	0	0	40	40			
4156																																																																																																																																																		0	0	29104	250	249	0	0	0	0	0	0	0	0	0	0	41455	40345		0	0	20097	19586	0	0	6328	0	0	1885	4443	10951	11519	6721	0	0	0	445	0	2625	494	0	1261																									0	0	0	0									0	0	0	0	0	0	1284	1261	0	0	0	0	0	0	0	0			
4231																																																																																																																																																		0	0	22966	0	0	0	0	0	0	0	0	0	0	0	0	44972	43022		0	0	15184	14468	2998	2892	0	0	0	0	0	0	1000	9160	7200	0	0	0	198	18163	7262	39	0																									0	0	0	0									0	0	0	0	0	0	39	39	0	0	0	0	0	0	0	0			
5069																																																																																																																																																		0	0	0	0	0	0	0	13220	15057	0	0	0	0	0	0	25582	28036		0	0	11362	12016	0	0	0	1000	963	9865	0	0	0	6064	11144	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
5135																																																																																																																																																		0	0	42549	0	0	0	0	0	0	0	0	0	0	0	0	58338	56753		0	0	4014	4051	17150	15712	35294	0	0	34796	498	524	838	20097	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
5210																																																																																																																																																		0	0	181820	0	0	0	0	0	0	0	0	0	0	33517	32767	167089	162957		0	0	9819	9790	0	0	16069			8716	7297	82160	41860	3833	0	0	56	831	7635	37705	4625	0	1756																									0	0	0	0	0	0	1085	1092	21517	20884	28751	28243	0	0	0	0	0	0	852	816	0	0	0	0	0	0	0	0			
5461																																																																																																																																																		0	0	27192	1000	999	0	0	1000	1007	0	0	0	0	0	0	154504	150335		0	0	69088	67495	1000	979	5736	0	0	21392	742	12730	16137	50417	21848	0	0	0	0	12731	14338	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
5751																																																																																																																																																		0	0	27094	0	0	0	0	0	0	0	0	0	0	0	0	32590	32108		0	0	23385	22962	0	0	258	0	0	3181	257	832	1075	15411	5386	1398	1	3	74	104	1731	1668	987																									0	2434	0	2435									0	0	132	135	0	0	654	650	0	0	0	0	0	0	0	0			
6039																																																																																																																																																		0	0	14086	0	0	0	0	0	0	0	0	0	0	0	0	21354	20992		0	0	581	577	3000	2964	4020	0	0	999	3021	10529	5382	1062	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
6329																																																																																																																																																		0	0	11616	0	0	0	0	0	0	0	0	0	0	0	0	29107	28817		0	0	5300	5186	0	0	8076			4992	3084	11925	0	4093	0	0	0	0	0	0	4723	0	0																									0	0	0	0	0	0	0	0	0	0	4814	4723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
