"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADFT29	RIADFT30	RIADFT31	RIADFT32	RIADJJ26	RIADJJ27	RIADJJ28	RIADKW17	RIADT047	RIADY923	RIADY924	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	TEXTFT29	TEXTFT31	
6039	239	0	0	0	CONF	0	0	0	345	0	0	0	0	0	0	false	0	0	0	0	0	0	0	680	0	444	0	0	0	0	0	0	0	0					0	0	0				SOFTWARE LICENSES & FEES												
6329	1187	3	54	238	CONF				334	1464	258	2300	0	0	0	false	387	0	0		249	33	330		1088	3091	217	811	285	702	0	0	0	0					60	171	126				Education & Training	Service Fee Analysis	Donations	Transfer from Holding Company									
7009	0	0	0	0	CONF	123	780	306	31046	3280	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	Wire Transfer Fees	Realized Gains on Equities Not Held for Trading	Dividend Income on Equities Not Held for Trading	Investment Advisory and Other Svc Fees	Custody Fees											
7045	88	0	94	0	CONF	0	0	0	0	0	0	0	0	0	0	false	62	0	0	8	0	16	71	0	73	483	59	0	248	36	0	0	0	0					0	0	0																
7072	316	0	364	0	CONF	84	0	0	306	0	0	0	0	0	0	false	0	0	0	0	0	0	0	1172	0	400	256	171	0	0	0	0	0	0					0	0	0	Bank Owned Life Insurance			Commercial and Residential Loan Expense												
7456	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	126	103	0	0	0	0	0	0	0	0	0	0					0	0	0																
7634	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	225	0	0	0	0	124	0	0	0	0	0					0	0	0																
8033	53	48	261	123	CONF	237	0	0	0	0	0	0	0	0	0	false	50	0	0	8	54	14	0	200	51	0	6	65	0	104	0	0	0	0					0	208	8	ATM CHECK CARD INCOME															
8462	0	0	102	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	194	0	332	0	0	224	0	0	0	0	0					0	0	0																
8631	34	0	60	0	CONF	0	0	0	18	0	0	0	0	0	0	false	18	0	0	0	58	6	130	315	10	0	52	8	18	0	0	0	0	0					0	0	21				Correspondent Bank Charges												
9357	335	0	0	324	CONF	382	0	0	686	251	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	124	0	614	0	0	0	0	0	0					257	0	0	Special Services Fees			Outside Vendor Services	HR Expenses											
9553	0	0	193	0	CONF	147	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0					0	0	0	Investment Center Income															
9807	1280		194	275	CONF	1509						0	0	0	0	false		0	0		14465			3418	371		550	650		196	0	0	0	0				0		13653		LOAN EXIT FEES															
9955	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0					0	0	0																
10250	464	0	122	41	CONF	98	0	0	633	107	36	0	0	0	0	false	97	0	0	24	13	37	17	34	150	1971	50	184	746	149	0	0	0	0					0	0	0	Other Service Charges such as wires			Other Technology Vendor Expense	Insurance Premiums	Loss on Debit Cards	Downstream from Holding Company									
10849	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	135	657	60	0	130	0	0	160	0	0	0	0					0	0	0																
11145	122	106	137	10	CONF	55	64		155			0	0	0	0	false	90	0	0	40		18	665	529	125		180	51	347	88	0	0	0	0					13	118	59	Other Misc Income	Other Misc Asset Income		Credit & Collections												
11640	69	0	240	3968	CONF	266	0	0	72	105	0	0	0	0	0	false	59	0	0	0	106	0	51	0	52	176	62	78	0	104	0	0	0	0					0	0	0	Income from Caltius Investment			Contributions	OCC ASSESSMENT											
11837	0	0	0	0	CONF	0	0	0	211	100	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0				Software License Fees	E-banking expenses											
12030	120	246	0	123	CONF	147	0	0	265	596	0	0	0	0	0	false	0	0	0	0	0	0	631	991	292	0	145	0	0	150	0	0	0	0					0	0	0	FNB Appraisal Fee Income			Bldge Repairs	Tax Credits											
12142	81	0	124	2	CONF	522	0	0	230	0	0	0	0	0	0	false	65	0	0	26	126	32	87	0	101	186	40	147	26	63	0	0	0	0					26	44	48	misc income			contracted services												
12311	58646				CONF	52077	96974					0	0	0	0	false		0	0		63315			306844		250255					0	0	0	0				548				Commitments / Letter of Credit Fees	Overhead Charges														
12647	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	393	0	170	0	0	101	0	0	0	0	0					0	0	0																
12656	3	5	37	2	CONF	2	0	0	0	0	0	0	0	0	0	false	7	0	0	1	0	2	7	17	8	11	11	0	103	13	0	0	0	0					2	6	0	MISC FEES															
12946	803	0	0	0	CONF	518	646	0	0	1004	0	0	0	0	0	false	0	0	0	0	143	0	399	895	0	1845	0	0	1058	2213	0	0	0	0					0	0	0	Income from subsidiary investments	Miscellaneous			Business dev 520  travel 484											
13103	1310				CONF				2834			0	0	0	0	false		0	0				363	2329		1343		1774			0	0	0	0											Charitable Foundation contributions												
13251	22	0	12	8	CONF	0	0	0	0	0	0	0	0	0	0	false	18	0	0	0	0	0	11	47	26	0	7	0	0	0	0	0	0	0					3	-8	0																
13457	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
14155	112	0	0	0	CONF	0	0	0	188	0	0	0	0	0	0	false	0	0	0	0	121	0	0	447	0	671	0	102	395	0	0	0	0	0					0	0	0				Subscriptions, Dues												
14650	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0					0	0	0																
14753	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
14865	442	0	160	0	CONF	270	289	235	203	168	136	1175	0	0	0	false	112	0	0	0	196	0	0	1699	372	1428	148	243	113	151	0	0	0	0				0	0	0	0	Mortgage broker fee income	Miscellaneous income	ICS transaction fee income	Armored car service	Electronic banking expense	Bank business	Additional Capital Contributions									
14977	0	0	107	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
16551	0	5	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	115	39	95	693	0	788	0	0	561	0	0	0	0	0					0	0	0												Prior year adjustment for adding mortgage servicing asset		389		
16748	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	190	0	142	0	0	102	0	0	0	0	0					0	0	0																
17110	934	0	0	0	CONF	0	0	0	2751	1033	969	0	0	0	0	false	0	0	0	0	0	0	0	2320	0	0	0	0	0	0	0	0	0	0					0	0	0				REFERRAL FEES	CUSTODIAN COSTS	TRAVEL & ENTERTAINMENT										
17147	6212	0	0	0	CONF	5357	0	0	9188	0	0	0	0	0	0	false	0	0	0	0	4510	0	0	10787	0	19422	0	0	5586	0	0	0	0	0					0	0	0	Other Inc- Derivative Hedge			Other Outside Services												
17259	9	16	38	64	CONF	1	1	23	0	0	0	0	0	0	0	false	28	0	0	2	49	7	200	0	42	0	0	0	0	0	0	0	0	0					0	0	0	ROYRALTY INCOM	FORFIETURE INCOME	OTHER MISC INCOME													
17950	245	0	0	0	CONF	0	603	0	133	175	0	-5050	0	0	0	false	0	0	0	0	197	0	0	456	178	0	143	0	0	117	0	0	0	0					0	0	0		RE Secondary Loan Fees		OCC Assessment	Dues and Subscriptions		Capital Injection Acquisition of Malta and Glasgow									
17978	29	2	135	3	CONF	54	4	0	92	107	3	0	0	0	0	false	56	115	0	15	0	9	35	420	30	131	77	0	19	69	0	0	0	0					3	42	39	Appraisal & Inspection Fees	Misc Operating Income	Misc Non-Operating Income	OCC Assessment	Misc Operating Expense	Misc Non-Operating Expense						Reverse Deferred Gains on Sale of REO into Income				
18050	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	209	0	0	2209	0	0	869	708	0	0	0	0					0	0	0																
18135	0	0	0	443	CONF	0	0	0	349	0	0	0	0	0	0	false	0	0	0	0	131	0	0	443	0	0	0	0	0	132	0	0	0	0					0	0	0				Conv Credit Enhancement INs Prem												
18827	1715	0	0	0	CONF	829	1132	0	0	0	0	0	0	0	0	false	0	0	0	0	627	0	0	2064	0	1878	0	0	979	0	0	0	0	0					0	0	0	OTHER LOAN FEES	LOAN SWAP INCOME														
18836	135	0	154	0	CONF	0	0	0	160	103	230	0	0	0	0	false	0	0	0	0	122	0	0	886	0	393	0	0	118	0	0	0	0	0					0	0	0				HOLDING COMPANY MANAGEMENT FEES	LEGAL FEES	OTHER LOAN EXPENSES										
18854	608				CONF	164			1440			11628	0	0	0	false		0	0					1133		182		362			0	0	0	0								Secondary Market Income			Bonus Accrual			Capital Contribution									
19356	0	0	0	116	CONF	0	0	0	0	0	0	0	0	-127	0	false	0	0	0	0	0	0	0	331	0	118	0	0	0	0	0	0	0	0					0	0	0									Adjustments to the impaired loan portfolio.							
19936	229	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	131	0	626	323	0	0	0	0	423	0	0	0	0	0					0	0	0																
19972	0	0	139	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
20053	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	196	0	0	498	0	0	0	0	0	0	0					0	0	0																
20633	0	675	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	339	0	0	1326	0	472	0	0	0	0	0	0	0	0					0	622	0																
20857	0	0	0	0	CONF	0	0	0	107	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0				Public Relations												
21256	2	0	18	23	CONF	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	10	2	0	45	4	0	0	0	0	6	0	0	0	0					0	0	0																
21359	21	6	37	7	CONF	0	0	0	18	13	0	0	0	-4	0	false	26	0	0	4	7	8	2	95	3	21	24	4	8	11	0	0	0	0					0	-5	8				Misc Expense	Correspondent Bank Fees				Provision Expensed directly to old OD Checking							
21658	171				CONF				108			0	0	0	0	false		0	0		113		125	244				113			0	0	0	0											Maintenance Agreements												
22048	121	0	1	21	CONF	467	0	0	170	0	0	125	0	0	0	false	78	0	0	16	63	26	582	429	53	0	125	127	146	35	0	0	0	0					20	83	44	Misc Income			PR/Charitable			CDFI Award for Technical Assistance for 2019 to Holding Co									
22543	228	0	0	0	CONF	0	0	0	384	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	326	0	0	332	0	0	0	0	0					0	0	0				Online Banking Expense - Q2												
22552	73	0	87	18	CONF	0	0	0	210	0	0	0	0	0	0	false	24	0	0	4	0	9	51	11	64	0	45	87	14	29	0	0	0	0					6	0	0				EQUIPMENT & SERVICES												
22730	0	0	196	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	355	0	380	0	128	271	0	0	0	0	0					0	0	0																
23456	250	0	0	0	CONF	0	0	0	288	0	0	0	0	0	0	false	0	0	0	0	0	0	0	340	0	393	0	0	0	0	0	0	0	0					0	0	0				service charges												
23504	4740	0	0	0	CONF	7460	1720	0	2563	0	0	0	0	0	0	false	0	0	0	0	2230	0	0	3530	0	1996	0	2055	0	0	0	0	0	0					0	0	0	LOAN SWAP FEE INCOME	TITLE FEE INCOME		SYSTEM SERVICES												
23643	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	98	0	381	469	0	0	0	0	247	241	0	0	0	0					0	0	0																
23755	162	0	0	167	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	692	0	221	0	0	0	0	0	0	0	0					0	0	0																
24006	0	0	628	0	CONF	530	0	0	0	0	0	968	0	0	0	false	0	0	0	0	536	0	442	1287	0	0	771	0	0	557	0	0	0	0					0	0	0	Swap Income						Unearned ESOP Shares Expense									
24378	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	159	294	0	0	0	0	0	0	0	0	0	0					0	0	0																
24453	0	0	0	0	CONF	272	0	0	0	0	0	13	0	0	0	false	0	0	0	0	0	0	0	761	0	276	0	220	0	0	0	0	0	0					0	0	0	Misc Other Income						Below market rate stock loan									
24659	27	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	16	0	0	0	0	0	0	78	18	0	0	0	0	27	0	0	0	0					0	0	0																
24668	577	0	0	0	CONF	0	0	0	684	0	0	0	0	0	0	false	0	0	0	0	0	0	0	653	0	1079	0	0	495	0	0	0	0	0					0	0	0				Software Expense								0				
24949	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	325	0	0	0	129	287	157	0	0	129	0	0	0	0					0	0	0																
25357	335	1	52	56	CONF	0	0	0	0	0	0	0	0	0	0	false	53	0	0	0	0	31	72	1037	164	0	80	76	0	73	0	0	0	0					0	62	0																
25647					CONF							1000	0	0	0	false		0	0					242			111				0	0	0	0														Holding Company capital infusion									
26176	0	0	212	344	CONF	233	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	562	0	0	257	238	0	0	0	0	0	0					0	0	0	BANK ENTERPRISE AWARD															
26457	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
26765	1164	0	1177	0	CONF	0	2595	0	0	2451	0	0	0	0	0	false	0	0	0	0	1678	0	0	3054	0	2463	0	0	0	0	0	0	0	0					1866	0	0		Foreign Exchange			Software Maintenance											
27070	379	0	0	344	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	387	0	0	1233	0	0	0	532	0	0	0	0	0	0					0	0	0																
27548	372		203	159	CONF		94		124			0	0	0	0	false	223	0	0	87	306	64	227	3572	482	3505	242	885	1446	535	0	0	0	0				-3	64	79	1050		Gain(loss) on Mortgage Derivatives		Debit card fraud												
27614	394	0	0	0	CONF	158	0	0	522	0	0	-1073	0	0	0	false	0	0	0	0	182	0	210	1784	0	982	0	0	0	0	0	0	0	0					0	0	0	Other Service Fee Income			Loan Expense			Dividend to Holding Co. - Capital upflow									
27847	252	0	129	23	CONF	0	0	0	199	1192	239	0	0	0	0	false	190	0	0	35	230	50	1488	403	309	0	102	0	589	233	0	0	0	0					26	80	0				Bank Owned Life Insurance	Management Fee + Other Outside Service Fees	Closed Account Expense										
28013	3442		2076		CONF							5395	1252	0	0	false		0	0		7023			5005		915	1469	1571			0	0	0	0				0										capital contributions	change in unallocated ESOP								
28152					CONF							0	0	0	0	false		0	0		109			329							0	0	0	0																							
28675					CONF				181	109		0	0	0	0	false		1	0					378			102		105		0	0	0	0											CONTRIBUTIONS	BANK CHARGES							ASU 2016-01				
28732	0	0	0	0	CONF	258	0	0	108	0	0	0	0	0	0	false	0	0	0	0	0	0	0	420	0	0	105	211	0	0	0	0	0	0					0	0	0	MC CHECKCARD INCOME			DIRECTORS DEFERRED COMPENSATION PLAN												
29476	0	0	45	39	CONF	0	0	0	0	0	0	0	0	24	0	false	0	0	0	0	0	0	0	185	33	0	83	0	0	0	0	0	0	0					0	0	0									OREO write down accrued in error							
29636	551	0	0	0	CONF	0	0	0	586	0	0	0	0	0	0	false	0	0	0	0	471	0	0	0	973	2703	577	733	551	501	0	0	0	0					0	0	0				SERP Plan Expense												
29878	1567		1583	246	CONF	39			1100	1242	3449	0	0	0	0	false	162	0	0	4		172	180	1490	240		913	1388		305	0	0	0	0					8	104	511	Misc Operating Income			Other Non Interest Expense	Mortgage Loan Expense	Outside Service Fees										
30052	44	0	10	2	CONF	0	0	0	0	0	0	0	0	0	0	false	5	0	0	1	0	1	68	133	13	0	61	62	61	0	0	0	0	0					0	0	0																
30502	0	0	0	0	CONF	271	0	0	1150	500	0	0	0	0	0	false	0	0	0	0	0	0	0	814	0	1876	0	0	922	0	0	0	0	0					0	0	0	Cash Management Fee Income			Software Expense, Amortization and Maintenance	Outsourced Professional Fees											
30650	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	293	0	0	104	0	0	0	0	0	0	0					0	0	0																
30810	811872				CONF	245178			1127188	195177		0	0	-3366	0	false		0	0							574378					0	0	0	0				0				Net Credit Card Fee Income			Servicing Fees Paid To Affiliates	Collection Fees				PCI Student Loan Net Losses Recorded Against Revenue							
31134					CONF		141		224			0	0	0	0	false	46	0	0			17	73	681	79	418	121			157	0	0	0	0								Promotional Fee	Other Misc Income		Misc Servicing												
31255	109	0	388	316	CONF	257	313	-305	1116	397	0	2500	0	0	0	false	78	0	0	0	291	0	0	809	178	200	317	365	85	263	0	0	0	0					0	0	0	Mortgage loan income	Advantage loan income/ARC fees	Loss on Equity  securities	Computer support contracts	Item processing		Capital Injection									
31657	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	true	0	541	0	0	0	0	559	645	0	0	0	0	0	102	0	0	0	0					0	0	0											Unclaimed ATM Income through 2018	UNCLAIMED ATM INCOME THROUGH 2018				
31826	152		144	49	CONF				410			-1000	0	0	0	false	33	0	0						114	676	80		338	101	0	0	0	0											Other Taxes (Franchise & Excise, R/E. PP Taxes)			Upstream of Capital to Parent Company									
31835	0	0	237	0	CONF	246	0	0	180	0	0	0	0	0	0	false	0	-234	0	0	435	0	0	0	0	0	0	151	0	0	0	0	0	0					0	0	0	Bank Enterprise Award through Treasury			Conferernce Training & Travel								Equity Security loss from Gain/Loss to Und. Profit				
32234	0	0	0	0	CONF	0	0	0	210	0	0	0	0	0	0	false	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0					0	0	0				Employee Relations												
32766	0	0	0	109	CONF	0	0	0	0	0	0	16073	0	-196	0	false	0	0	0	0	0	0	0	752	0	0	0	0	0	0	0	0	0	0					0	0	0							Capital Investment		Purchase adjustment from business acquisition							
32971	150	0	199	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	196	0	774	1221	0	0	181	0	291	0	0	0	0	0					0	0	189																
33147	105	0	0	0	CONF	579	0	0	334	0	0	0	0	0	0	false	0	0	0	0	0	0	102	932	0	0	173	0	371	0	0	0	0	0					0	0	0	Data Processing Fees			Network / Internet Expense												
33259	0	0	0	0	CONF	1644	0	0	950	0	0	0	0	0	0	false	0	0	0	0	0	0	0	1525	0	720	0	0	0	0	0	0	0	0					0	361	0	Affiliate Bank Data Processing Services			Charitable Contributions												
33268	93		26	6	CONF	161	4					0	0	0	0	false	42	0	0	5	103	11	3	261	52	456	101	70	276	86	0	0	0	0					27		27	MORTGAGE LOAN FEE	MISCELLANEOUS INCOME														
33370	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0												defered tax adjustment				
