"IDRSSD"	RCONH275	RCONH276	RCONH277	RCONH278	RCONH279	RCONH280	RCONH281	RCONH282	RCONH283	RCONH284	RCONH285	RCONH286	RCONH287	RCONH288	RCONH290	RCONH291	RCONH292	RCONH293	RCONH294	RCONH295	RCONH296	RCONH297	RCONH298	RCONH299	RCONH300	RCONH301	RCONH302	RCONH303	RCONH304	RCONH307	RCONH308	RCONH309	RCONH310	RCONHJ74	RCONHJ75	RCONHJ76	RCONHJ77	RCONHJ78	RCONHJ79	RCONHJ80	RCONHJ81	RCONHJ82	RCONHJ83	RCONHJ84	RCONHJ85	RCONHJ86	RCONHJ87	RCONHJ88	RCONHJ89	RCONHJ90	RCONHJ91	RCONHJ92	RCONHJ93	RCONHJ94	RCONHJ95	RCONHJ96	RCONHJ97	RCONHJ98	RCONHJ99	RCONHK00	RCONHK01	RCONJA21	RCONJJ30	RCONJJ31	RCONJJ32	RCONS396	RCONS397	RCONS398	RCONS399	RCONS400	RCONS402	RCONS403	RCONS405	RCONS406	RCONS410	RCONS411	RCONS413	RCONS414	RCONS415	RCONS416	RCONS417	RCONS419	RCONS420	RCONS421	RCONS423	RCONS424	RCONS425	RCONS426	RCONS427	RCONS428	RCONS429	RCONS431	RCONS432	RCONS433	RCONS434	RCONS435	RCONS436	RCONS437	RCONS439	RCONS440	RCONS441	RCONS442	RCONS443	RCONS445	RCONS446	RCONS447	RCONS449	RCONS450	RCONS451	RCONS452	RCONS453	RCONS454	RCONS455	RCONS457	RCONS458	RCONS459	RCONS460	RCONS461	RCONS462	RCONS463	RCONS466	RCONS467	RCONS469	RCONS470	RCONS471	RCONS475	RCONS476	RCONS477	RCONS478	RCONS479	RCONS480	RCONS481	RCONS482	RCONS483	RCONS484	RCONS485	RCONS486	RCONS487	RCONS488	RCONS489	RCONS490	RCONS491	RCONS492	RCONS493	RCONS494	RCONS495	RCONS496	RCONS497	RCONS498	RCONS499	RCONS500	RCONS503	RCONS504	RCONS505	RCONS506	RCONS507	RCONS510	RCONS511	RCONS512	RCONS513	RCONS514	RCONS515	RCONS516	RCONS517	RCONS518	RCONS519	RCONS520	RCONS521	RCONS522	RCONS523	RCONS524	RCONS525	RCONS526	RCONS527	RCONS528	RCONS529	RCONS530	RCONS531	RCONS539	RCONS540	RCONS541	RCONS542	RCONS543	RCONS544	RCONS545	RCONS546	RCONS547	RCONS548	RCONS549	RCONS550	RCONS551	RCONS552	RCONS554	RCONS555	RCONS556	RCONS557	RCONS558	RCONS559	RCONS560	RCONS561	RCONS562	RCONS563	RCONS564	RCONS565	RCONS566	RCONS567	RCONS568	RCONS569	RCONS570	RCONS571	RCONS572	RCONS573	RCONS574	RCONS575	RCONS576	RCONS577	RCONS578	RCONS579	RCONS580	RCONS581	RCONS582	RCONS583	RCONS584	RCONS585	RCONS586	RCONS587	RCONS588	RCONS589	RCONS590	RCONS591	RCONS592	RCONS593	RCONS594	RCONS595	RCONS596	RCONS597	RCONS598	RCONS599	RCONS600	RCONS601	
248745																																																																																																																																																																																																																											239253	0																					
249416																																																																																																																																																																																																																																																	
249612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3126779				0	0	0	0	0	83137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91598	0	798	90417	383	0	0	0	23924	0	0	0	0	215	23709	10655924	0	2624013	120803	1090165	6760443	60500	0	0	281937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307630	84326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	763966	152793	70450	0	0	82343	0	0	0	0	17097	2014	0	8642	0	6441	0	1610	0	1610	0	0	0	0	0	1610	0	0	84326	0	0	0	0	0	0	0	32	0	0	126489	0	0	0	0	0	0	0	8630621	0	104807	150952	12290	41672	83407	49625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
249658																																																																																																																																																																																																																																																	
250430																																																																																																																																																																																																																																																	
250476																																																																																																																																																																																																																											56730	0																					
250850																																																																																																																																																																																																																											71836	0																					
251352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131527				0	0	0	0	0	4806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18646	0	0	17582	1064	13047	0	13047	21743	0	0	0	0	0	21743	250606	0	11463	0	4061	235082	0	0	0	3698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	673	0	2683	36116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56902	11380	0	0	0	9610	1770	1789	8239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39675	0	0	0	0	0	0	0	0	0	0	59513	0	0	0	0	0	0	0	417462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
251558																																																																																																																																																																																																																																																	
251745																																																																																																																																																																																																																																																	
251857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31510				0	0	0	0	0	577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472	0	0	472	0	0	0	0	35	0	0	0	0	35	0	24851	0	0	0	0	24851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3401	680	0	0	0	680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
251978																																																																																																																																																																																																																																																	
252041																																																																																																																																																																																																																																																	
252452																																																																																																																																																																																																																											43512	0																					
252658																																																																																																																																																																																																																											179301	0																					
253356																																																																																																																																																																																																																																																	
253468																																																																																																																																																																																																																																																	
253646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25492				0	0	0	0	0	510	0	0	0	0	0	2277	0	0	2277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170510	0	0	14312	156198	0	0	0	0	0	0	0	0	0	0	25025	0	25025	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
253730																																																																																																																																																																																																																																																	
253776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	513				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6067	0	0	6067	0	0	0	0	192	0	0	0	0	192	0	1804	0	0	0	0	1804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
254317																																																																																																																																																																																																																																																	
254504																																																																																																																																																																																																																											212014	0																					
254849																																																																																																																																																																																																																																																	
255350																																																																																																																																																																																																																																																	
255547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16107				0	0	0	0	0	-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27390	0	0	25014	2376	0	0	0	596	0	0	0	0	0	596	38104	0	0	4393	0	33711	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	805	0	805	0	0	-1060	596	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	596	0	0	8	0	0	0	805	0	0	0	894	0	0	32	0	0	0	10063	72266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
255556																																																																																																																																																																																																																																																	
255574																																																																																																																																																																																																																											577918	0																					
255659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1501350				0	0	0	0	0	52975	0	0	0	0	0	48368	0	1976	46339	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	603144	0	23	544762	58359	11983	0	11983	20123	0	0	0	0	0	20123	2640276	0	507332	7661	48362	2072859	4062	0	0	38565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49087	36168	0	0	0	0	0	0	0	0	0	165310	165310	165280	0	0	30	0	0	0	0	242836	48567	0	0	7180	40808	579	4472	144357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41219	0	0	0	0	0	0	0	0	0	0	61829	0	0	0	0	0	0	0	3313874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
255873																																																																																																																																																																																																																											109298	0																					
256049																																																																																																																																																																																																																											6846	0																					
256058																																																																																																																																																																																																																																																	
256076																																																																																																																																																																																																																																																	
256179																																																																																																																																																																																																																																																	
256553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272148				0	0	0	0	0	7818	0	0	0	0	0	5285	0	0	5285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116499	0	0	116499	0	93365	0	93365	31661	0	0	0	0	26788	4873	2097777	0	178855	0	0	1918922	0	0	0	9855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-16354	98552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	503345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98552	0	0	0	0	0	0	0	0	0	0	147828	0	0	0	0	0	0	0	2368466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
257233																																																																																																																																																																																																																											451905	0																					
257345																																																																																																																																																																																																																																																	
257578																																																																																																																																																																																																																											275410	0																					
257653																																																																																																																																																																																																																																																	
257756																																																																																																																																																																																																																											211631	0																					
258146																																																																																																																																																																																																																																																	
258306																																																																																																																																																																																																																											330492	0																					
258379																																																																																																																																																																																																																											70946	0																					
258445																																																																																																																																																																																																																																																	
258539																																																																																																																																																																																																																																																	
258771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47024	0	0	52756	36898	0	0	52756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1098333	0	0	0	0	0	0	0	0	41307	0	0	0	0	0	158416	0	12335	145909	172	0	0	0	0	0	0	0	0	0	0	263321	0	0	874	66697	195750	0	1996980	0	191724	1471132	334124	0	0	0	15698	0	0	877	0	0	14821	3396802	0	307982	6113	162019	2920688	0	0	0	33090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9505	14821	47024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446312	89262	0	0	0	89262	0	0	414651	0	44220	44220	0	0	0	0	0	847	847	0	0	0	0	0	0	0	0	0	14821	47024	0	0	0	0	0	0	0	0	0	22232	117560	0	0	0	0	0	0	5410301	0	878021	98663	597774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
258874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11010				0	0	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51966	0	0	51966	0	0	0	0	0	0	0	0	0	0	0	4172	0	0	344	0	3828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
259059																																																																																																																																																																																																																																																	
259330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7455	7455	0	0	7455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85682				0	0	0	0	0	1814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145619	0	0	123405	22214	0	0	0	1778	0	0	0	0	0	1778	487392	0	5651	25825	0	455916	0	0	0	9009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3639	1778	0	0	0	0	0	0	0	0	0	45	45	0	0	0	0	0	45	0	0	109630	21926	372	0	0	21554	0	0	0	0	350	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	1778	0	0	0	0	0	0	0	0	0	0	2667	0	0	0	0	0	0	0	650871	0	0	40000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
259442																																																																																																																																																																																																																											298015	0																					
259956																																																																																																																																																																																																																																																	
260055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44749	32223	0	0	44749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160622				0	0	0	0	0	1303	0	0	0	0	0	27759	0	0	27759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1225504	0	0	823786	401718	9877	0	9877	1367	0	0	0	0	0	1367	1956778	0	301425	12729	25496	1617128	0	17009	0	17631	0	0	4511	4511	0	0	23550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5688	11244	0	0	0	0	0	0	0	0	0	32700	32700	31170	0	0	0	0	1530	0	0	104008	20802	0	0	0	20802	0	0	455494	0	21503	0	0	2241	0	19262	0	0	0	0	0	0	0	0	0	0	0	0	11244	0	0	0	0	0	0	0	0	0	0	16866	0	0	0	0	0	0	0	3218553	0	11328	80661	271943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
260831																																																																																																																																																																																																																											73338	0																					
260868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5709	1447	5709	1447	0	0	0	0	0	0	0	0	0	0	119814				0	0	0	0	0	-299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4287	0	0	4287	0	0	0	408385	0	0	406520	1865	1360	0	1360	6864	0	0	0	0	0	6864	2037679	0	421077	0	0	1616602	0	0	0	89420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76914	8224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40709	8142	0	0	0	7637	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5709	1447	0	8729	0	0	0	0	0	0	0	114	58	0	13094	0	0	0	0	0	0	0	2116616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
261146																																																																																																																																																																																																																																																	
261360																																																																																																																																																																																																																																																	
261940																																																																																																																																																																																																																											644878	0																					
262059																																																																																																																																																																																																																											323218	0																					
262237																																																																																																																																																																																																																											193088	0																					
262358																																																																																																																																																																																																																											378615	0																					
262741																																																																																																																																																																																																																											289099	0																					
262844																																																																																																																																																																																																																											531750	0																					
262956																																																																																																																																																																																																																																																	
263243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79890				0	0	0	0	0	4062	0	0	0	0	0	435	0	0	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126465	0	0	110706	15759	2767	0	2767	1102	0	0	0	0	0	1102	190619	0	9740	1339	1736	177804	0	0	0	745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-119	3876	0	0	0	0	0	0	0	0	0	3431	3431	0	0	0	3431	0	0	0	0	9196	1839	0	0	0	1839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3876	0	0	0	0	0	0	0	0	0	0	5814	0	0	0	0	0	0	0	332841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
263627																																																																																																																																																																																																																											80755	0																					
264455																																																																																																																																																																																																																																																	
264772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266478				0	0	0	0	0	6122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206942	0	0	175485	31457	2550	0	2550	8597	0	0	0	0	0	8597	1573554	0	713475	0	0	860079	0	0	0	12016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5335	11147	0	0	0	0	0	0	0	0	0	6620	6620	6620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29600	0	1320	0	0	0	1320	0	0	0	0	0	0	0	0	0	0	0	0	0	11147	0	0	0	0	0	0	0	0	0	0	16721	0	0	0	0	0	0	0	1133329	0	0	23087	80284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
265340																																																																																																																																																																																																																											170309	0																					
265407																																																																																																																																																																																																																																																	
265452																																																																																																																																																																																																																											63156	0																					
265676																																																																																																																																																																																																																											59306	0																					
266066																																																																																																																																																																																																																											172394	0																					
266244																																																																																																																																																																																																																											182267	0																					
266253																																																																																																																																																																																																																																																	
266271																																																																											0	0																																																																																																																																																																					
266655																																																																																																																																																																																																																																																	
266851																																																																																																																																																																																																																											165024	0																					
266945																																																																																																																																																																																																																																																	
267652																																																																																																																																																																																																																																																	
268006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180569				0	0	0	0	0	6547	0	0	0	0	0	8913	0	0	8913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	874982	0	0	848688	26294	8208	0	8208	774	0	0	0	0	0	774	984960	0	137039	2792	0	845129	0	0	0	6597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	163	16	0	913	-4704	8982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27641	23431	0	381	0	0	191	0	190	0	0	0	0	0	0	0	0	0	0	0	0	36623	0	0	0	0	0	0	16	0	0	0	54935	0	0	0	0	0	0	200	1532381	0	0	0	25421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
268136																																																																																																																																																																																																																											163993	0																					
268677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93165				0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186123	0	0	90393	95730	0	0	0	4461	0	0	0	0	0	4461	273615	0	35017	0	0	238598	0	0	0	0	0	0	0	0	0	0	0	9909	9909	0	1984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5014	4461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5884	1177	0	0	0	1177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4461	0	0	0	0	0	0	0	0	0	0	6692	0	0	0	0	0	0	0	442640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
268828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101807				0	0	0	0	0	3370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24535	0	0	24325	210	0	0	0	4223	0	0	0	0	0	4223	115977	0	0	0	0	115977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	970	4223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24563	4913	0	0	0	4913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4223	0	0	0	0	0	0	0	0	0	0	6335	0	0	0	0	0	0	0	181068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
268976																																																																																																																																																																																																																																																	
269049																																																																																																																																																																																																																											491222	0																					
269058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9	0	0	0	0	0	0	0	0	0	0	64611				0	0	0	0	0	2998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	547	0	0	0	0	547	0	34802	0	0	21235	13567	1978	0	1978	96	0	0	0	0	0	96	57477	0	0	57	0	57417	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2234	2234	0	0	19188	1625	2077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7679	1536	0	0	0	1536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	2077	0	0	0	0	0	0	0	0	0	0	3116	0	0	0	0	0	0	0	139796	0	1197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
269571																																																																																																																																																																																																																											37770	0																					
269759																																																																																																																																																																																																																											46862	0																					
270148																																																																																																																																																																																																																											99327	0																					
270353																																																																																																																																																																																																																											24704	0																					
270504																																																																																																																																																																																																																											543026	0																					
270531																																																																																																																																																																																																																											81775	0																					
270652																																																																																																																																																																																																																																																	
271136																																																																																																																																																																																																																											74842	0																					
271275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46573				0	0	0	0	0	1262	0	3979	0	0	0	1877	0	0	1877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181405	0	0	159564	21841	0	0	0	502	0	0	0	0	0	502	90055	0	17211	0	0	72844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1679	503	330	3979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33255	6651	0	0	0	6651	0	0	0	0	782	0	0	0	782	0	0	0	0	0	0	0	0	0	0	0	0	0	503	330	3979	0	0	0	0	0	0	0	0	755	825	11937	0	0	0	0	0	219982	0	4090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
271341																																																																																																																																																																																																																											77128	0																					
271529																																																																																																																																																																																																																											305044	0																					
272030																																																																																																																																																																																																																																																	
272058																																																																																																																																																																																																																											39403	0																					
272151																																																																																																																																																																																																																											15509	0																					
272272																																																															0	0	0																																																																																																																																																										2119791	0																					
272302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2759	2759	0	0	2759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418471				0	0	0	0	0	4517	0	289003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2254451	0	0	2179716	74735	5153	0	5153	950	0	0	0	0	950	0	562897	0	0	0	0	562897	0	0	0	7273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2531	5153	0	289003	0	0	0	0	0	0	0	35496	35496	0	0	0	35496	0	0	0	0	4927	985	0	0	0	295	690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5843	0	289003	0	0	0	0	0	0	0	0	8765	0	867009	0	0	0	0	0	2897090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
