"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADFT29	RIADFT30	RIADFT31	RIADFT32	RIADJ447	RIADT047	RIADY923	RIADY924	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	TEXTFT29	TEXTFT31	
1557	28	0	18	1	CONF	0	0	0	0	0	0	0	0	0	0	false	10	0	0	1	0	7	0	54	17	0	16	27	0	2	5	0	0	0	0	0	0	0	0																
1669	25	0	43	9	CONF	0	0	0	0	0	0	0	0	0	0	false	42	0	0	27	283	32	85	468	55	0	409	54	0	68	77	0	0	0	0	0	0	0	0																
1829	262	0	155	0	CONF	355	0	0	199	229	0	0	0	0	0	false	0	0	0	41	131	0	38	488	0	0	366	0	0	235	155	0	0	0	0	0	0	0	0	Mortgage fees			Other professional fees	PA Shares tax											
1856	29	0	32	2	CONF	0	0	0	0	0	0	0	0	0	0	false	6	0	0	0	0	2	14	26	16	0	0	12	73	0	9	0	0	0	0	0	0	0	0																
2040	128	4	65	61	CONF	0	0	0	0	0	0	0	0	0	0	false	26	0	0	0	85	8	0	440	36	0	155	2	52	119	58	0	0	0	0	0	8	10	20																
2161	0	0	0	0	CONF	0	0	0	129	0	0	0	0	0	0	false	0	0	0	0	0	0	0	310	0	0	206	0	0	133	0	0	0	0	0	0	0	0	0				Deferred Compensation Plan												
2376	271	0	512	27	CONF	883	211	0	4115	185	740	0	0	0	0	false	128	0	0	0	2023	32	139	1200	268	0	227	819	479	316	134	0	0	0	0	0	11	56	256	JOINT VENTURES	MISCELLANEOUS FEES		FHLB PREPAYMENT PENALTY	PROBLEM LOAN EXPENSE	MISCELLANEOUS FEES										
2554	0	0	8	0	CONF	0	0	0	20	12	0	0	0	0	0	false	2	0	0	0	0	2	0	2	2	0	-6	3	3	0	3	0	0	0	0	0	0	0	0				Software Maintenance	Correspondent Svc Charge											
2732	316	0	109	40	CONF	0	0	0	0	0	0	0	0	0	0	false	55	0	0	0	0	73	0	446	70	0	0	115	0	0	95	0	0	0	0	0	0	-3	0																
2750	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
3177	257	0	213	252	CONF	0	0	0	190	0	0	0	0	0	0	false	117	0	0	43	469	46	1095	1297	146	0	0	414	333	667	89	0	0	0	0	0	0	0	0				OCC Semi-Annual Assessment												
3252	0	0	0	0	CONF	0	0	0	148	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0				Computer Exp- In House												
3458	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
3720	0	0	0	0	CONF	246	0	0	0	0	0	0	0	0	0	false	0	0	0	0	206	0	0	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Check Card Income															
3971	1661	0	0	0	CONF	733	0	0	4676	1128	784	0	0	0	0	true	0	0	0	0	360	0	161	889	0	0	1464	0	519	974	1041	0	0	0	0	0	0	0	485	Debt protection product revenues			Direct and indirect expense allocations/management fees from holding company	Employee reimbursed expenses	Collection expenses					Other noninterest expense item that exceeds the reporting threshold:  Lending related expenses of $735 thousand.					
4156	0	0	0	0	CONF	137	0	0	117	178	0	0	0	0	0	false	0	0	0	0	0	0	0	238	0	0	303	0	0	161	172	0	0	0	0	0	0	0	0	MORTGAGE BANKING			INTERNET BANKING	INFORMATION TECHNOLOGY - BANKONIT											
4231	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	116	256	0	0	0	101	0	131	0	0	0	0	0	0	0	0	0																
4839	0	0	71	192	CONF	128	0	0	119	0	0	0	0	0	0	false	0	0	0	0	0	30	0	454	94	0	0	168	0	65	0	0	0	0	0	0	0	0	0	Secondary Mortgage Lending Origination Fees			Non performing asset expense			Parent holding company funds downstreamed									
5069	147	0	861	0	CONF	0	0	0	483	0	0	0	0	0	0	false	0	0	0	0	0	0	0	149	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0				Provision for off balance sheet loss												
5135	49	10	51	85	CONF	0	0	0	0	0	0	0	0	0	0	false	68	0	0	5	145	17	326	0	139	0	12	211	33	110	192	0	0	0	0	0	11	8	40																
5210	390	0	328	149	CONF	0	0	0	583	0	0	0	0	0	0	false	189	0	0	0	834	0	114	350	268	0	1127	283	225	362	312	0	0	0	0	0	0	0	0				PA Shares tax												
5461	356	0	101	0	CONF	0	150	0	613	263	0	0	0	0	0	false	0	0	0	0	0	0	0	200	107	0	393	0	142	179	308	0	0	0	0	0	0	126	0		FHLB DIVIDEND INCOME		TRANSPORTATION EXPENSE	CUSTOMER SUPPORT EXPENSE											
5751	0	0	0	0	CONF	0	0	0	121	0	0	0	0	0	0	false	0	0	0	0	0	0	0	347	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0				Trust Accounting & Software Expense												
6039	132	0	129	0	CONF	0	0	0	0	0	0	0	0	1917	0	false	0	0	0	0	0	0	0	627	0	0	0	156	388	118	128	0	0	0	0	0	0	313	0									LOAN LOSS RESERVE BAL AT BEGINNING OF YR FOR THREE BANKS MERGED							
6141	0	0	41	0	CONF	0	0	0	0	0	0	0	0	0	0	false	23	0	0	4	0	5	0	191	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
6329	485	5	35	121	CONF	0	0	0	214	788	246	0	0	0	0	false	265	0	0	0	103	22	261	0	608	0	1460	106	766	360	362	0	0	0	0	0	39	241	90				EDUCATION & TRAINING	SERVICE FEE ANALYSIS	DONATIONS										
7009	0	0	0	0	CONF	0	0	0	21947	2550	905	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Investment Advisory and Other Service Fees	Custody Fees	Other Professional Fees										
7045	57	1	69	0	CONF	0	0	0	0	0	0	0	0	0	0	false	52	0	0	14	0	13	69	0	44	0	316	43	0	168	30	0	0	0	0	0	0	0	0																
7072	163	0	213	4	CONF	0	0	0	118	0	0	0	0	0	0	false	9	0	0	0	71	5	24	332	26	0	53	115	150	-4	32	0	0	0	0	0	0	25	86				Loan Expenses												
7157	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
7456	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
7634	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	175	0	0	0	44	0	79	0	0	0	0	0	0	0	0	0																
8033	12	32	115	45	CONF	0	0	0	45	75	0	0	0	0	0	false	36	0	0	0	49	11	0	141	31	0	0	34	38	0	28	0	0	0	0	0	154	96	89	ATM CHECK CARD INCOME			COMPUTER SOFTWARE LICENSE AND MAINTENANCE	CK CARD ATM EXPENSE											
8462	0	0	53	0	CONF	0	0	0	70	0	0	0	0	0	0	false	0	0	0	0	0	0	0	143	0	0	206	0	0	88	0	0	0	0	0	0	0	0	0				Comptroller of the Currency assessments												
8631	27	0	68	2	CONF	0	0	0	17	0	0	0	0	0	0	false	15	0	0	0	45	4	85	197	14	0	0	37	0	18	0	0	0	0	0	0	0	0	17				CORRESPONDENT BANKING FEES												
9357	0	0	0	116	CONF	285	0	0	111	242	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	143	0	220	0	0	0	0	0	0	0	226	0	0	Special Services Fees			Asset Purchase	Outside Vendor Services											
9553	0	0	65	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
9807	512	104	169	337	CONF	260	145	242	0	334	2265	0	0	0	0	true	131	0	0	0	5079	0	0	1799	145	0	0	450	488	0	146	0	0	0	0	0	0	5138	184	LOAN INSPECTION FEES	LATE CHARGES	PREPAYMENT PENALTIES		OREO WRITEDOWNS	NET DERIVATIVE ACTIVITY					Premium amortization adjustment for called bond reflected on line 1.d.2.					
9955	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				INTERNET BANKING												
10250	158	77	49	121	CONF	69	0	0	80	124	336	0	0	0	0	false	90	0	0	0	9	30	16	28	102	0	1313	29	83	476	93	0	0	0	0	0	0	0	0	Other Service Charges			Insurance Bond, D&O, Property, VSI, SBA	Technology Vendor Expense	OREO Expense	Downstream from Holding Company									
10849	61	0	0	0	CONF	267	0	0	0	0	0	0	0	0	0	false	0	0	0	0	25	0	86	314	36	0	0	84	0	0	169	0	0	0	0	0	0	0	0	Data Processing Income															
11145	98	41	74	2	CONF	11	143	0	101	0	0	-40	0	0	0	false	54	0	0	31	0	13	431	469	81	0	0	137	32	152	58	0	0	0	0	0	11	6	24	45003 Other Misc Income	45004 Other Misc Asset Income		55032 Credit Collections			Dividend Payout to Holding Company (from undivided profits)									
11275	267	0	0	155	CONF	0	0	0	154	126	104	0	0	-15853	0	true	188	0	0	0	343	0	0	748	0	0	559	0	135	291	101	0	0	0	0	0	0	0	0				Supervisory exam fees	Travel and Entertainment	Hiring and Training			Push-down accounting was applied		On April 30, 2016, Pulaski Bank's parent company, Pulaski Financial Corp., was acquired by First Busey Corporation.  Accordingly, under the acquisition method of accounting, the net income of Pulaski Bank included in this report only includes the bank's earnings since the date of the merger.					
11640	53	0	142	27	CONF	973	0	0	82	47	0	0	0	0	0	false	44	0	0	0	110	24	80	0	33	0	0	37	73	0	81	0	0	0	0	0	0	0	0	Proceeds from Life Insurance Policies			OCC SEMI ANNUAL ASSESSMENT	CONTRIBUTIONS											
11837	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
12030	46	40	0	70	CONF	155	62	0	225	623	259	0	0	0	0	false	0	0	0	48	0	26	0	562	133	0	274	109	0	0	83	0	0	0	0	0	25	0	0	Other Income	Appraisal Fees		ORE write-downs	Federal Tax Credit Expense	Bldg repair and maint										
12142	50	0	81	2	CONF	0	0	0	153	0	0	0	0	0	0	false	43	0	0	0	129	34	67	0	76	0	146	54	46	19	39	0	0	0	0	0	11	3	0				contracted services												
12179	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Earnings on Bank Owned Life Insurance	Brokered loan origination fees		Ohio state sales taxes.	Debit card expenses.											
12311	53701	0	0	12734	CONF	20790	27828	12204	12941	0	0	-337000	0	0	0	true	12497	0	0	7453	39686	0	10835	193272	0	0	108478	0	16877	0	14401	0	0	0	0	0	0	0	0	Operating Lease Income	Commitments / Letter of Credit Fees	Foreign Exchange Fees	Operating Lease Expense			Return of Capital				RC-M 8b. Additional;URL;s of all other public facing internet web sites that the reporting institution uses to accept or solicit deposits from the public, if any; www.banklikeafan.com, www.bigredbanking.com, www.bluejacketschecking.com, www.buckeyebanking.com, www.bulldogsbanking.com, www.cavalierbanking.com, www.clipperschecking.com, www.eaglesbanking.com, www.feartheroobanking.com, www.herdbanking.com, www.lakersbanking.com, www.monsterchecking.com, www.monsterschecking.com, www.oilerbanking.com, www.rocketsbanking.com, www.rocketsbanking.biz, www.spartansbanking.com, www.vikingsbanking.com, www.wwwhuntington.com, www.huntington.bank, www.huntingtonbanks.bank,www.firstmeritloc.com, www.firstmerittitleagency.com, www.fmer.com, www.mcisys.com, www.firstmerittitle.com, www.firstmeritib.com, www.firstmeritonlinebanking.com,www.firstmeritbank.net, www.firstmerit.mobi, www.firstmeritbank.com, www.firstmerit.com, www.firstmerit-bank.com, www.firstmerit-bank.us, www.firstmerit.us, www.firstmeritbank.us, www.firstmeritcorp.com, www.firstmerit.bank, www.cbcinternal.com, www.firstmeritconventioncentercle.com					
12647	0	0	0	35	CONF	42	10	55	0	0	0	0	0	0	0	false	0	0	0	4	0	6	0	430	31	0	0	47	0	0	65	0	0	0	0	0	0	0	0	Fees RE Loans	Commissions and Fees	Fees Debit Cards													
12656	4	3	35	0	CONF	0	0	0	0	0	0	0	0	0	0	false	6	0	0	0	0	3	5	8	9	0	8	10	0	4	9	0	0	0	0	0	1	2	0																
12937	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	132	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0																
12946	103	0	0	0	CONF	0	0	0	214	503	0	0	0	0	0	false	194	0	0	0	186	0	283	252	237	0	1119	208	196	418	1464	0	0	0	0	0	0	482	0				correspondent bank service charges	business development 227, travel 276											
12955	0	0	25	0	CONF	0	0	0	286	53	0	0	0	0	0	false	62	0	0	0	0	0	118	67	85	0	0	54	0	0	77	0	0	0	0	0	0	0	0				dues and subscriptions	business development											
13103	786	0	494	0	CONF	0	0	0	493	433	475	0	0	0	0	false	0	0	0	0	0	0	232	1995	470	0	181	0	973	530	0	0	0	0	0	0	0	0	0				Charitable Foundation contribution	Misc expenses	Other computer service expenses										
13251	6	0	12	4	CONF	0	0	0	0	0	0	0	0	0	0	false	11	0	0	0	0	0	8	39	16	0	0	25	0	0	0	0	0	0	0	0	2	42	0																
13457	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Life Insurance Expense												
14052	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	26	0	0	0	34	0	0	169	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0																
14155	104	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	251	0	0	374	0	0	248	0	0	0	0	0	0	0	0	0																
14650	1	0	15	0	CONF	20	0	0	0	0	0	0	0	0	0	false	12	0	0	4	39	0	0	54	36	0	56	23	0	37	9	0	0	0	0	0	0	0	0	Exchange															
14753	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
14865	243	0	107	0	CONF	131	44	0	94	97	0	0	0	0	0	false	0	0	0	54	84	0	38	678	84	0	720	182	0	0	84	0	0	0	0	0	0	0	0	MORTGAGE BROKER FEE INCOME	MISCELLANEOUS INCOME		ARMORED CAR SERVICE	ELECTRONIC BANKING EXPENSE											
14977	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
16551	162	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	119	0	0	0	0	0	0	366	145	0	432	0	161	277	0	0	0	0	0	0	0	0	0	Management fees			OREO Expense	Software amortization	Credit Reports						Prior year adjustment for adding mortgage servicing asset				
16748	0	0	30	0	CONF	0	0	0	0	0	0	0	0	0	0	false	21	0	0	0	47	0	0	167	0	0	81	65	0	72	27	0	0	0	0	0	0	0	0																
17110	653	0	0	0	CONF	0	0	0	1394	504	617	0	0	0	0	true	0	0	0	0	0	0	0	1322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				REFERAL FEES	CUSTODIAN COSTS	TRAVEL  ENTERTAINMENT					2(o) Other Client Costs                                 396 2(p) Other Professional Fees                        342 2(q) Contributions                                         305					
17147	2157	0	0	0	CONF	1782	0	0	1663	1819	0	0	0	0	0	false	1417	0	0	0	3346	0	1320	4889	1041	0	10680	988	0	2792	1417	0	0	0	0	0	0	0	0	Derivative Hedge Income			Other Outside Services	Insurance Expense											
17259	7	8	28	55	CONF	1	1	0	0	0	0	0	0	0	0	false	21	0	0	1	54	5	112	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ROYALTY INCOME	FORFITURE INCOME	OTHER MISC INCOME													
17464	728	0	481	806	CONF	1845	580	0	4137	778	0	0	0	0	0	true	1158	0	0	0	938	220	677	0	703	0	5589	501	2302	2607	750	0	0	0	0	0	0	0	0	swap fee income	moneypass revenue		IS expense	Travel and Lodging						Bank of the Cascades acquired Prime Pacific Financial.  Based on our combined operations during the quarter (8/2-9/30) and acquisition related costs, certain non-interest income and expense categories have increased.					
17950	161	0	0	0	CONF	0	175	0	0	102	0	0	0	0	0	false	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		RE SECONDARY LOAN FEES			DUES AND SUBSCRIPTIONS											
17978	12	1	99	2	CONF	43	11	3	76	88	14	0	0	0	0	false	43	0	0	11	0	11	28	336	23	0	98	56	0	9	61	0	0	0	0	0	3	105	35	Appraisal & Inspection Fees	Misc Operating Income	Misc Non-Operating Income	OCC Assessments	Misc. Operating Expense	Misc. Non-Operating Expense										
18050	0	0	219	0	CONF	0	0	0	125	0	0	0	0	0	0	false	122	0	0	0	107	0	147	135	0	0	1391	111	207	651	362	0	0	0	0	0	0	0	0				Business Development & Goodwill												
18135	0	0	0	0	CONF	0	0	0	494	116	0	0	0	0	0	false	0	0	0	0	114	0	0	302	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0				Conventional Credit Enh Ins Prem	FHA Title 1 Ins Prem											
18377	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
18827	935	0	231	0	CONF	83	189	372	224	231	0	0	0	0	0	false	0	0	0	67	375	0	102	1364	0	0	1074	362	331	664	353	0	0	0	0	0	0	0	0	DIVIDEND - FNB CAPITAL PARTNERS	BOLI	OTHER LOAN FEES	EXAMINATION FEES	PA SHARES TAX											
18836	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	100	0	0	475	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0																
18854	321	0	0	0	CONF	180	0	0	168	155	0	0	0	0	0	false	0	0	0	0	0	0	0	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Correspondent Bank Fees	Wire Transfer Fees		Business Travel	Amortization Core Deposit  Intangible											
19356	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	-2	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												To record deferred compensation as of 12-31-2015				
19730	753	0	0	761	CONF	288	499	0	0	428	701	0	0	0	0	false	0	0	0	0	1230	0	2178	2272	550	0	808	0	661	1027	699	0	0	0	0	0	0	477	0	ACH Origination Fees	Secondary Mortgage Miscellaneous Fees			Messenger/Armored Service	Loan Administration										
19936	0	0	123	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	102	0	354	321	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0																
19972	57	0	84	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	68	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0																
20053	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	118	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0																
20633	200	610	58	750	CONF	0	0	0	0	0	20	0	0	0	0	false	0	0	0	0	157	0	343	753	121	0	0	162	0	0	0	0	0	0	0	0	4	0	0						BUSINESS FRANCHISE										
20857	20	0	21	0	CONF	19	0	0	152	184	33	0	0	0	0	false	12	0	0	0	0	8	0	0	27	0	51	2	50	0	9	0	0	0	0	0	3	0	0	Granite Falls Energy distribution			Donations	PR Expense	Correspondent Bank Service Fees										
21256	0	7	11	17	CONF	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	11	2	0	36	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0																
21359	25	0	24	3	CONF	2	0	0	8	0	0	0	0	0	0	false	16	0	0	0	5	6	2	48	12	0	14	14	5	5	7	0	0	0	0	0	3	0	12	INCOME ON ANNUITY			DUES AND PUBLICATIONS												
21630	106	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	114	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0																
21658	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
22048	86	0	1	14	CONF	215	83	0	122	0	0	0	0	0	0	false	22	0	0	16	70	19	419	422	37	0	0	71	42	163	56	0	0	0	0	0	12	67	7	Miscellaneous Income	Loan Processin Fees		Public Relations/Charitable												
22543	0	0	0	124	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
22552	47	0	43	11	CONF	0	0	0	133	0	0	0	0	0	0	false	21	0	0	3	0	8	34	21	45	0	0	32	65	7	19	0	0	0	0	0	2	0	0				133												
22730	46	0	113	0	CONF	0	0	0	0	0	0	0	0	0	0	false	53	0	0	0	65	0	0	251	0	0	248	53	42	178	68	0	0	0	0	0	0	41	38																
22936	148	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	467	0	0	238	0	0	167	0	0	0	0	0	0	0	0	100																
23456	112	0	0	0	CONF	0	0	0	132	102	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Service Charges	Equipment Maintenance											
23504	3005	0	735	0	CONF	485	1352	0	1107	518	0	14500	-5800	0	0	false	0	0	0	0	1358	0	0	1288	0	0	1197	532	1707	529	0	0	0	0	0	0	493	0	0	MERCHANT INCOME	TITLE INSURANCE BROKER FEE		SYSTEM SERVICES	OCC ASSESSMENT		CAPITAL CONTRIBUTION TO BANK	DIVIDEND TO HOLDING COMPANY								
23643	156	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	202	304	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0																
23755	157	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	407	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0																
