"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	
28732																																																																																																																																																																																																	5104	0	0	0	20609	79829	0	1058	0	8536	81440	0	0	0	0	9028	0	0	0	190	0	0	674	674	3742	23152	9144	7605	44555	0	0	0.102579	0.168697	0.156103	0.000000	0.000000	0.000000	8354	674	182	0	0	0	0	0	0	0	0	
29104																																																																																																																																																																																																	109467	0	0	41804	376944	1306882	14	9836	130	132426	1301086	0	0	0	0	129081	0	0	17330	68924	-2434	0	9836	9850	197502	201037	121800	61331	795669	378	0	0.092848	0.139536	0.128888	0.000000	0.000000	0.000000	119231	9850	-1317	0	0	0	0	0	0	0	0	
29636																																																																																																																																																																																																	33921	0	0	0	343153	844978	0	6360	0	81692	826113	0	0	0	0	81494	0	0	0	7251	0	0	6167	6167	35492	334178	144615	54230	347469	0	0	0.091550	0.165246	0.152741	0.000000	0.000000	0.000000	75327	6167	3046	0	0	0	0	0	0	0	0	
29953																																																																																																																																																																																																	3910	0	0	4032	7516	82616	0	1159	0	10146	83007	0	0	0	0	11137	0	0	0	2076	0	0	1010	1010	7661	14254	12990	2056	48851	0	0	0.1220	0.1381	0.1256	0.0000	0.0000	0.0000	10127	1010	19	0	0	0	0	0	0	0	0	
30052																																																																																																																																																																																																	3750	0	0	0	0	21122	0	239	0	2900	20840	0	0	0	0	3099	288	0	0	16	0	0	199	199	3562	471	3026	3409	14302	288	0	0.1392	0.1952	0.1827	0.0000	0.0000	0.0000	2900	199	0	0	0	0	0	0	0	0	0	
30258																																																																																																																																																																																																	36495	0	0	0	29510	417417	0	12556	0	7096	430682	0	0	0	0	9891	0	0	55	0	0	0	4231	4231	52261	18707	46537	56102	311032	898	0	0.0132	0.0300	0.0171	0	0	0	5660	4231	987	0	0	0	0	0	0	0	0	
30418																																																																																																																																																																																																	596	0	0	0	318744	549453	0	33	0	41480	542529	0	0	0	0	37651	0	0	0	0	0	0	33	33	30165	448668	10794	4096	51327	0	44	0.069344	0.255953	0.255729	0.000000	0.000000	0.000000	37618	33	3818	2087	5000	0	0	0	0	0	0	
30502																																																																																																																																																																																																	46993	0	0	0	204178	777986	401	9744	0	73236	800354	84	0	0	0	69636	0	0	87	22154	-1803	0	5698	6099	65415	254423	136680	25209	327361	1032	0	0.0804	0.1541	0.1406	0.0000	0.0000	0.0000	63537	6099	1066	0	0	0	0	0	0	0	0	
30650																																																																																																																																																																																																	5671	0	0	0	29554	141124	0	2802	0	13072	141442	0	0	0	0	13667	0	0	442	4717	0	0	1296	1296	17359	27444	7004	12087	92082	0	677	0.087884	0.133746	0.121064	0	0	0	12371	1296	24	0	0	0	0	0	0	0	0	
30810	3711072	0	0	50159	6471353	62915596	0	2432087	0	6762752	62656307	0	0	0	0	8621561	0	0	0	2202	1814	1195442	695312	1890754	5551910	5119523	47836	1956268	54570073	751242	0	0.107441	0.159990	0.124903	0.000000	0.000000	0.000000	6730807	1890754	20489	15999	2695475	23500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29829	0	1736775	53888187	62646665	0	0	0	0	0	52171578	0	0	0	0	0	0	0	0	0	0	0	9642	0	0	0	0	0	0	2682890	1028182	0	0	309	7062	0	42788	32700	2776539	3237417	45792	378905	0	0	728705	0	22537	0	0	0	2003	52169575	0	0	0	0	0	2192279	25641	92172	118157	41	-2373746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1101	0	0	0	1101	0	29829	0	5551910	5149352	47836	54571174	0	1029870	23918	54571174	55624962	0	0	0	6730807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3711072			50159	6471353	62915596																																											
31134																																																																																																																																																																																																	22286	0	0	0	29151	109679	0	772	0	15343	110765	0	0	0	0	15604	0	0	0	1068	0	0	675	675	24295	24346	25061	5080	36122	0	0	0.134781	0.289386	0.276868	0.000000	0.000000	0.000000	14929	675	414	0	0	0	0	0	0	0	0	
31255																																																																																																																																																																																																	46561	0	0	0	155790	435612	0	3456	0	37442	421823	0	0	0	0	38703	11000	0	50	25315	0	0	3157	3157	93384	122600	13768	21180	206923	0	0	0.084454	0.153418	0.140903	0.000000	0.000000	0.000000	35546	3157	963	0	0	0	0	0	0	0	0	
31657																																																																																																																																																																																																	4305	0	0	62098	0	112978	0	468	0	11385	109572	0	0	0	0	11853	0	0	0	705	0	0	468	468	4222	65112	12560	5177	31552	0	0	0.1039	0.2315	0.2223	0.0000	0.0000	0.0000	11385	468	0	0	0	0	0	0	0	0	0	
31826																																																																																																																																																																																																	30640	0	0	0	53803	242732	12	3544	0	37196	241807	0	0	0	0	36085	0	0	0	0	0	0	1887	1899	27698	34790	77046	10288	103219	0	1583	0.142823	0.241730	0.229009	0.000000	0.000000	0.000000	34186	1899	535	0	0	0	0	0	0	0	0	
31835																																																																																																																																																																																																	3199	0	0	2210	27429	126588	0	1562	0	12687	120836	0	0	0	0	14195	0	0	0	489	0	0	1242	1242	2698	19081	21120	14561	84432	0	0	0.1072	0.1434	0.1308	0.0000	0.0000	0.0000	12953	1242	-396	0	0	0	0	0	0	0	0	
32234																																																																																																																																																																																																	15866	0	0	0	35118	93638	0	365	0	12138	97249	65	0	0	0	12017	0	0	0	10111	0	0	365	365	11982	38105	17774	3933	25656	0	0	0.1198	0.2542	0.2464	0.0000	0.0000	0.0000	11652	365	486	0	0	0	0	0	0	0	0	
32766																																																																																																																																																																																																	17065	0	0	17394	35	51799	0	227	0	4698	52546	0	0	0	0	4925	0	0	0	0	0	0	227	227	3324	29636	4401	1067	14665	0	0	0.0894	0.2161	0.2061	0.0000	0.0000	0.0000	4698	227	0	0	0	0	0	0	0	0	0	
33147																																																																																																																																																																																																	25106	0	0	0	20340	392026	0	6048	0	34440	379005	0	0	0	0	38057	0	0	0	7805	0	0	3889	3889	29379	22639	90651	22617	255072	3977	0	0.090193	0.123173	0.110586	0.000000	0.000000	0.000000	34168	3889	97	0	0	3977	0	0	0	0	0	
33259																																																																																																																																																																																																	47804	0	0	3729	44838	568931	0	13502	0	48377	574200	0	0	0	0	48606	0	0	3216	6078	0	0	5814	5814	93737	6720	34198	76173	442192	242	5260	0.0752	0.1063	0.0935	0.0000	0.0000	0.0000	42792	5814	325	0	0	0	0	0	0	0	0	
33268																																																																																																																																																																																																	3423	0	0	1134	86249	129231	0	658	0	13408	126292	0	0	0	0	11083	0	0	25	661	0	0	640	640	13224	74079	7071	3721	32550	0	0	0.0827	0.2163	0.2039	0.0000	0.0000	0.0000	10443	640	2965	0	0	0	0	0	0	0	0	
33754																																																																																																																																																																																																	4513	0	0	0	19739	33077	0	83	0	4650	32854	0	0	0	0	4424	0	0	0	0	0	0	83	83	3047	21230	2458	1121	5957	0	0	0.132130	0.386984	0.379724	0	0	0	4341	83	309	0	0	0	0	0	0	0	0	
33839																																																																																																																																																																																																	9977	0	0	0	7282	31762	0	82	0	3326	32278	0	0	0	0	3342	0	0	0	0	0	0	82	82	178	17456	5546	368	8557	0	0	0.1010	0.2198	0.2144	0.0000	0.0000	0.0000	3260	82	66	0	0	0	0	0	0	0	0	
33857																																																																																																																																																																																																	2799	0	0	0	7125	117779	0	871	0	14005	120260	0	0	0	0	11556	0	0	0	3189	0	0	871	871	3300	5661	19320	4022	87049	1945	0	0.0916	0.1061	0.0981	0.0000	0.0000	0.0000	10685	871	-262	0	0	0	0	0	0	0	0	
34153																																																																																																																																																																																																	53713	0	0	0	87048	443774	0	15775	0	25324	460590	0	0	0	0	28309	0	0	34	9492	0	0	4086	4086	55463	89394	15283	42099	298308	0	0	0.052591	0.089842	0.076875	0.000000	0.000000	0.000000	24223	4086	1100	0	0	0	0	0	0	0	0	
34359																																																																																																																																																																																																	451	0	0	0	11627	30763	0	285	0	6376	30771	0	0	0	0	6392	0	0	0	0	0	0	226	226	1666	11846	3273	1849	13944	0	0	0.2004	0.3554	0.3428	0.0000	0.0000	0.0000	6166	226	210	0	0	0	0	0	0	0	0	
34425																																																																																																																																																																																																	33431	0	0	0	31175	327673	0	3317	0	26836	328867	289	0	0	0	27092	0	0	0	25110	-143	0	2765	2765	33147	34774	117285	19212	142989	0	0	0.0744	0.1228	0.1103	0.0000	0.0000	0.0000	24327	2765	552	0	0	0	0	0	0	0	0	
34434																																																																																																																																																																																																	7301	0	0	11605	36302	256504	0	1146	0	21627	257900	661	0	0	0	21283	0	0	0	8769	0	0	1146	1146	14341	59904	64141	9661	117774	3047	0	0.078290	0.127946	0.121057	0.000000	0.000000	0.000000	20137	1146	799	0	0	0	0	0	0	0	0	
34452																																																																																																																																																																																																	4432	0	0	820	35405	103248	0	488	0	11475	105976	0	0	0	0	10859	0	0	1123	375	0	0	488	488	6299	30430	21907	4444	43996	0	0	0.097862	0.175752	0.167854	0	0	0	10371	488	1104	0	0	0	0	0	0	0	0	
34537																																																																																																																																																																																																	166891	0	0	25159	611231	2081209	0	31231	0	204574	2082209	0	0	0	0	209431	4164	0	331	44533	0	0	15242	15242	269666	530229	420353	95746	878159	4758	3665	0.093502	0.174045	0.161378	0.000000	0.000000	0.000000	194189	15242	5015	0	0	0	0	0	0	0	0	
34555																																																																																																																																																																																																	9863	0	0	0	83398	200718	0	1258	0	22051	199885	0	0	0	0	22004	0	0	0	635	0	0	1258	1258	3223	53320	57669	10813	85810	0	0	0.1038	0.1435	0.1353	0.0000	0.0000	0.0000	20746	1258	1263	0	0	0	0	0	0	0	0	
34742																																																																																																																																																																																																	12637	0	0	0	34295	279361	0	2149	0	23860	277229	0	0	0	0	25078	0	0	0	4590	0	0	2149	2149	13558	41589	76684	30918	148525	1064	0	0.0829	0.1255	0.1147	0.0000	0.0000	0.0000	22929	2149	361	0	0	0	0	0	0	0	0	
34836																																																																																																																																																																																																	1866	0	0	0	8245	27827	0	295	0	1915	28563	0	0	0	0	2083	0	0	0	0	0	0	213	213	910	9142	7047	1357	10963	0	0	0.0655	0.1283	0.1152	0.0000	0.0000	0.0000	1870	213	45	0	0	0	0	0	0	0	0	
35057																																																																																																																																																																																																	3227	0	0	0	24047	109626	0	1552	0	10334	114648	0	0	0	0	11262	0	0	0	0	0	0	1279	1279	14473	17236	25042	8250	53942	0	0	0.0872	0.1108	0.0982	0.0000	0.0000	0.0000	9983	1279	192	0	0	0	0	0	0	0	0	
35301	34865692	0	945976	11131167	94297569	185499369	31	54371	0	18407350	159303682	0	0	359600085	6818622	13179658	118890431	786254272	0	10240957	-194958	1383703	71873	1455607	45792687	92067256	5944844	7258291	30066998	0	0	0.077018	0.192839	0.171542	0.000000	0.000000	0.000000	11724051	1455607	-295404	5730225	64374741	12516191	68087513	3814336	0	0	0	0	0	0	0	0	0	0	0	0	17792835	0	0	68345266	152225674	0	0	0	0	0	13020930	0	0	0	3732403	3732403	12979	1404153	1942314	372957	0	0	7173661	0	0	0	0	0	-95653	23764474	11101218	0	0	0	10956894	0	174273	-2214674	14974295	65547842	5873707	10116399	0	0	0	0	0	0	0	502895	0	12518035	6818622	0	0	0	0	23497035	7078007	5131193	3958407	71137	11627584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359600085	353805466	0	0	5794619	0	0	0	0	0	0	0	0	0	0	0	155440	155440	0	155000	440	0	5120479	0	1405338	1441479	2273662	0	12254172	5538663	399611132	107285919	14867740	38508236	0	21457184	7433870	38508236	68345266	1922725	0	1922725	11724051	0	0	0	0	0	0	0	0	0	127500	27500	0	0	0	0	21517536			9865805	78101896	141234386									1969939																																		
35570																																																																																																																																																																																																	79964	0	0	349962	740881	10183912	0	106971	0	854134	9893309	1735	0	0	0	919784	37758	0	0	175193	-1501	0	86828	86828	93835	1193991	5059456	316620	4084639	19966	0	0.084530	0.132799	0.120263	0.000000	0.000000	0.000000	832956	86828	-15680	0	0	0	0	0	0	0	0	
35646																																																																																																																																																																																																	8155	0	0	18676	3855	48526	0	217	0	11346	48787	35	0	0	0	11519	0	0	0	0	0	0	217	217	8120	24564	2705	822	13310	0	0	0.2317	0.5882	0.5771	0	0	0	11302	217	44	0	0	0	0	0	0	0	0	
35842																																																																																																																																																																																																	2787	0	0	0	26834	174276	0	1800	0	14427	168012	0	0	0	0	15660	0	0	0	7586	0	0	1766	1766	10213	20746	23789	7603	120639	253	0	0.0829	0.1115	0.0989	0.0000	0.0000	0.0000	13894	1766	216	0	0	0	0	0	0	0	0	
36054																																																																																																																																																																																																	282074	0	0	425	1125	1249994	0	13410	0	119653	1240239	0	0	0	0	132444	3725	0	6951	51891	0	0	13091	13091	3932	299221	67107	53597	892664	1799	0	0.0963	0.1265	0.1140	0.0000	0.0000	0.0000	119353	13091	300	0	0	0	0	0	0	0	0	
36344																																																																																																																																																																																																	19686	0	0	0	97756	401838	0	3169	0	42909	404416	0	0	0	0	36361	561	0	0	0	0	0	3169	3169	24352	86427	56568	22107	231433	560	0	0.0833	0.1308	0.1194	0	0	0	33192	3169	3548	0	0	0	0	0	0	0	0	
36456																																																																																																																																																																																																	7779	0	0	4	21639	96769	0	923	0	9456	98478	0	0	0	0	9010	0	0	0	1037	0	0	923	923	211	19231	14889	3662	61991	0	0	0.082938	0.122002	0.109504	0	0	0	8087	923	398	0	0	0	0	0	0	0	0	
36858																																																																																																																																																																																																	5320	0	0	0	96515	169110	0	1568	0	18954	172058	144	0	0	0	18784	0	0	5	4048	0	0	1052	1052	18867	86268	1916	5052	62405	1675	0	0.103058	0.224517	0.211943	0.000000	0.000000	0.000000	17732	1052	1222	0	0	0	0	0	0	0	0	
36933																																																																																																																																																																																																	9159	0	0	0	8738	81101	0	1676	0	6073	82357	0	0	0	0	6706	0	0	68	230	0	0	697	697	4362	14254	22675	6057	41389	0	0	0.072963	0.122488	0.109757	0.000000	0.000000	0.000000	6009	697	64	0	0	0	0	0	0	0	0	
37051																																																																																																																																																																																																	825	0	0	0	9785	66234	0	721	0	7189	67173	0	0	0	0	7609	0	0	0	0	0	0	708	708	385	9331	5649	3368	51164	138	0	0.1027	0.1363	0.1236	0.0000	0.0000	0.0000	6901	708	288	0	0	0	0	0	0	0	0	
37341																																																																																																																																																																																																	1333	0	0	370	0	33139	0	531	0	3499	33540	0	0	0	0	3778	0	0	0	0	0	0	279	279	0	5242	14307	1566	14121	0	0	0.1043	0.1711	0.1585	0.0000	0.0000	0.0000	3499	279	0	0	0	0	0	0	0	0	0	
37378																																																																																																																																																																																																	32460	0	0	5151	4918	166626	0	2592	0	16931	163854	0	0	0	0	18478	0	0	0	446	0	0	1443	1443	32145	24261	4957	6342	107800	0	0	0.1040	0.1617	0.1491	0.0000	0.0000	0.0000	17035	1443	-104	0	0	0	0	0	0	0	0	
37435																																																																																																																																																																																																	114661	0	0	2000	286327	1066716	25	16906	0	106497	1056821	0	0	0	0	103427	0	0	383	2463	0	0	6761	6786	179650	346194	167205	43129	380729	1176	0	0.091744	0.194881	0.182095	0.000000	0.000000	0.000000	96641	6786	6411	0	0	0	0	0	0	0	0	
37640																																																																																																																																																																																																	115587	0	0	1444	482531	1814668	0	14780	0	175781	1787439	0	0	0	0	155740	0	0	2931	97470	0	0	14780	14780	167651	457026	137790	82394	1026207	6097	0	0.0799	0.1257	0.1138	0.0000	0.0000	0.0000	140960	14780	10802	0	0	0	0	0	0	0	0	
37659																																																																																																																																																																																																	1669	0	0	3184	3555	40274	0	372	0	4176	39985	0	0	0	0	4510	0	0	204	0	0	0	367	367	175	7801	10138	2139	22498	0	0	0.1036	0.1538	0.1413	0.0000	0.0000	0.0000	4143	367	33	0	0	0	0	0	0	0	0	
37743																																																																																																																																																																																																	4921	0	0	0	22999	85663	0	1023	0	8929	85558	315	0	0	0	9258	0	0	0	1069	0	0	724	724	821	29530	8608	1801	47129	0	0	0.0997	0.1608	0.1482	0.0000	0.0000	0.0000	8534	724	395	0	0	0	0	0	0	0	0	
37949																																																																																																																																																																																																	7327	0	0	0	88703	209454	0	2049	0	18799	204767	0	0	0	0	19908	0	0	0	0	0	0	1705	1705	15654	84122	13542	6298	96330	626	0	0.0891	0.1549	0.1417	0.0000	0.0000	0.0000	18203	1705	153	0	0	0	0	0	0	0	0	
38535																																																																																																																																																																																																	34495	0	0	0	101682	388912	0	15446	0	18001	383339	0	0	0	0	19766	0	0	1189	1546	0	0	3117	3117	69862	82272	36995	35661	213018	0	0	0.0434	0.0834	0.0702	0.0000	0.0000	0.0000	16649	3117	1352	0	0	0	0	0	0	0	0	
38740																																																																																																																																																																																																	26029	0	0	0	38325	187664	0	1377	0	16699	184641	0	0	0	0	17269	0	0	0	2876	0	0	1344	1344	23691	40314	52655	9916	71098	0	0	0.0862	0.1607	0.1481	0.0000	0.0000	0.0000	15925	1344	774	0	0	0	0	0	0	0	0	
39327																																																																																																																																																																																																	27672	0	0	43538	44354	410696	0	1951	0	72158	400962	0	0	0	0	73418	0	0	1299	0	0	0	1951	1951	82913	73052	93298	13394	162367	0	0	0.178239	0.327356	0.318656	0.000000	0.000000	0.000000	71467	1951	691	0	0	0	0	0	0	0	0	
39420																																																																																																																																																																																																	32481	0	0	0	231025	1156709	0	17351	0	123779	1168631	0	0	0	0	111401	1291	0	0	7830	-1472	2000	11001	13001	25987	266297	76194	44246	776480	1308	0	0.085853	0.127496	0.112617	0.000000	0.000000	0.000000	98400	13001	4366	129	0	0	0	0	0	0	0	
39475																																																																																																																																																																																																	301473	0	0	0	199111	1523607	0	2547	0	205031	1555509	0	0	0	0	166576	0	0	3581	53369	0	0	2897	2897	302890	226870	78641	96013	876461	4566	11524	0.1079	0.1658	0.1629	0.0000	0.0000	0.0000	163679	2897	2581	0	0	0	0	0	0	0	0	
39756																																																																																																																																																																																																	36124	0	0	0	45270	452300	0	5720	0	36763	444407	0	0	0	0	39483	686	0	668	13151	0	0	4411	4411	42349	42998	68329	17474	302652	463	0	0.0792	0.1123	0.0998	0.0000	0.0000	0.0000	35072	4411	123	0	0	0	0	0	0	0	0	
40033																																																																																																																																																																																																	6892	0	0	195	23923	80980	0	367	0	8630	82408	33	0	0	0	9123	0	0	0	0	0	0	367	367	3138	35211	16014	7100	27163	0	0	0.106252	0.216088	0.207395	0.000000	0.000000	0.000000	8756	367	-126	0	0	0	0	0	0	0	0	
40350																																																																																																																																																																																																	7608	0	0	1228	6618	46162	0	259	0	7223	45866	41	0	0	0	7460	0	0	0	190	0	0	259	259	204	16647	9633	709	19903	0	0	0.1570	0.2650	0.2558	0.0000	0.0000	0.0000	7201	259	22	0	0	0	0	0	0	0	0	
40707																																																																																																																																																																																																	44001	0	0	257	26942	260393	0	2442	0	21140	260606	0	0	0	0	22976	0	0	153	13705	0	0	2152	2152	46050	35677	46658	13072	133964	1274	0	0.079923	0.133697	0.121175	0.000000	0.000000	0.000000	20824	2152	260	0	0	1688	0	0	0	0	0	
40855																																																																																																																																																																																																	4988	0	0	0	14329	75823	0	547	0	6474	74575	0	0	0	0	6553	0	0	0	0	0	0	547	547	9530	16085	6566	2883	43921	0	0	0.0808	0.1228	0.1125	0.0000	0.0000	0.0000	6006	547	268	0	0	0	0	0	0	0	0	
41245																																																																																																																																																																																																	844	0	0	5421	6007	39855	0	514	0	4201	40819	187	0	0	0	4458	0	0	0	0	0	0	307	307	2329	10500	10021	1442	17438	0	0	0.101693	0.182862	0.170269	0	0	0	4151	307	50	0	0	0	0	0	0	0	0	
41553																																																																																																																																																																																																	5631	0	0	7237	40283	85443	0	743	0	14170	86388	0	0	0	0	14282	0	0	0	1697	0	0	469	469	3481	52282	8954	804	21111	0	0	0.1599	0.3887	0.3759	0.0000	0.0000	0.0000	13813	469	357	0	0	0	0	0	0	0	0	
41629																																																																																																																																																																																																	14328	0	0	0	8894	162164	0	2313	0	16664	167442	0	0	0	0	17619	0	0	406	2169	0	0	1509	1509	3693	16839	54461	7540	88829	0	0	0.0964	0.1469	0.1343	0.0000	0.0000	0.0000	16110	1509	194	0	0	0	0	0	0	0	0	
41759																																																																																																																																																																																																	4949	0	0	0	16667	45604	0	378	0	4949	44375	0	0	0	0	4781	0	0	0	0	0	0	353	353	401	15789	8819	1464	20452	0	0	0.0998	0.1695	0.1570	0.0000	0.0000	0.0000	4428	353	521	0	0	0	0	0	0	0	0	
41825																																																																																																																																																																																																	7005	0	0	0	50182	144044	0	2121	0	17847	141304	0	0	0	0	18556	0	0	63	3535	0	0	815	815	6359	62467	52515	6575	24651	0	0	0.125552	0.290778	0.278007	0.000000	0.000000	0.000000	17741	815	106	0	0	0	0	0	0	0	0	
41937																																																																																																																																																																																																	1531	0	0	0	29653	59572	0	312	0	5527	61761	0	0	0	0	5516	0	0	217	0	0	0	312	312	0	19495	3542	1487	36326	0	0	0.084273	0.131006	0.123596	0.000000	0.000000	0.000000	5204	312	314	0	0	0	0	0	0	0	0	
41955																																																																																																																																																																																																	4077	0	0	570	12748	35512	0	296	0	3157	35385	0	0	0	0	3306	0	0	0	0	0	0	296	296	168	13753	132	847	21608	0	0	0.085064	0.134434	0.122398	0.000000	0.000000	0.000000	3010	296	147	0	0	0	0	0	0	0	0	
42037																																																																																																																																																																																																	8965	0	0	0	11299	63491	0	565	0	8544	65817	0	0	0	0	9045	0	0	42	0	0	0	565	565	3526	6792	10195	3672	43438	0	0	0.128842	0.179893	0.168656	0.000000	0.000000	0.000000	8480	565	64	0	0	0	0	0	0	0	0	
42055																																																																																																																																																																																																	2889	0	0	341	15793	61296	0	661	0	7275	60921	0	0	0	0	7022	0	0	86	0	0	0	548	548	1279	15961	6613	3420	37303	0	0	0.106564	0.160569	0.148038	0.000000	0.000000	0.000000	6474	548	632	0	0	0	0	0	0	0	0	
42354																																																																																																																																																																																																	6550	0	0	0	51660	119850	0	719	0	16592	116754	0	0	0	0	15692	0	0	0	417	0	0	719	719	5603	52259	19845	5431	41241	0	0	0.1282	0.2534	0.2418	0.0000	0.0000	0.0000	14973	719	1619	0	0	0	0	0	0	0	0	
42420																																																																																																																																																																																																	130504	0	0	0	988666	5632008	0	75166	0	722783	5661010	20	0	0	0	679144	10242	934	74927	558519	500	0	59513	59513	139513	1031259	564158	314878	3894775	823	17433	0.112973	0.143140	0.130597	0.000000	0.000000	0.000000	619631	59513	2242	15736	87028	90050	0	0	0	0	0	
42448																																																																																																																																																																																																	20085	0	0	0	110355	671632	0	10806	0	77585	655850	0	0	0	0	81721	0	0	0	20730	0	0	6437	6437	22019	63688	203274	21587	389971	272	0	0.1148	0.1602	0.1475	0.0000	0.0000	0.0000	75284	6437	2301	0	0	0	0	0	0	0	0	
42457																																																																																																																																																																																																	5960	0	0	8809	0	28995	0	301	0	5310	29297	0	0	0	0	5528	0	0	200	0	0	0	218	218	618	13919	278	473	14482	0	0	0.1812	0.3191	0.3065	0.0000	0.0000	0.0000	5310	218	0	0	0	0	0	0	0	0	0	
43052																																																																																																																																																																																																	1747	0	0	0	14345	90690	0	2616	0	11967	88656	288	0	0	0	12800	0	0	0	0	0	0	922	922	535	18576	7984	6853	66010	0	0	0.1340	0.1776	0.1648	0.0000	0.0000	0.0000	11878	922	84	0	0	0	0	0	0	0	0	
43351																																																																																																																																																																																																	708	0	0	0	2510	12457	0	71	0	1589	12648	0	0	0	0	1417	0	0	0	0	0	0	71	71	500	2516	447	795	8819	0	0	0.108252	0.148439	0.141001	0.000000	0.000000	0.000000	1346	71	29	0	0	0	0	0	0	0	0	
43454																																																																																																																																																																																																	4129	0	0	0	5399	22676	0	203	0	3188	22999	0	0	0	0	3338	0	0	0	802	0	0	153	153	4061	6898	2498	288	9419	0	0	0.138484	0.273629	0.261087	0.000000	0.000000	0.000000	3185	153	3	0	0	0	0	0	0	0	0	
43744																																																																																																																																																																																																	13360	0	0	0	10625	80760	0	6455	0	11270	80687	0	0	0	0	9100	0	0	64	822	0	0	737	737	10134	15045	17482	4386	41859	0	2830	0.1074	0.1709	0.1571	0.0000	0.0000	0.0000	8363	737	77	0	0	0	0	0	0	0	0	
43856																																																																																																																																																																																																	12182	0	0	1549	12846	46897	0	262	0	4821	47170	0	0	0	0	5070	0	0	0	0	0	0	262	262	1169	23952	11420	1475	10599	0	0	0.1019	0.2401	0.2277	0.0000	0.0000	0.0000	4808	262	13	0	0	0	0	0	0	0	0	
43959																																																																																																																																																																																																	7528	0	0	0	52646	121022	0	903	0	13936	120960	0	0	0	0	13903	0	0	0	554	0	0	797	797	7326	50071	19682	4294	43589	0	0	0.1083	0.2184	0.2058	0.0000	0.0000	0.0000	13106	797	830	0	0	0	0	0	0	0	0	
