"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADFT29	RIADFT30	RIADFT31	RIADFT32	RIADJJ26	RIADJJ27	RIADJJ28	RIADKW17	RIADT047	RIADY923	RIADY924	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	TEXTFT29	TEXTFT31	
5069					CONF							0	0	0	0	false		0	0												0	0	0	0																							
5135					CONF							0	0	0	0	false		0	0												0	0	0	0																							
5210					CONF							0	0	0	0	false		0	0												0	0	0	0																							
5461					CONF							0	0	0	0	false		0	0												0	0	0	0																							
5751					CONF							0	0	0	0	false		0	0												0	0	0	0																							
6039	103	0	0	0	CONF	0	0	0	163	0	0	0	0	0	0	false	0	0	0	0	0	0	0	327	0	228	0	0	0	109	0	0	0	0					0	0	0				Software licenses and fees												
6329	563	1	27	94	CONF				104	970	101	0	0	0	0	false	230	0	0		122	17	182		586	1581	107	342	55	354	0	0	0	0					33	77	73				Education & Training	Service Fee Analysis	Donations	Transfer from Holding Company									
7009					CONF							0	0	0	0	false		0	0												0	0	0	0																							
7045	22	0	47	0	CONF	0	0	0	0	0	0	0	0	0	0	false	34	0	0	4	0	10	31	0	29	240	28	0	122	20	0	0	0	0					0	0	0																
7072					CONF							0	0	0	0	false		0	0												0	0	0	0																							
7456					CONF							0	0	0	0	false		0	0												0	0	0	0																							
7634					CONF							0	0	0	0	false		0	0												0	0	0	0																							
8033					CONF							0	0	0	0	false		0	0												0	0	0	0																							
8462					CONF							0	0	0	0	false		0	0												0	0	0	0																							
8631					CONF							0	0	0	0	false		0	0												0	0	0	0																							
9357					CONF							0	0	0	0	false		-28	0												0	0	0	0																			Late Accounting for ASU 2016-01				
9553					CONF							0	0	0	0	false		0	0												0	0	0	0																							
9807					CONF	494	232		1292	857		0	0	0	0	false		0	0		1273										0	0	0	0				0		2651		LOAN EXIT FEES	Commercial Modification Fee		Computer Equipment Supplies	Net Derivative Activity											
9955					CONF							0	0	0	0	false		0	0												0	0	0	0																							
10250					CONF							0	0	0	0	false		0	0												0	0	0	0														Downstream from Holding Company									
10849					CONF							0	0	0	0	false		0	0												0	0	0	0																							
11145	44	39	49	3	CONF	37	113		80			0	0	0	0	false	42	0	0	24		9	328	247	37		90	31	157	54	0	0	0	0					7	20	25	Other Misc Income	Other Misc Asset Income		Credit & Collections												
11640					CONF							0	0	0	0	false		0	0												0	0	0	0																							
11837					CONF							0	0	0	0	false		0	0												0	0	0	0																							
12030					CONF							0	0	0	0	false		0	0												0	0	0	0																							
12142					CONF							0	0	0	0	false		0	0												0	0	0	0																							
12311	22557				CONF	25081	40675		23479			-4	0	0	0	false		0	0		31919			155614		115538					0	0	0	0	-306575	0	391760	0				Commitments / Letter of Credit Fees	Overhead Charges		Taxes			Change in Minority Interest									
12647					CONF							0	0	0	0	false		0	0												0	0	0	0																							
12656					CONF							0	0	0	0	false		0	0												0	0	0	0																							
12946					CONF							0	0	0	0	false		0	0												0	0	0	0																							
13103					CONF				644			0	0	0	0	true		0	0				165	1252		644		851			0	0	0	0											Other Computer Service Exp												
13251					CONF							0	0	0	0	false		0	0												0	0	0	0																							
13457					CONF							0	0	0	0	false		0	0												0	0	0	0																							
14155					CONF							0	0	0	0	false		0	0												0	0	0	0																							
14650					CONF							0	0	0	0	false		0	0												0	0	0	0																							
14753					CONF							0	0	0	0	false		0	0												0	0	0	0																							
14865					CONF							1313	0	0	0	false		0	0												0	0	0	0				0										Additional Capital Contributions									
14977	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
16551					CONF							0	0	0	0	false		0	0												0	0	0	0																			Prior year adjustment for adding mortgage servicing asset		389		
16748					CONF							0	0	0	0	false		0	0												0	0	0	0																							
17110	0	0	0	0	CONF	0	0	0	1299	530	0	0	0	0	0	false	0	0	0	0	0	0	0	1244	0	0	0	0	0	0	0	0	0	0					0	0	0				REFERRAL FEES	CUSTODIAN COSTS											
17147	3286	0	0	0	CONF	2981	0	0	0	0	0	0	0	0	0	false	0	0	0	0	2658	0	0	4853	0	11496	0	0	0	0	0	0	0	0					0	0	0	OTHER INC - DERIVATIVE HEDGE															
17259					CONF							0	0	0	0	false		0	0												0	0	0	0																							
17950					CONF							0	0	0	0	false		0	0												0	0	0	0														Capital Injection Acquisition of Malta and Glasgow									
17978					CONF							0	0	0	0	false		0	0												0	0	0	0																							
18050					CONF							0	0	0	0	false		0	0												0	0	0	0																							
18827					CONF							48	0	0	0	false		0	0												0	0	0	0														DIVIDEND OF EQUITY SECURITIES TO PARENT HC									
18836					CONF							0	0	0	0	false		0	0												0	0	0	0																							
18854	258				CONF				750			0	0	0	0	false		0	0					566							0	0	0	0											Bonus Accrual												
19356					CONF							0	0	0	0	false		0	0												0	0	0	0																							
19936					CONF							0	0	0	0	false		0	0												0	0	0	0																							
19972					CONF							0	0	0	0	false		0	0												0	0	0	0																							
20053					CONF							0	0	0	0	false		0	0												0	0	0	0																							
20633					CONF							0	0	0	0	false		0	0												0	0	0	0																							
20857					CONF							0	0	0	0	false		0	0												0	0	0	0																							
21256					CONF							0	0	0	0	false		0	0												0	0	0	0																							
21359					CONF							0	0	0	0	false		0	0												0	0	0	0																							
21658					CONF							0	0	0	0	false		0	0					172							0	0	0	0											Maintenance Agreements												
22048					CONF							0	0	0	0	false		0	0												0	0	0	0																							
22543					CONF							0	0	0	0	false		0	0												0	0	0	0																							
22552					CONF							0	0	0	0	false		0	0												0	0	0	0																							
22730					CONF							0	0	0	0	false		0	0												0	0	0	0																							
23456					CONF							0	0	0	0	false		0	0												0	0	0	0																							
23504	1791	0	0	0	CONF	-2643	2551	714	1340	0	0	0	0	0	0	false	0	0	0	0	1095	0	0	2159	0	1020	0	1126	0	0	0	0	0	0	-1473	0	1625		411	0	0	CHANGE IN FAIR VALUE OF LOANS HELD FOR SALE	LOAN SWAP FEE INCOME	TITLE FEE INCOME	SYSTEM SERVICES												
23643					CONF							0	0	0	0	false		0	0												0	0	0	0																							
23755					CONF							0	0	0	0	false		0	0												0	0	0	0																							
24006					CONF							480	0	0	0	false		0	0												0	0	0	0														Unearned ESOP Shares Expense									
24378					CONF							0	0	0	0	false		0	0												0	0	0	0																							
24453					CONF							26	0	0	0	false		0	0												0	0	0	0														Below Market Rate Stock Loan									
24659					CONF							0	0	0	0	false		0	0												0	0	0	0																							
24668					CONF							0	0	0	0	false		0	0												0	0	0	0																			0				
24949					CONF							0	0	0	0	false		0	0												0	0	0	0																							
25357					CONF							0	0	0	0	false		0	0												0	0	0	0																							
25647					CONF	739						0	0	0	0	false		0	0					144							0	0	0	0								SBA Fees						Holding Company capital infusion									
26176					CONF							0	0	0	0	false		0	0												0	0	0	0																							
26457					CONF							0	0	0	0	false		0	0												0	0	0	0																							
26765					CONF							0	0	0	0	false		0	0												0	0	0	0																							
27070					CONF							0	0	0	0	false		0	0												0	0	0	0																							
27548	130		105	80	CONF				77			0	0	0	0	false	122	0	0	39	159	38	91	1069	183	1802	162	472	764	299	0	0	0	0				0	35	27	564				Debit card fraud												
27614					CONF							-650	-643	0	0	false		0	0												0	0	0	0														Dividend to Holding Co. - Capital upflow	Dividend to Holding Co. - Capital upflow								
27847					CONF							0	0	0	0	false		0	0												0	0	0	0																							
28013	1161		855		CONF							1156	496	0	0	false		0	0		1741			2760		436	746	795			0	0	0	0				0										capital contributions	change in unallocated ESOP								
28152					CONF							0	0	0	0	false		0	0												0	0	0	0																							
28675					CONF							0	0	0	0	false		0	0					173							0	0	0	0																			ASU 2016-01				
28732					CONF							0	0	0	0	false		0	0												0	0	0	0																							
29476					CONF							0	0	0	0	false		0	0												0	0	0	0																OREO write down accrued in error							
29636					CONF							0	0	0	0	false		0	0												0	0	0	0																							
29878	854	210	686	65	CONF				1943	416		0	0	0	0	false	61	0	0	2		91	92	656	147		466	814		164	0	0	0	0					4	102	302				Outside Service Fees	Mortgage Loan Expense											
30052					CONF							0	0	0	0	false		0	0												0	0	0	0																							
30502					CONF							0	0	0	0	false		0	0												0	0	0	0																							
30650					CONF							0	0	0	0	false		0	0												0	0	0	0																							
30810	340280				CONF	101942	-24434		591446	90492		0	0	0	0	false		0	0							235126					0	0	0	0	-1901509	0	2460564	0				Net Credit Card Fee Income	Losses on Noncontrolling Investments		Servicing Fees Paid To Affiliates	Collection Fees											
31134					CONF				61			0	0	0	0	false		0	0				42	347		207	59			73	0	0	0	0								Promotional Fee	Other Misc Income		Misc Servicing												
31255	59	0	225	175	CONF	268	0	0	571	202	0	0	0	0	0	false	30	0	0	0	143	0	0	395	93	84	161	172	40	129	0	0	0	0					0	0	0	Other loan mortgage income			Computer support contracts	Item processing											
31657					CONF							0	0	0	0	false		0	0												0	0	0	0																							
31826	47		84	17	CONF	133			220			0	0	0	0	false	12	0	0						74	345	16		54	40	0	0	0	0								PPP SBA Lender Fees			Other Taxes (Franchise & Excise, R/E. PP Taxes)												
31835					CONF							117	0	0	0	false		0	0												0	0	0	0														Investment in Bank from Holding Company									
32234					CONF							0	0	0	0	false		0	0												0	0	0	0																							
32766					CONF							300	0	0	0	false		0	0												0	0	0	0														addl stock issued									
32971					CONF							0	0	0	0	false		0	0												0	0	0	0																							
33147					CONF							1300	0	0	0	false		0	0												0	0	0	0														Capital injection									
33259					CONF							0	0	0	0	false		0	0												0	0	0	0																							
33268					CONF							0	0	0	0	false		0	0												0	0	0	0																							
33370					CONF							0	0	0	0	false		0	0												0	0	0	0																							
33839					CONF							-5	0	0	0	false		0	0												0	0	0	0														Transferred from UP to PFC Checking Account by BOD					ASC has not been adopted.				
33857	129	6	6		CONF				205			0	0	0	0	false		0	0				218	598							0	0	0	0											OTHER PROFESSIONAL FEES												
34425					CONF							4000	0	0	0	false		0	0												0	0	0	0				0										Capital Transfer from Parent Holding Company									
34434					CONF							0	0	0	0	false		0	0												0	0	0	0																							
34537	2088			2480	CONF	1322						-5822	0	0	0	false		0	0		1773			8776		6461		2016			0	0	0	0	-16876	516	21226					Loan Swap Fees						Dividends Paid to Holding Company as Return-of-Capital									
34555	48	1	89	114	CONF	0	0	0	103	0	0	0	0	0	0	true	16	0	0	20	127	20	11	362	47	257	19	20	155	21	0	0	0	0					3	0	15				Salary Continuation Plan Expense							Our bank has had $411,207.44 thus far in fee income from SBA for the Payroll Protection Loans we made for Covid-19.  We transferred that income to our Loan Loss Reserve allocation for this year.					
34742					CONF							0	0	-36	0	false		0	0												0	0	0	0																Sub. FWM reserve no longer part of bank reserve							
35057	0	0	0	0	CONF	0	0	0	137	0	0	0	0	0	0	false	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0					0	0	0				Computer / Software Expense												
35301	0	0	0	0	CONF	229000	229000	182000	447000	108000	0	-2000	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Software Service Fees	Fee Revenue received from Affiliates	Securities Lending Services	Fees for transaction processing services	Fees for professional services		ASU 2016-13 CECL adoption effect									
35570	4561	0	0	0	CONF	750	0	0	7148	0	0	1838	0	0	0	true	0	0	0	0	2992	0	453	14666	0	0	0	5505	0	0	0	0	0	0	-8367	4180	-1168	0	0	0	0	Foreing Exchange Income			Provision for credit losses on off-balance sheet credit exposures			Other Stock Award Activity				On April 3, 2020, the Company completed an acquisition of Gold Coast Bank.			0.00000000	0.00000000	
35646					CONF							0	0	0	0	false		0	0												0	0	0	0																							
35879					CONF							-17	0	0	0	false		0	0												0	0	0	0														DIVIDEND UP FOR TAXES									
36456					CONF							0	0	0	0	false		0	0												0	0	0	0																							
36933					CONF							0	0	0	0	false		0	0												0	0	0	0																							
37051					CONF							0	0	124	0	false		0	0												0	0	0	0																Mark to Market Loan Adjustment Amortization							
37341					CONF							0	0	0	0	false		0	0												0	0	0	0																							
37435					CONF							0	0	0	0	false		0	0												0	0	0	0																							
37640	1953	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	1562	0	0	3408	0	4958	0	1248	1536	0	0	0	0	0	-6717	6886	8767	0	0	0	0																
37659	4	0	9	0	CONF	0	0	0	0	0	0	0	0	0	0	false	6	0	0	1	0	0	8	87	9	0	18	29	0	8	0	0	0	0					0	0	0																
37949					CONF							0	0	0	0	false		0	0												0	0	0	0																							
38740					CONF							5460	0	0	0	false		0	0												0	0	0	0														Capital Injection									
39327					CONF							0	0	0	0	false		0	0												0	0	0	0																							
39756	345				CONF	178						0	0	0	0	false		0	0					506		322			181		0	0	0	0							478	Other Operating Income -	Lease Rental Income		Other Insurance Expense	General Travel & Expense	Other Insurance Expense										
40033					CONF							0	0	0	0	false		0	0												0	0	0	0																							
40499	1933				CONF	7698	1143		2984	1696		1936	0	0	0	false		0	0		1194			4543		4334					0	0	0	0								Loan derivative valuation	Interest rate swap fee income		Loan Closing Costs	Pandemic Expense		Capital Contribution from parent holding company									
40855					CONF							0	0	0	0	false		0	0												0	0	0	0																							
41553					CONF							0	0	0	0	false		0	0												0	0	0	0																							
41629					CONF							0	0	0	0	false		0	0												0	0	0	0																							
41825					CONF							0	0	0	0	false		0	0												0	0	0	0																							
41955					CONF							0	0	0	0	false		0	0												0	0	0	0																							
42037					CONF							0	0	0	0	false		0	0												0	0	0	0																							
42354					CONF							0	0	0	0	false		0	0												0	0	0	0																							
42372					CONF							0	0	0	0	false		0	0												0	0	0	0																							
42420	2559	2		794	CONF	401	976	454	561	1009	1992	0	0	0	0	false	1247	0	0	759	3416	269	510	2589	880	11148	236		3152	1649	0	0	0	0						344	515	LETTER OF CREDIT FEES	INTERCOMPANY PROFESSIONAL FEES	MERCHANT ALLIANCE REVENUE	COLLECTION AND REPOSSESSION EXPENSE	OTHER PROFESSIONAL FEES	PA SHARES TAX										
42448	612	0	177	56	CONF	1309	571	0	0	0	0	0	0	0	0	false	177	0	0	39	0	50	93	1409	209	2040	110	0	950	364	0	0	0	0					21	0	0	LOAN DISCOUNT	LOAN PROCESSING FEES														
42457					CONF							0	0	0	0	false		0	0												0	0	0	0																							
43052					CONF							0	0	0	0	false		0	0												0	0	0	0																							
43351					CONF							0	0	0	0	false		0	0												0	0	0	0																							
43856					CONF							0	0	0	0	false		0	0												0	0	0	0																							
43959					CONF							0	0	0	0	false		0	0												0	0	0	0																							
44040					CONF							0	0	0	0	false		0	0												0	0	0	0																							
44433					CONF				-102			0	0	0	0	false		0	0					382			183	212			0	0	0	0											PROVISION FOR OFF BALANCE SHEET RISK												
44741					CONF							0	0	0	0	false		0	0												0	0	0	0																							
44750					CONF							0	0	0	0	false		0	0												0	0	0	0																							
44929	13		46	1	CONF				68			0	0	0	0	false	7	0	0	3	26	12	44	37	12		30		131	54	0	0	0	0											(Franchise) FIT #4460001												
45038	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	106	0	0	146	0	0	0	0	0	0	0					0	0	0																
45047					CONF							0	0	0	0	false		0	0												0	0	0	0																							
45056					CONF							0	0	0	0	false		0	0												0	0	0	0																							
45430					CONF							0	0	0	0	false		0	0												0	0	0	0																							
45458					CONF							0	0	0	0	false		0	0												0	0	0	0																							
45551					CONF							0	0	0	0	false		0	0												0	0	0	0																							
45560	997				CONF	524	128		1546			0	0	0	0	false		0	0		360			822		113					0	0	0	0								Debit card fee income	Other fees on mortgage loans sold		Computer software												
45775					CONF							0	0	0	0	false		0	0												0	0	0	0																							
46053					CONF							0	0	0	0	false		0	0												0	0	0	0																							
46941					CONF							0	0	0	0	false		0	0												0	0	0	0																							
47247	208		90	68	CONF	1633	-4110	2816	268	231		0	0	0	0	false	35	0	0	17	154	14	184	158	67	71	231	175	127	70	0	0	0	0					20	45	27	Derivative Gain (Loss) IRLC	Realized Gain (Loss) Hedging Activity	Gain (Loss) on Held for Sale	New Loan Expense	Credit Report and Filing Fees											
47256					CONF							0	0	0	0	false		0	0												0	0	0	0																							
47452					CONF							0	0	0	0	false		0	0												0	0	0	0																							
47500					CONF							0	0	0	0	false		0	0												0	0	0	0																							
48057					CONF							0	0	0	0	false		-38	0												0	0	0	0																			Accounting changes per FDIC exam				
48150					CONF							0	0	0	0	false		0	0												0	0	0	0																							
48374					CONF							0	0	0	0	false		0	0												0	0	0	0																							
48440					CONF							0	0	0	0	false		0	0												0	0	0	0																							
49054					CONF							0	0	0	0	false		0	0												0	0	0	0																							
49148					CONF							0	0	0	0	false		0	0												0	0	0	0																							
49241					CONF							0	0	-10	0	false		0	0												0	0	0	0																Credit Card Liability Reserve Reclass	24						
49652					CONF							0	0	0	0	false		0	0												0	0	0	0																							
49858					CONF							0	0	0	0	false		0	0												0	0	0	0																							
49951					CONF							0	0	0	0	false		0	0												0	0	0	0															0								
50144					CONF							0	0	0	0	false		0	0												0	0	0	0																							
50461		313	18	19	CONF	4	11		12	8	50	0	0	0	0	false		158	0					64	9		42	37		17	0	0	0	0					29	115	8	Commissions -International Department	Other Income		Telex and Swift	Auto and Travel	Donation						CPA true up the tax account for tax return filing				
50872					CONF							0	0	0	0	false		0	0												0	0	0	0																							
51253	0	0	0	0	CONF	119	168	0	887	0	0	0	0	0	0	false	0	0	0	0	0	0	348	295	0	197	0	0	0	0	0	0	0	0					0	1578	0	ORE/Loan Fair Value Adjustments	Fee Income - Originations for Secondary Market		Loan Expense												
51356	3		15		CONF							0	0	0	0	false	5	0	0			4	16	5	14		36	37	27		0	0	0	0						6																	
51459					CONF							0	0	0	0	false		0	0												0	0	0	0																							
51842					CONF							0	0	0	0	false		0	0				214	337					119		0	0	0	0																							
52719	0	0	0	0	CONF	0	0	0	12817	4131	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	16225	0	0	0	0	0	0					0	0	0				DTCC management fee	Line of credit commitment fee											
52951					CONF							0	0	0	0	false		0	0												0	0	0	0																							
53051					CONF							0	0	0	0	false		0	0												0	0	0	0																							
54058	103	124			CONF	257			145			0	0	0	0	false		0	0					392							0	0	0	0								Star Income			Star Charges												
54656	208	0	62	4	CONF	0	0	0	529	285	0	0	0	0	0	false	110	0	0	14	137	33	69	957	131	475	86	10	0	104	0	0	0	0					16	4	32				Holding Company Fees	Debit Card Expense											
54973					CONF				4800			1373	0	0	0	false		0	0		2467		729	6909		3330					0	0	0	0	-15372	0	19441								Provision for Off-Balance Sheet Credit Losses			Additional Paid in Capital									
55336					CONF							0	0	0	0	false		0	0												0	0	0	0																							
55635					CONF							0	0	0	0	false		0	0												0	0	0	0														Capital contribution of cash					Net Impact of Exam Adj and Tax Preparation Adjustment				
55653					CONF							0	0	0	0	false		0	0												0	0	0	0																							
55970					CONF							0	0	0	0	false		0	0												0	0	0	0																							
56258					CONF							0	0	0	0	false		0	0												0	0	0	0																							
56351					CONF	5164			1602			33000	0	0	0	false		0	0						764	2688				1670	0	0	0	0					66			Non-recurring income			Software expenses			Capital contribution from holding company									
56548					CONF							0	0	0	0	false		0	0												0	0	0	0																							
56717					CONF							0	0	0	0	false		0	0												0	0	0	0																							
57040	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0					0	0	0																
57451					CONF							0	0	0	0	false		0	0												0	0	0	0																							
58225					CONF							0	0	0	0	false		0	0												0	0	0	0																							
58243	797		378	246	CONF	824	669		-5109	-4207		0	0	0	0	false	737	0	0	70	974	137	130	4806	365	2058	327	4636	366	536	0	0	0	0					107	54	980	Management fee revenue - JWI	Management fee revenue - JFG		Unrealized gain on derivatives & hedging activities	Client derivative fee income											
58355					CONF							0	0	0	0	false		0	0												0	0	0	0																							
58551					CONF							0	0	0	0	false		0	0												0	0	0	0																							
58636					CONF							0	0	0	0	false		0	0												0	0	0	0														Capital Injection by Parent Company									
58757					CONF							0	0	0	0	false		0	0												0	0	0	0																							
58971	2139				CONF	2862			4835			0	0	0	0	false		0	0					5497		5006		2156			0	0	0	0				0				Rent Income			Software Expense												
59316					CONF							-7500	0	0	0	false		0	0												0	0	0	0														Dividend to Parent									
59352					CONF							0	0	0	0	false		0	0		114			285		180				218	0	0	0	0																							
59370					CONF							0	0	0	0	false		0	0												0	0	0	0																							
59754					CONF							0	0	0	0	false		0	0												0	0	0	0																							
60143					CONF	55000	23000		91000	78000	73000	0	0	0	0	true		0	0		21000					122000					0	0	0	0	13000	0	-17000	0				Intercompany income	Unused loan commitment fees		Outside processing fee expense	Intercompany fee expense	Software purchases and maintenance expense					Line 2 above includes an additional item that exceeded 7 percent of Schedule Ri 7.d. - Pension costs of $(29,000)					
60330	0	0	0	0	CONF	0	0	0	342	0	0	0	0	0	0	false	0	0	0	0	0	0	249	0	0	2212	0	321	316	338	0	0	0	0					0	0	0				INTERNET BANKING EXPENSE												
60545					CONF							0	0	0	0	false		0	0												0	0	0	0																							
60554					CONF							0	0	0	0	false		0	0												0	0	0	0																							
60648					CONF							0	0	0	0	false		0	0												0	0	0	0																							
61122	283	86	122	1511	CONF				300	1106		0	0	0	0	false	145	0	0	16	588	67	173	1566	120	1309	234	213	459	438	0	0	0	0					37	65	176				Contract Labor	Investor Relations											
61355					CONF							0	0	0	0	false		0	0												0	0	0	0																							
61476					CONF							0	0	0	0	false		0	0												0	0	0	0																Abington's LLR reduced to $0 due to merger on 5/17							
61757					CONF							0	0	0	0	false		0	0					293							0	0	0	0																							
61832					CONF							0	0	0	0	false		0	0												0	0	0	0																							
61953					CONF							0	0	0	0	false		0	0												0	0	0	0																			Adjustment to Depreciation of Bank Building &  Fixtures				
62044					CONF							0	0	0	0	false		0	0												0	0	0	0																							
62110					CONF							0	0	0	0	false		0	0												0	0	0	0																							
62147					CONF							0	0	0	0	false		0	0												0	0	0	0																							
63050					CONF							0	0	0	0	true		0	0												0	0	0	0																							
63069	30347	0	0	0	CONF	29333	13535	7969	17008	0	0	600000	0	-276	0	false	0	0	0	0	0	0	0	48992	0	18614	0	37065	0	0	0	0	0	0					0	0	0	Customer swap fees	Lease residual and operating income	Loan fee income	Professional services for customers			Asset contribution from parent company		ASC 310-30 adjustment for purchased credit impaired loans							
63201					CONF							-5	0	0	0	false		0	0												0	0	0	0														Stock Dividend Declared on Common Stock									
63573					CONF							0	0	0	0	false		0	0												0	0	0	0																							
63733					CONF							0	0	0	0	false		0	0		167		159	497		1199			642		0	0	0	0																							
63742					CONF							0	0	0	0	false		0	0												0	0	0	0																							
63751			1	1	CONF							0	0	0	0	false	4	0	0					23	6		3	1	7	6	0	0	0	0																							
64150					CONF							0	0	0	0	false		0	0												0	0	0	0																							
