"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADJ447	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
1557	25	0	18	4	CONF	0	0	0	26	13	16	0	0	0	0	0	0	0	0	0	0	false	6	0	0	1	0	8	0	32	19	0	18	17	33	2	6	0				Recording & Expense	Donations and Charity	Insurance and Surety											
1669	28	0	39	14	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	64	0	0	22	280	32	159	451	59	0	292	53	0	71	63	0																	
1829	165	0	159	0	CONF	287	0	0	213	211	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	36	129	0	28	484	0	0	339	0	0	272	160	0	Mortgage Fees			Professional fees	PA Shares tax												
1856	19	0	36	1	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	6	0	0	0	0	1	15	25	18	0	0	3	58	0	9	0																	
2040	92	10	59	97	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	23	0	0	0	81	8	0	407	36	0	152	83	45	85	43	0																	
2161	0	0	54	0	CONF	59	0	0	121	43	68	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	81	0	37	253	50	0	218	41	0	146	41	0	Yield Spread Premium			Deferred Compensation Plan Expense	Comptroller Assessment	Stock Plan Expense											
2376	280	458	504	66	CONF	1353	319	0	1154	1345	0	0	0	0	0	0	0	0	0	0	0	false	147	0	0	0	2059	29	134	1201	215	0	210	743	260	0	123	0	JOINT VENTURES	MISCELLANEOUS FEES		OREO EXPENSE	MISCELLANEOUS EXPENSE												
2554	0	0	9	9	CONF	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	2	0	1	4	0	-1	3	2	0	4	0				Software Maintenance													
2732	235	0	104	75	CONF	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	false	63	0	0	0	0	80	0	427	57	0	0	50	0	0	90	0				OREO Expense													
2750	39	0	52	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	32	0	26	111	0	0	0	0	61	0	0	0																	
3177	288	0	209	261	CONF	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	false	122	0	0	49	469	44	1112	1374	155	0	0	391	115	721	90	0				OCC Semi-Annual Assessment													
3252	0	0	29	0	CONF	0	0	0	166	54	34	0	0	0	0	0	0	0	0	0	0	false	37	0	0	0	0	0	0	0	40	0	0	116	0	37	0	0				Computer Exp- In House	Business Promo	Repo Exp											
3458	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0																	
3720	130	27	58	0	CONF	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	-62	0	0	151	0	59	534	0	0	0	57	125	85	74	0	Check Card Income			OD Charge Off											Removed from our book per J.W. Hunt outside audit firm		
3971	1256	0	0	0	CONF	646	0	0	2816	1146	768	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	273	0	166	803	0	0	1422	0	822	903	1121	0	Debt protection product revenues			Direct and indirect expense allocations/management fees from holding company	Employee reimbursed expenses	Lending related expenses								Other noninterest expense item that exceeds the reporting threshold:  Insurance expenses of $542 thousand.			
4156	57	0	0	0	CONF	172	0	0	114	49	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	83	0	0	207	0	0	289	91	0	141	123	0	MORTGAGE BANKING			INTERNET BANKING	TUITION & TRAINING												
4231	0	0	57	38	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	116	214	53	0	0	116	0	140	0	0																	
4437	76	0	90	0	CONF	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	false	81	0	0	0	160	0	0	453	99	0	471	61	212	171	91	0				OCC ASSESSMENTS													
4839	0	0	72	162	CONF	115	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	30	0	467	80	0	0	151	0	64	0	0	Secondary Mortgage Lending Origination Fees			Non performing asset expense						Parent holding company funds downstreamed							
5069	74	218	804	75	CONF	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	150	0	0	0	136	0	0	0	0	Letters of Credit fees																
5135	50	9	52	79	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	70	0	0	5	128	16	345	0	155	0	12	46	39	123	161	0																	
5210	291	0	276	160	CONF	91	0	0	724	220	0	0	0	0	0	0	0	0	0	0	0	false	240	0	0	0	824	0	117	261	218	0	1113	268	168	371	296	0	Credit Card Processing Income			PA Shares Tax	Net Oreo Expenses												
5461	520	0	0	0	CONF	54	160	236	227	185	554	0	0	0	0	0	0	0	0	0	0	true	0	0	0	53	37	0	0	201	134	0	363	0	156	171	278	0	INTERNET BANKING FEES	MISC FEES AND INCOME	DIVIDEND INCOME	CUSTOMER SUPPORT EXPENSES	INSURANCE EXPENSES	TRANSPORTATION EXPENSES								OREO expense is 118			
5751	49	0	39	0	CONF	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	false	42	0	0	0	90	0	0	321	33	0	95	0	0	0	90	0				Trust Accounting & Software Expense													
6039	34	0	30	0	CONF	0	0	0	127	32	0	0	0	0	0	0	0	0	0	0	0	false	29	0	0	0	0	0	0	206	28	0	0	37	0	0	0	0				LOSS ON USDA GUARANTY	OTHER REAL ESTATE EXPENSES												
6141	0	0	40	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	25	0	0	3	0	6	0	171	28	0	0	0	0	0	0	0																	
6329	341	9	35	194	CONF	40	23	0	165	717	153	0	0	0	0	0	0	0	0	0	0	false	240	0	0	0	104	22	233	0	494	0	1355	96	381	326	350	0	Exchange / Service Charges	Loan Service Charges		Education & Training	Service Fee Analysis	Donations											
7009	0	0	0	0	CONF	0	0	0	22400	1913	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Investment Advisory and Other Svc Fees	Custody Fees												
7045	48	1	68	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	54	0	0	12	0	13	54	0	45	0	305	44	0	153	45	0																	
7072	116	0	205	17	CONF	0	16	0	172	0	105	0	0	0	0	0	0	0	0	0	0	false	7	0	0	0	79	5	20	291	33	0	44	101	165	0	28	0		Gross Rent Income		Loan Expenses		Insurance Expenses											
7157	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0																	
7456	40	0	50	0	CONF	0	0	0	55	29	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	108	61	0	0	0	28	0	51	46	0				Insurance	Public Relations												
7634	0	0	32	0	CONF	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	143	33	0	0	46	0	80	0	0				Expired Blanket Bond Premium													
8033	11	47	101	55	CONF	153	0	0	158	69	44	0	0	0	0	0	0	0	0	0	0	false	30	0	0	0	36	10	0	118	30	0	0	48	30	0	0	0	ATM CHECK CARD FEE			ORE OTHER ASSET/LOSS EXPENSE ACCOUNT	CHECK CARD ATM	COMPUTER SOFTWARE LICENSE AND MAINTENANCE											
8462	0	0	54	0	CONF	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	142	38	0	250	0	0	165	0	0				Comptroller of the Currency assessments													
8631	28	0	64	2	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	14	0	0	0	45	4	90	195	9	0	0	30	0	17	0	0																	
9357	100	0	78	180	CONF	281	201	69	91	236	303	0	0	0	0	0	0	0	0	0	0	false	62	0	0	0	0	0	0	0	60	0	165	65	158	0	0	0	Special Services Fee	Wire Fees	Safekeeping Fees	Correspondent Bank Charges	Outside Vendor Services	Asset Purchase											
9553	0	0	56	0	CONF	37	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	53	0	0	65	0	0	0	0	0	29	0	0	Note Modification Fee	Prepayment Penalty Fee															
9807	537	638	173	228	CONF	185	149	226	7356	18185	2745	0	0	0	0	0	0	0	0	0	0	false	66	0	0	53	-2926	70	154	1775	155	0	0	452	373	0	139	0	LOAN INSPECTION FEES	LATE CHARGES	PREPAYMENT PENALTIES	OREO EXPENSES	OREO WRITE DOWNS	NET DERIVATIVE ACTIVITY											
9955	0	0	31	0	CONF	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	false	26	0	0	0	0	0	0	168	0	0	49	0	0	0	36	0				INTERNET BANKING													
10250	100	37	48	87	CONF	70	0	0	94	136	151	0	0	0	0	0	0	0	0	0	0	false	101	0	0	3	9	30	17	34	87	0	1148	28	83	405	82	0	Other Service Charges			Insurance Bond, D&O, Property, VSI, SBA	Technology Vendor Expense	OREO Expense				Downstream from Holding Company							
10849	69	243	0	53	CONF	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	25	0	50	300	49	0	0	85	0	0	169	0	Data Processing Income																
11145	70	43	74	5	CONF	59	120	0	69	89	0	0	0	0	0	0	0	0	0	0	0	false	67	0	0	33	0	14	396	277	39	0	0	124	28	144	57	0	45003 Other Misc Income	45004 Other Misc Asset Income		55032 Credit Collections	55034 OREO Expense												
11275	543	0	0	464	CONF	146	1338	0	292	243	229	0	0	0	0	0	0	0	0	0	0	false	442	0	0	0	656	0	0	1229	0	0	961	396	350	513	0	0	Wire Fee Income	Fraud insurance claim settlement		Insurance-related expense	Supervisory exam fees	Travel and entertainment exp											
11640	48	0	140	95	CONF	0	0	0	229	387	82	0	0	0	0	0	0	0	0	0	0	false	44	0	0	0	124	25	55	0	48	0	0	44	37	0	79	0				STATE INCOME TAX EXPENSE	TUNICA COUNTY PUBLIC IMPROVEMENT BOND	OCC ASSESSMENT											
11837	41	0	30	85	CONF	0	0	0	43	33	28	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	58	41	0	0	0	0	75	56	39	0				Item Processing	Computer Supplies	Donations											
12030	0	40	0	122	CONF	110	63	21	570	296	202	0	0	0	0	0	0	0	0	0	0	false	0	0	0	49	0	23	26	637	138	0	304	0	0	0	0	0	Appraisal Fees	Other Income	Exchange Fees	Federal Tax Credit Expense	Building Repairs and Maintenance	Equipment Repairs and Maintenance											
12142	50	2	81	7	CONF	28	0	0	139	39	29	0	0	0	0	0	0	0	0	0	0	false	55	0	0	3	129	34	70	0	71	0	136	52	50	14	53	0	gain on securities			contracted services	miscellaneous expense	insurance - other											
12179	0	0	57	0	CONF	0	52	0	32	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	27	0	0	140	0	0	35	34	0	29	0	0	Earnings on Bank Owned Life Insurance	Brokered loan origination fees		Ohio state sales taxes.	Debit card expenses.												
12311	51274	0	0	12945	CONF	23919	28174	11980	11360	37288	0	0	0	0	0	0	0	33857	0	0	0	true	11570	0	0	0	38056	0	10010	142324	0	0	94442	0	12276	0	14272	0	Operating Leas Income	Commitments / Letter of Credit Fees	Foreign Exchange Fees	Operating Lease Expense	Litigation & Settlement					FAS 123 Stock Option expense				RC-M 8b. Additional;URL's of all other public facing internet web sites that the reporting institution uses to accept or solicit deposits from the public, if any; www.banklikeafan.com, www.bigredbanking.com, www.bluejacketschecking.com, www.buckeyebanking.com, www.bulldogsbanking.com, www.cavalierbanking.com, www.clipperschecking.com, www.eaglesbanking.com, www.feartheroobanking.com, www.herdbanking.com, www.lakersbanking.com, www.monsterchecking.com, www.monsterschecking.com, www.oilerbanking.com, www.rocketsbanking.com, www.rocketsbanking.biz, www.spartansbanking.com, www.vikingsbanking.com, www.wwwhuntington.com, www.huntington.bank, www.huntingtonbanks.bank			
12647	0	0	26	29	CONF	70	35	15	52	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	6	0	166	20	0	0	54	0	0	53	0	other service charges-Comm & fees	Loan Fees Income	Other Operating Expense	Other Property Expense													
12656	3	0	36	1	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	6	0	0	0	0	2	4	7	8	0	10	10	0	5	9	0																	
12937	0	0	45	0	CONF	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	false	25	0	0	0	0	0	0	134	0	0	21	114	62	47	51	0				General Insurance													
12946	317	0	0	0	CONF	42	171	0	254	375	0	0	0	0	0	0	0	0	0	60	0	false	186	0	0	89	186	63	189	569	348	0	941	175	258	445	1245	0	Inc in value/earnings on subsidiaries	miscellaneous income		correspondent bank charges	business development 140, travel 235							adjustment for bank merger					
12955	0	0	28	0	CONF	0	0	0	45	36	122	0	0	0	0	0	0	0	0	0	0	false	63	0	0	0	0	0	109	51	94	0	0	59	0	0	75	0				Insurance	Education	Dues and Subscriptions											
13103	799	0	468	0	CONF	109	27	0	394	411	412	0	0	0	0	0	0	0	0	0	0	false	302	0	0	89	0	79	222	1833	473	0	162	0	955	498	0	0	Misc income	Elan fees		Other professional services	Misc expense	Other computer service expense											
13251	12	0	12	16	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	12	0	0	0	0	0	8	34	16	0	0	26	0	0	0	0																	
13457	0	0	0	0	CONF	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	38	0	0	32	0	0	0	0	0	0	0	0				Life Insurance Expense													
14052	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	32	0	0	151	0	0	0	27	0	99	0	0																	
14155	97	3	8	8	CONF	0	0	0	26	77	0	0	0	0	0	0	0	0	0	0	0	false	47	0	0	2	81	14	45	241	44	0	352	48	69	216	21	0				CDARS/ICS	Loan Collection Expense												
14650	0	0	0	0	CONF	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	4	38	0	0	46	30	0	52	0	0	33	0	0	Exchange and Collection Fees																
14753	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0																	
14865	254	0	109	0	CONF	145	96	0	88	135	187	0	0	0	0	0	0	3400	0	0	0	true	87	0	0	56	90	0	41	782	0	0	695	129	0	0	0	0	Mortgage Broker Fee Income	Miscellaneous Income		Armored Car Service	Deferred Compensation	Bank Business				Purchase of Bank Reale				Line item 2, additional expense >3% of RI Item 7d Added Electronic Banking $87K			
14977	27	0	115	14	CONF	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	false	11	0	0	1	0	0	0	9	16	0	0	30	0	0	8	0				INSURANCE													
16551	170	0	0	0	CONF	54	0	0	123	71	0	0	0	0	0	0	0	0	0	0	0	false	111	0	0	0	63	23	36	317	163	0	349	0	120	225	96	0	Management fees			OREO expenses	Software amortization										Prior year adjustment for adding mortgage servicing asset		
16748	0	0	30	0	CONF	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	34	0	0	147	0	0	75	63	0	64	27	0	Bank Owned Life Insurance proceeds																
16953	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0																	
17110	677	0	0	0	CONF	0	0	0	1259	522	407	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	1128	196	0	0	0	0	0	0	0				REFERRAL FEES	CUSTODIAN COSTS	TRAVEL & ENTERTAINMENT								2 o. OTHER CLIENT COSTS                                        363 2 p. CONTRIBUTIONS                                                  281 2 Q. OTHER PROFESSIONAL FEES                           252			
17147	2554	0	0	1768	CONF	778	0	0	2262	1735	0	0	0	0	0	0	0	0	0	0	0	false	1388	0	0	0	2055	0	1275	3159	996	0	9353	957	0	2260	1232	0	Derivative Hedge Income			Other Outside Services	Insurance Expense												
17259	8	8	28	59	CONF	2	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	false	18	0	0	3	52	6	116	0	32	0	0	0	0	0	0	0	ROYALTY INCOME 660000	FORFITURE INCOME 659900	OTHER MISC INCOME 689900														
17464	745	5	460	945	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	983	0	0	0	733	123	346	0	451	0	4223	431	2313	1483	602	0																	
17950	146	0	23	11	CONF	43	253	29	84	82	63	0	0	0	0	0	0	0	0	0	0	false	50	0	0	22	85	20	0	293	90	0	0	49	0	0	61	0	OTHER COMMISSIONS	RE SECONDARY LOAN FEES	OTHER INCOME	OCC ASSESSMENT	DUES AND SUBSCRIPTIONS	MISCELLANEOUS EXPENSE											
17978	11	0	99	2	CONF	37	8	4	77	80	115	0	0	0	0	0	0	0	0	0	0	false	42	0	0	11	0	11	25	347	33	0	97	54	0	8	48	0	Appraisal & Inspection Fees	Misc Operating Income	Misc Non-Operating Income	OCC Assessments	Acquisition & Retention Costs of ORE	Misc Operating/Non Operating Expense											
18050	0	0	180	262	CONF	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	false	114	0	0	0	105	0	123	119	0	0	1327	0	0	544	323	0				Business Development													
18135	0	0	0	344	CONF	0	0	0	622	124	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	106	0	0	307	0	0	0	100	0	0	0	0				Conv Credit Ins Prem Exp	FHA Title 1 Ins Prem Exp												
18377	0	0	32	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	42	0	0	0	24	0	0	0	0																	
18827	779	188	0	0	CONF	311	0	0	466	244	258	0	0	0	0	0	0	0	0	0	0	false	0	0	0	72	397	0	89	1253	0	46	1036	291	0	476	323	0	Miscellaneous Loan Fees			OREO Related Expense	PA Capital Stock Tax	Other Operating Expense											
18836	68	0	90	32	CONF	0	0	0	45	97	83	0	0	0	0	0	0	0	0	0	0	false	53	0	0	0	97	0	0	473	0	0	192	56	0	0	0	0				OTHER INSURANCE AND BONDS	HOLDING COMPANY MANAGEMENT FEES	OREO AND OTHER LOAN EXPENSES											
18854	147	0	0	177	CONF	141	0	0	109	155	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	662	113	0	96	0	0	0	0	0	Correspondent Bank Fees			Business Travel	Amortization Core Deposit  Intangible												
19356	48	0	29	2	CONF	0	0	0	25	25	0	0	0	0	0	0	0	0	0	0	0	false	35	0	0	10	15	9	24	143	29	0	0	43	0	0	0	0				Leased equipment expense	Travel expense												
19730	764	0	0	718	CONF	240	458	172	560	441	611	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	1077	179	1915	2035	561	0	701	0	489	921	775	0	ACH Origination Fees	Secondary Mortgage Miscellaneous Fees	Letter of Credit Fees	OREO Expenses	Messenger/Armored Service	Loan Administration											
19936	76	0	112	0	CONF	23	0	0	52	76	0	0	0	0	0	0	0	0	0	0	0	false	90	0	0	0	80	19	350	309	52	0	0	0	0	236	88	0	Wire transfer fees			Debit Card Fraud Losses	Deferred Compensation Expense												
19972	55	0	80	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	76	0	0	0	0	0	0	50	0	0	0	0																	
20053	0	0	0	0	CONF	0	35	0	32	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	55	0	0	0	257	0	0	0	0		Boli Insurance Income		Loan fees - Misc.													
20512	13	0	19	0	CONF	0	0	0	55	92	37	0	0	0	0	0	0	0	0	0	0	false	26	0	0	0	0	4	49	0	37	0	0	0	0	110	3	0				PA Shares Tax	Professional Services	Bank Exam											
20633	211	642	52	185	CONF	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	152	0	304	710	112	0	0	87	0	0	0	0						BUSINESS FRANCHISE											
20857	22	0	20	0	CONF	63	0	0	225	57	32	0	0	0	0	0	0	0	0	0	0	false	14	0	0	0	6	8	0	0	29	0	48	2	61	0	8	0	Granite Falls Energy distribution			Donations	PR Expense	Correspondent Bank Service Fees											
21256	1	7	9	8	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	11	2	0	34	3	0	0	0	0	0	4	0																	
21359	38	0	22	0	CONF	0	0	0	37	24	0	0	0	0	0	0	0	0	0	-1	0	false	16	-8	0	1	5	6	2	45	9	0	13	14	4	2	7	0				LOSS ON ORE	CORRESPONDENT BANK FEES							CORRECTION DUE TO ROUNDING			ERROR IN ENTRY FROM 2014 EARNINGS-CORRECTED 1/30/15		
21630	55	0	58	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	25	0	0	0	0	0	0	137	31	0	169	26	0	0	35	0																	
21658	67	0	72	49	CONF	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	false	45	0	0	31	86	0	137	138	0	0	0	60	91	96	32	0				64													
22048	70	0	1	14	CONF	62	86	0	84	76	0	0	0	0	0	0	0	0	0	0	0	false	24	0	0	17	73	18	367	307	39	0	0	85	75	208	62	0	Miscellaneous Income	Loan Processing Fees		Public Relations/Charitable Contributions	Forclosed Property												
22543	152	0	0	114	CONF	0	0	0	150	93	0	0	0	0	0	0	0	1500	0	0	0	false	0	0	0	0	0	0	0	43	72	0	0	0	0	64	0	0				online bankin	other outside services					Dividends downstreamed from CS Bancrop, our holding company							
22552	48	0	41	0	CONF	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	false	21	0	0	3	0	8	30	22	50	0	0	29	26	4	25	0				EQUIPMENT & SERVICES													
22730	41	0	116	0	CONF	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	false	48	0	0	0	65	0	0	248	41	0	247	0	55	170	70	0				Blanket Bond													
22936	121	26	0	124	CONF	0	0	0	93	149	0	0	0	0	0	0	0	2300	0	0	0	false	65	0	0	0	0	0	0	463	64	0	243	84	0	186	68	0				Expense on Other Real Estate Owned	Insurance Expense					Capital Injection from Parent Holding Company							
