"IDRSSD"	RCONHT81	RCONHT82	RCONHT83	RCONHT84	RCONHT86	RCONL191	RCONL192	RCONM288	RIADHT85	
217059	0	0	0	0	0	CONF	CONF	0	0	
218131						CONF	CONF			
218261						CONF	CONF			
218850						CONF	CONF			
218878						CONF	CONF			
219044						CONF	CONF			
219343	20161	0	21202	1311	0	CONF	CONF	0	1038	
219651						CONF	CONF			
219679						CONF	CONF			
220059						CONF	CONF			
220527	13633	4656	18475	671		CONF	CONF			
220844						CONF	CONF			
220974						CONF	CONF			
221476						CONF	CONF			
221775						CONF	CONF			
222156						CONF	CONF			
222446	0	0	0	0	0	CONF	CONF	0	0	
222558						CONF	CONF			
222754						CONF	CONF			
223005						CONF	CONF			
223322	20825	0	18733	4933	0	CONF	CONF	0	472	
223331	2071	0	2549	0	0	CONF	CONF	0	41	
223452						CONF	CONF			
223751						CONF	CONF			
223845						CONF	CONF			
224552						CONF	CONF			
224954						CONF	CONF			
225054						CONF	CONF			
225157						CONF	CONF			
225241						CONF	CONF	0		
225335						CONF	CONF			
225559						CONF	CONF			
225942						CONF	CONF			
226949						CONF	CONF			
227151						CONF	CONF			
227179						CONF	CONF			
227357						CONF	CONF			
227656	42592	37825	75635	8772		CONF	CONF		1838	
227777						CONF	CONF			
228000						CONF	CONF			
228055						CONF	CONF			
228158						CONF	CONF			
228279						CONF	CONF			
228345						CONF	CONF			
229070						CONF	CONF			
229173						CONF	CONF			
229342	0	0	0	0	0	CONF	CONF	0	0	
229454						CONF	CONF			
229801	219190		195401	32670		CONF	CONF		6713	
229913	0	0	0	0	0	CONF	CONF	0	0	
230423						CONF	CONF			
230610						CONF	CONF			
230759						CONF	CONF	0		
231149						CONF	CONF			
231279						CONF	CONF			
231336						CONF	CONF			
231671						CONF	CONF			
232258						CONF	CONF			
232847						CONF	CONF			
232856						CONF	CONF			
233031	608089	0	572786	320404	494	CONF	CONF	4761	37748	
233246						CONF	CONF			
233358						CONF	CONF			
233442						CONF	CONF			
233527						CONF	CONF			
233554						CONF	CONF			
234355	24253	3604	25327	5440	0	CONF	CONF	401	877	
234506						CONF	CONF			
234739	11559		11051	1159		CONF	CONF		305	
234841						CONF	CONF			
235174						CONF	CONF			
235231						CONF	CONF			
235316						CONF	CONF			
235446						CONF	CONF			
235530						CONF	CONF			
235558						CONF	CONF			
235950						CONF	CONF			
236153	45057	0	36511	12967	0	CONF	CONF	0	637	
236256						CONF	CONF			
236603						CONF	CONF			
236706	6488		5305	996		CONF	CONF		206	
236957	0	0	0	0	0	CONF	CONF	0	0	
237066	0	0	0	0	0	CONF	CONF	0	0	
237619						CONF	CONF			
237954						CONF	CONF			
238139						CONF	CONF			
238250						CONF	CONF			
238737						CONF	CONF			
239275	10759	0	10629	1135	0	CONF	CONF	300	308	
239556						CONF	CONF			
239613	2366		2104	629		CONF	CONF		97	
239659						CONF	CONF			
239752						CONF	CONF			
240954						CONF	CONF			
241009						CONF	CONF			
241157						CONF	CONF			
241559						CONF	CONF			
241607	828	0	840	228	0	CONF	CONF	0	57	
242257						CONF	CONF			
242444	4547	0	4547	0	0	CONF	CONF	0	15	
242949						CONF	CONF			
242958						CONF	CONF			
242976						CONF	CONF			
243375						CONF	CONF			
243414						CONF	CONF			
243955						CONF	CONF			
244037						CONF	CONF			
244149						CONF	CONF			
244158						CONF	CONF			
244251						CONF	CONF			
245016	0	0	0	0	0	CONF	CONF	0	0	
245276	24626	0	24916	10215	2411	CONF	CONF	85	0	
245351						CONF	CONF			
245557						CONF	CONF			
246022	15491	0	15480	3651	0	CONF	CONF	0	0	
246134						CONF	CONF	0		
246237						CONF	CONF			
246451						CONF	CONF			
246657						CONF	CONF			
246947						CONF	CONF			
246956						CONF	CONF			
247140						CONF	CONF			
247355	28233	0	25238	7014	0	CONF	CONF	0	0	
247476						CONF	CONF			
247551	0	0	0	0	0	CONF	CONF	0	0	
247908						CONF	CONF			
248240	27310		27692	3053		CONF	CONF		1385	
248352						CONF	CONF			
248455						CONF	CONF			
248633						CONF	CONF			
248745						CONF	CONF			
249416						CONF	CONF			
249564						CONF	CONF			
249612		35856	35856			CONF	CONF	0	3	
249658						CONF	CONF			
249957	0	0	0	0	0	CONF	CONF	0	0	
250430						CONF	CONF			
250476						CONF	CONF			
250850						CONF	CONF			
251352						CONF	CONF			
251558						CONF	CONF	0		
251745						CONF	CONF			
251857						CONF	CONF	0		
251978						CONF	CONF			
252041						CONF	CONF			
252256						CONF	CONF			
252452						CONF	CONF			
252658						CONF	CONF			
253356	0	0	0	0	0	CONF	CONF	0	0	
253468	0	0	0	0	0	CONF	CONF	0	0	
253646						CONF	CONF			
253730						CONF	CONF			
253776						CONF	CONF			
254317						CONF	CONF			
254504						CONF	CONF			
254849						CONF	CONF			
255350	0	0	0	0	0	CONF	CONF	0	0	
255547						CONF	CONF			
255556						CONF	CONF			
255574						CONF	CONF			
255659	77175		73628	8267		CONF	CONF	0	2035	
255873						CONF	CONF			
256049						CONF	CONF			
256058						CONF	CONF			
256076						CONF	CONF			
256179						CONF	CONF			
256553	1867	0	1370	1056	0	CONF	CONF	0	0	
257233						CONF	CONF			
257345						CONF	CONF			
257466						CONF	CONF			
257578						CONF	CONF			
257653						CONF	CONF			
257756						CONF	CONF			
258146						CONF	CONF			
258306						CONF	CONF			
258379						CONF	CONF			
258445						CONF	CONF			
258539						CONF	CONF			
258771	1696833	144027	1768465	513417	1192	CONF	CONF	2504	71713	
258874						CONF	CONF			
259059						CONF	CONF			
259330	0	0	0	0	0	CONF	CONF	0	0	
259442						CONF	CONF			
259956						CONF	CONF			
260055	43448	0	47098	7981	0	CONF	CONF	0	1097	
260831						CONF	CONF			
260868	0	0	0	0	0	CONF	CONF	0	0	
261146	135938	168352	292136	46253	24	CONF	CONF		8115	
261360	0	0	0	0	0	CONF	CONF	0	0	
261940						CONF	CONF			
262059						CONF	CONF			
262237						CONF	CONF			
262358						CONF	CONF			
262741						CONF	CONF			
262844						CONF	CONF			
262956						CONF	CONF			
263243						CONF	CONF	0		
263551						CONF	CONF			
263627						CONF	CONF			
264455						CONF	CONF			
264772	0	0	0	0	0	CONF	CONF	0	0	
265340						CONF	CONF			
265407	2708		2823	366		CONF	CONF		90	
265452						CONF	CONF			
265676						CONF	CONF			
266066						CONF	CONF			
266244						CONF	CONF			
266253						CONF	CONF			
266271	84428	0	189499	314678	253	CONF	CONF	563	8675	
266655						CONF	CONF			
266851						CONF	CONF			
266945						CONF	CONF			
267652						CONF	CONF			
268006	8465	0	7730	2041	0	CONF	CONF	0	257	
268136						CONF	CONF			
268677	0	0	0	0	0	CONF	CONF	0	0	
268828						CONF	CONF			
268976						CONF	CONF			
269049						CONF	CONF			
269058						CONF	CONF	0		
269571						CONF	CONF			
269759						CONF	CONF			
270148						CONF	CONF			
270353						CONF	CONF			
270504						CONF	CONF			
270531						CONF	CONF			
270652						CONF	CONF			
271136						CONF	CONF			
271275						CONF	CONF	0		
271341						CONF	CONF			
271529						CONF	CONF			
271631						CONF	CONF			
271752						CONF	CONF			
272030						CONF	CONF			
272058						CONF	CONF			
272151						CONF	CONF			
272272						CONF	CONF			
272302						CONF	CONF	0		
273336						CONF	CONF			
273550						CONF	CONF			
273653						CONF	CONF			
273662						CONF	CONF			
273840						CONF	CONF			
273859						CONF	CONF			
274025						CONF	CONF			
274052						CONF	CONF			
274164						CONF	CONF			
274548						CONF	CONF			
274641						CONF	CONF			
274829						CONF	CONF			
274856						CONF	CONF			
275255	0	0	0	0	0	CONF	CONF	0	0	
275358						CONF	CONF			
275479						CONF	CONF			
275657						CONF	CONF			
276074						CONF	CONF			
276159						CONF	CONF			
276551	0	0	0	0	0	CONF	CONF	0	0	
276579	143267	0	137911	25786	443	CONF	CONF	94	3988	
276645						CONF	CONF			
276654	0	0	0	0	0	CONF	CONF	0	0	
276850						CONF	CONF			
276953						CONF	CONF			
277053						CONF	CONF			
277240						CONF	CONF			
277277						CONF	CONF			
277679						CONF	CONF			
277736						CONF	CONF			
277820						CONF	CONF			
278078						CONF	CONF			
278153						CONF	CONF			
278256						CONF	CONF			
278555						CONF	CONF			
278733						CONF	CONF			
278751						CONF	CONF			
278818	3360	0	3360	0	0	CONF	CONF	0	127	
278872						CONF	CONF			
279105						CONF	CONF		34	
279842						CONF	CONF			
279954						CONF	CONF			
280110	317111	0	304960	58118	165	CONF	CONF	5740	10832	
280138						CONF	CONF			
280352						CONF	CONF			
280558						CONF	CONF			
282048						CONF	CONF			
282075	0	0	0	0	0	CONF	CONF	0	34	
282226						CONF	CONF			
282824						CONF	CONF			
283157						CONF	CONF			
283438						CONF	CONF			
283652						CONF	CONF			
283737						CONF	CONF			
283858						CONF	CONF			
283867	0	0	0	0	0	CONF	CONF	0	0	
284154						CONF	CONF			
284239						CONF	CONF			
284248	10661		11025	870		CONF	CONF	0	315	
284556						CONF	CONF			
284752						CONF	CONF			
284958						CONF	CONF			
285151						CONF	CONF			
285348						CONF	CONF			
285544	0	0	0	0	0	CONF	CONF	0	0	
285553	0	0	0	0	0	CONF	CONF	0	0	
285740	9625		8423	1736		CONF	CONF			
285759						CONF	CONF			
285777						CONF	CONF			
285852						CONF	CONF			
285928						CONF	CONF			
286251						CONF	CONF			
286457						CONF	CONF			
286840						CONF	CONF			
287007						CONF	CONF			
287342						CONF	CONF			
287856						CONF	CONF			
287922						CONF	CONF			
287959	0	0	0	0	0	CONF	CONF	0	0	
288152						CONF	CONF			
288358						CONF	CONF			
288376	0	0	0	0	0	CONF	CONF	0	0	
288853	49832	0	46558	5174	0	CONF	CONF	0	1663	
289056						CONF	CONF			
289225						CONF	CONF			
289515	7874		7418	456		CONF	CONF	0	8	
289702	0	0	0	0	0	CONF	CONF	0	0	
289739						CONF	CONF			
289757						CONF	CONF			
290052	0	0	0	0	0	CONF	CONF	0	0	
290230						CONF	CONF			
290249	11401		10870	1144		CONF	CONF		401	
290838						CONF	CONF			
290922						CONF	CONF			
291059						CONF	CONF			
291273						CONF	CONF			
291330						CONF	CONF			
291376						CONF	CONF			
291611						CONF	CONF			
291732						CONF	CONF			
292234						CONF	CONF			
292467	0	0	0	0	0	CONF	CONF	0	0	
292850						CONF	CONF			
292908	0	0	0	0	0	CONF	CONF	0	38	
293053	14418	0	14607	1445	0	CONF	CONF	0	397	
293352						CONF	CONF			
293437	0	0	0	0	0	CONF	CONF	0	0	
293651						CONF	CONF			
293754						CONF	CONF			
294023						CONF	CONF			
294564	109931		109891	22003	15	CONF	CONF	85	2206	
294676						CONF	CONF			
294751	0	0	0	0	0	CONF	CONF	0	0	
294779	16083	0	17743	2321	0	CONF	CONF	0	435	
294827						CONF	CONF			
295011						CONF	CONF	0		
295057						CONF	CONF			
295646						CONF	CONF			
296456						CONF	CONF			
296474						CONF	CONF			
296559						CONF	CONF			
296755						CONF	CONF			
296858						CONF	CONF			
297051						CONF	CONF			
297257						CONF	CONF			
297547						CONF	CONF			
297631						CONF	CONF			
297761						CONF	CONF			
298049						CONF	CONF			
298218						CONF	CONF			
298245	0	0	0	0	0	CONF	CONF	0	0	
299046	25478	0	23937	5057	0	CONF	CONF	100	495	
299251						CONF	CONF			
299868	0	0	0	0	0	CONF	CONF	0	0	
300009						CONF	CONF			
300036						CONF	CONF			
300063	0	0	0	0	0	CONF	CONF	0	0	
300157						CONF	CONF			
300353						CONF	CONF			
300456						CONF	CONF			
300933	34196	0	33726	5794	0	CONF	CONF	0	1196	
300942	0	0	0	0	0	CONF	CONF	0	0	
300960						CONF	CONF			
301574						CONF	CONF			
301800	27940		28869	2600		CONF	CONF	5	636	
302030						CONF	CONF			
302133						CONF	CONF			
302553						CONF	CONF			
302656	0	0	0	0	0	CONF	CONF	0	0	
303550	24847		22275	4333		CONF	CONF		935	
303653						CONF	CONF			
303701						CONF	CONF			
303747						CONF	CONF			
303952						CONF	CONF			
304155						CONF	CONF			
304173						CONF	CONF			
304520						CONF	CONF			
304575						CONF	CONF			
304762						CONF	CONF			
304913						CONF	CONF			
305059						CONF	CONF			
305077						CONF	CONF			
305152						CONF	CONF			
305237						CONF	CONF			
305433						CONF	CONF			
305442						CONF	CONF			
305648						CONF	CONF			
305750						CONF	CONF			
306056						CONF	CONF			
306140	0	0	0	0	0	CONF	CONF	0	0	
306159	0	0	0	0	0	CONF	CONF	0	0	
306270						CONF	CONF			
306337						CONF	CONF			
306908						CONF	CONF			
307062						CONF	CONF			
307334						CONF	CONF			
307361						CONF	CONF			
307679	42418		41616	7749		CONF	CONF		1063	
307932						CONF	CONF			
308256						CONF	CONF			
308340						CONF	CONF			
308836						CONF	CONF			
309150						CONF	CONF			
309655						CONF	CONF			
309851						CONF	CONF			
310071						CONF	CONF			
310754						CONF	CONF			
310950						CONF	CONF			
310978	701553		686237	142954	221	CONF	CONF	477		
311050	430	0	350	80	0	CONF	CONF	0	31	
311144						CONF	CONF			
311256						CONF	CONF			
311265	0	0	0	0	0	CONF	CONF	0	0	
311603						CONF	CONF			
311649						CONF	CONF	0		
311658						CONF	CONF			
311845	395614		372796	86627		CONF	CONF		28339	
311939						CONF	CONF			
312244						CONF	CONF			
312356						CONF	CONF			
312730	580390	0	551234	142093	9	CONF	CONF	454	22188	
313009						CONF	CONF			
313157						CONF	CONF			
313223						CONF	CONF			
313401						CONF	CONF			
313577						CONF	CONF			
314257						CONF	CONF			
314444						CONF	CONF			
315357						CONF	CONF			
315656						CONF	CONF			
316354						CONF	CONF			
316840	54714	0	46557	12653	0	CONF	CONF	1282	1483	
316859						CONF	CONF			
316934						CONF	CONF			
317258						CONF	CONF			
317342	21003		22575	2079		CONF	CONF	0	726	
317379						CONF	CONF			
317650						CONF	CONF			
318639	0	0	0	0	0	CONF	CONF	0	0	
318835						CONF	CONF			
318947	0	0	0	0	0	CONF	CONF	0	0	
318974	74991		68700	127448		CONF	CONF	151	930	
319047						CONF	CONF			
319458						CONF	CONF	0		
319551						CONF	CONF			
320034	0	0	0	0	0	CONF	CONF	0	0	
320052						CONF	CONF			
320070	0	0	0	0	0	CONF	CONF	0	0	
320119						CONF	CONF			
321152	0	0	0	0	0	CONF	CONF	0	0	
321255	0	0	0	0	0	CONF	CONF	0	0	
321273						CONF	CONF			
321330						CONF	CONF			
321947	0	0	0	0	0	CONF	CONF	0	0	
322056						CONF	CONF			
322449						CONF	CONF			
322476						CONF	CONF			
322551						CONF	CONF			
322757						CONF	CONF			
322850						CONF	CONF			
323204	20150		20484	4024		CONF	CONF		338	
323651						CONF	CONF			
324153						CONF	CONF			
324229						CONF	CONF			
324256						CONF	CONF			
324274						CONF	CONF			
324340	0	0	0	0	0	CONF	CONF	0	0	
324854						CONF	CONF			
324863	8072	0	9016	1515	0	CONF	CONF	0	0	
324975						CONF	CONF			
325141	0	0	0	0	0	CONF	CONF	0	0	
325459						CONF	CONF			
325534						CONF	CONF			
326054						CONF	CONF			
326344						CONF	CONF			
326858	2993		3126	460		CONF	CONF			
326979						CONF	CONF			
327220						CONF	CONF			
327305						CONF	CONF			
327435						CONF	CONF			
327556						CONF	CONF			
327855						CONF	CONF			
328058	0	0	0	0	0	CONF	CONF	0	0	
328357	0	0	0	0	0	CONF	CONF	0	0	
328656						CONF	CONF			
328777	1461		1136	645		CONF	CONF		116	
329149						CONF	CONF			
329345						CONF	CONF			
329550						CONF	CONF			
329952						CONF	CONF			
330239						CONF	CONF			
330248						CONF	CONF			
330855	11855	0	10914	1424	0	CONF	CONF	0	309	
330873						CONF	CONF			
330949						CONF	CONF			
331076						CONF	CONF			
331375						CONF	CONF			
331544						CONF	CONF			
331553						CONF	CONF			
331713						CONF	CONF			
332055						CONF	CONF			
332224						CONF	CONF			
332345						CONF	CONF			
332402						CONF	CONF			
332671						CONF	CONF			
332756						CONF	CONF			
333034						CONF	CONF			
333203	28435	0	26328	5424	0	CONF	CONF	0	716	
333650						CONF	CONF			
333856	0	0	0	0	0	CONF	CONF	0	0	
333940	0	0	0	0	0	CONF	CONF	0	0	
334264						CONF	CONF	0		
334648						CONF	CONF			
334657	0	0	0	0	0	CONF	CONF	0	0	
335346						CONF	CONF			
335355						CONF	CONF			
336147						CONF	CONF			
336361						CONF	CONF			
336576						CONF	CONF			
336950						CONF	CONF			
337247						CONF	CONF			
337340						CONF	CONF			
338178						CONF	CONF			
338646						CONF	CONF			
338851	0	0	0	0	0	CONF	CONF	0	0	
338945						CONF	CONF			
339054						CONF	CONF			
339072	294972		264685	122778	267	CONF	CONF	1247	16811	
339353						CONF	CONF			
339456	0	0	0	0	0	CONF	CONF	0	0	
339607						CONF	CONF			
339773	6503	0	160405	58820	0	CONF	CONF	0	348	
339858	771618	0	774689	216983	263	CONF	CONF	1111	21588	
339876						CONF	CONF			
340135	25583	0	26535	3277	197	CONF	CONF	0	790	
340144						CONF	CONF			
340256						CONF	CONF			
340443						CONF	CONF			
340742	70393	0	69313	7755	0	CONF	CONF	0	2156	
340751						CONF	CONF			
341310						CONF	CONF			
342054						CONF	CONF			
342362	0	0	0	0	0	CONF	CONF	0	0	
342410	26959	0	25123	5495	0	CONF	CONF	0	679	
342634	197265	113488	278418	196217	0	CONF	CONF	1000	9245	
343051						CONF	CONF			
343248	0	0	0	0	0	CONF	CONF	0	0	
343257						CONF	CONF			
343378						CONF	CONF			
343770						CONF	CONF			
343903						CONF	CONF			
343958						CONF	CONF			
344647						CONF	CONF			
344816	0	0	0	0	0	CONF	CONF	0	0	
344852						CONF	CONF			
345309						CONF	CONF			
345345	2733		2595	138		CONF	CONF		94	
345747	0	0	0	0	0	CONF	CONF	0	0	
345756	247641		228652	52106		CONF	CONF		6592	
345877						CONF	CONF			
346379						CONF	CONF			
346566						CONF	CONF			
346771						CONF	CONF			
347022						CONF	CONF			
347639						CONF	CONF			
347956	0	0	0	0	0	CONF	CONF	0	0	
348159						CONF	CONF			
348207	6572		2466	4104		CONF	CONF		66	
348551						CONF	CONF			
348720						CONF	CONF			
349129						CONF	CONF			
349343						CONF	CONF			
349370						CONF	CONF			
350572						CONF	CONF			
350657						CONF	CONF			
350750						CONF	CONF			
351131						CONF	CONF			
351560						CONF	CONF			
351878						CONF	CONF			
352035						CONF	CONF			
352370						CONF	CONF			
352651						CONF	CONF			
352745						CONF	CONF			
352772	126068		124162	27686		CONF	CONF	87	4340	
352820						CONF	CONF			
353238						CONF	CONF			
353546						CONF	CONF			
353555	49148		55681	11649		CONF	CONF	93	1937	
353724						CONF	CONF			
353957						CONF	CONF			
354057						CONF	CONF			
354253						CONF	CONF			
354310	33040		31949	1778		CONF	CONF	296	1305	
354552						CONF	CONF			
354851						CONF	CONF			
355120						CONF	CONF			
355559						CONF	CONF			
355858	14242		14788	1695		CONF	CONF		344	
356239						CONF	CONF			
356659						CONF	CONF			
356752						CONF	CONF			
357151						CONF	CONF			
357526						CONF	CONF			
357553						CONF	CONF			
357777						CONF	CONF			
357937						CONF	CONF			
358112						CONF	CONF			
358448						CONF	CONF			
358756						CONF	CONF			
359324						CONF	CONF			
359472						CONF	CONF			
359650						CONF	CONF			
359744						CONF	CONF			
359838	0	0	0	0	0	CONF	CONF	0	0	
360777						CONF	CONF			
361055						CONF	CONF			
361167	6557		7978	582		CONF	CONF	36	220	
361279						CONF	CONF			
361354						CONF	CONF			
361439						CONF	CONF			
361653						CONF	CONF			
362043						CONF	CONF			
362155						CONF	CONF			
362717	0	0	0	0	0	CONF	CONF	0	0	
362856						CONF	CONF			
362940						CONF	CONF			
363442						CONF	CONF			
363648						CONF	CONF			
363657						CONF	CONF			
363778						CONF	CONF			
364131						CONF	CONF			
364270						CONF	CONF	0		
364430						CONF	CONF			
364449						CONF	CONF			
364850	0	0	0	0	0	CONF	CONF	0	0	
365325	576067		484787	285194		CONF	CONF		18692	
365576						CONF	CONF			
365745						CONF	CONF			
365848						CONF	CONF			
365950						CONF	CONF			
366078						CONF	CONF			
366238						CONF	CONF			
366247	0	0	0	0	0	CONF	CONF	0	0	
366359						CONF	CONF			
366658						CONF	CONF			
366854						CONF	CONF			
367150						CONF	CONF			
367178						CONF	CONF			
367431						CONF	CONF			
367543						CONF	CONF			
367954						CONF	CONF			
368054						CONF	CONF			
368344	0	0	0	0	0	CONF	CONF	0	0	
368522						CONF	CONF			
368933						CONF	CONF			
368951	0	0	0	0	0	CONF	CONF	0	0	
369453						CONF	CONF			
369659						CONF	CONF			
370020						CONF	CONF			
370271			41484			CONF	CONF		11	
370347						CONF	CONF			
370721						CONF	CONF			
370833						CONF	CONF			
370954						CONF	CONF			
371223						CONF	CONF			
371232						CONF	CONF			
371362						CONF	CONF			
371559						CONF	CONF			
371755	0	0	0	0	0	CONF	CONF	0	0	
371849	0	0	0	0	0	CONF	CONF	0	0	
371924						CONF	CONF			
371942						CONF	CONF			
372444						CONF	CONF			
372538						CONF	CONF			
372640						CONF	CONF			
372855	0	0	0	0	0	CONF	CONF	0	0	
373058						CONF	CONF			
373115						CONF	CONF			
373272						CONF	CONF			
373553						CONF	CONF			
373601						CONF	CONF	0		
374130						CONF	CONF			
374354						CONF	CONF			
374653	34692	0	32804	4770	0	CONF	CONF	0	691	
374774						CONF	CONF			
375034						CONF	CONF			
375043	26088	0	25666	4612	0	CONF	CONF	0	569	
375379						CONF	CONF			
375502						CONF	CONF			
375566						CONF	CONF			
375650						CONF	CONF			
376237						CONF	CONF	0		
376273	20775		19146	3718		CONF	CONF	100	593	
376442	0	0	0	0	0	CONF	CONF	0	0	
376947						CONF	CONF			
377663	0	0	0	0	0	CONF	CONF	0	0	
377850						CONF	CONF			
377908						CONF	CONF			
378044						CONF	CONF			
378110						CONF	CONF			
379050						CONF	CONF			
379153						CONF	CONF			
379171						CONF	CONF			
379470						CONF	CONF			
379649	0	0	0	0	0	CONF	CONF	0	0	
379920	126817	185430	305643	28213	0	CONF	CONF	2610	5877	
380346						CONF	CONF			
380458						CONF	CONF			
380533						CONF	CONF			
380654						CONF	CONF			
380841						CONF	CONF			
380878						CONF	CONF			
380944						CONF	CONF			
381026						CONF	CONF			
381343	0	0	0	0	0	CONF	CONF	0	0	
381839						CONF	CONF			
381932						CONF	CONF			
381950						CONF	CONF			
382050						CONF	CONF	0		
382069						CONF	CONF	0		
382256						CONF	CONF			
382274						CONF	CONF			
382443						CONF	CONF			
382537						CONF	CONF			
382649	0	0	0	0	0	CONF	CONF	0	0	
382658						CONF	CONF			
382742						CONF	CONF			
382854						CONF	CONF			
384018						CONF	CONF	0		
384278	392305	266860	626006	110313	58	CONF	CONF	777	8609	
384353						CONF	CONF			
384652						CONF	CONF			
384830						CONF	CONF			
385350						CONF	CONF			
385471						CONF	CONF			
385547						CONF	CONF			
385686						CONF	CONF			
386432						CONF	CONF			
386450						CONF	CONF			
386731						CONF	CONF			
386825						CONF	CONF			
386852	0	0	0	0	0	CONF	CONF	0	0	
387055						CONF	CONF			
387671						CONF	CONF			
388155						CONF	CONF			
388258						CONF	CONF			
388557						CONF	CONF			
388744						CONF	CONF			
388753						CONF	CONF			
388874						CONF	CONF			
388940						CONF	CONF			
389059						CONF	CONF			
389358						CONF	CONF			
389376						CONF	CONF			
389826						CONF	CONF			
390336						CONF	CONF			
390372						CONF	CONF			
390840						CONF	CONF			
391418						CONF	CONF			
391557						CONF	CONF			
391575						CONF	CONF			
391959	0	0	0	0	0	CONF	CONF	0	0	
391977						CONF	CONF			
392152						CONF	CONF			
392255						CONF	CONF			
392778						CONF	CONF			
393252						CONF	CONF			
393355	0	0	0	0	0	CONF	CONF	0	0	
393850						CONF	CONF			
393953						CONF	CONF			
394156						CONF	CONF			
394259						CONF	CONF			
395238	156631	573	153968	53673		CONF	CONF	901	2947	
395274						CONF	CONF			
396057						CONF	CONF			
396244						CONF	CONF			
396253						CONF	CONF			
396356						CONF	CONF			
396954						CONF	CONF			
397456	0	0	0	0	0	CONF	CONF	0	0	
397531						CONF	CONF			
397540	14456	0	15152	2593	0	CONF	CONF	0	391	
397559						CONF	CONF			
397755						CONF	CONF			
397858						CONF	CONF			
398051	0	0	0	0	0	CONF	CONF	0	0	
398248						CONF	CONF	0		
398631						CONF	CONF			
398668						CONF	CONF			
398837						CONF	CONF			
399357						CONF	CONF			
399517	6676		5432	6705		CONF	CONF		308	
399731						CONF	CONF			
399973						CONF	CONF			
400057						CONF	CONF			
400141						CONF	CONF			
400365						CONF	CONF			
400767						CONF	CONF			
400945						CONF	CONF			
401072						CONF	CONF			
401559						CONF	CONF			
401755						CONF	CONF			
401906						CONF	CONF			
401951						CONF	CONF			
402462						CONF	CONF			
402846						CONF	CONF			
402873						CONF	CONF			
403067						CONF	CONF			
403106						CONF	CONF			
403151						CONF	CONF			
403179	6044		6176	1562		CONF	CONF	20	218	
403254						CONF	CONF			
403357						CONF	CONF			
403656						CONF	CONF	0		
403870						CONF	CONF			
403946						CONF	CONF			
404653	0	0	0	0	0	CONF	CONF	0	0	
404943						CONF	CONF			
406022						CONF	CONF			
406059						CONF	CONF			
406666						CONF	CONF			
406778						CONF	CONF			
406974						CONF	CONF			
407168						CONF	CONF			
407506						CONF	CONF			
407645						CONF	CONF			
407850						CONF	CONF			
408307	0	0	0	0	0	CONF	CONF	0	0	
408642						CONF	CONF			
408875						CONF	CONF			
409265						CONF	CONF			
410159						CONF	CONF			
410560						CONF	CONF			
410748						CONF	CONF			
410917						CONF	CONF			
410944						CONF	CONF			
411062						CONF	CONF			
411174						CONF	CONF			
411231						CONF	CONF			
411240						CONF	CONF			
411473	24962	0	21321	9444	0	CONF	CONF	0	635	
411512						CONF	CONF			
411549						CONF	CONF			
411576	0	0	0	0	0	CONF	CONF	0	0	
411624						CONF	CONF			
411651						CONF	CONF			
412153						CONF	CONF			
412452						CONF	CONF			
412555						CONF	CONF			
412667						CONF	CONF			
412751						CONF	CONF			
412845						CONF	CONF			
412872						CONF	CONF			
413141			2979	17831		CONF	CONF			
413208	26438	364871	362997	30885	748	CONF	CONF	8542	-1184	
413347	0	0	0	0	0	CONF	CONF	0	0	
413543						CONF	CONF			
413646						CONF	CONF			
413673						CONF	CONF			
413758						CONF	CONF			
413851						CONF	CONF			
414102						CONF	CONF			
414652						CONF	CONF			
414764						CONF	CONF			
414858						CONF	CONF			
415770						CONF	CONF			
415855						CONF	CONF			
416245	122215		11240	33974	535	CONF	CONF	2047	1543	
416272						CONF	CONF			
416339						CONF	CONF			
416357						CONF	CONF			
416656	0	0	0	0	0	CONF	CONF	0	0	
416674						CONF	CONF			
416973						CONF	CONF			
417626						CONF	CONF			
417710						CONF	CONF			
418100						CONF	CONF			
418249	7194	0	6708	1335	0	CONF	CONF	0	126	
418436						CONF	CONF			
418856						CONF	CONF			
419255						CONF	CONF			
419406	61159		52420	13714	186	CONF	CONF		2338	
419460						CONF	CONF			
419675						CONF	CONF			
419947						CONF	CONF			
420578						CONF	CONF			
420644						CONF	CONF			
420653	0	0	0	0	0	CONF	CONF	0	0	
420877						CONF	CONF			
421445						CONF	CONF	0		
421539						CONF	CONF			
422059	0	0	0	0	0	CONF	CONF	0	0	
422116						CONF	CONF			
422433	0	0	0	0	0	CONF	CONF	0	0	
422657						CONF	CONF			
423159						CONF	CONF			
423449						CONF	CONF			
423636						CONF	CONF			
423739						CONF	CONF			
423841						CONF	CONF			
424156						CONF	CONF			
424240						CONF	CONF			
424352						CONF	CONF			
424437	0	0	0	0	0	CONF	CONF	0	0	
424633						CONF	CONF			
425050						CONF	CONF			
425108						CONF	CONF			
425818						CONF	CONF			
425845						CONF	CONF			
425911	29294	1442	10252	3001	0	CONF	CONF	0	411	
426057						CONF	CONF			
426141						CONF	CONF			
426534	18314	0	18148	3311	0	CONF	CONF	0	725	
426758						CONF	CONF			
426945						CONF	CONF			
427241						CONF	CONF			
427353						CONF	CONF			
427858						CONF	CONF			
427960						CONF	CONF			
428060						CONF	CONF			
428462						CONF	CONF			
428471						CONF	CONF			
