"IDRSSD"	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH270	RCONH271	RCONH272	RCONH273	RCONH274	RCONH275	RCONH276	
385686																																																																																																																															312035	2521	0	881	131238	89494	83185	6309	0	30931	4792	22139	4000	0	0	21620	0	0	0	0	0	0	0	0	0	0	0	13391	93	96	349	11779	88234	50164	138944	35715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19509	19509	0	0	16017	3492	2059	1030	0	0	0	1030	88234	50164	154961	40649	0	10033	77481	40649	130357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
386432																																																																																																																															138912	744	0	0	102987	10888	1986	0	0	2838	0	0	2338	500	1997	2668	23978	16611	0	0	0	0	0	0	0	0	0	8777	0	0	0	8777	3983	2668	47457	78720	4	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	61	61	0	0	0	4776	2668	47457	78724	0	534	23729	78724	102987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
386450																																																																																																																															288900	2242	0	0	189136	21776	19901	1875	0	105064	0	83878	18747	2439	0	0	0	0	100	0	100	0	0	0	0	0	0	11819	1030	338	0	10451	20931	87267	34570	148374	629	629	0	0	0	629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5889	2945	0	0	0	2945	20931	87267	34570	152948	0	17453	17285	152948	189136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
386731																																																																																																																															231362	1372	0	110	100916	6755	3412	3343	0	154	12	142	0	0	51273	66052	24208	7364	695	0	695	0	0	0	0	0	0	6343	0	205	0	6106	54697	70972	51091	58060	17	17	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	123	0	0	0	123	54697	70972	51091	58542	0	14194	25546	58542	100806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
386825																																																																																																																															118855	291	0	0	45085	14706	11132	3574	0	898	0	898	0	0	11696	40257	462	0	1000	0	1000	0	0	0	0	0	0	3616	0	0	0	3616	22828	45729	32637	18930	333	333	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22828	45729	32637	19620	0	9146	16319	19620	45085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
386852																																																																																																																															249319	2412	0	645	142137	39438	32619	6819	0	4906	0	2688	2118	100	7185	27026	1364	13983	1029	0	1029	0	0	0	0	0	0	20058	1037	292	0	4348	41312	59932	29744	99394	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1267	634	0	0	0	297	41564	61781	29792	103164	0	12356	14896	103164	141492	60	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
387055																																																																																																																															105020	799	0	0	76699	12536	12426	110	0	0	0	0	0	0	1415	17332	2430	0	0	0	0	0	0	0	0	0	0	10103	0	158	0	9945	13841	18318	10499	61010	0	0	0	0	0	0	0	0	0	0	0	0	15	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2559	1280	0	0	0	1280	13841	18318	10499	64152	0	3664	5250	64152	76699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
387671																																																																																																																															299575	3142	0	508	210750	7040	0	227	0	0	0	0	0	0	5576	53889	1437	25	25385	0	25385	0	0	0	0	0	0	21400	29	1517	169	19685	5605	82476	68057	139852	855	855	0	0	0	855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16172	8086	0	0	3299	4787	5605	82476	71356	145494	0	16495	35678	145494	210242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
388155																																																																																																																															173058	1980	0	400	126415	4919	3853	1066	0	0	0	0	0	0	0	20883	1905	0	0	0	0	0	0	0	0	0	0	7202	251	216	0	6275	4104	22165	53370	95112	98	98	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4104	22165	53370	95210	0	4433	26685	95210	126015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
388258																																																																																																																															32520	371	0	135	18892	6241	991	5250	0	0	0	0	0	0	0	9282	0	0	152	0	152	0	0	0	0	0	0	1054	0	0	0	1009	991	14684	3775	12822	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	136	68	0	0	0	68	991	14684	3775	13024	0	2937	1888	13024	18757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
388557																																																																																																																															47451	492	0	0	41099	2631	385	2246	0	0	0	0	0	0	0	1085	0	150	0	0	0	0	0	0	0	0	0	937	0	168	108	589	385	3857	8315	34139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	3857	8315	34139	0	771	4158	34139	41099	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	68	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
388744																																																																																																																															193935	2394	0	499	151601	24104	3584	20520	0	0	0	0	0	0	1335	14436	508	0	0	0	0	0	0	0	0	0	0	11301	3	647	136	10515	4922	35603	44860	109049	128	128	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18256	9128	0	0	0	9128	4922	35603	44860	119036	0	7121	22430	119036	151102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
388753																																																																																																																															70715	335	0	0	27026	41624	40886	738	0	0	0	0	0	0	0	1620	0	0	11	0	11	0	0	0	0	0	0	1072	14	7	0	1051	41088	2376	4008	22811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	36	0	0	0	36	41088	2376	4008	23155	0	475	2004	23155	27026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
388874																																																																																																																															103833	503	0	55	35876	42318	41546	772	0	788	42	746	0	0	0	0	0	0	960	0	960	0	0	0	0	0	0	2215	0	0	0	2215	41588	2478	52491	7779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2710	1355	0	0	0	1355	41588	2478	52491	9134	0	496	26246	9134	35821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
388940																																																																																																																															88511	517	0	0	64867	5619	2839	2780	0	0	0	0	0	0	1704	20222	2236	263	0	0	0	0	0	0	0	0	0	8464	180	75	0	7603	5216	23077	14156	46890	0	0	0	0	0	0	1179	590	0	0	0	590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2702	1351	0	0	0	1351	5216	23077	14156	52583	0	4615	7078	52583	64867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
389059																																																																																																																															87157	999	0	187	64965	10686	1553	9133	0	0	0	0	0	0	2326	12441	220	0	0	0	0	0	0	0	0	0	0	4068	171	137	0	3760	4808	26426	1676	55380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1279	640	0	0	0	640	4810	26426	1676	58666	0	5285	838	58666	64778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
389358																																																																																																																															140175	925	0	0	90397	8089	0	8089	0	28803	13230	14803	270	500	0	0	0	0	14000	0	14000	0	0	0	0	0	0	2005	1229	97	0	679	14459	36989	15470	74182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2163	1082	0	0	0	1082	14459	36989	15470	75264	0	7398	7735	75264	90397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
389376																																																																																																																															52596	383	0	65	25440	9054	4960	4094	0	0	0	0	0	0	1463	8535	0	0	0	0	0	0	0	0	0	0	0	3090	3	167	189	2730	6426	12796	23645	10342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	73	0	0	0	73	6426	12796	24068	10847	0	2559	12034	10847	25375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
389826																																																																																																																															33879	78	0	0	18672	5730	3625	2105	0	0	0	0	0	0	0	6739	0	0	0	0	0	0	0	0	0	0	0	2245	0	0	0	1898	3625	8844	10871	10267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1174	587	0	0	587	0	3625	8844	11458	10526	0	1769	5729	10526	18672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		296	296	0	0	0	0	
390336																																																																																																																															366304	2393	0	0	212550	6659	2288	4371	0	0	0	0	0	0	0	126871	44079	500	7837	0	7837	0	0	0	0	0	0	25237	0	0	0	23636	2288	139079	114894	121014	286	286	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17542	8771	0	0	8771	0	2288	139079	123665	121300	0	27816	61833	121300	212550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
390372																																																																																																																															434327	1323	0	0	214753	19703	18173	1530	0	0	0	0	0	0	11798	59858	1528	22	0	0	0	0	0	0	0	0	0	7147	1472	566	783	4326	31443	61954	290458	53060	0	0	0	0	0	0	18	9	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8128	4064	0	0	0	4064	31443	61954	290458	57133	0	12391	145229	57133	214753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
390840																																																																																																																															174012	1270	0	0	146900	13869	8374	5495	0	0	0	0	0	0	1999	12626	4888	0	3000	0	3000	0	0	0	0	0	0	14330	0	426	0	11063	10373	21547	16995	123235	0	0	0	0	0	0	72	36	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13661	6831	0	0	0	6831	10373	21547	16995	131525	0	4309	8498	131525	146900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
391418																																																																																																																															196210	859	0	0	97483	9740	8182	1558	0	0	0	0	0	0	17373	68382	2833	1000	0	0	0	0	0	0	0	0	0	8142	0	913	0	7229	27679	70853	40478	60207	306	306	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3069	1535	0	0	0	1535	27679	70853	40478	63073	0	14171	20239	63073	97483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
391557																																																																																																																															34208	569	0	298	21720	2588	2120	468	0	3993	0	3993	0	0	0	0	0	0	3119	0	3119	0	0	0	0	0	0	2353	34	63	0	2256	2154	7643	10140	14648	0	0	0	0	0	0	215	108	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2154	7643	10140	14833	0	1529	5070	14833	21422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
391575																																																																																																																															711698	2001	0	0	224052	28828	3149	25678	0	170193	158570	0	0	0	210016	13669	20050	0	0	0	0	0	0	0	0	0	0	97431	515	5173	421	81300	373936	44894	96644	160871	1248	1248	0	459	0	789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3675	1838	0	0	78	1759	373936	45353	96775	163419	0	9071	48388	163419	224052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
391959																																																																																																																															65678	910	0	220	55231	1425	1077	348	0	0	0	0	0	0	0	3041	0	0	1639	0	1639	0	0	0	0	0	0	2280	219	224	0	1837	1296	7384	9061	48240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1296	7384	9061	48240	0	1477	4531	48240	55011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
391977																																																																																																																															842030	2738	0	0	559409	18001	17527	474	0	27761	0	27761	0	0	3007	172297	0	18847	0	0	0	0	0	0	0	0	0	68832	26	3355	600	54699	20560	224902	218528	369970	412	412	0	0	0	412	921	461	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17437	8719	0	0	0	8719	20560	224902	218528	392824	0	44980	109264	392824	559409	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
392152																																																																																																																															45544	671	0	245	34122	3744	3676	68	0	172	0	172	0	0	0	0	0	0	851	0	851	0	0	0	0	0	0	2192	36	96	302	1290	3712	1187	26646	14195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1897	949	0	0	0	949	3712	1187	26646	16023	0	237	13323	16023	33877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
392255																																																																																																																															83763	713	0	0	59800	7908	4391	3517	0	690	0	0	690	0	0	13849	1650	0	0	0	0	0	0	0	0	0	0	3927	0	0	0	3352	4391	17366	18621	43698	106	106	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	693	347	0	0	0	347	4391	17366	18621	44874	0	3473	9311	44874	59800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
392778																																																																																																																															447848	2973	0	0	258096	11986	8152	3834	0	4106	15	1926	2105	60	7996	189342	528	0	0	0	0	0	0	0	0	0	0	35307	33	1603	259	36496	16196	196705	89996	151253	330	330	0	0	0	330	3451	1726	0	0	0	1726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3682	1841	0	0	0	1841	16196	196705	89996	163253	0	39341	44998	163253	258096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
393252																																																																																																																															107425	791	0	0	66407	25130	0	25130	0	0	0	0	0	0	3076	13842	8888	0	10000	0	10000	0	0	0	0	0	0	1527	0	0	0	1506	3076	48972	9597	46878	25	25	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3076	48972	9597	51730	0	9794	4799	51730	66407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
393355																																																																																																																															151916	1318	0	0	111422	13990	12168	1822	0	2332	0	870	1462	0	0	15615	0	1000	4482	0	4482	0	0	0	0	0	0	6692	0	167	0	6525	12168	22956	31882	86165	376	376	0	0	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3638	1819	0	0	0	1819	12168	22956	31882	90458	0	4591	15941	90458	111422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
393850																																																																																																																															99558	1480	0	602	70148	17692	11915	5777	0	0	0	0	0	0	755	13972	0	0	572	0	572	0	0	0	0	0	0	6473	13	193	176	6091	13046	21877	11808	52748	38	38	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6894	3447	0	0	0	3447	13046	21877	11808	57280	0	4375	5904	57280	69546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
393953																																																																																																																															596134	4374	0	0	396858	30795	23528	7267	0	0	0	0	0	0	12354	143855	11012	1	0	0	0	0	0	0	0	0	0	16501	98	814	101	15488	48676	151936	112019	280974	895	895	379	0	0	516	290	145	133	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7923	3962	946	0	1722	1294	50134	151936	113741	292326	0	30387	56871	292326	396858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
394156																																																																																																																															117393	1151	0	134	81388	8504	7384	1120	0	0	0	0	0	0	5231	6598	101	0	6351	0	6351	0	0	0	0	0	0	7408	227	243	24	6914	18852	17703	15650	65413	57	57	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3941	1971	0	0	0	1971	18852	17703	15650	68463	0	3541	7825	68463	81254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
394259																																																																																																																															424905	3951	0	322	290358	6777	3406	3371	0	0	0	0	0	0	46835	128727	3509	0	0	0	0	0	0	0	0	0	0	17762	0	1652	34	11381	50241	134195	11170	230881	287	287	4	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9322	4661	0	0	0	4661	55701	134195	11932	248805	0	26839	5966	248805	290036	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
395238																																																																																																																															31361457	257764	0	0	27715179	1001150	766581	234569	0	0	0	0	0	0	237788	3848535	115	20131	21281	0	21281	0	7672	0	0	0	0	1630745	96002	79034	6711	1318080	1391575	4318065	3753210	21929640	138699	138699	18875	58984	0	60840	93548	46774	0	572	0	46202	3046	609	0	0	0	609	0	0	0	0	0	0	0	0	0	0	0	0	4702355	2351178	0	0	0	2351178	1574186	4404094	3753210	24689724	0	880819	1876605	24689724	27715179	7736	24196	24196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
395274																																																																																																																															183142	1084	0	0	130810	13428	12455	973	0	2951	0	996	0	1955	262	16930	0	2048	0	0	0	0	0	0	0	0	0	10195	0	1138	0	8964	12717	20037	55584	94662	0	0	0	0	0	0	47	24	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12717	20037	56270	96461	0	4007	28135	96461	130810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
396057																																																																																																																															66453	697	0	29	53462	10011	1261	8750	0	0	0	0	0	0	1155	4123	458	392	0	0	0	0	0	0	0	0	0	3044	0	0	0	2476	2416	15315	5638	42366	64	64	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4036	2018	0	0	0	2018	3204	16013	5638	45697	0	3203	2819	45697	53433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
396244																																																																																																																															306449	2998	0	440	204628	23585	22779	806	0	0	0	0	0	0	523	42299	22956	0	21000	0	21000	0	0	0	0	0	0	14990	0	623	0	11290	23302	64728	116333	86410	428	428	0	0	0	428	257	129	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24161	12081	0	0	0	12081	23302	79752	116333	103308	0	15950	58167	103308	204188	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
396253																																																																																																																															218274	1389	0	0	119659	11390	8996	2394	0	0	0	0	0	0	13208	82971	1603	0	6420	0	6420	0	0	0	0	0	0	13778	782	585	70	9585	26445	93188	15269	83498	570	570	375	0	0	195	10	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2968	1484	0	0	0	1484	26820	93188	15541	86303	0	18638	7771	86303	119659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
396356																																																																																																																															45767	270	0	0	22455	8245	7868	377	0	0	0	0	0	0	1583	8705	2025	0	4361	0	4361	0	0	0	0	0	0	992	0	52	0	883	9451	13834	8823	14001	200	200	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	51	0	0	0	51	9451	13834	8823	15018	0	2767	4412	15018	22455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
396954																																																																																																																															241973	1538	0	126	112958	8691	6378	2313	0	0	0	0	0	0	28183	94425	1109	2006	275	0	275	0	0	0	0	0	0	9842	0	499	0	8533	36292	105747	27054	76383	201	201	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3770	1885	0	569	0	1316	36396	107045	27054	78022	0	21409	13527	78022	112832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
397456																																																																																																																															122868	1079	0	175	72291	9494	1898	7596	0	0	0	0	0	0	186	47923	639	0	0	0	0	0	0	0	0	0	0	5226	483	0	0	4743	5316	55519	9817	54698	0	0	0	0	0	0	0	0	0	0	0	0	432	86	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	2987	1494	0	0	0	1494	5316	55519	9817	56278	0	11104	4909	56278	72116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
397531																																																																																																																															777725	5732	0	0	521430	128990	88455	40535	0	10478	2836	7583	0	0	25494	152811	0	0	0	0	0	0	0	0	0	0	0	40180	84	1298	95	38656	116869	202227	53251	395149	903	903	218	0	0	685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46548	23274	0	0	0	23274	117087	202227	53251	425859	0	40445	26626	425859	521430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
397540																																																																																																																															1322790	13535	0	427	1061268	114515	92020	22495	0	134467	9563	82316	42488	0	9485	89069	0	0	0	0	0	0	0	0	0	0	0	93173	1515	2108	0	57634	125618	234182	206264	673544	3746	3746	0	0	0	3746	4778	2389	0	0	0	2389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118484	59242	0	0	62	13608	125618	234182	207287	711731	0	46836	103644	711731	1060841	3055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
397559																																																																																																																															284803	2931	0	26	232401	3057	1207	1850	0	8625	3391	3087	2147	0	16780	1923	273	0	193	0	193	0	0	0	0	0	0	16860	53	1288	234	15236	21431	13032	65871	179825	1849	1849	0	0	0	1849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	866	866	0	0	866	0	6212	3106	0	0	967	2139	21431	13032	67755	183998	0	2606	33878	183998	232375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
