"IDRSSD"	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH270	RCONH271	RCONH272	RCONH273	RCONH274	RCONH275	RCONH276	
255574																																																																																																																															824014	4947	0	0	577812	29639	24512	5127	0	0	0	0	0	0	19676	145236	0	10166	0	0	0	0	0	0	0	0	0	74615	1861	5881	1825	57594	46049	165504	237968	320983	1719	1719	0	0	0	1719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99675	49838	31366	0	914	8703	77415	165504	238882	331661	0	33101	119441	331661	577812	256	0	0	0	0	0	0	0	0	0	0	0	0	890	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
255659																																																																																																																															4026669	38830	0	5113	2697420	257749	212919	44830	0	0	0	0	0	0	176446	982454	21362	0	0	0	0	0	0	0	0	0	0	147643	6028	5064	123	95903	418288	1042623	581785	1966047	17876	17876	6449	0	0	11427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37664	37664	0	0	37664	0	316980	158490	0	23	81830	74916	569584	1042655	706242	2085014	0	208531	353121	2085014	2692307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
255873																																																																																																																															143256	1339	0	207	90600	9421	9245	176	0	1420	18	1402	0	0	394	133	0	0	0	0	0	0	0	0	0	0	0	10909	20	547	102	7643	9677	2258	91310	38749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12530	6265	0	0	6265	0	9677	2258	97604	38749	0	452	48802	38749	90393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
256049																																																																																																																															7863	47	0	0	3621	3943	3732	211	0	0	0	0	0	0	0	0	0	0	480	0	480	0	0	0	0	0	0	101	49	0	0	52	3781	691	0	3438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	91	0	0	90	0	3781	691	90	3438	0	138	45	3438	3621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
256058																																																																																																																															411203	2839	0	0	277330	12284	5459	6825	0	0	0	0	0	0	2109	88568	28911	9406	4746	0	4746	0	0	0	0	0	0	13932	344	567	1629	11294	11506	100706	118422	173620	229	229	0	0	0	229	798	399	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9713	4857	0	0	0	4857	11506	100706	118422	180639	0	20141	59211	180639	277330	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
256076																																																																																																																															104618	835	0	30	64413	2870	684	2186	0	0	0	0	0	0	1045	9107	1041	0	0	0	0	0	0	0	0	0	0	7074	0	181	0	6893	2101	12123	59955	31080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	52	0	0	0	52	2101	12123	59955	31269	0	2425	29978	31269	64383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
256179																																																																																																																															80735	864	0	90	63420	6341	1881	250	4210	5352	991	3252	993	0	0	7582	0	118	7403	0	0	7403	0	0	0	0	0	3806	41	0	0	3765	3968	19386	993	57254	0	0	0	0	0	0	154	77	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1916	958	0	0	0	958	3968	19386	993	58872	0	3877	497	58872	63330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
256553																																																																																																																															2567120	30369	0	2741	2210247	168698	140850	27848	0	0	0	0	0	0	20280	201302	14971	167	0	0	0	0	0	0	0	0	0	146465	2205	11042	72	126741	163335	240192	134837	1993956	9122	9122	0	0	0	9122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163335	240192	134837	2003078	0	48038	67419	2003078	2207506	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
257233																																																																																																																															535224	3441	0	0	364819	25142	14366	10776	0	0	0	0	0	0	1693	67582	58302	0	10000	0	10000	0	0	0	0	0	0	40098	21	1031	844	27467	21016	93569	149575	265679	820	820	0	0	0	820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21016	93569	149575	266499	0	18714	74788	266499	364819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
257345																																																																																																																															200412	1696	0	444	100186	22560	15345	7342	0	0	0	0	0	0	3597	61619	555	250	500	0	500	0	0	0	0	0	0	4831	93	501	6	4231	19378	81895	37450	63990	481	481	0	0	0	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19378	81895	37450	64471	0	16379	18725	64471	99742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
257466																																																																																																																															111644	421	0	0	53656	13115	12486	629	0	0	0	0	0	0	27094	30412	0	0	0	0	0	0	0	0	0	0	0	1841	117	298	0	1014	42509	31339	5311	16043	628	628	0	0	0	628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	952	476	0	0	0	476	42509	31339	5311	17147	0	6268	2656	17147	53656	0	0	0	0	0	0	0	0	0	0	0	0	0	412	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
257578																																																																																																																															442823	2061	0	0	276038	20522	4893	15629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42642	0	4257	1085	36015	4893	19886	327760	91059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2954	2954	0	0	0	2954	0	0	0	0	0	0	28332	14166	0	0	0	14166	4893	19886	327760	108179	0	3977	163880	108179	276038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
257653																																																																																																																															53719	482	0	182	24078	6699	4393	2306	0	0	0	0	0	0	3569	16862	293	0	7841	0	7841	0	0	0	0	0	0	390	10	103	2	275	7972	27772	1023	17710	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	13	0	0	0	13	7972	27772	1023	18012	0	5554	512	18012	23896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
257756																																																																																																																															184114	2115	0	0	174396	7662	3717	3945	0	0	0	0	0	0	7431	21833	0	500	4	0	4	0	0	0	0	0	0	10803	205	217	0	9918	11353	28290	26567	118954	0	0	0	0	0	0	1134	567	0	0	0	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10116	5058	0	0	0	5058	18200	28290	26567	128643	0	5658	13284	128643	174396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
258146																																																																																																																															37579	131	0	0	23237	4842	3149	1693	0	0	0	0	0	0	286	5646	477	95	0	0	0	0	0	0	0	0	0	1227	6	113	21	920	4224	9144	6730	17592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	677	339	0	192	0	147	4224	9336	6730	17975	0	1867	3365	17975	23237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
258306																																																																																																																															441881	3066	0	0	327150	15913	6478	9435	0	1728	4	1724	0	0	1504	16412	0	0	25	0	25	0	0	0	0	0	0	25361	0	2318	0	17749	7986	29914	174303	227484	78	78	0	0	0	78	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7986	29914	174303	227563	0	5983	87152	227563	327150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
258379																																																																																																																															103397	1336	0	464	69685	5280	1100	4180	0	0	0	0	0	0	1377	5108	864	0	0	0	0	0	0	0	0	0	0	7448	0	133	0	7326	2477	10172	56299	36025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8201	4101	0	0	2753	1348	2477	10172	59887	37515	0	2034	29944	37515	69221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
258445																																																																																																																															649990	5676	0	0	567814	57727	56185	1542	0	155	0	155	0	0	20274	37548	0	17110	0	0	0	0	0	0	0	0	0	23354	0	602	0	21568	76459	39847	36121	491911	70	70	0	0	0	70	1172	586	0	0	0	586	0	0	0	0	0	0	0	0	0	0	0	0	7803	7803	0	0	7803	0	50298	25149	0	0	0	25149	76459	39847	43924	521800	0	7969	21962	521800	567814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
258539																																																																																																																															85432	626	0	0	60317	10688	8322	2366	0	0	0	0	0	0	794	15551	0	0	0	0	0	0	0	0	0	0	0	1219	0	0	0	1219	9116	17917	11806	47496	50	50	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5524	2762	0	0	0	2762	9116	17917	11806	50817	0	3583	5903	50817	60317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
258771																																																																																																																															7002549	41469	0	0	5121575	52749	36847	15902	0	71283	2271	55185	11699	2128	98721	469999	270688	27767	0	0	0	0	0	0	0	0	0	610315	314	45474	6375	383907	139984	756961	2760585	3228542	12028	12028	0	0	0	12028	50	25	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	22474	22474	0	0	0	22474	353671	176836	0	0	0	176836	177753	756961	2760585	3547884	0	151392	1380293	3547884	5121575	19754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
258874																																																																																																																															75016	211	0	0	31304	10554	8933	1621	0	224	178	46	0	0	0	10209	0	0	0	0	0	0	0	0	0	0	0	1032	47	193	165	627	9158	12086	50546	3599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	0	0	30	0	9158	12086	50576	3599	0	2417	25288	3599	31304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
259059																																																																																																																															106347	612	0	0	73786	4443	3224	1219	0	0	0	0	0	0	0	27690	8839	1550	1187	0	1187	0	0	0	0	0	0	3092	1	375	101	2612	3380	30471	20463	50831	15	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6520	3260	111	0	68	2781	3492	30471	20531	53713	0	6094	10266	53713	73786	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
259330																																																																																																																															791612	5055	0	0	555799	49597	43111	6486	0	21462	1610	19422	430	0	5803	125069	375	4408	8354	0	8354	0	0	0	0	0	0	64845	52	1053	261	44891	54149	160384	109968	452965	180	180	0	0	0	180	784	392	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69625	160384	109968	455782	0	32077	54984	455782	555799	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
259442																																																																																																																															364816	5187	0	1510	294188	19311	7806	11505	0	3300	0	0	0	3300	3398	29072	2035	0	6191	0	6191	0	0	0	0	0	0	14388	17	856	13	7555	11481	49713	91491	210702	307	307	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26855	13428	0	0	0	13428	11481	49713	91491	228206	0	9943	45746	228206	292678	0	0	0	0	0	0	0	0	0	0	0	0	0	5947	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
259956																																																																																																																															123570	572	0	0	81714	4383	2502	1881	0	0	0	0	0	0	999	21408	29957	2055	0	0	0	0	0	0	0	0	0	6684	238	247	0	6199	3739	23536	50054	46793	0	0	0	0	0	0	743	372	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2843	1422	0	0	0	1422	3739	23536	50054	50661	0	4707	25027	50661	81714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
260055																																																																																																																															3706400	28506	0	0	2723159	369245	329884	39361	0	543042	36483	294791	152275	59493	0	187825	0	0	0	0	0	0	1266	0	0	0	0	196359	323	2405	2759	129850	366690	530504	786684	1971312	2173	2173	0	2173	0	0	8367	4184	0	4183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71786	71786	0	0	71786	0	222714	111357	0	0	766	110466	405757	538778	859286	2104589	0	107756	429643	2104589	2723159	1266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
260831																																																																																																																															79062	923	0	172	60111	7058	6743	315	0	0	0	0	0	0	3310	1188	0	500	0	0	0	0	0	0	0	0	0	2487	8	62	140	2277	10061	1565	19027	49236	106	106	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	855	428	0	0	0	428	10061	1565	19027	50099	0	313	9514	50099	59939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
260868																																																																																																																															1465892	6286	0	0	1131662	88951	65125	23826	0	0	0	0	0	0	12335	158843	270	5667	0	0	0	0	0	0	0	0	0	106881	5	0	0	68710	77465	186614	276584	883769	29	29	0	0	0	29	518	259	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94378	47189	0	0	0	47189	77465	186614	276584	942394	0	37323	138292	942394	1131662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
261146																																																																																																																															268405	1446	0	0	170353	6202	544	5658	0	0	0	0	0	0	630	21877	1000	0	16399	0	16399	0	0	0	0	0	0	21303	2	1548	7	16559	1176	47538	135659	82632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13703	6852	0	0	0	6852	1176	47538	135659	92790	0	9508	67830	92790	170353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
261360																																																																																																																															585429	4286	0	0	403513	66820	5690	61130	0	3347	0	0	2720	627	57083	18299	21329	967	0	0	0	0	0	0	0	0	0	34235	0	0	0	33068	62773	79429	146237	293427	0	0	0	0	0	0	375	188	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11164	5582	0	0	47	5535	62773	79429	146400	302226	0	15886	73200	302226	403513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
261940																																																																																																																															638158	5729	0	0	517925	17550	9692	7858	0	56991	0	43373	13618	0	2434	26335	2580	0	9250	0	9250	0	0	0	0	0	0	41834	12	1701	612	33604	12138	88517	130214	394129	3240	3240	0	0	0	3240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11572	5786	0	0	0	4317	12138	88517	130809	410647	0	17703	65405	410647	517925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
262059																																																																																																																															386335	4368	0	561	304657	30899	4647	26252	0	0	0	0	0	0	4507	29836	2282	0	0	0	0	0	0	0	0	0	0	25383	0	383	0	24999	10968	60510	85950	228943	179	179	0	0	179	0	200	100	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15963	7982	0	0	0	7982	10968	60510	86129	241373	0	12102	43065	241373	304096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
262237																																																																																																																															202836	2179	0	342	146951	29897	22010	7887	0	0	0	0	0	0	3218	9520	6432	4092	0	0	0	0	0	0	0	0	0	6599	37	628	80	4052	26608	18035	43842	114902	190	190	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13772	6886	0	0	6886	0	26608	22341	50728	115092	0	4468	25364	115092	146609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
262358																																																																																																																															287116	2000	0	0	229747	8910	2721	6189	0	845	0	845	0	0	665	16046	646	0	5	0	5	0	0	0	0	0	0	34301	776	1217	222	27449	7114	24302	66721	184895	0	0	0	0	0	0	397	199	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7114	24302	67001	188972	0	4860	33501	188972	229747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
262741																																																																																																																															203870	1762	0	0	150847	5291	4750	541	0	3520	0	2148	1372	0	258	27750	2106	0	0	0	0	0	0	0	0	0	0	15221	0	1110	0	13574	5008	31549	61521	106477	0	0	0	0	0	0	201	101	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5816	2908	0	0	0	2908	5008	31549	61521	112214	0	6310	30761	112214	150847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
262844																																																																																																																															786355	10771	0	3399	589615	26184	11838	14346	0	0	0	0	0	0	4230	153279	11037	0	4444	0	4444	0	0	0	0	0	0	40044	20	15265	0	13391	19600	202683	86554	470019	1437	1437	0	0	0	1437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29429	14715	0	0	0	14715	19600	202683	86554	490787	0	40537	43277	490787	586216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
262956																																																																																																																															142963	1897	0	601	103645	4043	1102	2941	0	523	0	493	30	0	499	30123	7536	1803	0	0	0	0	0	0	0	0	0	10595	0	0	0	8660	1601	33557	27416	79231	662	662	0	0	0	662	0	0	0	0	0	0	1135	227	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	872	436	0	0	0	436	1601	33557	27416	80870	0	6711	13708	80870	103044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
263243																																																																																																																															442150	4232	0	359	309915	12464	7684	4780	0	28168	1	6710	21457	0	26695	45841	0	8441	0	0	0	0	0	0	0	0	0	23337	173	2213	503	19694	34553	61440	137133	212968	187	187	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24794	12397	0	0	0	12397	34553	61817	137133	227639	0	12363	68567	227639	309556	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
263627																																																																																																																															155113	696	0	0	81147	21282	17950	3332	0	31839	2535	20210	9093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13471	211	940	98	11245	20696	24482	74507	33527	0	0	0	0	0	0	179	90	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20696	24482	74647	35520	0	4896	37324	35520	81147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
264455																																																																																																																															470734	3285	0	0	265645	20287	13564	6719	4	0	0	0	0	0	7979	142266	1256	0	0	0	0	0	0	0	0	0	0	17763	0	0	0	17763	26345	148985	140040	161054	133	133	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8151	4076	0	0	2437	1639	26345	148985	142477	164513	0	29797	71239	164513	265645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
264772																																																																																																																															1258157	7561	0	0	943994	53769	52195	1574	0	0	0	0	0	0	44360	146276	7746	23396	0	0	0	0	0	0	0	0	0	52039	0	2294	0	47158	96555	164937	202427	789751	27	27	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105593	164937	203176	789778	0	32987	101588	789778	943994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
265340																																																																																																																															240787	1788	0	0	161425	5084	2240	2844	0	1	0	1	0	0	0	31635	41496	0	0	0	0	0	0	0	0	0	0	12980	0	523	0	12447	2240	35003	111472	92074	294	294	0	0	0	294	237	119	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1759	880	0	0	0	880	2240	35003	111472	93758	0	7001	55736	93758	161425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
265407																																																																																																																															1639101	11410	0	0	1307979	33949	17626	16323	0	6396	0	6396	0	0	0	160806	6187	17027	0	0	0	0	0	0	0	0	0	103621	18	7180	1360	65125	18542	194273	510352	872242	116	116	0	0	0	116	2362	1181	0	0	0	1181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178664	89332	0	0	35517	26224	85781	194273	546242	905793	0	38855	273121	905793	1307979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
265452																																																																																																																															85407	617	0	0	50091	1353	616	737	0	13926	19	10440	3334	133	394	17113	4104	179	4768	0	4768	0	0	0	0	0	0	3417	0	786	0	1891	1029	33844	18506	31730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1104	552	0	0	552	0	1029	34346	19058	33399	0	6869	9529	33399	50091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
265676																																																																																																																															94170	1357	0	681	54155	11394	9745	1649	0	0	0	0	0	0	1768	11909	250	0	1415	0	1415	0	0	0	0	0	0	6914	35	800	43	6033	13827	15773	34664	29651	107	107	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13827	15773	34664	30432	0	3155	17332	30432	53474	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
266066																																																																																																																															226100	2305	0	233	165759	16756	6784	9972	0	2963	0	2670	293	0	3769	30262	7347	0	1000	0	1000	0	0	0	0	0	0	11554	60	2090	0	9404	10613	50968	24126	141388	792	792	0	0	0	792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10613	50968	24126	142180	0	10194	12063	142180	165526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
266244																																																																																																																															163479	1839	0	214	129986	17173	12046	5127	0	0	0	0	0	0	3940	15045	241	0	0	0	0	0	0	0	0	0	0	10877	9	878	107	10143	15995	21050	34751	93540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	21	0	0	0	21	0	0	0	0	0	0	10172	5086	0	0	0	5086	15995	21050	34751	99697	0	4210	17376	99697	129772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
