"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCFDLB56	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	RCONLB56	TEXT3552	TEXT3553	TEXT3554	
101952														282		0	0					25	257	0							
102333														168		0	30					33	105	0							
102342														1401		134	133					824	310	0							
102539														61		42	0					19	0	0							
102557														218		44	0					114	60	0							
102874														2010		1512	35	1105	328			192	271	0				Suspense Account			
103134														60	0	0	12	0	0	0	0	32	16	0	0	0	0				
104234														452		265	0					19	168	0							
104542														388		252	1					135	0	0							
104971														22		6	0					1	15	0							
105026														3028		1462	0					245	1303	18							
105473														13004		7414	0					96	5104	390							
105530														2637		2267	0					52	318	0							
106359														12059		8224	0		2069			374	2461	1000		4561		Nonrefundable loan fees			
106452														1489		634	0					19	697	139							
106676														50		6	0					4	38	2							
107244														271373	0	103059	43432	0	0	0	0	10298	36911	77673	0	0	65451				
107459														50		0	7					17	26	0							
107570														2913		1714	0					361	838	0							
107758														370		318	0					24	28	0							
108072														580		47	0					11	476	46							
108269														2054		2041	0					11	2	0							
108652														74		64	0					10	0	0							
108746														74		0	0					33	41	0							
108951														4584		2862	141					641	940	0							
109136														1422		500	124					260	538	0							
109154														172		0	0					84	88	0							
109453														616		13	144					293	166	0							
109574														2253		1567	0					7	679	0							
109659														3587		3352	0					136	99	0							
110413														1476		705	0	164				23	748	0	541						
110936														3013		238	0					158	2327	290							
110945														402		3	0					66	333	0							
110972														173		26	89					25	33	0							
111157														459	0	175	224	42	0	0	0	60	0	0	133	0	0				
111205														2609		12	0					59	1160	1378							
111942														3352		2103	0					220	1029	0							
111979														4960		783	0					99	4078	0							
112163														20217		17547	0					1286	1384	0	4337		11385				
112332														453		253	0					141	59	0							
112444														837		331	0					199	307	0							
112510														281		0	0					47	234	0							
112556														636		363	122					73	78	0							
112837	7418512	0	5852576	0	0	0	0	0	1275643	222435	0	0	1690528									67858									
113003														25024		5842	19096		3521	2011		1	85	0	305			Pension 87	Fasb 106		
113030														296		0	0					161	135	0							
113441														4423		648	0					235	3540	0							
113601														6789		4405	0					157	1452	775							
113740														2746		423	0					700	1623	0		423					
113937														1389		0	0					121	1268	0							
114149														2461		23	59					122	2257	0							
114251														431		268	0					98	65	0							
114260														29590	0	5075	10631	0	3177	0	0	328	12656	900	0	0	1684	Trade date purchased loans government guaranteed			
114457														183		8	0					137	38	0							
114774														994		1	787					25	181	0							
114840														1625		715	0					80	830	0							
114859														90		3	4					26	57	0							
115146														286		36	0					123	127	0							
115575														6469		4996	0					0	1191	282							
116358														81		15	0					50	16	0							
116554														313		181	23					2	107	0							
116741														264		0	28					155	81	0							
117038														2081	180	1496	0	0	12	0	0	276	309	0	1304	0	0	Dealer Reserve			
117074														2879		2807	0					1	71	0							
117458														5014		2969	0					522	1498	25							
117775														2631	0	1993	0	56	1936	0	0	13	625	0	0	0	0	Factor Client Reserve			
118156														2674		1793	49					298	534	0							
118660														173		3	0					0	170	0							
118736														2246		1626	320					85	215	0							
119153														458		334	0					54	29	41	105						
119528														13364		2926	0					586	9852	0							
119779														3901		0	0					1	3555	345							
119872														2498		2358	0					6	76	58							
120476														93		11	0					68	14	0							
120542														408		0	0					336	72	0							
120609														25806		24228	0					1	1294	283							
120953														1692		2	876					199	615	0							
121642														12562	0	902	2947	0	0	0	0	975	7738	0	0	902	0				
121651														4982		2998	800					204	980	0							
121914														1082		978	0					97	7	0							
122153														150		0	0					53	97	0							
122546														126		11	0					75	40	0							
122854														96923		71789	0					4479	20655	0		24462	27678				
123075														218		96	0					58	64	0							
123374														149		78	0					56	15	0							
124344														3185		1902	0					874	409	0							
124830														881		719	0					121	41	0							
125154														8845		5930	0		5930			36	2879	0				RETIREMENT BENEFIT OBLIGATION			
125471														582516		481586	12286			242598		4144	77751	6749				Credit balance due - factors	CRA LIHTC Payable	Other Liab. - Operating Lease Liablitiy	
125855														2780		0	0					124	2656	0							
125873														109		0	0					1	108	0							
125958														103		0	62					39	2	0							
126012														8790		6005	0					124	2661	0							
126049														120		0	0					52	68	0							
126375														556		294	0					100	162	0							
126553														985		640	0					55	290	0							
126834														5790		2368	0					1484	1938	0							
127055														182		0	0					132	50	0							
127224														458		0	0					100	358	0							
128258														59		0	5					20	34	0							
128904														340560		194023	0					779	136712	9046		51932	93301				
129349														1390		944	37					106	275	28							
129358														386		130	14					60	182	0							
129479														4915		3143	146					74	1435	117							
129732														33905	0	6433	0	6002	0	0	0	1854	24260	1358	0	0	0				
129853														954		28	106					328	492	0							
129910														2816		1154	0					391	1271	0							
130345														4824		675	0					74	4075	0							
130541														64748		53319	1150	3385				2283	7996	0	426						
130813														2857		2295	17					154	391	0							
131034														3811		3366	0					183	174	88							
131173														6484		4072	0					505	1907	0							
131436														3164	0	2229	0	0	0	0	0	54	881	0	1969	0	0				
131650														85324		53710	0		21114			8529	21958	1127			24036	FDIC Clawback Liability			
131717														319	0	72	0	0	0	0	0	14	233	0	0	0	0				
131940														145		0	0					47	98	0							
132107														26864		16008	0					312	9764	780							
132451														125		24	5					81	15	0							
132554														9612	0	7682	0	0	0	0	0	536	1394	0	1088	0	0				
132778														367		238	0					1	127	1							
132938														232		0	57					83	92	0							
133579														8124	1100	7639	459	0	1738	1214	0	25	1	0	1158	0	0	POST RETIREMENTS	ACCRUED EXPENSES		
133850														15215		19	5669					1051	8476	0							
133971														6992		6239	0					60	693	0							
134156														1139		42	520					102	475	0							
134437														7680	0	5414	0	0	0	0	0	556	1710	0	5107	0	0				
134455														986		676	0					177	133	0							
134848														733		138	0					227	368	0							
135836														378		0	0					52	326	0							
135854														342		29	57					226	30	0							
136048														1208		713	0					171	324	0							
136338														5246		1379	0					104	3763	0							
136459														468		226	126					90	26	0							
136655														649		327	7					197	118	0							
137205														9563		4681	0					127	3706	1049							
137447														2923		1766	0					158	999	0							
137456														200		0	0					29	171	0							
137559														437		195	0					181	61	0							
137643														981		252	381					118	230	0							
137652														41578	0	31054	2571	0	17283	0	0	3	7950	0	0	0	0	A/P Refi's			
137915														72952		12889	39135	9901				116	18524	2288							
138051														618		0	58					339	221	0							
138257														55		8	0					47	0	0							
138556														1196		1011	0					46	139	0							
139133														2457		1475	0					91	891	0	1475						
139478														1287		293	0					1	908	85							
139553														6550		506	1548					784	3712	0							
139656														23916	0	11567	1012	6234	0	0	0	3422	7915	0	0	0	3964				
139740														41945		35349	0					1632	4964	0		26171					
139834														286		0	10					100	176	0							
139843														24991		16892	4125		5774			398	3576	0		5798		LIH Commitment	Commitment to Purchase Securities		
139955														303		167	0					61	75	0							
140157														1233		28	777					105	323	0							
140362														18533	0	14752	0	0	5958	0	0	52	3122	607	0	4497	4255	Payable for pending FNMA purchase			
140634														159		1	0					82	76	0							
141211														6325		5345	0					609	371	0							
141341														1566		665	0					27	863	11							
141350														1574		1369	0					186	19	0				DEFINED BENEFIT PLAN UNFUNDED			
141556														18350		10931	0		4212			5125	1532	762				Loss Share True Up			
141677														735		300	9					10	416	0							
141958														418		0	0					140	278	0							
142049														478		0	0					87	391	0							
142179														1555		1105	0					42	408	0							
142955														4182		3248	0					450	484	0							
143372														946		802	0					10	134	0							
143662														405388		311106	4720					6120	62515	20927			123325				
143859														676		70	20					386	200	0							
143952														265		5	0					21	239	0							
144034														2620		1243	0					353	1024	0							
144052														2238		1150	0					120	968	0							
144155														580		0	0					50	530	0							
144678														5010		4821	0					1	188	0							
144856														3459		964	0					202	2293	0							
144913														1585		788	88					709	0	0							
145059														950		667	67					169	47	0							
145545														1256		334	537					151	234	0							
145554														694		54	119					32	489	0							
145741														651		0	0					320	331	0							
145750														197		90	0					36	71	0							
145844														1789		0	0					183	1606	0							
146056														64		26	0					10	28	0							
146663														4504		2606	0					77	1665	156							
146672														345324		183105	0	76701				12755	129464	20000							
147651														86		2	0					26	58	0							
147679														2776		98	0					85	2579	14							
147857														566	0	54	0	14	0	0	0	335	177	0	0	0	0				
147923														1311		750	0					64	497	0							
148171														656		463	0					7	153	33							
148238														1731		1051	0					120	560	0							
148340														451		124	60					134	133	0							
148470														7315		6232	0					4	1079	0							
148715														636		126	171					15	324	0							
148809														8476		4130	0					0	4346	0	2954						
148920														154		0	0					11	143	0							
149150														680		80	164					29	407	0							
150035														13569		10669	0					1088	1812	0	4945						
150044														5312		3988	0					204	1120	0							
150156														33		0	0					33	0	0							
150727														4488		386	1410					552	2140	0							
151546														554		0	0					129	425	0							
151957														1924		334	337					292	961	0							
152057														1297		0	0					23	1274	0							
152253														924		1	0					143	780	0							
152431														611		85	6					136	384	0							
152440														274		29	0					178	67	0							
153054														495		67	0					98	330	0							
153353														7279		2213	278					424	4364	0							
154154														5505		3931	0					261	1143	170							
154770														6201		4497	0					105	1174	425							
155759														44		0	0					44	0	0							
156457														163		0	0					158	5	0							
156635														476		0	69					73	334	0							
156970														402		149	0					58	195	0							
157155														402		220	91					27	64	0							
157379														151		97	0					0	54	0							
157650														370	0	106	0	0	0	0	0	61	203	0	0	0	0				
157744														2022		1493	0					61	468	0							
157856														262		251	0					6	5	0							
158376														197		107	0					46	44	0							
158741														1266		436	200					298	332	0							
