"IDRSSD"	RCFDJJ03	RCONJJ03	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	RIADJH88	RIADJH89	RIADJH90	RIADJH91	RIADJH92	RIADJH93	RIADJH94	RIADJH95	RIADJH96	RIADJH97	RIADJH98	RIADJH99	RIADJJ00	RIADJJ01	RIADJJ02	
20857			840	0	11	0	829	0	0																				
21256			76	0	0	0	78	2	0																				
21359			348	4	0	0	344	0	0																				
21658			1837	45	10	0	1833	51	0				0																
22048			1526	50	4	0	1475	3	0																				
22543			1108	0	3	0	1111	6	0																				
22552			1443	30	0	0	1413	0	0																				
22730			1059	160	52	0	899	52	0																				
22936			1180	0	30	0	1152	2	0																				
23456			1632	90	1	0	1550	9	0																				
23504			31784	600	12	0	31418	246	0			0	0																
23643			1006	30	35	0	1122	181	0																				
23755			1730	20	2	0	1711	3	0																				
24006			4945	7	6	0	4943	11	0				89																
24378			190	0	3	0	187	0	0																				
24453			3283	600	59	0	3193	569	0																				
24659			426	0	0	0	426	0	0																				
24668			13275	1300	9	0	13026	1060	0				0																
24949			4706	0	92	0	4628	14	0																				
25357			3362	335	15	0	3084	72	0																				
25647			1642	0	3	0	1639	0	0				0																
26176			2929	-190	190	0	2929	0	0																				
26242			3124	75	46	0	3113	101	-9																				
26457			211	1	0	0	210	0	0																				
26765			11671	1985	219	0	9619	152	0				0																
27070			1000	10	4	0	1000	14	0																				
27548			7545	270	38	0	7339	102	0				0																
27614			1342	0	6	0	1342	6	0																				
27847			4655	168	38	0	4849	400	0																				
28013			27486	59	22	0	27497	92	0				1011																
28152			1373	0	0	0	1373	0	0				0																
28255			3549	83	2	0	3469	5	0																				
28406			17387	-1927	0	0	19335	21	0				0																
28675			629	0	0	0	629	0	0				0																
28732			948	15	0	0	940	7	0																				
29476			907	51	1	0	856	1	0																				
29636			3560	195	30	0	3372	37	0				0																
29878			13256	-122	2	0	13376	0	0				0																
30052			317	5	0	0	312	0	0																				
30502			7095	0	36	0	7134	75	0			0	0																
30650			1374	0	1	0	1373	0	0																				
30810			3132661	809458	171438	0	3038993	886787	-441	0	222170		25007																
31134			1103	70	8	0	1050	25	0				0																
31255			6151	450	2	0	5700	1	0			0	0																
31657			951	0	32	0	919	0	0																				
31826			3017	25	15	0	3023	46	0				0																
31835			1840	90	11	0	1808	69	0																				
32234			37	5	2	0	31	1	0																				
32766			204	9	0	0	196	1	0																				
32971			1675	30	22	0	1807	184	0																				
33147			3790	0	3	0	3811	24	0																				
33259			6993	0	17	0	6976	0	0																				
33268			1193	0	13	0	1183	3	0				0																
33370			116	0	0	0	116	0	0																				
33839			103	0	0	0	103	0	0																				
33857			7203	323	9	0	7704	833	0				0																
34425			7858	314	103	0	7902	461	0			0	0																
34434			2142	50	14	0	2111	33	0																				
34452			748	180	1	0	567	0	0																				
34537			32822	1397	516	0	32423	1514	0				0																
34555			2673	30	26	0	2634	17	0			0	0																
34742			3596	22	34	0	3566	26	0																				
35057			1469	0	6	0	1466	3	0			0	0																
35301			70000	3000	0	0	67000	0	0			0	0																
35570			234717	3000	1345	0	235818	5446	0			0	0																
35646			243	34	0	0	209	0	0																				
35879			893	0	0	0	918	25	0																				
36456			1494	90	93	0	1409	98	0																				
36933			1245	60	1	0	1196	12	0																				
37051			82	18	0	0	729	0	-665																				
37341			612	22	3	0	590	3	0																				
37435			11766	-141	261	0	11766	120	0				0																
37640			16243	675	146	0	15823	401	0			0	282																
37659			447	0	2	0	451	6	0			0	0																
37949			2128	60	15	0	2053	0	0																				
38740			1856	30	4	0	1829	7	0																				
39327			696	70	9	0	619	2	0																				
39756			6240	210	19	0	6220	209	0				0																
40033			402	0	0	0	444	42	0																				
40499			21282	857	96	0	20655	326	0				0																
40855			1029	24	1	0	1004	0	0																				
41245			476	0	5	0	472	1	0																				
41553			753	0	24	0	729	0	0																				
41629			2245	106	63	0	2148	72	0																				
41825			3654	68	5	12	3593	0	0				0																
41937			277	40	0	0	237	0	0																				
41955			277	0	0	0	277	0	0																				
42037			445	5	0	0	440	0	0																				
42354			1222	18	0	0	1207	3	0																				
42372			2033	-46	48	0	2031	0	0																				
42420			49653	4095	398	0	47764	2604	0				0																
42448			18975	2008	341	0	17120	494	0			0	139																
42457			592	23	0	0	577	8	0																				
43052			882	30	12	0	840	0	0																				
43351			202	170	2	0	3162	0	-3132																				
43856			243	0	0	0	243	0	0																				
43959			695	15	0	0	750	70	0																				
44040			4699	75	20	0	4607	3	0																				
44433			4866	-50	3	0	4918	5	0				0																
44741			5067	90	157	0	4932	112	0																				
44750			1264	0	23	0	1241	0	0																				
44929			1062	0	4	0	1062	4	0				0																
45038			1884	15	0	0	1869	0	0			0	0																
45047			2061	74	44	0	2006	63	0																				
45056			474	25	0	0	449	0	0																				
45430			521	18	2	0	519	18	0																				
45458			1314	107	0	0	1212	5	0																				
45551			9285	195	25	0	9083	18	0																				
45560			12112	525	33	0	11719	165	0				0																
45775			807	0	0	0	807	0	0																				
46053			2297	32	23	0	2319	77	0																				
46941			1505	25	7	0	1502	29	0																				
47247			3734	1	28	0	3717	12	0				0																
47256			383	11	0	0	372	0	0																				
47452			1207	0	2	0	1205	0	0																				
47500			3860	160	10	0	3705	15	0																				
48057			723	45	6	0	686	14	0																				
48150			171	3	0	0	168	0	0																				
48374			10603	475	38	0	10486	396	0			0	0																
48440			1002	0	9	0	995	2	0																				
49054			3046	215	1	0	2842	12	0																				
49148			633	15	1	0	617	0	0																				
49241			6619	180	18	0	6897	53	-423																				
49652			2364	15	0	0	2349	0	0																				
49858			930	19	0	0	911	0	0																				
49951			1002	0	0	0	1003	1	0																				
50144			490	15	12	0	472	9	0																				
50461			4188	0	0	0	4188	0	0				0																
50872			1105	-2	2	0	1105	0	0																				
51253			6311	0	146	0	6371	206	0			0	0																
51356			223	30	0	0	204	11	0				0																
51459			1909	-3	7	0	1908	3	0																				
51842			15303	300	69	0	14934	0	0				0																
52719			0	0	0	0	0	0	0			0	0																
52951			3397	231	34	0	3160	28	0																				
53051			374	0	0	0	375	1	0																				
53752			123	15	0	0	108	0	0																				
54058			7293	375	22	0	7182	286	0				0																
54441			1721	30	0	0	1691	0	0																				
54656			2635	24	6	0	2637	32	0			0	0																
54973			54297	6870	1499	0	52119	6191	0				0																
55336			2649	75	32	0	2588	46	0																				
55635			1368	20	17	0	1445	114	0																				
55653			687	0	5	0	693	11	0																				
55970			5546	150	35	0	5453	92	0																				
56258			2383	60	1	0	2322	0	0																				
56351			14741	1050	116	0	13888	313	0				0																
56548			5441	0	10	0	5431	0	0																				
56717			8528	248	308	0	8125	153	0																				
57040			1497	405	9	0	1225	142	0			0	0																
57451			4850	0	3	0	4848	1	0																				
58225			2492	0	13	0	2546	67	0																				
58243			64454	0	432	0	64293	271	0				0																
58355			302	9	0	0	293	0	0																				
58551			2047	75	9	0	2034	71	0																				
58636			3313	75	17	0	3308	87	0																				
58757			1058	0	3	0	1058	3	0																				
58971			92975	800	2561	0	90749	1135	0				0																
59316			8349	450	45	0	8452	598	0				0																
59352			4028	45	0	0	4008	25	0				0																
59370			2385	50	2	0	2370	37	0																				
59754			106	4	1	0	102	1	0																				
60143			647000	-13000	9000	0	671000	20000	0				0																
60330			10107	359	68	0	9815	135	0			0	0																
60545			2215	0	2	0	2216	3	0																				
60554			942	15	0	0	927	0	0																				
60648			4022	37	5	0	4006	26	0																				
61122			11548	349	261	0	11047	109	0				0																
61355			10997	1651	83	0	10713	1450	0																				
61476			10	10	0	0	1319	0	-1319																				
61757			3949	60	3	0	3886	0	0				0																
61832			2662	0	1	0	2679	18	0																				
61953			464	30	0	0	435	1	0																				
62044			180	0	0	0	180	0	0																				
62110			0	0	0	0	0	0	0																				
62147			735	1	3	0	733	2	0																				
62772			5241	200	17	0	5332	308	0																				
63050			2347	50	9	0	2292	4	0																				
63069			391158	16357	2010	0	382042	8453	-798			0	4014																
63201			392	0	0	0	392	0	0																				
63573			5975	45	15	0	5915	0	0																				
63733			7796	266	114	0	7855	439	0				0																
63742			4069	90	8	0	3944	62	89																				
63751			108	0	1	0	107	0	0				0																
64150			1668	0	1	0	1727	60	0																				
64552			1448	20	0	0	1428	0	0				0																
64730			2069	0	1	0	2068	0	0																				
65205			4620	113	0	0	4511	4	0																				
65513			47	0	0	0	47	0	0				0																
65559			3374	59	0	0	3364	49	0				0																
65746			6888	120	5	0	6849	86	0			0	0																
65858			15354	750	123	0	14655	174	0				0																
66154			701	75	11	0	625	10	0																				
66275			2894	60	63	0	2771	0	0																				
66677			1404	0	0	0	1404	0	0				0																
67142			316	1	1	0	337	23	0																				
67151			11413	19	14	0	11382	2	0																				
67209			7044	252	6	0	6788	2	0																				
67254			12	0	3	0	9	0	0																				
67656			39863	7415	747	0	39813	8112	0				0																
67870			3230	0	47	0	3186	3	0																				
68448			665	67	4	0	603	9	0																				
68671			499	0	1	0	499	1	0																				
68756			4468	39	26	0	4421	18	0			0	0																
68831			1058	33	5	0	1065	45	0																				
68840			2100	35	1	0	2064	0	0																				
69333			12313	210	45	0	12148	90	0			0	0																
69678			6250	2	28	0	6260	40	0																				
70058			178	22	11	0	235	90	0																				
70218			1027	0	0	0	1027	0	0			0	0																
70414			3203	45	1	0	3163	6	0																				
70638			3055	494	177	0	3053	669	0																				
70955			148	0	0	0	148	0	0																				
71073			398	0	0	0	398	0	0																				
71318			6719	200	12	0	6675	168	0				0																
71457			4485	70	3	0	4874	462	0																				
71859			49	0	0	0	49	0	0																				
72258			2134	45	48	0	2544	503	0																				
72351			1248	0	13	0	1243	8	0																				
72454			744	0	5	0	739	0	0																				
72678			1642	0	63	0	1622	43	0																				
73116			3773	20	27	0	3757	31	0																				
73152			936	6	1	0	934	5	0																				
73554			2522	0	26	0	2509	13	0																				
73956			554	0	51	0	625	122	0																				
74056			1041	23	1	0	1017	0	0			0	0																
74140			8398	34	127	0	8375	138	0				0																
74403			5310	302	1	0	5039	32	0				209																
74449			80	0	1	0	79	0	0																				
75053			1782	-625	10	0	2399	2	0																				
75259			5578	575	0	0	5312	309	0																				
75446			2930	15	2	0	2922	9	0																				
75455			679	0	0	0	679	0	0																				
75558			3773	1459	21	0	3634	1341	0																				
75633			728016	-3047	48919	0	715345	33201	0			0	40194																
75651			625	15	18	0	609	17	0																				
76153			404	9	14	0	402	21	0			0	0																
76443			816	9	5	0	802	0	0																				
76854			4785	40	108	0	4637	0	0																				
77150			773	10	0	0	765	2	0			0	0																
77253			1501	50	16	0	1435	0	0																				
77422			1904	0	86	0	1818	0	0																				
77851			15546	100	112	0	15409	75	0			0	0																
78157			336	0	0	0	336	0	0																				
78241			477	0	2	0	479	4	0																				
78559			1010	2	2	0	1006	0	0																				
79042			633	0	50	0	583	0	0				0																
79127			676	51	6	0	738	119	0				0																
79145			1995	0	178	0	1821	4	0																				
79257			96	0	0	0	106	10	0																				
79855			971	19	3	0	992	43	0																				
80150			277	0	2	0	289	14	0																				
80374			351	90	0	0	261	0	0																				
80431			1045	73	4	0	1010	42	0																				
80552			107	2	0	0	105	0	0																				
81175			4294	168	1	0	4128	3	0																				
82033			2187	110	15	0	2062	0	0																				
82257			769	137	12	0	725	105	0																				
82350			243	36	9	0	279	81	0																				
82659			1143	125	0	0	1019	1	0			0	0																
83151			1137	15	26	0	1097	1	0																				
83236			261	0	0	0	261	0	0																				
83375			6850	425	56	0	6600	231	0																				
83638			60322	0	172	272	61762	1340	0			5463	0																
83834			1361	27	0	0	1353	19	0			0	0																
83852			77	0	1	0	77	1	0																				
83955			688	0	7	0	682	1	0																				
84046			204	0	0	0	204	0	0																				
84541			7631	24	411	0	7300	104	0																				
84804			627	25	1	0	602	1	0																				
85052			1060	35	0	0	1047	22	0																				
85454			1056	0	24	0	1045	13	0																				
85472			16705	620	376	0	16577	868	0				0																
85931			2131	120	14	0	2027	30	0																				
86349			2927	59	16	0	2911	59	0																				
86554			252	7	6	0	244	5	0																				
86675			5289	-232	68	0	5528	75	0																				
87047			1069	5	1	0	1067	4	0																				
87159			955	22	11	0	945	23	0																				
87234			3405	30	34	0	3341	0	0																				
87476			6897	0	31	0	6866	0	0																				
87579			4325	0	2	0	4323	0	0				0																
88231			6394	20	21	0	6377	24	0			0	0																
88240			114	26	0	0	88	0	0																				
88259			734	10	0	0	725	1	0																				
88352			1315	0	3	0	1320	8	0				0																
88455			4127	120	1	0	4009	3	0																				
88950			677	18	0	0	659	0	0																				
89032		0	632	45	2	0	634	49	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
89135			928	-2	2	0	929	1	0																				
89854			1491	53	42	0	1541	145	0																				
89957			838	15	1	0	825	3	0																				
90047			200	0	0	0	200	0	0																				
90177			985	65	1	0	926	7	0																				
90328			3618	238	48	0	3495	163	0																				
90337			11162	600	389	0	10955	782	0			0	0																
90579			3182	-12	0	0	3194	0	0																				
91615			826	0	1	0	825	0	0																				
91754			2727	15	6	0	2716	10	0			0	0																
91950			372	0	1	0	371	0	0																				
92144			208	0	5	0	203	0	0																				
92676			3107	5	7	0	3102	7	0				0																
92706			2177	81	24	0	2223	151	0																				
92902			130	0	0	0	130	0	0																				
93244			2721	0	2	0	2723	4	0																				
93543			4081	235	20	0	3893	67	0																				
93619			0	0	0	0	0	0	0			0	0																
94139			3179	164	83	0	3048	116	0																				
94522			5156	0	35	0	5207	86	0																				
94755			1735	160	2	0	1710	137	0																				
94858		0	1192	0	12	0	1192	12	0																				
95051			3148	314	96	0	3678	940	0			0	21																
95677			911	-86	1	0	996	0	0																				
96553			1278	225	18	0	1039	4	0																				
97055			3249	30	1	0	3219	1	0																				
97279			279	24	18	0	244	7	0																				
97457			981	36	7	0	946	8	0																				
97804			9947	150	30	0	9890	123	0																				
97943			1871	60	0	0	1817	6	0																				
98351			405	23	0	0	384	2	0																				
98463			5087	100	101	0	4886	0	0																				
98717			2233	0	0	0	2232	0	1			0	0																
99143			1397	0	19	0	1405	27	0																				
99255			826	45	0	0	781	0	0			0	0																
99376			15893	614	216	0	15074	11	0				0																
99442			4283	145	69	0	4297	228	0																				
99536			3828	350	27	0	3575	124	0																				
99853			172	0	2	0	175	5	0																				
100236			3925	32	118	0	3891	116	0																				
100357			5886	297	65	0	5632	108	0																				
100562			32064	-1600	1808	0	32582	726	0			0	7																
100777			4100	0	36	0	4577	513	0																				
100843			6065	530	28	0	5978	471	0																				
101019			54017	2603	787	0	53935	3308	0			0	0																
101037			12821	0	207	0	12726	112	0				0																
101439			2538	45	25	0	2501	33	0				0																
101671			3397	0	34	0	3428	65	0				0																
101738			1316	61	65	0	1363	173	0																				
101952			1104	3	0	0	1103	2	0																				
102155			338	15	2	0	324	3	0																				
102333			512	0	0	0	550	38	0																				
102342			2280	30	1	0	2252	3	0																				
102539			263	0	2	0	261	0	0																				
102557			734	10	0	0	724	0	0																				
102874			327	0	3	0	376	52	0				0																
103134			590	0	0	0	590	0	0			0	0																
103255			23991	550	773	0	23867	1197	-2			0	0																
103563			331	0	4	0	327	0	0																				
104234			340	7	41	0	293	1	0																				
104542			140	9	5	0	134	8	0																				
104971			234	0	0	0	281	47	0																				
105026			3491	300	75	0	3298	182	0																				
105222			1509	0	34	0	1521	46	0																				
105473			9162	75	21	0	9073	9	2	0	0	0	0																
105530			927	23	2	0	915	13	0																				
106359			14667	1150	121	0	13689	293	0				0																
106452			3284	0	370	0	2992	78	0																				
106676			890	18	0	0	872	0	0																				
107244			105954	6681	888	0	102265	3880	0			0	0																
107459			198	3	0	0	196	1	0																				
107570			2823	75	55	0	2857	164	0																				
107758			483	15	10	0	472	14	0																				
108072			1466	43	5	0	1421	3	0																				
108269			767	8	19	0	761	21	0																				
108652			200	0	0	0	200	0	0																				
108746			143	0	0	0	143	0	0																				
108951			3357	1465	6	0	2637	751	0																				
109136			1373	0	7	0	1366	0	0																				
109154			651	6	6	0	639	0	0																				
109453			1120	50	2	0	1268	200	0																				
109574			3002	23	3	0	2978	2	0																				
109659			2515	0	17	0	2561	63	0																				
110413			4321	205	0	0	4529	413	0				0																
110936			5023	181	0	0	4900	58	0																				
110945			2892	15	193	0	2685	1	0																				
110972			151	15	2	0	135	1	0																				
111157			480	15	0	0	465	0	0			0	0																
111205			4725	203	32	0	4511	21	0																				
111942			3347	150	11	0	3312	126	0																				
111979			6748	0	46	0	6723	21	0																				
112163			15190	575	42	0	14651	78	0				0																
112332			1025	14	33	0	1012	34	0																				
112444			4248	150	71	0	4406	379	0																				
112510			365	12	2	0	356	5	0																				
112556			525	9	0	0	516	0	0																				
112837			2197302	404745	286480	0	2147819	641742	0	53945	0	0	0																
113003			1291	0	0	0	1291	0	0				0																
113030			2598	45	0	0	2573	20	0																				
113441			6011	110	277	0	5661	37	0																				
113601			9176	414	2	0	8771	11	0																				
113740			7809	375	199	0	7264	29	0				0																
113937			1923	64	17	0	2141	299	0																				
114149			2032	209	0	0	2113	290	0																				
114251			1005	20	55	0	940	10	0																				
114260			19400	11	267	0	19400	278	0			0	0																
114457			3450	12	24	0	3425	11	0																				
114774			513	0	0	0	513	0	0																				
114840			3053	60	4	0	2997	8	0																				
114859			693	25	0	0	668	0	0																				
115146			750	0	1	0	752	3	0																				
115575			1579	32	44	0	1535	32	0																				
116358			292	12	0	0	280	0	0																				
116554			56	0	0	0	56	0	0																				
116741			1313	23	0	0	1291	1	0																				
117038			1191	0	6	0	1185	0	0			0	0																
117074			1611	0	1	0	1610	0	0																				
117458			5377	200	24	0	5156	3	0																				
117672			1485	-34	0	0	1519	0	0																				
117775			1038	8	0	0	1032	2	0			0	0																
118156			1202	0	6	0	1207	11	0																				
118660			1410	0	0	0	1410	0	0																				
118736			2095	0	1	0	2108	14	0																				
119153			2536	30	51	0	2589	134	0				0																
119528			6639	180	80	0	6508	129	0																				
119779			7499	0	91	0	7590	182	0				0																
119872			2806	0	0	0	2806	0	0																				
120476			375	0	0	0	375	0	0																				
120542			3770	0	55	0	3719	4	0																				
120609			6933	250	54	0	6737	108	0				0																
120953			1368	0	0	0	1368	0	0																				
121642			24228	315	1255	0	24500	1842	0			0	0																
121651			639	0	14	0	633	8	0																				
121679			3236	0	26	0	3554	344	0																				
121914			2906	75	13	0	2859	41	0																				
122153			260	28	6	0	228	2	0																				
122546			508	30	15	0	470	7	0																				
122854			46505	3224	78	0	44802	1599	0				42																
123075			711	0	0	0	711	0	0																				
123374			918	15	2	0	912	11	0				0																
124344			5245	112	20	0	5125	12	0																				
124830			945	0	5	0	940	0	0																				
125154			3136	783	566	0	3031	1244	0				0																
125471			98960	10200	748	0	95677	7665	0				355																
125855			6127	0	160	0	6259	292	0																				
125873			1200	-90	0	0	1290	0	0																				
125958			223	0	8	0	215	0	0																				
126012			4012	105	14	0	3944	51	0																				
126049			1674	30	2	0	1645	3	0																				
126375			660	2	0	0	660	2	0																				
126553			1888	90	0	0	1798	0	0				0																
126740			5905	0	41	0	5877	13	0																				
126834			1866	114	25	0	1832	105	0																				
127055			749	50	0	0	699	0	0																				
127224			2006	46	6	0	2001	47	0																				
128258			162	15	3	0	146	2	0																				
128904			82493	3000	762	0	80655	1924	0				812																
129349			1209	-16	14	0	1223	12	0																				
129358			592	0	0	0	592	0	0				0																
129479			3669	63	2	0	3607	3	0																				
129732			27106	3999	254	0	25201	2348	0			0	2846																
129853			1800	11	25	0	1800	36	0																				
129910			3902	30	6	0	3951	85	0																				
130345			6629	0	7	0	6672	50	0																				
130541			17821	364	298	0	17820	661	0				0																
130813			2593	165	0	0	2428	0	0																				
131034			3008	110	5	0	2893	0	0																				
131173			7847	0	139	3	7996	285	0				0																
131436			4027	90	16	0	3925	4	0			0	0																
131650			68003	7673	733	0	66193	6596	0				1087																
131717			745	11	14	0	738	18	0			0	0																
131940			961	15	9	0	938	1	0																				
132107			8861	227	4	0	8633	3	0																				
132451			971	18	1	0	952	0	0																				
132554			5113	100	32	0	5142	161	0			0	0																
132778			374	0	0	0	408	34	0																				
132938			564	24	3	0	538	1	0																				
133579			3887	200	31	0	3661	5	0			0	0																
133850			11562	135	149	0	11376	98	0			0	0																
133971			3130	-3	146	0	2987	0	0																				
134156			1842	45	66	0	2071	340	0																				
134437			8628	300	73	0	8625	370	0			0	0																
134455			927	210	2	0	947	232	0																				
134848			1443	0	0	0	1443	0	0																				
135836			1875	245	47	0	2139	556	0																				
135854			821	0	0	0	837	16	0																				
136048			865	0	79	0	1207	421	0																				
136338			2059	53	44	0	2070	108	0																				
136459			306	0	0	0	306	0	0																				
136655			747	0	4	0	747	8	4																				
137205			17520	557	169	0	17106	312	0				0																
137447			1980	0	8	0	1981	9	0																				
137456			958	0	1	0	1346	389	0																				
137559			2102	0	298	0	1805	1	0																				
137643			1101	15	45	0	1085	44	0																				
137652			585	192	6	0	387	0	0			0	0																
137915			69877	4382	394	0	67103	2002	0				0																
138051			1563	50	2	0	1521	10	0																				
138257			485	0	3	0	482	0	0																				
138556			340	0	3	0	337	0	0																				
139133			1852	125	88	0	1712	73	0				0																
139478			4344	192	2	0	4155	5	0																				
139553			9677	0	28	0	9699	50	0			0	0																
139656			26340	15646	178	0	11454	938	0			0	1109																
139740			16737	0	48	0	16689	0	0				0																
139834			455	0	6	0	449	0	0																				
139843			16269	1050	31	0	15880	692	0				0																
139955			704	20	0	0	684	0	0																				
140018			11631	1495	77	0	10623	564	0				0																
140157			2008	151	3	0	2255	401	0																				
140362			23905	0	20	0	23967	82	0			0	0																
140634			414	30	0	0	387	3	0																				
141211			3992	0	32	0	3995	35	0																				
141341			2198	180	4	0	2079	65	0																				
141350			456	28	6	0	422	0	0																				
141556			63907	4750	1212	0	61965	4020	0				618																
141677			191	-12	0	0	203	0	0																				
141958			638	0	7	0	670	39	0																				
142049			1401	15	1	0	1385	0	0																				
142179			300	6	0	0	315	21	0																				
142656			977	0	3	0	988	14	0																				
142955			7662	0	249	0	7663	250	0																				
143372			801	-14	10	0	815	10	0																				
143662			144833	13746	3469	0	144770	17152	0				2205																
143859			2571	40	11	0	2520	0	0																				
143952			1821	0	1	0	1821	1	0																				
144034			2825	0	9	0	2816	0	0																				
144052			3870	0	28	0	3862	20	0																				
144155			3572	0	4	0	3568	0	0				0																
144436			1331	0	118	0	1215	2	0																				
144678			1800	-35	85	0	1800	50	0																				
144856			1812	30	8	0	1822	48	0																				
144913			2044	0	1	0	2043	0	0																				
145059			633	0	2	0	631	0	0																				
145545			3254	90	52	0	3112	0	0																				
145554			2221	38	7	0	2179	3	0																				
145741			1333	100	0	0	1233	0	0																				
145750			440	15	1	0	552	128	0																				
145844			3883	62	9	0	3848	36	0																				
145956			2622	50	27	0	2550	5	0																				
146056			1282	635	16	0	844	213	0																				
146663			11659	0	21	0	11698	60	0				0																
146672			127000	-371	1055	0	128430	2114	0				0																
147633			1688	245	15	0	1507	79	0			0	0																
147651			768	0	5	0	776	13	0																				
147679			1160	27	0	0	1133	0	0																				
147857			3079	0	458	0	2670	49	0			0	0																
147923			1856	2	1	0	1855	2	0																				
148171			1729	60	2	0	1683	16	0																				
148238			1907	294	20	0	1646	53	0																				
