"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC010	RCFDC436	RCFDJ448	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC010	RCONC436	RCONJ448	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
5751																			0	626	0	5982	123	126	0	0	0	0	0	1198	0	0	0	2392	307	1333				
6039																			0	101	353	2240	0	1015	378	522	0	0	0	544	0	0	0	0	227	0	DUE FROM HOLDING COMPANY	DUE FROM USDA		
6141																			0	0	17	429	66	66	0	0	0	0	0	346	0	0	0	0	0	0				
6329																			74	519	2400	13704	945	2589	0	0	0	0	0	2515	0	0	0	3013	0	2668				
7009																			0	0	371	6137	0	2907	1804	0	0	0	0	2859	0	0	0	0	0	0	Receivables			
7045																			11	725	584	2849	165	548	0	0	0	0	0	992	0	0	0	0	0	0				
7072																			0	1281	2887	7956	298	3267	2307	0	0	0	0	521	0	0	0	0	0	0	Deferred Compensation			
7157																			0	23	18	418	36	91	55	0	0	0	0	286	0	0	0	0	0	0	Lease Contracts Receivable			
7456																			0	632	0	1327	0	197	158	0	0	0	0	498	0	0	0	0	0	0	Prepaid Health Insurance			
7634																			0	71	0	557	119	198	59	0	0	0	0	288	0	0	0	0	0	0	BL Late Fees Receivable			
8033																			0	1246	195	3795	68	233	25	140	0	0	0	1009	0	0	0	1112	0	0	ATM/CHECK CARD SUSPENSE	OTHER ASSETS		
8462																			0	21	0	631	0	42	26	0	0	0	0	568	0	0	0	0	0	0	Accrued interest on securities purchased			
8631																			0	125	298	2773	95	117	0	0	0	0	0	149	0	0	0	2084	0	0				
9357																			0	628	0	1791	0	236	0	0	0	0	0	927	0	0	0	0	0	0				
9553																			0	2174	0	7194	309	693	384	0	0	0	0	2046	0	0	0	1481	0	800	Nebraska Fund XV Investment			
9807																			0	18005	0	135294	0	9528	2020	1500	4300	0	0	7875	952	0	0	0	99886	0	SETTLEMENT CLAIM	MADISON CROSSING PERFORMANCE BOND	ESCROW AFFORDABLE HOUSING CONSTRUCTION	
9955																			0	842	32	1968	44	65	0	0	0	0	0	1029	0	0	0	0	0	0				
10250																			480	876	9134	12348	317	982	176	0	0	0	0	1078	0	0	0	278	0	0	Computer Software			
10849																			0	549	2217	5182	138	496	0	0	0	0	0	850	286	0	0	1070	0	0				
10858																			0	1453	890	5175	291	463	0	0	0	0	0	2369	0	0	0	0	0	0				
11145																			115	1449	494	6220	237	379	27	0	0	0	0	428	0	0	0	1180	0	2290	Brownsfield			
11275																			0	4652	9972	58729	0	8162	3734	0	0	0	0	2970	0	0	0	18784	14189	0	Accounts receivable			
11640																			0	2706	1782	16369	401	536	0	0	0	0	0	2774	0	0	0	8571	0	0				
11837																			0	440	2844	4042	66	113	38	0	0	0	0	645	0	0	0	0	0	0	IBAA Clearing			
12030																			0	6869	2383	14403	103	2435	2034	225	0	0	0	2173	0	0	0	543	0	0	Reclassified NSF's	Prepaid State Income Taxes		
12142																			0	648	800	8599	414	1398	0	0	0	0	0	1200	0	0	0	0	0	4553				
12179																			0	710	94	3477	59	85	26	0	0	0	0	114	0	0	0	1862	0	612	Prepaid D&O Insurance			
12245																			0	461	417	1560	211	262	0	0	0	0	0	420	0	0	0	0	0	0				
12311	0	320991	63606	2896711	0	740165	0	0	0	0	0	173288	0	0	0	296191	501169	801301		320991																				
12647																			0	310	0	1053	162	189	0	0	0	0	0	554	0	0	0	0	0	0				
12656																			0	29	40	225	62	70	0	0	0	0	0	86	0	0	0	0	0	0				
12937																			0	690	0	1487	272	274	0	0	0	0	0	523	0	0	0	0	0	0				
12946																			0	1949	0	19078	362	1544	0	0	0	0	0	3706	0	0	0	1253	10626	0				
12955																			0	459	0	895	197	197	0	0	0	0	0	239	0	0	0	0	0	0				
13103																			0	11182	0	23759	1314	3302	839	0	0	0	0	3042	0	0	0	6233	0	0	Deferred Director Fees			
13251																			0	308	0	949	75	75	0	0	0	0	0	212	0	0	0	354	0	0				
13457																			0	0	0	1733	0	0	0	0	0	0	0	410	0	0	0	1323	0	0				
14052																			0	152	87	2028	68	138	0	0	0	0	0	199	0	0	0	1097	355	0				
14155																			0	801	0	4751	226	550	0	0	0	0	0	1326	0	0	0	2074	0	0				
14650																			1	68	170	1752	49	50	0	0	0	0	0	128	0	0	0	1336	0	0				
14753																			0	9	0	597	0	118	0	0	0	0	0	470	0	0	0	0	0	0				
14865																			0	531	1023	9737	235	740	274	0	0	0	0	3010	0	0	0	1365	1541	1527	Demand/Savings Unposted Items			
14977																			0	82	30	729	49	57	0	0	0	0	0	382	0	0	0	0	178	0				
16458																			0	775	21	2276	151	198	0	0	0	0	0	1282	0	0	0	0	0	0				
16551																			0	1658	395	5791	0	264	159	71	0	0	0	1186	0	0	0	2288	0	0	Software	Servicing Claim Receivable		
16748																			0	289	172	2582	0	104	0	0	0	0	0	458	0	0	0	1559	0	0				
16944																			0	0	157	420	52	53	0	0	0	0	0	210	0	0	0	0	0	0				
16953																			0	0	0	337	11	11	0	0	0	0	0	326	0	0	0	0	0	0				
17110																			0	219	0	3024	0	2721	1385	0	0	0	0	84	0	0	0	0	0	0	INVESTMENT ADVISORY/TRUSTEE FEES RECEIVABLE			
17147																			0	38990	56552	299933	13656	22113	0	0	0	0	0	18667	3250	0	0	59132	98986	5493				
17259																			6	543	0	2686	118	125	0	0	0	0	0	350	0	0	0	1668	0	0				
17464																			0	9913	48248	103727	1833	6477	0	0	0	0	0	2709	0	0	0	8503	27877	0				
17950																			0	1004	653	4554	138	159	0	0	0	0	0	2223	0	0	0	0	0	515				
17978																			0	3955	2079	7258	113	261	93	20	35	0	0	963	0	0	0	0	0	0	Accrued Late Charges Receivable	Accounts Receivable	Prepaid Federal Income Tax	
18050																			0	474	0	8097	1263	1780	0	0	0	0	0	1659	0	0	0	4184	0	0				
18135																			0	1126	0	7105	152	242	0	0	0	0	0	975	0	0	0	4762	0	0				
18377																			0	77	71	477	33	241	0	186	0	0	0	88	0	0	0	0	0	0		Prepaid Income Taxes		
18827																			0	819	1722	9687	456	840	0	0	0	0	0	981	212	0	0	0	0	5325				
18836																			0	599	1023	6435	0	1051	263	271	0	0	0	496	0	0	0	3266	0	0	PREPAID EFT	DEFERRED DIRECTOR FEES		
18854																			0	740	0	3889	74	921	186	372	91	0	0	2228	0	0	0	0	0	0	Core Deposits	Mortgage Service Fees	Deferred Fees / Costs	
19356																			0	164	0	1601	76	76	0	0	0	0	0	455	0	0	0	906	0	0				
19730																			0	3143	33227	96484	2089	7671	4228	0	0	0	0	5409	0	0	0	43201	0	3833	A/R-PAC LIFE INS POLICY(loan collateral)			
19936																			0	290	563	5754	102	191	0	0	0	0	0	1217	0	0	0	0	3493	0				
19972																			0	91	378	3456	0	72	0	0	0	0	0	227	0	0	0	2688	0	0				
20053																			0	200	978	2954	68	348	0	280	0	0	0	410	0	0	0	1018	0	0	Federal Taxes Payable	Unrealized Tax on AFS Securities		
20512																			0	211	378	5570	0	4510	0	0	0	0	0	471	0	0	0	0	0	0				
20633																			0	1138	1356	10812	389	513	0	0	0	0	0	832	0	0	0	6973	0	0				
20857																			0	489	0	2413	53	53	0	0	0	0	0	1658	0	0	0	213	0	0				
21256																			0	87	0	648	0	0	0	0	0	0	0	21	0	0	0	540	0	0				
21359																			0	177	0	583	31	31	0	0	0	0	0	258	0	0	0	117	0	0				
21630																			0	341	0	804	76	98	0	0	0	0	0	365	0	0	0	0	0	0				
21658																			0	442	0	3327	120	145	0	0	0	0	0	735	0	0	0	2005	0	0				
22048																			0	660	0	7134	270	1518	1175	0	0	0	0	911	0	0	0	4045	0	0	Note Rec ZM Irrevocable Trust			
22543																			0	195	299	795	73	100	0	0	0	0	0	201	0	0	0	0	0	0				
22552																			0	512	0	1547	0	69	44	0	0	0	0	966	0	0	0	0	0	0	MAINTENANCE CONTRACTS			
22730																			0	403	642	4463	117	123	0	0	0	0	0	495	0	0	0	2800	0	0				
22936																			0	320	21	1552	281	390	0	0	0	0	0	770	0	0	0	0	51	0				
23045																			0	251	0	468	0	14	0	0	0	0	0	203	0	0	0	0	0	0				
23456																			9	401	0	1246	79	88	0	0	0	0	0	757	0	0	0	0	0	0				
23504																			0	7034	10930	44550	9388	10903	0	0	0	0	0	5648	0	0	0	10035	0	0				
23643																			0	808	0	5849	149	375	0	0	0	0	0	974	0	0	0	1466	0	2226				
23755																			0	804	0	1633	203	433	221	0	0	0	0	396	0	0	0	0	0	0	Investment Interest Receivable			
24006																			0	873	3275	18577	814	1703	0	0	0	0	0	2350	0	0	0	7282	0	3094				
24378																			0	433	259	946	71	80	0	0	0	0	0	174	0	0	0	0	0	0				
24453																			0	3394	0	4196	270	422	128	0	0	0	0	380	0	0	0	0	0	0	SOFTWARE ASSETS			
24659																			0	0	0	288	0	0	0	0	0	0	0	288	0	0	0	0	0	0				
24668																			4	1164	1231	4078	153	157	0	0	0	0	0	1526	0	0	0	0	0	0				
24855																			0	38	0	272	0	10	0	0	0	0	0	99	0	0	0	125	0	0				
24949																			0	2727	65	14134	0	1041	0	0	0	0	0	1615	0	0	0	8686	0	0				
25357																			0	2205	0	2807	238	410	157	15	0	0	0	192	0	0	0	0	0	0	Interest on Investments	Nonpost DDA		
25647																			0	0	0	206	55	60	0	0	0	0	0	146	0	0	0	0	0	0				
26176																			0	3737	0	10786	1967	3242	0	0	0	0	0	1051	0	0	0	0	0	2756				
26242																			0	1995	622	17130	441	514	0	0	0	0	0	1911	0	0	0	12088	0	0				
26457																			0	0	3	224	0	2	0	0	0	0	0	219	0	0	0	0	0	0				
26765																			0	1101	804	3291	0	669	222	0	0	0	0	717	0	0	0	0	0	0	ATM in process			
26859																			0	860	6943	8728	381	503	0	0	0	0	0	422	0	0	0	0	0	0				
27070																			0	3976	0	5431	652	652	0	0	0	0	0	803	0	0	0	0	0	0				
27548																			0	2294	312	17956	1055	4234	227	2147	0	0	0	1805	0	0	0	9311	0	0	Unposted CD/DDA	Low income tax community investment		
27614																			0	1606	647	10960	286	425	0	0	0	0	0	1330	0	0	0	6952	0	0				
27847																			0	1469	0	11905	358	461	0	0	0	0	0	2332	0	0	0	3741	0	3902				
28013																			0	17572	28053	188535	0	9660	2761	3067	0	0	0	8137	0	0	0	74457	0	50656	loan clearing account transactions	non-posted deposit account transactions		
28152																			0	577	0	3354	0	18	0	0	0	0	0	558	0	0	0	2201	0	0				
28255																			0	315	219	9002	0	2951	2593	0	0	0	0	502	0	0	0	5015	0	0	Returns in Process			
28349																			0	1320	0	2053	175	290	0	0	0	0	0	443	0	0	0	0	0	0				
28406																			0	11347	2827	51878	0	3584	353	1451	0	0	0	4289	0	0	0	29831	0	0	Due From Broker	Prepaid taxes		
28572																			0	1122	0	1256	46	54	0	0	0	0	0	80	0	0	0	0	0	0				
28675																			0	400	0	908	68	196	58	56	0	0	0	312	0	0	0	0	0	0	Non Conforming Cash Items in process of collection	Federal Income Tax Receivable		
28732																			0	225	1055	3490	460	468	0	0	0	0	0	298	0	0	0	1444	0	0				
29104																			0	8986	5165	70265	578	13578	8760	3500	0	0	0	6802	0	0	0	21245	0	14489	Due from brokers for securities	Prepaid pension plan expense		
29476																			0	134	113	706	46	46	0	0	0	0	0	413	0	0	0	0	0	0				
29636																			0	3133	17521	48251	791	1256	0	0	0	0	0	4132	0	0	0	19096	3113	0				
29878																			0	2934	22551	36164	2416	4030	80	1534	0	0	0	6275	0	0	0	374	0	0	Seat License	Other Charges Due Mtg Loans		
29953																			0	1566	0	2174	34	164	0	0	0	0	0	410	0	0	0	34	0	0				
30052																			0	112	0	231	29	57	28	0	0	0	0	62	0	0	0	0	0	0	Software and Art			
30418																			0	2396	0	14568	555	5722	102	399	214	0	0	6450	4429	0	0	0	0	0	Federal Tax Receivable	MBS Rincipal Rec/FHLBNY Divident Rec	Computer Software	
30502																			0	5045	3295	16050	2810	5008	0	0	0	0	0	2702	0	0	0	0	0	0				
30650																			0	553	321	1425	70	267	0	0	0	0	0	284	0	0	0	0	0	0	MVA to AFS 201			
30810																			0	0	848974	1736401	159679	331042	0	0	0	0	0	556385	0	0	0	0	0	0				
30874																			0	9915	8906	41340	778	2726	0	0	0	0	0	3308	0	0	0	16485	0	0				
31134																			0	379	138	2606	251	330	0	0	0	0	0	793	0	0	0	966	0	0				
31255																			0	1608	0	12684	711	1242	475	0	0	0	0	1765	0	0	0	6393	0	1676	IENC Factored loans deferred			
31657																			0	195	0	3278	44	101	0	56	0	0	0	619	0	0	0	0	0	2363		Late Fees		
31826																			0	669	2356	10148	127	2188	0	0	0	0	0	931	0	0	0	4004	0	0				
31835																			0	950	1992	11619	217	430	167	0	0	0	0	1172	0	0	0	7075	0	0	VISA Clearing			
32234																			0	82	0	823	254	254	0	0	0	0	0	487	0	0	0	0	0	0				
32766																			0	24	62	476	88	106	0	0	0	0	0	284	0	0	0	0	0	0				
32971																			0	1329	584	11192	442	1357	647	0	0	0	0	1117	0	0	0	6805	0	0	Purchased Computer Software			
33147																			16	761	172	5781	319	824	0	0	0	0	0	2024	0	0	0	2000	0	0				
33259																			0	675	8918	12012	459	1087	525	0	0	0	0	1332	0	0	0	0	0	0	Miscellaneous Assets			
33268																			0	0	0	2623	79	79	0	0	0	0	0	1255	0	0	0	1289	0	0				
33370																			0	463	40	672	0	74	36	0	0	0	0	95	0	0	0	0	0	0	Premium on loan pool purchases			
33839																			0	122	0	308	14	22	8	0	0	0	0	164	0	0	0	0	0	0	Net negative accrued tax liability taxes from liability side of ledger.			
33857																			0	1541	0	3310	394	668	0	0	0	0	0	1101	0	0	0	0	0	0				
34153																			0	1232	65	5242	0	2898	1500	0	0	0	0	1047	0	0	0	0	0	0	Accounts Receivable			
34359																			0	428	224	2004	94	94	0	0	0	0	0	187	0	0	0	1071	0	0				
34425																			0	1638	537	9578	0	1146	222	0	0	0	0	1128	0	0	0	5129	0	0	INVESTMENT IN BAY SERVICES			
34434																			0	414	0	4091	780	935	0	0	0	0	0	1064	90	0	0	1678	0	0				
34452																			0	57	0	3670	249	862	0	0	0	0	0	460	0	0	0	1341	0	950				
34537																			0	12344	66858	93549	2751	9683	0	0	0	0	0	4664	0	0	0	0	0	0				
34555																			0	3319	1185	12439	161	338	174	0	0	0	0	2013	0	0	0	5584	0	0	Computer Software			
34742																			0	769	1522	10906	294	1232	0	0	0	0	0	1135	0	0	0	6048	200	0				
34836																			0	0	65	582	26	69	0	0	0	0	0	121	0	0	0	327	0	0				
35057																			0	1461	0	4330	0	286	117	0	0	0	0	799	0	0	0	1784	0	0	Other Assets			
35301	0	335832	0	21031141	0	17953036	13609702	0	0	0	0	399811	0	0	0	317732	2024730	0		335832																	Collateral deposits, net			
35570																			0	178126	211512	603805	5375	13931	2613	4627	0	0	0	47448	0	0	0	51871	86832	14085	other misc liab	Acquisition related		
35646																			0	111	103	1168	0	44	0	0	0	0	0	250	0	0	0	0	0	660				
35842																			0	1392	2581	6323	53	53	0	0	0	0	0	1282	0	0	0	1015	0	0				
35879																			0	1483	2192	9018	382	401	0	0	0	0	0	555	0	0	0	4387	0	0				
36456																			0	229	0	4004	390	733	343	0	0	0	0	1347	0	0	0	1695	0	0	DDA Suspense			
36933																			0	124	1971	3209	272	308	0	0	0	0	0	393	0	0	0	413	0	0				
37051																			0	280	0	1192	49	69	0	0	0	0	0	474	0	0	0	369	0	0				
37341																			10	17	0	1118	33	43	0	0	0	0	0	149	0	0	0	909	0	0				
37435																			34	1241	0	15889	789	11521	0	0	0	0	0	3127	0	0	8296	0	0	0				
37640																			0	9004	2979	54131	2613	5768	0	0	0	0	0	7465	0	0	0	21902	0	7013				
37659																			7	0	0	1220	23	146	0	0	0	0	0	464	0	0	0	610	0	0				
37743																			0	276	169	779	18	47	23	0	0	0	0	287	0	0	0	0	0	0	Accounts Receivable SBA			
37949																			0	319	0	8613	107	254	111	0	0	0	0	2105	0	0	0	3504	0	2431	Silvertip, LLC			
38740																			0	1624	110	6596	210	360	0	0	0	0	0	464	0	0	0	4038	0	0				
39327																			0	0	0	10317	384	1180	482	0	0	0	0	1187	0	0	0	7950	0	0	INCOME TAXES RECEIVABLE			
39420																			0	5741	8299	40515	0	3492	0	0	0	0	0	3621	222	0	0	19362	0	0				
39475																			0	17151	140423	249220	4157	12986	0	0	0	0	0	10085	3712	0	0	58627	5238	4710				
39756																			0	1766	0	10653	0	2151	0	0	0	0	0	2884	0	0	0	546	0	3306				
40033																			0	231	0	4397	112	231	119	0	0	0	0	209	0	0	0	3726	0	0	deferred comp			
40350																			0	401	31	1055	52	265	213	0	0	0	0	358	0	0	0	0	0	0	Due from Holding Company			
40499																			0	22874	4127	61486	0	26796	21939	0	0	0	0	4363	0	0	0	1558	1768	0	Supplemental Executive Retirement Plan annuities			
40707																			0	849	467	7636	472	1166	0	0	0	0	0	521	0	0	0	4633	0	0				
40855																			0	657	0	1129	28	28	0	0	0	0	0	444	0	0	0	0	0	0				
41245																			0	45	235	1410	38	38	0	0	0	0	0	181	0	0	0	462	0	449				
41553																			0	99	0	992	19	19	0	0	0	0	0	874	0	0	0	0	0	0				
41629																			0	936	521	5588	0	2941	2265	0	0	0	0	866	0	0	0	324	0	0	Low Income Housing Investment			
41759																			0	135	0	656	46	46	0	0	0	0	0	475	0	0	0	0	0	0				
41825																			0	0	1414	7179	337	1194	61	0	0	0	0	390	0	0	0	2584	0	1597	Pre-Paid Federal Taxes			
41937																			0	138	384	1220	0	60	0	0	0	0	0	638	0	0	0	0	0	0				
41955																			0	369	0	1026	0	289	0	0	0	0	0	368	0	0	0	0	0	0				
42037																			0	0	862	2980	122	122	0	0	0	0	0	546	0	0	0	1450	0	0				
42055																			0	416	0	1156	127	128	0	0	0	0	0	612	0	0	0	0	0	0				
42354																			0	80	0	4114	56	80	0	0	0	0	0	776	0	0	0	3178	0	0				
42372																			0	1054	2453	5238	141	233	59	0	0	0	0	1133	0	0	0	365	0	0	SBA and FHLMC Payments Due			
42420																			0	36864	48911	346931	23793	72443	0	0	0	0	0	14341	14358	0	0	96251	71437	6684				
42448																			0	2539	2672	12765	354	885	0	0	0	0	0	6669	0	0	0	0	0	0				
42457																			0	61	0	692	126	184	0	0	0	0	0	447	0	0	0	0	0	0				
42671																			0	4709	9816	21763	0	3933	0	0	0	0	0	3305	2450	0	0	0	0	0				
43052																			0	446	420	4828	63	335	254	0	0	0	0	488	0	0	0	3139	0	0	Unrealized Tax Effect for Mkt Val Adj of Securities	Fed Inc Tax Receivable		
43351																			0	0	112	497	43	187	38	106	0	0	0	198	0	0	0	0	0	0	PURCHASE SOFTWARE	FHLB STOCK		
43454																			0	104	0	266	51	51	0	0	0	0	0	111	0	0	0	0	0	0				
43744																			0	485	1929	4763	62	197	28	101	0	0	0	157	0	0	0	1507	488	0	Unamortized software	Income Taxes Receivable		
43856																			0	349	180	1493	80	81	0	0	0	0	0	173	0	0	0	710	0	0				
43959																			0	61	679	1470	135	153	0	0	0	0	0	577	0	0	0	0	0	0				
44040																			0	1312	2877	13348	123	127	0	0	0	0	0	2501	0	0	0	0	6531	0				
44433																			0	3692	0	5770	377	394	0	0	0	0	0	1684	0	0	0	0	0	0				
44741																			75	2750	1730	6599	553	738	0	0	0	0	0	1381	0	0	0	0	0	0				
44750																			0	1020	1431	3493	0	253	0	0	0	0	0	789	0	0	0	0	0	0				
44929																			0	1237	0	4226	198	204	0	0	0	0	0	433	0	0	0	2352	0	0				
45038																			254	313	894	2441	0	317	0	0	0	0	0	917	0	0	0	0	0	0				
45047																			0	535	0	1520	170	228	0	0	0	0	0	757	0	0	0	0	0	0				
45056																			0	203	0	978	203	203	0	0	0	0	0	572	0	0	0	0	0	0				
45430																			0	664	561	5230	120	232	0	0	0	0	0	323	0	0	0	1943	0	1507				
45458																			0	240	216	853	111	121	0	0	0	0	0	276	0	0	0	0	0	0				
45551																			0	2688	0	20418	373	1024	302	0	0	0	0	6205	0	0	0	7889	0	2612	Software, Net of Amortization			
45560																			0	1984	0	34917	8671	10328	0	0	0	0	0	3315	0	0	0	16170	0	3120				
45775																			0	756	899	5917	0	291	101	88	0	0	0	479	0	0	0	3492	0	0	CASH ADVANCES	PPD SERVICE EXPENSE F & F		
46053																			0	2487	0	8488	169	288	119	0	0	0	0	750	0	0	0	4963	0	0	Passport Prefunded Transactions			
46941																			0	524	0	3601	96	97	0	0	0	0	0	589	0	0	0	803	0	1588				
47153																			0	0	0	259	41	41	0	0	0	0	2	208	0	0	0	8	0	0				
47247																			0	1511	2881	13012	0	467	0	0	0	0	0	1138	0	0	0	7015	0	0				
47256																			0	214	289	614	30	37	0	0	0	0	0	74	0	0	0	0	0	0				
47452																			0	36	0	268	0	33	0	0	0	0	0	199	0	0	0	0	0	0				
47500																			0	1877	933	4408	586	625	0	0	0	0	0	902	0	0	0	71	0	0				
48057																			0	268	88	2955	142	236	94	0	0	0	0	874	0	0	0	1489	0	0	Salary Continuation Tax Account			
48150																			0	250	0	519	34	34	0	0	0	0	0	235	0	0	0	0	0	0				
48374																			0	7021	0	29314	646	3971	1620	0	0	0	0	5162	0	0	0	3167	7045	2948	OREO Guaranteed Receivalble			
48440																			0	378	646	3693	35	42	0	0	0	2	0	430	0	0	0	2195	0	0				
49054																			0	528	0	1527	0	307	104	0	0	0	0	692	0	0	0	0	0	0	Discount on Issued CDs			
49148																			0	422	0	3456	84	92	0	0	0	0	0	561	0	0	0	2381	0	0				
49241																			0	2455	4446	23630	176	509	0	0	0	0	0	4292	0	0	0	7011	0	4917				
49344																			0	2047	0	4928	58	713	437	0	0	0	0	364	0	0	0	1804	0	0	Accounts Receivable			
49643																			0	57	151	1118	17	23	6	0	0	0	0	124	0	0	0	763	0	0	ACCOUNTS RECEIVABLE			
49652																			0	1121	26	5914	55	281	0	0	0	0	0	1098	0	0	0	3388	0	0				
49821																			0	3874	10182	44120	0	2321	882	0	0	0	0	2300	0	0	0	15380	0	10063	Repossessed commercial equipment			
49858																			0	291	719	1397	103	203	0	0	0	0	0	184	0	0	0	0	0	0				
49951																			0	0	0	2336	155	465	0	0	0	0	0	599	0	0	0	1272	0	0				
50144																			0	295	361	3698	69	131	39	0	0	0	0	415	0	0	0	2496	0	0	returns in process	none	none	
