"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA510	RCFDA511	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCFDHT50	RCFDHT51	RCFDHT52	RCFDHT53	RCFDHT58	RCFDHT59	RCFDHT60	RCFDHT61	RCFDK142	RCFDK143	RCFDK144	RCFDK145	RCFDK146	RCFDK147	RCFDK148	RCFDK149	RCFDK150	RCFDK151	RCFDK152	RCFDK153	RCFDK154	RCFDK155	RCFDK156	RCFDK157	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA510	RCONA511	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	RCONG314	RCONG315	RCONG316	RCONG317	RCONG318	RCONG319	RCONG320	RCONG321	RCONG322	RCONG323	RCONG348	RCONG349	
1669																																																																																																																																																		0	0	35928	10976	10771	0	0	0	0	0	0	0	0	38583	38233	64512	63341	0	30579	30326	0	0	0	0	18075	0	0	1709	16366	41762	26077	16010	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1856																																																																																																																																																		0	0	24142	0	0	0	0	5006	5070	0	0	0	0	0	0	31566	30312	0	0	0	0	0	2863	2728	0	0	0	3033	1031	0	0	4208	0	0	0	0	0	0	0	4979	17061																									0	0	0	0									0	0	0	0	0	0	16217	15417	0	0	0	0	0	0	0	0			
2040																																																																																																																																																		0	0	8691	0	0	0	0	1500	1392	0	0	0	0	0	0	41246	40875	0	0	0	26392	26327	0	0	2787	16	16	2999	1703	7449	4783	12214	4781	280	598	49	0	1910	0	2487	1606																									0	0	0	0									0	0	0	0	0	0	4120	4093	0	0	0	0	0	0	0	0			
2161																																																																																																																																																		0	0	2988	0	0	0	0	0	0	0	0	0	0	0	0	17206	17208	0	0	0	13152	13165	0	0	953	0	0	802	150	2736	1739	7738	0	0	0	0	246	3797	0	0	0																									0	0	0	0	0	0	584	584	0	0	3470	3459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2376																																																																																																																																																		0	0	43549	0	0	15038	15129	0	0	0	0	0	0	348767	343166	38177	37294	0	0	0	0	0	0	0	6771			0	6750	4037	23938	13912	0	0	21	12	4099	206470	17055	70474	39294																									0	0	0	0	590	600	0	0	227034	223137	32	33	0	0	0	0	76544	75049	34146	33224	0	0	0	0	0	0	0	0			
2554																																																																																																																																																		0	0	0	0	0	0	0	916	834	0	0	0	0	250	250	1629	1539	0	250	250	713	705	375	358	293	0	0	475	293	154	393	473	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2732																																																																																																																																																		0	0	34271	0	0	0	0	0	0	0	0	300	300	0	0	66507	66302	0	0	0	27646	27517	0	0	26628	0	0	9036	17592	32350	7324	0	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2750																																																																																																																																																		0	0	3395	0	0	0	0	0	0	0	0	0	0	0	0	8482	8195	0	0	0	2944	2950	500	444	110	4000	3781	274	110	203	58	2712	311	176	156	414	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
3252																																																																																																																																																		0	0	78594	0	0	0	0	0	0	0	0	0	0	0	0	81172	80474	0	0	0	12007	11967	138	138	5668	0	0	18594	3490	10696	7041	4951	330	613	431	3417	2268	10409	380	12389	5465																									0	0	0	0									0	0	0	0	0	0	16270	16169	0	0	0	0	0	0	80	83			
3458																																																																																																																																																		0	0	5396	0	0	0	0	0	0	0	0	0	0	4773	4726	4322	4274	0	4773	4726	0	0	0	0	845			300	545	2461	150	4020	0	0	0	0	0	884	581	106	0																									0	0	0	0									0	0	0	0	0	0	106	106	0	0	0	0	0	0	0	0			
3720																																																																																																																																																		0	0	26603	1501	1469	0	0	0	0	0	0	0	0	36	37	77730	76000	0	36	37	3586	3609	0	0	7145	0	0	2237	4896	27993	5150	4164	0	0	12	0	351	29371	1862	0	0																									0	0	0	0	0	0	188	184	0	0	32206	31412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
3971																																																																																																																																																		0	0	12053	0	0	0	0	12174	12189	0	0	0	0	0	0	59942	60525	0	0	0	0	0	13620	13776	2039	960	972	4048	2030	4176	2424	25292	0	0	0	152	568	10528	878	3023	6434																									0	0	0	0									0	0	0	0	0	0	9353	9448	0	0	0	0	0	0	9	9			
4156																																																																																																																																																		0	0	32690	0	0	0	0	0	0	0	0	0	0	0	0	39202	38443	0	0	0	18835	18504	0	0	5856	0	0	640	5216	12655	10190	5103	0	0	0	405	0	2787	225	0	1221																									0	0	0	0									0	0	0	0	0	0	1229	1221	0	0	0	0	0	0	0	0			
4231																																																																																																																																																		0	0	26973	0	0	0	0	0	0	0	0	0	0	0	0	43807	42473	0	0	0	15159	14678	2998	2932	0	0	0	0	0	0	999	9632	6979	0	0	0	178	17562	7087	36	0																									0	0	0	0									0	0	0	0	0	0	36	36	0	0	0	0	0	0	0	0			
5069																																																																																																																																																		0	0	0	0	0	0	0	13228	14020	0	0	0	0	0	0	25585	26903	0	0	0	11357	11911	0	0	0	1000	972	9048	0	0	0	5995	10887	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
5135																																																																																																																																																		0	0	40910	0	0	0	0	0	0	0	0	0	0	0	0	56053	54800	0	0	0	4085	4053	17150	16071	32823			32934	0	523	850	20493	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
5210																																																																																																																																																		0	0	165792	0	0	0	0	0	0	0	0	0	0	27266	26911	163862	161730	0	0	0	9482	9506	0	0	11470			500	10939	86422	36862	196	0	0	31	746	6977	38098	6484	0	1741																									0	0	0	0	0	0	1013	1023	20266	19980	31156	31047	0	0	0	0	0	0	802	782	0	0	0	0	0	0	0	0			
5461																																																																																																																																																		0	0	26565	989	998	0	0	1000	1003	0	0	0	0	0	0	163549	161518	0	0	0	68908	68272	1000	990	1726	0	0	18269	988	18697	12433	50966	22018	0	0	0	1162	18239	18747	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
5751																																																																																																																																																		0	0	26496	0	0	0	0	0	0	0	0	0	0	0	0	36435	36334	0	0	0	24190	24162	0	0	286	0	0	4072	286	757	645	15013	7461	1200	0	27	130	0	1624	3156	1963																									0	3368	0	3410									0	0	112	114	0	0	3098	3095	0	0	0	0	0	0	0	0			
6039																																																																																																																																																		0	0	16952	0	0	0	0	0	0	0	0	0	0	0	0	21886	21671	0	0	0	1125	1136	3000	2984	5297	0	0	500	4798	8317	5437	1074	554	0	0	0	0	992	0	0	0																									0	0	0	0	0	0	0	0	0	0	987	992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
