"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA510	RCFDA511	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCFDHT50	RCFDHT51	RCFDHT52	RCFDHT53	RCFDHT58	RCFDHT59	RCFDHT60	RCFDHT61	RCFDK142	RCFDK143	RCFDK144	RCFDK145	RCFDK146	RCFDK147	RCFDK148	RCFDK149	RCFDK150	RCFDK151	RCFDK152	RCFDK153	RCFDK154	RCFDK155	RCFDK156	RCFDK157	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA510	RCONA511	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	RCONG314	RCONG315	RCONG316	RCONG317	RCONG318	RCONG319	RCONG320	RCONG321	RCONG322	RCONG323	RCONG348	RCONG349	
1669																																																																																																																																																		0	0	35556	9984	10024	0	0	0	0	0	0	0	0	36457	36898	57528	57488	0	29455	29921	0	0	0	0	24687	0	0	8224	16463	32456	21781	15022	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1856																																																																																																																																																		0	0	24001	0	0	0	0	5005	5091	0	0	0	0	0	0	32743	32805	0	0	0	0	0	2865	2859	0	0	0	1041	3044	0	0	4359	0	0	0	0	0	0	0	9261	15098																									0	0	0	0									0	0	0	0	0	0	16587	16553	0	0	0	0	0	0	0	0			
2040																																																																																																																																																		0	0	0	0	0	0	0	500	491	0	0	0	0	0	0	36996	37346	0	0	0	24571	24894	0	0	4203			1785	3330	5668	4494	12509	3334	149	576	34	0	1854	0	2999	614																									0	0	0	0									0	0	0	0	0	0	3607	3613	0	0	0	0	0	0	0	0			
2161																																																																																																																																																		0	0	2991	0	0	0	0	0	0	0	0	0	0	0	0	15833	16123	0	0	0	12274	12440	0	0	1599	0	39	546	1053	2538	2213	6090	0	0	0	193	0	3451	0	0	0																									0	0	0	0	0	0	521	531	0	0	3038	3113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2376																																																																																																																																																		0	0	39770	0	0	15033	15299	0	0	0	0	0	0	332215	334178	33038	32751	0	0	0	0	0	0	0	8922			0	8916	14411	9396	18177	0	0	5	4	3988	186818	16781	88891	17578																									0	0	0	0	582	599	0	0	207005	208300	9	9	0	0	0	0	77643	77565	29108	28826	0	0	0	0	0	0	0	0			
2732																																																																																																																																																		0	0	34373	0	0	0	0	0	0	0	0	300	300	0	0	57603	58085	0	0	0	26875	26968	0	0	18805	0	0	2004	17100	32682	5666	633	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2750																																																																																																																																																		0	0	3254	0	0	0	0	0	0	0	0	0	0	0	0	10066	9936	0	0	0	4772	4832	500	489	110	4000	3832	181	110	210	0	3986	1015	0	431	171	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
3252																																																																																																																																																		0	0	76817	0	0	0	0	0	0	0	0	0	0	0	0	77220	77467	0	0	0	17082	17194	138	138	5131	0	0	17546	2214	10549	2694	6312	4112	487	567	3920	1401	8989	243	16005	2428																									0	0	0	0									0	0	0	0	0	0	17168	17282	0	0	0	0	0	0	79	79			
3458																																																																																																																																																		0	0	6700	0	0	0	0	0	0	0	0	0	0	4775	4832	3655	3680	0	4775	4832	0	0	0	0	0			0	100	670	467	4006	0	0	0	0	0	1447	1713	53	0																									0	0	0	0									0	0	0	0	0	0	52	52	0	0	0	0	0	0	0	0			
3720																																																																																																																																																		0	0	32222	1501	1500	0	0	0	0	0	0	0	0	36	36	76680	77121	0	36	36	6756	6909	0	0	6500	0	0	223	6500	27918	3526	4697	2380	0	0	289	0	27824	3800	0	0																									0	0	0	0	0	0	151	151	0	0	31409	31763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
3971																																																																																																																																																		0	0	12258	0	0	0	0	12110	12286	0	0	0	0	0	0	55922	57433	0	0	0	0	0	13681	13980	2056	960	998	6054	0	6232	498	23846	0	0	41	152	561	9570	827	4960	3694																									0	0	0	0									0	0	0	0	0	0	8460	8654	0	0	0	0	0	0	0	0			
4156																																																																																																																																																		0	0	30416	0	0	0	0	0	0	0	0	0	0	0	0	34113	34141	0	0	0	15874	15872	0	0	3640	0	0	1022	2618	11065	9137	5705	277	0	0	346	0	2622	213	463	672																									0	0	0	0									0	0	0	0	0	0	1115	1136	0	0	0	0	0	0	0	0			
4231																																																																																																																																																		0	0	23340	0	0	0	0	0	0	0	0	0	0	0	0	40537	40541	0	0	0	15107	15259	1999	1985	0	0	0	0	0	0	0	10405	6839	0	0	0	140	16398	6728	30	0																									0	0	0	0									0	0	0	0	0	0	31	30	0	0	0	0	0	0	0	0			
5069																																																																																																																																																		0	0	0	0	0	0	0	13244	15424	0	0	0	0	0	0	25674	28461	0	0	0	11355	11964	0	0	0	1075	1073	9849	0	0	0	8428	9111	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
5135																																																																																																																																																		0	0	43770	19073	19063	0	0	0	0	0	0	0	0	0	0	57689	57495	0	0	0	4124	4206	17150	16905	33547	0	0	33747	0	524	500	22724	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
5210																																																																																																																																																		0	0	138082	0	0	0	0	0	0	0	0	0	0	24722	24772	174490	175712	0	0	0	8587	8662	0	0	14690			3952	10651	91760	27106	202	0	0	87	1488	5269	48049	10151	0	1719																									0	0	0	0	0	0	2773	2854	17722	17778	43681	44468	0	0	0	0	0	0	715	708	0	0	0	0	0	0	0	0			
5461																																																																																																																																																		0	0	21010	992	1010	0	0	0	0	0	0	0	0	0	0	143372	145096	0	0	0	61675	63149	1000	1000	0			14365	0	14239	7742	54805	17521	0	0	0	952	15417	20056	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
5751																																																																																																																																																		0	0	28289	0	0	0	0	0	0	0	0	0	0	0	0	35257	36115	0	0	0	24028	24879	0	0	282	0	0	5587	30	383	221	13780	10214	0	0	17	103	0	2020	2806	954																									0	4728	0	4783									0	0	0	0	0	0	2678	2732	0	0	0	0	0	0	0	0			
6039																																																																																																																																																		0	0	15315	0	0	0	0	0	0	0	0	0	0	0	0	21562	21683	0	0	0	2369	2447	2000	1998	6725	0	0	1497	5228	7992	1001	1859	588	0	0	0	0	1911	1107	500	0																									0	0	0	0	0	0	0	0	0	0	2964	3018	0	0	0	0	0	0	499	500	0	0	0	0	0	0	0	0			
6329																																																																																																																																																		0	0	3509	0	0	0	0	0	0	0	0	0	0	0	0	23897	24268	0	0	0	5666	5735	0	0	9246	0	0	0	9246	899	643	4092	0	0	0	0	0	0	9388	0	0																									0	0	0	0	0	0	0	0	0	0	9096	9388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
