"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCFDL136	RCFDL137	RCFDL138	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	
250430																																																																																																																																																																																																	9832	0	0	7717	37233	99216	0	321	0	14795	0	0	0	0	13918	0	0	0	0	0	0	321	321	36	27727	40684	8016	29273	0	0	0.1372	0.2523	0.2465	0.0000	0.0000	0.0000	13597	321	1198	0	0	0	0	0	0	0	0	0	
250476																																																																																																																																																																																																	14422	0	0	0	60990	140843	0	1546	0	14287	3647	0	0	0	12529	0	0	0	0	0	0	780	780	3648	66897	39664	3765	28230	0	143	0.085916	0.203393	0.190731	0	0	0	11749	780	2332	0	0	0	0	0	0	0	0	0	
250850																																																																																																																																																																																																	1667	0	0	0	38763	77484	0	487	0	7699	46	0	0	0	6929	0	0	0	0	0	0	487	487	1874	24129	19201	2349	31510	0	0	0.0839	0.1508	0.1402	0.0000	0.0000	0.0000	6442	487	1257	0	0	0	0	0	0	0	0	0	
251352																																																																																																																																																																																																	10779	0	0	475	186342	301249	0	2415	0	37083	0	0	0	0	34903	0	0	1243	0	0	0	1841	1841	43113	92022	72401	13079	92107	0	0	0.111988	0.237853	0.225307	0.000000	0.000000	0.000000	33062	1841	3749	0	0	0	0	0	0	0	0	0	
251558																																																																																																																																																																																																	25218	0	0	0	86994	287710	0	2201	0	26842	0	0	0	0	25731	0	0	0	4065	0	0	2201	2201	10003	74713	61574	10534	139632	0	0	0.082121	0.137309	0.125564	0.000000	0.000000	0.000000	23530	2201	1314	0	0	0	0	0	0	0	0	0	
251745																																																																																																																																																																																																	65204	0	0	26193	106774	342486	0	2449	0	38744	0	0	0	0	37686	0	0	0	8003	0	0	2048	2048	77585	117871	20994	9644	125379	711	0	0.102270	0.230611	0.218079	0.000000	0.000000	0.000000	35638	2048	2434	0	0	0	0	0	0	0	0	0	
251857																																																																																																																																																																																																	8021	0	0	0	24885	63170	0	903	0	6964	0	0	0	0	7006	0	0	0	0	0	0	534	534	0	25006	1625	1590	36913	0	0	0.100735	0.165400	0.152793	0.000000	0.000000	0.000000	6472	534	492	0	0	0	0	0	0	0	0	0	
251978																																																																																																																																																																																																	11974	0	0	11650	1298	152668	0	2356	0	15260	410	0	0	0	16470	0	0	0	0	0	0	1307	1307	3392	30913	44723	8529	75898	0	0	0.0993	0.1592	0.1465	0.0000	0.0000	0.0000	15163	1307	97	0	0	0	0	0	0	0	0	0	
252041																																																																																																																																																																																																	6737	0	0	0	79932	243238	0	1482	0	23467	0	0	0	0	22570	7381	0	0	9944	0	0	1482	1482	7191	67239	63247	4896	104624	2964	0	0.085800	0.140587	0.131356	0	0	0	21088	1482	1537	0	0	0	0	0	0	0	0	0	
252256																																																																																																																																																																																																	8926	0	0	0	1193	16545	0	46	0	1550	0	0	0	0	1591	0	0	0	0	0	0	46	46	344	10107	2823	502	3310	0	0	0.0955	0.2359	0.2291	0.0000	0.0000	0.0000	1545	46	5	0	0	0	0	0	0	0	0	0	
252452																																																																																																																																																																																																	7269	0	0	0	32176	79263	0	329	0	7779	0	0	0	0	7159	0	0	0	2777	0	0	329	329	24582	12742	13055	3703	28264	0	0	0.0868	0.1848	0.1764	0.0000	0.0000	0.0000	6830	329	699	0	0	0	0	0	0	0	0	0	
252658																																																																																																																																																																																																	4214	0	0	0	16571	82558	0	1000	0	8251	0	0	0	0	8531	0	0	0	1425	0	0	655	655	7653	22478	11364	3448	41686	0	0	0.0998	0.1638	0.1513	0.0000	0.0000	0.0000	7876	655	375	0	0	0	0	0	0	0	0	0	
253262																																																																																																																																																																																																	5592	0	0	0	100086	274796	0	1687	0	24303	0	0	0	0	24257	0	0	0	0	0	0	1687	1687	32748	75565	33238	15782	133199	0	0	0.0803	0.1458	0.1357	0.0000	0.0000	0.0000	22570	1687	1649	0	0	0	0	0	0	0	0	0	
253356																																																																																																																																																																																																	48772	0	0	12074	351231	894325	0	6530	0	92524	0	0	0	0	98224	0	0	0	0	-4821	0	6530	6530	65382	337654	35402	40103	453981	0	0	0.1036	0.1821	0.1700	0.0000	0.0000	0.0000	91694	6530	5651	0	4997	0	0	0	0	0	0	0	
253440																																																																																																																																																																																																	15466	0	0	0	13187	178212	0	2057	0	17032	0	0	0	0	18466	0	0	0	8558	0	0	1694	1694	14544	22633	34168	12657	108622	245	0	0.094549	0.136589	0.124059	0.000000	0.000000	0.000000	16772	1694	72	0	0	0	0	0	0	0	0	0	
253468																																																																																																																																																																																																	78732	0	0	1702	382041	1080959	0	24609	200	128898	0	0	0	0	128807	0	0	0	67428	0	0	8981	8981	61398	365132	114273	36040	550564	0	1378	0.109351	0.183376	0.170590	0.000000	0.000000	0.000000	119826	8981	7694	0	0	0	0	0	0	0	0	0	
253646																																																																																																																																																																																																	3300	0	0	0	44761	157463	0	1058	0	14458	0	0	0	0	14513	0	0	0	9362	0	0	1058	1058	2862	47567	8938	6148	98115	200	0	0.085746	0.128257	0.118907	0.000000	0.000000	0.000000	13455	1058	690	0	0	0	0	0	0	0	0	0	
253730																																																																																																																																																																																																	3815	0	0	0	8525	89586	0	842	0	8394	104	0	0	0	8702	0	0	0	0	0	0	842	842	1241	14682	13431	8365	60540	0	0	0.090849	0.123974	0.111979	0.000000	0.000000	0.000000	7860	842	534	0	0	0	0	0	0	0	0	0	
253776																																																																																																																																																																																																	1044	0	0	24	4969	14927	0	98	0	1601	0	0	0	0	1633	0	0	0	0	0	0	77	77	1803	4444	6690	784	2075	0	32	0.104584	0.259701	0.247455	0.000000	0.000000	0.000000	1556	77	8	0	0	0	0	0	0	0	0	0	
254317																																																																																																																																																																																																	14342	0	0	736018	65664	878605	10086	1798	0	136288	0	0	8131	0	134236	0	0	0	0	0	0	1798	11884	4963	177975	7323	12568	680907	0	0	0.1391	0.1838	0.1675	0.0000	0.0000	0.0000	122352	11884	13743	0	0	0	0	0	0	0	0	0	
254504																																																																																																																																																																																																	12199	0	0	0	57663	187280	0	1844	0	16064	0	0	0	0	15106	0	0	0	16426	0	0	1327	1327	6026	67376	41566	12581	71456	0	0	0.074250	0.132643	0.120990	0.000000	0.000000	0.000000	13779	1327	661	0	0	0	0	0	0	0	0	0	
254652																																																																																																																																																																																																	9330	0	0	36738	5953	123981	0	1195	0	10820	0	0	0	0	11245	0	0	0	0	0	0	1117	1117	26	17590	31389	7345	75479	0	0	0.0796	0.1182	0.1065	0.0000	0.0000	0.0000	10128	1117	682	0	0	0	0	0	0	0	0	0	
254670																																																																																																																																																																																																	303	0	0	0	11504	18368	0	8	0	4000	0	0	0	0	3727	0	0	0	0	0	0	8	8	283	11529	5859	126	261	0	0	0.2034	0.6780	0.6766	0.0000	0.0000	0.0000	3719	8	281	0	0	0	0	0	0	0	0	0	
254849																																																																																																																																																																																																	52841	0	0	0	11568	192372	0	2107	0	16500	0	0	0	0	20331	21509	0	1094	768	0	0	1474	1474	52298	18175	22965	15267	100864	7390	0	0.103869	0.174068	0.161448	0.000000	0.000000	0.000000	18857	1474	71	0	0	0	0	0	0	0	0	0	
255136																																																																																																																																																																																																	51961	0	0	0	46596	293371	34	5749	0	6891	0	0	0	0	8867	0	0	184	505	0	0	2451	2485	30275	63977	43244	65703	161149	0	0	0.021045	0.045986	0.033099	0.000000	0.000000	0.000000	6382	2485	509	0	0	0	0	0	0	0	0	0	
255350																																																																																																																																																																																																	3747	0	0	0	35675	123977	0	1001	0	12464	0	0	0	0	12196	194	0	1544	1031	0	0	1001	1001	4702	35416	12408	7217	71183	52	0	0.0899	0.1422	0.1305	0.0000	0.0000	0.0000	11195	1001	665	0	0	0	0	0	0	0	0	0	
255547																																																																																																																																																																																																	4373	0	0	0	16915	73503	0	1110	0	9411	0	0	0	0	9320	0	0	0	0	0	0	587	587	2500	12518	28917	3202	30017	150	0	0.118800	0.177988	0.166778	0	0	0	8733	587	678	0	0	0	0	0	0	0	0	0	
255556																																																																																																																																																																																																	10721	0	0	52006	28682	187746	0	823	0	18835	0	0	0	0	18853	0	0	432	2691	0	0	823	823	25550	59109	30960	9444	72145	0	0	0.094118	0.177781	0.170021	0	0	0	18030	823	805	0	0	0	0	0	0	0	0	0	
255574																																																																																																																																																																																																	59267	0	0	54568	344361	899308	0	5048	0	126018	0	0	0	0	125749	0	0	0	61629	0	0	4492	4492	357338	96934	265498	53177	180662	0	1902	0.1352	0.3505	0.3379	0.0000	0.0000	0.0000	121257	4492	2590	0	0	0	0	0	0	0	0	0	
255659																																																																																																																																																																																																	56903	0	0	0	790797	2174528	5	28631	0	230896	0	0	0	0	201483	0	0	0	69339	0	0	17327	17332	41874	801842	250340	44740	1062362	11229	0	0.087333	0.146549	0.133943	0.000000	0.000000	0.000000	184151	17332	19337	147	0	0	0	0	0	0	0	0	
255873																																																																																																																																																																																																	23473	0	0	61	3005	131199	0	1102	0	10009	0	0	0	0	9864	0	0	0	54	0	0	1004	1004	19360	13579	42629	9085	55601	2717	1184	0.0686	0.1229	0.1104	0.0000	0.0000	0.0000	8860	1004	-51	0	0	0	0	0	0	0	0	0	
256049																																																																																																																																																																																																	810	0	0	0	5262	10056	0	58	0	915	0	0	0	0	926	0	0	0	0	0	0	58	58	185	5840	1542	188	2500	0	0	0.087659	0.208606	0.195540	0	0	0	868	58	47	0	0	0	0	0	0	0	0	0	
256058																																																																																																																																																																																																	13797	0	0	1103	131384	305623	0	2315	0	31314	0	0	0	0	29691	0	0	971	5663	0	0	2209	2209	14127	98149	49050	10433	142779	0	0	0.090043	0.155962	0.144359	0.000000	0.000000	0.000000	27482	2209	3832	0	0	0	0	0	0	0	0	0	
256076																																																																																																																																																																																																	22809	0	0	0	0	97808	0	378	0	10125	0	0	0	0	9884	0	0	0	0	0	0	0	0	1016	22602	57230	5331	17338	0	0	0.1035	0.1973	0.2021	0.0000	0.0000	0.0000	10125	0	0	0	0	0	0	0	0	0	0	0	
256179																																																																																																																																																																																																	6668	0	0	3894	4763	58398	0	1099	0	8513	0	0	0	0	8971	0	0	105	236	0	0	523	523	1585	15366	7698	2767	34784	0	0	0.1446	0.2173	0.2046	0.0000	0.0000	0.0000	8448	523	65	0	0	0	0	0	0	0	0	0	
256553																																																																																																																																																																																																	45106	0	0	700	337577	1870884	0	19166	0	187644	0	0	0	0	196525	0	0	0	0	0	0	18741	18741	26271	354605	152512	88245	1345452	1316	0	0.0978	0.1312	0.1187	0.0000	0.0000	0.0000	177784	18741	2511	0	0	0	0	0	0	0	0	0	
256964																																																																																																																																																																																																	41165	0	0	0	21314	268247	0	2970	0	30378	0	0	0	0	32298	0	0	0	7588	0	0	2544	2544	29214	33987	29944	10103	177449	0	0	0.1112	0.1590	0.1465	0.0000	0.0000	0.0000	29754	2544	624	0	0	0	0	0	0	0	0	0	
257233																																																																																																																																																																																																	77356	0	0	0	153166	409823	0	3090	0	52745	0	0	0	0	51224	0	0	0	0	0	0	3090	3090	68433	48405	43525	18592	244645	0	0	0.1179	0.1845	0.1734	0.0000	0.0000	0.0000	48134	3090	4611	0	0	0	0	0	0	0	0	0	
257345																																																																																																																																																																																																	22140	0	0	0	23633	169690	0	1830	0	18268	0	0	0	0	18847	0	0	0	0	0	0	1338	1338	639	55788	38252	6243	76082	0	0	0.104927	0.176882	0.164325	0.000000	0.000000	0.000000	17509	1338	759	0	0	0	0	0	0	0	0	0	
257466																																																																																																																																																																																																	16757	0	0	0	33926	128528	0	552	0	11565	0	0	0	0	11825	0	0	0	623	0	0	552	552	16577	23527	10902	1940	77631	0	0	0.088370	0.133554	0.127320	0.000000	0.000000	0.000000	11273	552	292	0	0	0	0	0	0	0	0	0	
257578																																																																																																																																																																																																	38570	0	0	0	0	340096	0	6787	0	43235	0	0	0	0	45967	0	0	0	0	0	0	2781	2781	3541	35305	193319	37258	114669	19760	0	0.127000	0.210395	0.197666	0	0	0	43186	2781	0	0	0	0	0	0	0	0	0	0	
257653																																																																																																																																																																																																	12451	0	0	0	15534	54617	0	517	0	5557	0	0	0	0	5612	0	0	0	518	0	0	248	248	10123	25131	2862	429	16825	0	0	0.099203	0.242482	0.231766	0	0	0	5364	248	193	0	0	0	0	0	0	0	0	0	
257756																																																																																																																																																																																																	3528	0	0	0	29272	117349	0	1464	0	12546	0	0	0	0	13228	0	0	0	3508	0	0	999	999	5846	37482	13186	4111	61988	0	0	0.106828	0.166499	0.153925	0	0	0	12229	999	317	0	0	0	0	0	0	0	0	0	
257868																																																																																																																																																																																																	61172	0	0	14990	285094	956684	0	10233	0	117024	0	0	0	0	111684	0	0	0	64262	0	0	7531	7531	129219	246094	103427	67096	473832	4083	10469	0.1117	0.1843	0.1719	0.0000	0.0000	0.0000	104153	7531	2272	0	0	2559	0	0	0	0	0	0	
258146																																																																																																																																																																																																	7911	0	0	0	6251	33900	0	255	0	3878	0	0	0	0	3795	0	0	0	387	0	0	209	209	10670	6180	3629	739	13304	0	0	0.1051	0.2299	0.2173	0.0000	0.0000	0.0000	3586	209	125	0	0	0	0	0	0	0	0	0	
258306																																																																																																																																																																																																	31281	0	0	1606	21653	384295	0	3629	0	40158	0	0	0	0	44935	5000	0	0	851	-1793	0	3285	3285	20638	29926	162431	26234	174512	0	0	0.109849	0.171345	0.158819	0.000000	0.000000	0.000000	41650	3285	228	0	5000	0	0	0	0	0	0	0	
258351																																																																																																																																																																																																	19610	0	0	0	16796	136061	0	2171	0	16681	0	0	0	0	17496	0	0	387	0	0	0	1100	1100	4965	37577	32056	5407	63204	448	0	0.1190	0.2012	0.1886	0.0000	0.0000	0.0000	16396	1100	285	0	0	0	0	0	0	0	0	0	
258379																																																																																																																																																																																																	5470	0	0	0	18530	90121	0	996	0	7202	0	0	0	0	8171	0	0	0	5850	-544	0	696	696	3253	21239	33154	6032	33026	0	0	0.082593	0.147427	0.134869	0.000000	0.000000	0.000000	7475	696	271	0	0	0	0	0	0	0	0	0	
258445																																																																																																																																																																																																	68734	0	0	48760	0	607416	0	6137	0	56087	0	0	0	0	60215	33988	0	926	27931	0	0	6033	6033	69071	67162	47640	19737	427775	2476	0	0.089203	0.124792	0.112289	0	0	0	54182	6033	0	0	0	0	0	0	0	0	0	0	
258539																																																																																																																																																																																																	3190	0	0	0	60422	91378	0	491	0	10324	0	0	0	0	9714	0	0	0	970	0	0	393	393	14619	47990	13690	694	14567	0	0	0.101059	0.309393	0.296875	0.000000	0.000000	0.000000	9321	393	1003	0	0	0	0	0	0	0	0	0	
258632																																																																																																																																																																																																	5945	0	0	0	12751	73649	0	693	0	6710	0	0	0	0	6939	0	0	0	0	0	0	568	568	8419	11444	22321	3453	31819	0	0	0.0857	0.1530	0.1405	0.0000	0.0000	0.0000	6371	568	339	0	0	0	0	0	0	0	0	0	
258771																																																																																																																																																																																																	73423	0	0	192	411047	2412712	0	26910	0	251111	0	0	0	0	259065	1131173	0	2157	2974	0	0	19052	19052	204267	425126	759872	223529	1037689	415189	0	0.102040	0.170881	0.158314	0.000000	0.000000	0.000000	240013	19052	6078	8504	0	0	0	0	0	0	0	0	
258874																																																																																																																																																																																																	9770	0	0	9232	436	63467	0	115	0	8874	0	0	0	0	9086	0	0	0	0	0	0	115	115	7061	14019	39309	585	3193	0	0	0.1413	0.3542	0.3497	0	0	0	8971	115	-97	0	0	0	0	0	0	0	0	0	
259059																																																																																																																																																																																																	19835	0	0	0	53828	113714	0	423	0	11008	0	0	0	0	9444	0	0	0	808	0	0	438	438	19564	44369	22212	945	25990	0	0	0.080526	0.203049	0.193632	0.000000	0.000000	0.000000	9006	438	1314	0	0	0	0	0	0	0	0	0	
259330																																																																																																																																																																																																	74801	0	0	5163	107457	603285	0	20154	0	67058	0	0	0	0	63775	0	0	0	0	0	0	5049	5049	71777	109197	102186	54064	329952	0	4972	0.0982	0.1640	0.1510	0.0000	0.0000	0.0000	58726	5049	3347	0	0	0	0	0	0	0	0	0	
259442																																																																																																																																																																																																	15628	0	0	3300	34560	261034	0	2456	0	24647	0	0	0	0	26481	0	0	0	10514	0	0	2397	2397	6880	54607	69429	12565	131720	5685	0	0.0941	0.1382	0.1257	0.0000	0.0000	0.0000	24084	2397	563	0	0	0	0	0	0	0	0	0	
259657																																																																																																																																																																																																	417943	0	0	0	149792	2018714	331	96086	0	161829	31	0	0	0	170529	0	0	0	10305	-826	0	13059	13390	418841	757717	25866	79918	870352	0	0	0.0741	0.1775	0.1635	0.0000	0.0000	0.0000	157139	13390	3356	0	0	0	0	0	0	0	0	0	
259956																																																																																																																																																																																																	5255	0	0	0	47616	120600	0	1353	0	13611	0	0	0	0	13417	0	0	876	2099	0	0	996	996	2435	18227	50176	5206	49421	0	0	0.1036	0.1692	0.1567	0.0000	0.0000	0.0000	12421	996	976	0	0	0	0	0	0	0	0	0	
260055																																																																																																																																																																																																	300941	0	0	327767	88018	2273481	73	39408	0	278795	0	0	0	1657	259130	8682	0	2674	53928	0	0	20564	20637	291228	302285	365446	159206	1361892	8682	22876	0.1072	0.1593	0.1466	0.0000	0.0000	0.0000	238493	20637	353	1616	6000	56549	0	0	0	0	0	0	
260354																																																																																																																																																																																																	5577	0	0	0	32047	107892	0	325	0	13535	15	0	0	0	7820	0	0	0	0	0	0	325	325	3377	19895	29788	2024	49118	0	0	0.074067	0.115010	0.110230	0	0	0	7495	325	467	0	0	0	0	0	0	0	0	0	
260831																																																																																																																																																																																																	4192	0	0	0	7751	32783	0	309	0	2503	0	0	0	0	2988	0	0	0	1	0	0	255	255	6439	4584	5654	3887	16652	0	0	0.084318	0.146722	0.134201	0.000000	0.000000	0.000000	2733	255	-230	0	0	0	0	0	0	0	0	0	
260868																																																																																																																																																																																																	50291	0	0	297	18618	318706	0	1822	0	38718	0	0	0	0	33889	0	0	0	7069	0	0	1822	1822	23851	66379	54240	10452	169386	0	1327	0.1063	0.1589	0.1503	0.0000	0.0000	0.0000	32067	1822	43	0	0	0	0	0	0	0	0	0	
261070																																																																																																																																																																																																	5319	0	0	0	17266	129020	0	1520	0	14896	0	0	0	0	15626	0	0	199	0	0	0	1316	1316	2515	23949	6248	9753	97242	1058	0	0.106022	0.148745	0.136218	0.000000	0.000000	0.000000	14310	1316	362	0	0	0	0	0	0	0	0	0	
261146																																																																																																																																																																																																	3258	0	0	0	21990	124576	0	1023	0	15040	110	0	0	0	15589	0	0	0	2701	0	0	1023	1023	4501	23528	0	3488	97083	7873	0	0.1153	0.1508	0.1409	0.0000	0.0000	0.0000	14566	1023	474	0	0	29739	0	0	0	0	0	0	
261258																																																																																																																																																																																																	4428	0	0	30290	0	150802	0	1433	0	33283	0	0	0	0	34716	0	0	0	5404	0	0	1433	1433	2896	39733	12128	4675	97478	0	0	0.2212	0.2967	0.2845	0.0000	0.0000	0.0000	33283	1433	0	0	0	0	0	0	0	0	0	0	
261360																																																																																																																																																																																																	24051	0	0	5135	101232	398171	0	2802	0	35739	518	0	0	0	37583	0	0	0	3254	0	0	2802	2802	10477	132119	91494	21692	165432	0	0	0.0868	0.1570	0.1453	0.0000	0.0000	0.0000	34781	2802	958	0	0	0	0	0	0	0	0	0	
261940																																																																																																																																																																																																	16621	0	0	51159	48116	370881	0	2704	0	40172	0	0	0	0	41881	0	0	0	0	0	0	2726	2726	20456	103278	50502	24923	198354	0	0	0.1061	0.1693	0.1583	0	0	0	39155	2726	367	0	0	0	0	0	0	0	0	0	
262059																																																																																																																																																																																																	8731	0	0	0	85613	259975	0	3933	0	37515	0	0	0	0	38172	0	0	44	9263	0	0	2287	2287	9704	75719	27034	23553	148989	0	5	0.1355	0.2105	0.1979	0.0000	0.0000	0.0000	35885	2287	1625	782	0	12806	0	0	0	0	0	0	
262237																																																																																																																																																																																																	13406	0	0	0	28370	133871	0	2024	0	15894	0	0	0	0	16387	0	0	0	5168	0	0	1216	1216	4831	25237	30632	2898	74100	0	0	0.111355	0.169808	0.157208	0.000000	0.000000	0.000000	15171	1216	723	0	0	0	0	0	0	0	0	0	
262358																																																																																																																																																																																																	17988	0	0	13097	8988	220717	0	1083	0	38542	0	0	0	0	34598	0	0	125	3030	0	0	1083	1083	11344	20957	42956	18891	141517	0	0	0.156813	0.205008	0.198591	0	0	0	33515	1083	140	0	0	0	0	0	0	0	0	0	
262741																																																																																																																																																																																																	5289	0	0	11082	17152	142845	0	1521	0	15916	0	0	0	0	16982	0	0	221	390	0	0	1201	1201	1494	25894	52851	7773	63996	0	0	0.109028	0.177361	0.164818	0	0	0	15781	1201	135	0	0	0	0	0	0	0	0	0	
262844																																																																																																																																																																																																	12990	0	0	0	110859	521903	0	6922	0	56747	0	0	0	0	54500	0	0	0	12088	0	0	4892	4892	4530	122897	81063	14239	317130	0	0	0.0958	0.1400	0.1274	0.0000	0.0000	0.0000	49608	4892	3205	0	0	0	0	0	0	0	0	0	
262956																																																																																																																																																																																																	6095	0	0	192	33359	118986	0	1258	0	15724	394	0	0	0	15551	0	0	0	1027	0	0	981	981	2766	31138	30335	7879	54476	0	0	0.1228	0.1988	0.1862	0.0000	0.0000	0.0000	14570	981	729	0	0	0	0	0	0	0	0	0	
263243																																																																																																																																																																																																	8205	0	0	21298	60186	366598	0	3958	0	37817	0	0	0	0	36512	0	0	0	20097	0	0	3057	3057	22342	52537	136114	16013	155201	564	0	0.091055	0.149864	0.137316	0.000000	0.000000	0.000000	33455	3057	2590	0	0	0	0	0	0	0	0	0	
263551																																																																																																																																																																																																	3333	0	0	500	11456	39487	0	511	0	6427	0	0	0	0	6570	0	0	0	1948	0	0	260	260	3887	15680	8621	949	11634	0	0	0.1647	0.3307	0.3176	0.0000	0.0000	0.0000	6310	260	117	0	0	0	0	0	0	0	0	0	
263627																																																																																																																																																																																																	30158	0	0	15871	0	154973	0	712	0	15047	0	0	0	0	15063	0	0	2396	0	0	0	712	712	29428	19240	32162	12883	74855	0	696	0.094341	0.156936	0.149518	0.000000	0.000000	0.000000	14351	712	0	0	0	0	0	0	0	0	0	0	
264156																																																																																																																																																																																																	4476	0	0	0	8265	20090	0	66	0	1917	0	0	0	0	1687	0	0	80	0	0	0	66	66	7847	4439	3318	446	4097	0	0	0.0813	0.2524	0.2425	0.0000	0.0000	0.0000	1621	66	296	0	0	0	0	0	0	0	0	0	
264455																																																																																																																																																																																																	50032	0	0	0	60103	335528	0	3386	0	38093	0	0	0	0	39532	0	0	0	3579	0	0	2559	2559	9732	108072	77963	11758	141452	0	0	0.108419	0.193830	0.181283	0.000000	0.000000	0.000000	36973	2559	1119	0	0	0	0	0	0	0	0	0	
264558																																																																																																																																																																																																	38429	0	0	0	96657	321082	17	1544	0	26022	0	0	0	0	27094	0	0	0	601	-2507	0	1556	1573	72127	107004	62525	4617	77219	1290	0	0.080108	0.208121	0.196038	0.000000	0.000000	0.000000	25521	1573	1412	0	0	0	0	0	0	0	0	0	
264772																																																																																																																																																																																																	48439	0	0	35	112459	576582	0	9221	0	56131	0	0	0	0	55306	0	0	0	0	0	0	4290	4290	76663	89039	184897	29460	232950	0	3760	0.089061	0.163494	0.150812	0	0	0	51016	4290	1355	0	0	0	0	0	0	0	0	0	
265340																																																																																																																																																																																																	6443	0	0	13	93825	207444	0	1466	0	29318	0	0	0	0	28465	0	0	0	6105	0	0	1466	1466	3186	42379	105243	5206	54589	0	0	0.1318	0.2394	0.2271	0.0000	0.0000	0.0000	26999	1466	2319	0	0	0	0	0	0	0	0	0	
265407																																																																																																																																																																																																	32131	0	0	4207	251760	1121522	438	8957	0	121973	0	0	0	0	108576	1490	0	127	46057	-151	0	9357	9795	45928	135539	406041	58769	516492	1491	0	0.0919	0.1408	0.1281	0.0000	0.0000	0.0000	98781	9795	5451	0	0	0	0	0	0	0	0	0	
265452																																																																																																																																																																																																	1444	0	0	15044	22915	71999	0	599	0	10613	0	0	0	0	8573	0	0	0	0	0	0	461	461	605	38115	6667	1756	25369	0	0	0.1124	0.2369	0.2242	0.0000	0.0000	0.0000	8112	461	1761	0	0	0	0	0	0	0	0	0	
265676																																																																																																																																																																																																	6851	0	0	5241	6639	162577	0	2992	0	10180	0	0	0	0	11808	0	0	0	176	0	0	1568	1568	6481	15279	65106	14843	89645	0	299	0.0623	0.0952	0.0826	0.0000	0.0000	0.0000	10240	1568	-359	0	0	0	0	0	0	0	0	0	
266066																																																																																																																																																																																																	10518	0	0	2827	53937	164320	0	1163	0	16373	0	0	0	0	15454	0	0	0	1188	0	0	1163	1163	16463	51511	9493	7854	85933	0	0	0.088919	0.149803	0.138530	0	0	0	14291	1163	2082	0	0	0	0	0	0	0	0	0	
266244																																																																																																																																																																																																	8445	0	0	0	42121	134340	0	1340	0	13175	35	0	0	0	13753	0	0	0	4910	0	0	1089	1089	1054	47342	36281	6421	49671	0	0	0.094553	0.159672	0.147028	0	0	0	12664	1089	511	0	0	0	0	0	0	0	0	0	
